condition,episode,rso,uncertainty_km
correct,3,114,0.6786078810691833
correct,3,115,0.3252631425857544
correct,3,116,0.5407373905181885
correct,3,117,0.3326011896133423
correct,3,118,0.17213129997253418
correct,3,119,0.5079638957977295
correct,3,120,0.22594240307807922
correct,3,121,0.8159114122390747
correct,3,122,0.401205450296402
correct,3,123,0.3298419117927551
correct,3,124,0.16207370162010193
correct,3,125,0.3252909779548645
correct,3,126,0.1723669022321701
correct,3,127,0.0900152325630188
correct,3,128,1.200933814048767
correct,3,129,0.703305721282959
correct,3,130,0.19022026658058167
correct,3,131,1.107116937637329
correct,3,132,0.46385490894317627
correct,3,133,0.27413779497146606
correct,3,134,0.5248342156410217
correct,3,135,0.7494206428527832
correct,3,136,0.5902803540229797
correct,3,137,0.9596229195594788
correct,3,138,0.35666996240615845
correct,3,139,1.149560570716858
correct,3,140,0.5462908744812012
correct,3,141,0.6053361892700195
correct,3,142,0.5733319520950317
correct,3,143,1.128781795501709
correct,3,144,0.5235501527786255
correct,3,145,0.5651642680168152
correct,3,146,0.540485143661499
correct,3,147,0.23532257974147797
correct,3,148,0.2735557556152344
correct,3,149,1.2281084060668945
correct,3,150,0.6048046946525574
