condition,episode,rso,mean_altitude_km,max_abs_latitude_deg,estimated_inclination_deg,estimated_raan_deg,dominant_sensor,dominant_sensor_fraction,num_visiting_sensors,total_observations
correct,1,0,773.3005651255123,32.33308029174805,147.32394400129547,181.4737683907923,3,0.7,4,30
correct,1,1,720.3391953765368,58.863521575927734,58.86431325383648,172.91890286504807,1,0.9454545454545454,3,55
correct,1,2,759.0068999743852,59.23708724975586,120.51740346646442,186.9687261691121,0,0.5510204081632653,4,49
correct,1,3,649.1133372822746,59.85948944091797,120.06890883458546,358.0048840154455,3,0.8,3,25
correct,1,4,729.1763735911885,13.523543357849121,166.47621637877697,200.22729710411244,3,0.5882352941176471,2,17
correct,1,5,677.669385566086,37.6643180847168,142.33319162515463,1.3343124474403256,1,0.8611111111111112,3,36
correct,1,6,747.9236360143443,3.910828113555908,176.0667724662883,35.630278751912215,1,0.972972972972973,2,37
correct,1,7,693.8006451716188,79.86912536621094,79.90423249671504,183.2042792012379,0,0.5849056603773585,2,53
correct,1,8,660.5182585169057,64.34706115722656,64.34751997282558,359.5444370832252,2,0.725,3,40
correct,1,9,689.7607501921107,15.202615737915039,15.205158034834733,351.8686135304149,1,0.6333333333333333,3,30
correct,1,10,734.4431672643443,24.252336502075195,24.252725741528614,348.622224383055,2,0.41304347826086957,3,46
correct,1,11,766.6867395619877,67.408203125,111.09173381667844,175.41504898567325,3,0.6944444444444444,3,36
correct,1,12,746.6832175332992,55.04969787597656,55.165569472336486,175.68728752960493,1,0.9615384615384616,2,26
correct,1,13,733.323450307377,33.628639221191406,146.31355527047216,181.56796948648676,0,0.7407407407407407,3,81
