top_k,step,hours,mean_uncertainty,ci95,n_episodes
30,1400,1.9444444444444444,2.1190412044525146,0.05659519049622457,48
30,1450,2.013888888888889,1.88438880443573,0.050994943011492794,48
30,1500,2.0833333333333335,1.7722338040669758,0.04155805106349648,48
30,1550,2.1527777777777777,1.7787039677302043,0.03624722653425001,48
30,1600,2.2222222222222223,1.8156007130940754,0.036888922209730925,48
30,1650,2.2916666666666665,1.8179815610249836,0.03901134847075599,48
30,1700,2.361111111111111,1.792180101076762,0.03794918745307035,48
30,1750,2.4305555555555554,1.7677243153254192,0.03427532849103851,48
30,1800,2.5,1.725526491800944,0.033785130245503926,48
30,1850,2.5694444444444446,1.7106186946233113,0.03417867360351508,48
30,1900,2.638888888888889,1.6880130370457966,0.03259554162023318,48
30,1950,2.7083333333333335,1.661206881205241,0.031158841250255916,48
30,2000,2.7777777777777777,1.6736698150634766,0.0316050037183394,48
30,2050,2.8472222222222223,1.7156911691029866,0.030908245592857903,48
30,2100,2.9166666666666665,1.7339942057927449,0.03227652932086314,48
30,2150,2.986111111111111,1.743803342183431,0.03368590209646841,48
30,2200,3.0555555555555554,1.7431917587916057,0.033894575758673065,48
30,2250,3.125,1.7315962711970012,0.033994630787823575,48
30,2300,3.1944444444444446,1.7052439451217651,0.036482816615767445,48
30,2350,3.263888888888889,1.674663821856181,0.03610221069944697,48
30,2400,3.3333333333333335,1.6473555167516072,0.03471227621103921,48
30,2450,3.4027777777777777,1.6408645311991374,0.03358546743552422,48
30,2500,3.4722222222222223,1.6382193962732952,0.03210549825669155,48
30,2550,3.5416666666666665,1.6692326466242473,0.030895135433517053,48
30,2600,3.611111111111111,1.6847361326217651,0.0321176265144337,48
30,2650,3.6805555555555554,1.6882333755493164,0.03308404227799347,48
30,2700,3.75,1.6865088939666748,0.03280491942441157,48
30,2750,3.8194444444444446,1.6884736220041912,0.033225450542079114,48
30,2800,3.888888888888889,1.6695280472437541,0.0346431803579037,48
30,2850,3.9583333333333335,1.649224837621053,0.033384163771603706,48
30,2900,4.027777777777778,1.6302063862482707,0.03256324775718859,48
30,2950,4.097222222222222,1.6334445873896282,0.03155410793678455,48
30,3000,4.166666666666667,1.6515783468882244,0.03236192969354353,48
30,3050,4.236111111111111,1.6601069768269856,0.030663716102786124,48
30,3100,4.305555555555555,1.6802104711532593,0.031907041628634496,48
30,3150,4.375,1.6815885702768962,0.03219387658791512,48
30,3200,4.444444444444445,1.6791631778081257,0.03310396176748594,48
30,3250,4.513888888888889,1.665326197942098,0.03376761334564843,48
30,3300,4.583333333333333,1.6442067623138428,0.035249560949643,48
30,3350,4.652777777777778,1.6311956246693928,0.034838996127906266,48
30,3400,4.722222222222222,1.6301190455754597,0.03272191565002779,48
30,3450,4.791666666666667,1.6358734766642253,0.03197425935126355,48
30,3500,4.861111111111111,1.6469700733820598,0.03209975970174509,48
30,3550,4.930555555555555,1.659057895342509,0.031152831029480806,48
30,3600,5.0,1.6659199794133503,0.03163289143995555,48
45,50,0.06944444444444445,18.463610967000324,0.029324913212614084,48
45,100,0.1388888888888889,16.669472376505535,0.033107189170191134,48
45,150,0.20833333333333334,14.624831517537435,0.029174374987921955,48
45,200,0.2777777777777778,14.210931777954102,0.027098800614023196,48
45,250,0.3472222222222222,16.04939079284668,0.03762367541205436,48
45,300,0.4166666666666667,17.45841916402181,0.04380302963724629,48
45,350,0.4861111111111111,17.801353454589844,0.05093292717496684,48
45,400,0.5555555555555556,17.088701566060383,0.06215128441927324,48
45,450,0.625,15.907224655151367,0.06034187370118407,48
45,500,0.6944444444444444,15.624517122904459,0.047026727868333264,48
45,550,0.7638888888888888,16.423051516215008,0.049735178555855825,48
45,600,0.8333333333333334,17.174497604370117,0.057116769698095135,48
45,650,0.9027777777777778,17.157313346862793,0.07026437626793765,48
45,700,0.9722222222222222,15.9681396484375,0.08294866320434008,48
45,750,1.0416666666666667,13.613164583841959,0.09247452609067809,48
45,800,1.1111111111111112,10.461318969726562,0.08932708823377235,48
45,850,1.1805555555555556,7.227327346801758,0.08820565061011781,48
45,900,1.25,4.418540954589844,0.08438478027668306,48
45,950,1.3194444444444444,2.688224275906881,0.06270727401050769,48
45,1000,1.3888888888888888,2.1060935656229653,0.04689254397607882,48
45,1050,1.4583333333333333,2.1462188959121704,0.04802423271892671,48
45,1100,1.5277777777777777,2.14681609471639,0.049228212364763387,48
45,1150,1.5972222222222223,2.0072049299875894,0.051350323572950496,48
45,1200,1.6666666666666667,1.7941038211186726,0.04705860754763753,48
45,1250,1.7361111111111112,1.5307328303654988,0.040696211592363175,48
45,1300,1.8055555555555556,1.3348779877026875,0.03569199867613727,48
45,1350,1.875,1.1749052007993062,0.03148743050352431,48
45,1400,1.9444444444444444,1.0915186206499736,0.024873171735065504,48
45,1450,2.013888888888889,1.0914809902509053,0.022033882816566413,48
45,1500,2.0833333333333335,1.1030150850613911,0.022632748158136557,48
45,1550,2.1527777777777777,1.1053969264030457,0.023193967361250106,48
45,1600,2.2222222222222223,1.1051310102144878,0.023214652408878402,48
45,1650,2.2916666666666665,1.0815642873446147,0.022853956746366463,48
45,1700,2.361111111111111,1.0359982252120972,0.02346270974553811,48
45,1750,2.4305555555555554,0.9930538733800253,0.021942678099118783,48
45,1800,2.5,0.9840346376101176,0.022539454104032457,48
45,1850,2.5694444444444446,0.9873183767000834,0.022283949582571714,48
45,1900,2.638888888888889,1.007513403892517,0.021547440024122056,48
45,1950,2.7083333333333335,1.0224421620368958,0.02193582414429799,48
45,2000,2.7777777777777777,1.0246232549349468,0.022779062655510836,48
45,2050,2.8472222222222223,1.0268303354581196,0.022316301836603422,48
45,2100,2.9166666666666665,1.010153313477834,0.023754642218740983,48
45,2150,2.986111111111111,0.9880644480387369,0.02288315707394131,48
45,2200,3.0555555555555554,0.9571268558502197,0.02157105497198769,48
45,2250,3.125,0.9566224018732706,0.020736335217767778,48
45,2300,3.1944444444444446,0.9652933279673258,0.02047533986471105,48
45,2350,3.263888888888889,0.9850892027219137,0.020214322543043697,48
45,2400,3.3333333333333335,1.0019521514574687,0.02090682959805445,48
45,2450,3.4027777777777777,1.0070186058680217,0.021904456768704658,48
45,2500,3.4722222222222223,1.0028667847315471,0.02205481634720911,48
45,2550,3.5416666666666665,0.9918094873428345,0.022772249970013977,48
45,2600,3.611111111111111,0.9659211039543152,0.021455128365307576,48
45,2650,3.6805555555555554,0.9602625370025635,0.021586969291270405,48
45,2700,3.75,0.9612813194592794,0.02123633061914676,48
45,2750,3.8194444444444446,0.9603210290273031,0.02057995087555125,48
45,2800,3.888888888888889,0.9733041524887085,0.01976228782635392,48
45,2850,3.9583333333333335,0.9897389809290568,0.02155879941430576,48
45,2900,4.027777777777778,0.9955471158027649,0.021915647591097594,48
45,2950,4.097222222222222,0.9925255378087362,0.022458965326116496,48
45,3000,4.166666666666667,0.9760155081748962,0.02324769345798734,48
45,3050,4.236111111111111,0.9579470952351888,0.021589147727712556,48
45,3100,4.305555555555555,0.9543788830439249,0.02160325779758983,48
45,3150,4.375,0.9559179345766703,0.020639910305524607,48
45,3200,4.444444444444445,0.9565628965695699,0.0202443292667515,48
45,3250,4.513888888888889,0.969421366850535,0.02062908874586948,48
45,3300,4.583333333333333,0.9812775055567423,0.020281094959296506,48
45,3350,4.652777777777778,0.9885252118110657,0.021739965746005556,48
45,3400,4.722222222222222,0.9864261945088705,0.02313229352348996,48
45,3450,4.791666666666667,0.9711203177769979,0.022876822554019915,48
45,3500,4.861111111111111,0.9530758857727051,0.022423644485147803,48
45,3550,4.930555555555555,0.9526984294255575,0.020533857516124753,48
45,3600,5.0,0.9620894988377889,0.020644298903460548,48
60,50,0.06944444444444445,18.383063634236652,0.031137017337928383,48
60,100,0.1388888888888889,16.544901529947918,0.03361352250893026,48
60,150,0.20833333333333334,14.464842160542807,0.027271495262058593,48
60,200,0.2777777777777778,13.979631741841635,0.02554621423819787,48
60,250,0.3472222222222222,15.680440902709961,0.036466566066897084,48
60,300,0.4166666666666667,16.851449966430664,0.04498241060284499,48
60,350,0.4861111111111111,16.937970797220867,0.05640407916426387,48
60,400,0.5555555555555556,16.08457088470459,0.06356498001458719,48
60,450,0.625,14.986570040384928,0.05850920309139982,48
60,500,0.6944444444444444,15.006316184997559,0.05225067897443414,48
60,550,0.7638888888888888,15.607289950052897,0.054291342726098236,48
60,600,0.8333333333333334,16.01728343963623,0.06308432333991455,48
60,650,0.9027777777777778,15.618892987569174,0.07612300268364776,48
60,700,0.9722222222222222,14.094743092854818,0.09602838129677277,48
60,750,1.0416666666666667,11.530039469401041,0.09618275031717151,48
60,800,1.1111111111111112,8.379419644673666,0.09109287897029432,48
60,850,1.1805555555555556,5.26168958346049,0.08088558068703419,48
60,900,1.25,2.971724033355713,0.06352011204154512,48
60,950,1.3194444444444444,1.9183976650238037,0.050102610209788394,48
60,1000,1.3888888888888888,1.7626218795776367,0.05220905373577446,48
60,1050,1.4583333333333333,1.8273103634516399,0.054907570741770946,48
60,1100,1.5277777777777777,1.8072969516118367,0.05256878227304399,48
60,1150,1.5972222222222223,1.6556519269943237,0.048281077681320186,48
60,1200,1.6666666666666667,1.4340566396713257,0.042210746501688975,48
60,1250,1.7361111111111112,1.2228596210479736,0.03543555704551567,48
60,1300,1.8055555555555556,1.0636563897132874,0.026849437607946915,48
60,1350,1.875,0.9818790952364603,0.02252438393128489,48
60,1400,1.9444444444444444,0.9620426694552103,0.024130706184282938,48
60,1450,2.013888888888889,0.9695568482081095,0.02331445537285163,48
60,1500,2.0833333333333335,0.9569078286488851,0.023211960490344987,48
60,1550,2.1527777777777777,0.9458808898925781,0.022549149372232208,48
60,1600,2.2222222222222223,0.922772487004598,0.023012585385133465,48
60,1650,2.2916666666666665,0.8680723706881205,0.021640775130924224,48
60,1700,2.361111111111111,0.8304246266682943,0.019923743792512705,48
60,1750,2.4305555555555554,0.8247812390327454,0.01975252654495186,48
60,1800,2.5,0.8321413596471151,0.01949845792014906,48
60,1850,2.5694444444444446,0.8509636720021566,0.020427066858035615,48
60,1900,2.638888888888889,0.8579212029774984,0.02086734918756819,48
60,1950,2.7083333333333335,0.8581979076067606,0.020969650503053428,48
60,2000,2.7777777777777777,0.8519865870475769,0.021686027464549867,48
60,2050,2.8472222222222223,0.8340199987093607,0.02089330894069892,48
60,2100,2.9166666666666665,0.8156897226969401,0.019549371194760898,48
60,2150,2.986111111111111,0.811468780040741,0.020521340447317408,48
60,2200,3.0555555555555554,0.8138986229896545,0.019432167117783502,48
60,2250,3.125,0.827682097752889,0.02010711878228198,48
60,2300,3.1944444444444446,0.8442323009173075,0.019518756590055787,48
60,2350,3.263888888888889,0.846288243929545,0.020997167955437254,48
60,2400,3.3333333333333335,0.8384480476379395,0.0204083954172442,48
60,2450,3.4027777777777777,0.8275181452433268,0.021341663664053802,48
60,2500,3.4722222222222223,0.8112263480822245,0.020078816054948465,48
60,2550,3.5416666666666665,0.8045600454012553,0.019834174543928364,48
60,2600,3.611111111111111,0.8065396944681803,0.019958615267052282,48
60,2650,3.6805555555555554,0.8154385685920715,0.019258066029744503,48
60,2700,3.75,0.8226844072341919,0.01948916246724316,48
60,2750,3.8194444444444446,0.8331690430641174,0.019975678197628213,48
60,2800,3.888888888888889,0.8351857463518778,0.020240917530013305,48
60,2850,3.9583333333333335,0.829276978969574,0.020996044152702942,48
60,2900,4.027777777777778,0.8132730921109518,0.020220078790275858,48
60,2950,4.097222222222222,0.8047224084536234,0.02130612377105663,48
60,3000,4.166666666666667,0.8038422664006551,0.0196535796246384,48
60,3050,4.236111111111111,0.8079995711644491,0.019588209671430525,48
60,3100,4.305555555555555,0.8085686564445496,0.019291558859672375,48
60,3150,4.375,0.8210057417551676,0.01988498981439234,48
60,3200,4.444444444444445,0.8277124961217245,0.01981643586494958,48
60,3250,4.513888888888889,0.8220056494077047,0.021276699281536565,48
60,3300,4.583333333333333,0.8091206153233846,0.020536216225130237,48
60,3350,4.652777777777778,0.8041327794392904,0.021293880427606854,48
60,3400,4.722222222222222,0.8016754786173502,0.02038403187685266,48
60,3450,4.791666666666667,0.7984845042228699,0.01914363716515988,48
60,3500,4.861111111111111,0.8100186983744303,0.019098235043559477,48
60,3550,4.930555555555555,0.8168284694353739,0.01976449630112146,48
60,3600,5.0,0.8182506561279297,0.019950410435474623,48
75,50,0.06944444444444445,18.33621819814046,0.024313160004849874,48
75,100,0.1388888888888889,16.447084426879883,0.02651520644457744,48
75,150,0.20833333333333334,14.342334747314453,0.023205924446717156,48
75,200,0.2777777777777778,13.828706423441568,0.024366035321183643,48
75,250,0.3472222222222222,15.429065704345703,0.031037484514756002,48
75,300,0.4166666666666667,16.46782398223877,0.03827335368122573,48
75,350,0.4861111111111111,16.40334479014079,0.04737892370998858,48
75,400,0.5555555555555556,15.544083913167318,0.061773346122366735,48
75,450,0.625,14.637837409973145,0.057921003305766994,48
75,500,0.6944444444444444,14.724844296773275,0.047342922965445,48
75,550,0.7638888888888888,15.200004577636719,0.04688615374769739,48
75,600,0.8333333333333334,15.395508766174316,0.05503105994573576,48
75,650,0.9027777777777778,14.810656229654947,0.06926683434615029,48
75,700,0.9722222222222222,13.15841261545817,0.08404053039080885,48
75,750,1.0416666666666667,10.538282712300619,0.08605460878327155,48
75,800,1.1111111111111112,7.394814809163411,0.08629864215516073,48
75,850,1.1805555555555556,4.374773740768433,0.07243479973319347,48
75,900,1.25,2.5226853688557944,0.06966217669822368,48
75,950,1.3194444444444444,1.839465856552124,0.04787150428353231,48
75,1000,1.3888888888888888,1.810872197151184,0.047174910582803244,48
75,1050,1.4583333333333333,1.8660262028376262,0.0509525890960669,48
75,1100,1.5277777777777777,1.8338642915089924,0.050522511156767765,48
75,1150,1.5972222222222223,1.6512579917907715,0.04953011111587668,48
75,1200,1.6666666666666667,1.4121708869934082,0.04340780517769212,48
75,1250,1.7361111111111112,1.1825206279754639,0.03677452529990028,48
75,1300,1.8055555555555556,1.04280024766922,0.029055308871913477,48
75,1350,1.875,1.004967451095581,0.029266300098617123,48
75,1400,1.9444444444444444,0.9996155103047689,0.029200089208270583,48
75,1450,2.013888888888889,0.9978319009145101,0.029697443501073447,48
75,1500,2.0833333333333335,0.9743068019549052,0.027866861051186083,48
75,1550,2.1527777777777777,0.9435150027275085,0.027493405036711598,48
75,1600,2.2222222222222223,0.8986694614092509,0.026446160043126467,48
75,1650,2.2916666666666665,0.8449272314707438,0.023999488610028676,48
75,1700,2.361111111111111,0.8306630849838257,0.020941948741751575,48
75,1750,2.4305555555555554,0.8415687878926595,0.020103314004150854,48
75,1800,2.5,0.8529518842697144,0.02104057158349932,48
75,1850,2.5694444444444446,0.8669859965642294,0.021914231697418518,48
75,1900,2.638888888888889,0.8661876122156779,0.022048235808965966,48
75,1950,2.7083333333333335,0.8572961489359537,0.0231033099799191,48
75,2000,2.7777777777777777,0.8365853826204935,0.022701376042721978,48
75,2050,2.8472222222222223,0.8245779275894165,0.022697710720569836,48
75,2100,2.9166666666666665,0.8213212291399637,0.021596270912984508,48
75,2150,2.986111111111111,0.8264717857042948,0.021020914485976778,48
75,2200,3.0555555555555554,0.839261511961619,0.021047140603331512,48
75,2250,3.125,0.8527123729387919,0.021765378883854537,48
75,2300,3.1944444444444446,0.8533523678779602,0.023086771893803443,48
75,2350,3.263888888888889,0.8406014641125997,0.023562334996443085,48
75,2400,3.3333333333333335,0.8280216654141744,0.022422314487144504,48
75,2450,3.4027777777777777,0.8203495939572653,0.022058025659755436,48
75,2500,3.4722222222222223,0.81777952114741,0.02185374936873406,48
75,2550,3.5416666666666665,0.8212269345919291,0.021493924127698086,48
75,2600,3.611111111111111,0.8299414118131002,0.020999392042637392,48
75,2650,3.6805555555555554,0.8373072147369385,0.02082598847596994,48
75,2700,3.75,0.8423173824946085,0.022532777456296903,48
75,2750,3.8194444444444446,0.8368538022041321,0.022708268713475418,48
75,2800,3.888888888888889,0.8291510542233785,0.023199177599233838,48
75,2850,3.9583333333333335,0.8192213575045267,0.02234656939126532,48
75,2900,4.027777777777778,0.815395454565684,0.021575489992496047,48
75,2950,4.097222222222222,0.818428615729014,0.02234305515615922,48
75,3000,4.166666666666667,0.8223930795987447,0.02129396451920341,48
75,3050,4.236111111111111,0.8269186417261759,0.021433853257098835,48
75,3100,4.305555555555555,0.8312355081240336,0.022120226088904373,48
75,3150,4.375,0.8281413912773132,0.022786317648687576,48
75,3200,4.444444444444445,0.8215082883834839,0.022334800950250085,48
75,3250,4.513888888888889,0.8139171600341797,0.02271948301899332,48
75,3300,4.583333333333333,0.8158164620399475,0.0213656441838491,48
75,3350,4.652777777777778,0.8162124554316202,0.02252247158284967,48
75,3400,4.722222222222222,0.8132874965667725,0.02178937210230494,48
75,3450,4.791666666666667,0.8239774306615194,0.021446778385877246,48
75,3500,4.861111111111111,0.8276439507802328,0.02269777812079447,48
75,3550,4.930555555555555,0.8167532285054525,0.022543851561209003,48
75,3600,5.0,0.8130111495653788,0.022488872411518455,48
90,50,0.06944444444444445,18.319130579630535,0.025127740649809133,48
90,100,0.1388888888888889,16.406263033548992,0.0267810560376115,48
90,150,0.20833333333333334,14.274754524230957,0.025598891669576528,48
90,200,0.2777777777777778,13.725451151529947,0.02657006320994233,48
90,250,0.3472222222222222,15.254828453063965,0.031408418657732716,48
90,300,0.4166666666666667,16.16853682200114,0.040865304272904024,48
90,350,0.4861111111111111,16.038617769877117,0.0466270242010524,48
90,400,0.5555555555555556,15.184069951375326,0.04971990979302646,48
90,450,0.625,14.476295789082846,0.04806891261338291,48
90,500,0.6944444444444444,14.552837689717611,0.039289046630484915,48
90,550,0.7638888888888888,14.89705721537272,0.041685531334357526,48
90,600,0.8333333333333334,14.939911206563314,0.04365312128289149,48
90,650,0.9027777777777778,14.202289581298828,0.054533389033003844,48
90,700,0.9722222222222222,12.469710032145182,0.06370108658462345,48
90,750,1.0416666666666667,9.856094042460123,0.06699434382138542,48
90,800,1.1111111111111112,6.741342544555664,0.06411062246096183,48
90,850,1.1805555555555556,3.9450199604034424,0.06225876272765101,48
90,900,1.25,2.370478709538778,0.051495425213075395,48
90,950,1.3194444444444444,1.8796298503875732,0.040217818018221746,48
90,1000,1.3888888888888888,1.9231646458307903,0.041366363397833714,48
90,1050,1.4583333333333333,1.996265212694804,0.046920530820053166,48
90,1100,1.5277777777777777,1.9459757804870605,0.047742996270686934,48
90,1150,1.5972222222222223,1.7424731651941936,0.04362266146233727,48
90,1200,1.6666666666666667,1.4583852688471477,0.038894552019893995,48
90,1250,1.7361111111111112,1.235036849975586,0.03047146919094597,48
90,1300,1.8055555555555556,1.1167983214060466,0.026347021905577504,48
90,1350,1.875,1.0961453517278035,0.027484315227050526,48
90,1400,1.9444444444444444,1.0876543124516804,0.02655977052487729,48
90,1450,2.013888888888889,1.0667010148366292,0.0272693916313941,48
90,1500,2.0833333333333335,1.0289833744366963,0.026519617825189298,48
90,1550,2.1527777777777777,0.9724433819452921,0.025687978220464723,48
90,1600,2.2222222222222223,0.9010364015897115,0.022683700854527908,48
90,1650,2.2916666666666665,0.8721315662066141,0.01916360760002458,48
90,1700,2.361111111111111,0.879765530427297,0.017397048706117378,48
90,1750,2.4305555555555554,0.8968358437220255,0.01906838590154384,48
90,1800,2.5,0.913429876168569,0.018643064037229505,48
90,1850,2.5694444444444446,0.9175769488016764,0.019179712099024988,48
90,1900,2.638888888888889,0.9114982883135477,0.019289074587376113,48
90,1950,2.7083333333333335,0.9004000624020895,0.01953595446815578,48
90,2000,2.7777777777777777,0.8812240362167358,0.020238341819247593,48
90,2050,2.8472222222222223,0.8781629403432211,0.01928601479027501,48
90,2100,2.9166666666666665,0.8818575143814087,0.01863672758736529,48
90,2150,2.986111111111111,0.8926255106925964,0.019072435073957048,48
90,2200,3.0555555555555554,0.9023381868998209,0.019805171150097885,48
90,2250,3.125,0.9052558342615763,0.020516313977771455,48
90,2300,3.1944444444444446,0.8920827507972717,0.019537717605041034,48
90,2350,3.263888888888889,0.8737606406211853,0.01960754470326749,48
90,2400,3.3333333333333335,0.869373619556427,0.019992883640288284,48
90,2450,3.4027777777777777,0.8638772765795389,0.01841883636509636,48
90,2500,3.4722222222222223,0.8674802978833517,0.018684939107118347,48
90,2550,3.5416666666666665,0.881190280119578,0.018890935183220426,48
90,2600,3.611111111111111,0.8911105195681254,0.018247002342896418,48
90,2650,3.6805555555555554,0.8925995230674744,0.019078106670055776,48
90,2700,3.75,0.88974529504776,0.01909006716862846,48
90,2750,3.8194444444444446,0.8735126852989197,0.01963574512203954,48
90,2800,3.888888888888889,0.8651900291442871,0.0201238004439394,48
90,2850,3.9583333333333335,0.8664759198824564,0.019251713505063904,48
90,2900,4.027777777777778,0.865878959496816,0.01908011218166299,48
90,2950,4.097222222222222,0.8764037489891052,0.018365323940996294,48
90,3000,4.166666666666667,0.8841029206911722,0.019014458029561455,48
90,3050,4.236111111111111,0.882876992225647,0.018508256968203518,48
90,3100,4.305555555555555,0.8791827162106832,0.02023957811285258,48
90,3150,4.375,0.8681717912356058,0.02047928878402911,48
90,3200,4.444444444444445,0.8599614302317301,0.019690902864738204,48
90,3250,4.513888888888889,0.8629880348841349,0.018384068673570078,48
90,3300,4.583333333333333,0.8644987543423971,0.01852688223589932,48
90,3350,4.652777777777778,0.872228999932607,0.01848507613324146,48
90,3400,4.722222222222222,0.8786059617996216,0.019456409073394926,48
90,3450,4.791666666666667,0.8778987725575765,0.01874466452574105,48
