family,family_label,x_label,x_value,point_label,is_id,method,method_label,num_rso,n,mean_uncertainty_mean,mean_uncertainty_std,mean_uncertainty_ci95,max_uncertainty_mean,max_uncertainty_std,max_uncertainty_ci95,p95_uncertainty_mean,p95_uncertainty_std,p95_uncertainty_ci95,fine_custody_mean,fine_custody_std,fine_custody_ci95
sensor_degradation,Sensor degradation,Degradation severity (%),40.0,40,0,expected_info_gain,Expected information gain,30,24,4.069177021582921,2.7907150499228153,1.1165185553367083,43.94232134024302,36.714378073038276,14.688810442086577,17.053049538284515,15.155417429001757,6.0634297915230775,0.07638888888888888,0.042254310207112664,0.016905244908647834
sensor_degradation,Sensor degradation,Degradation severity (%),40.0,40,0,flat_lstm,Flat LSTM,30,24,2.7131564542651176,4.3598167736674895,1.744289989693719,24.094827100634575,40.876068181067794,16.35383325668913,10.726940262566004,24.292717964358726,9.71911136807682,0.09305555555555556,0.04282214275141853,0.017132425240820797
sensor_degradation,Sensor degradation,Degradation severity (%),40.0,40,0,pointer_lstm,Attention-LSTM pointer,30,24,0.8252003739277521,0.6917291827294842,0.27674931118701157,7.442065882186095,10.262124934821536,4.105705061944125,2.7702778272330733,5.620673086549363,2.2487375752632213,0.18194444444444446,0.0636864046091871,0.025479868491340714
sensor_degradation,Sensor degradation,Degradation severity (%),60.0,60,0,expected_info_gain,Expected information gain,30,24,10.649477491776148,6.356438479021758,2.5431050396493635,88.78669492403667,24.928241591545657,9.973373773738308,46.82340171635145,29.660011913400925,11.866476175608065,0.04305555555555555,0.03472342993068756,0.013892265290080032
sensor_degradation,Sensor degradation,Degradation severity (%),60.0,60,0,flat_lstm,Flat LSTM,30,24,9.054094515740871,7.962061436902887,3.1854880107801753,61.42503334085146,48.825149546327324,19.534128157251978,36.55839656442401,35.1023066963286,14.043847566112074,0.04722222222222222,0.04160623637138967,0.016645961373830127
sensor_degradation,Sensor degradation,Degradation severity (%),60.0,60,0,pointer_lstm,Attention-LSTM pointer,30,24,1.8448028105000656,1.8716846030969732,0.7488297987118359,22.60742666075627,32.572031332968,13.031526586447177,7.687561819454019,11.36012775643698,4.544997681296147,0.12638888888888888,0.062150795787899955,0.024865497008751243
sensor_degradation,Sensor degradation,Degradation severity (%),80.0,80,0,expected_info_gain,Expected information gain,30,24,29.253945390383404,10.821886583450233,4.329656363341625,108.72032833099365,6.337007051485562,2.5353308495178974,99.80950582822163,10.479383843570616,4.192626728467284,0.030555555555555558,0.0339318251802701,0.013575557429720652
sensor_degradation,Sensor degradation,Degradation severity (%),80.0,80,0,flat_lstm,Flat LSTM,30,24,19.013242716590565,10.73052773672914,4.293105212208842,99.33017440636952,34.18382294741547,13.676377534205702,74.72171951333677,38.41696258147711,15.36998611272818,0.016666666666666666,0.019658927487319622,0.007865209068270257
sensor_degradation,Sensor degradation,Degradation severity (%),80.0,80,0,pointer_lstm,Attention-LSTM pointer,30,24,7.374189493556817,5.959392275095619,2.3842534743411115,70.57620064417522,42.813302964355216,17.128888589423266,37.51329042017455,35.477362207882805,14.19390102210471,0.07361111111111111,0.04813343637496163,0.019257385251944623
sensor_degradation,Sensor degradation,Degradation severity (%),100.0,100,0,expected_info_gain,Expected information gain,30,24,42.89296567440033,12.457280362562996,4.983950143608487,107.4587885538737,7.4240267038162076,2.970229285987214,103.38480955759682,9.839063552749975,3.9364452576719704,0.001388888888888889,0.006804138174397715,0.002722222222222222
sensor_degradation,Sensor degradation,Degradation severity (%),100.0,100,0,flat_lstm,Flat LSTM,30,24,39.16364971796671,15.737843544555238,6.296448768199371,115.75909074147542,5.374907274665192,2.150410772158169,103.06590156555171,16.84143787477532,6.737978456903772,0.0,0.0,0.0
sensor_degradation,Sensor degradation,Degradation severity (%),100.0,100,0,pointer_lstm,Attention-LSTM pointer,30,24,18.633268117904663,8.385593678056818,3.354936197919448,106.69361432393391,25.01196623452852,10.00687060725841,85.48302169243489,31.350113339194486,12.542657573043009,0.020833333333333332,0.023697978877924398,0.009481166177074143
measurement_noise,Measurement noise,Measurement noise (m),50.0,50,1,expected_info_gain,Expected information gain,30,24,0.8927190415561199,0.7458500213692818,0.2984021562431161,5.932980641722679,11.325777155996525,4.531254578868049,2.5921143741657295,3.5535968216875338,1.4217348309027178,0.1277777777777778,0.059520358768160156,0.02381310302059924
measurement_noise,Measurement noise,Measurement noise (m),50.0,50,1,flat_lstm,Flat LSTM,30,24,0.7902335512141386,0.25002438806204147,0.10003058842058987,3.721453512708346,2.2676454420057097,0.9072471275754621,2.450984405229487,1.0961536603546733,0.4385528007669914,0.15416666666666665,0.0459073841849578,0.01836677889091327
measurement_noise,Measurement noise,Measurement noise (m),50.0,50,1,pointer_lstm,Attention-LSTM pointer,30,24,0.4133576961855094,0.07142968176044512,0.02857782455773791,1.4396820863087971,0.6849499626650326,0.27403705828506064,0.9408277392387383,0.295762105186387,0.11832948634980903,0.21944444444444444,0.06363897771572145,0.025460893782124936
measurement_noise,Measurement noise,Measurement noise (m),60.0,60,0,expected_info_gain,Expected information gain,30,24,0.7547915354371071,0.26061413511851295,0.10426736963019409,2.6752298325300217,2.228351143055425,0.891526133811461,1.7830831173807373,1.065443263489598,0.42626608308775027,0.09861111111111114,0.044482169979158506,0.017796574453112144
