method,num_rso,episode,reset_seed,vector_env_index,step,time_s,mean_U,max_U,p99_U
expected_info_gain_corrected,2000,0,52000,0,250,1250.0,19.366199493408203,46.8972282409668,40.86570869445801
expected_info_gain_corrected,2000,1,52000,1,250,1250.0,18.85528564453125,47.12018966674805,41.447425270080565
expected_info_gain_corrected,2000,2,52000,2,250,1250.0,18.538942337036133,47.48843765258789,39.90853904724121
expected_info_gain_corrected,2000,3,52000,3,250,1250.0,19.382843017578125,47.1002197265625,40.74584705352783
expected_info_gain_corrected,2000,4,52000,4,250,1250.0,18.762615203857422,44.29549026489258,40.18692855834961
expected_info_gain_corrected,2000,5,52000,5,250,1250.0,18.583805084228516,43.82661819458008,40.37475456237793
expected_info_gain_corrected,2000,6,52000,6,250,1250.0,19.188426971435547,44.966026306152344,40.569368247985835
expected_info_gain_corrected,2000,7,52000,7,250,1250.0,18.530445098876953,44.47251510620117,39.555373191833496
expected_info_gain_corrected,2000,8,52000,8,250,1250.0,19.042470932006836,45.313777923583984,41.04241786956787
expected_info_gain_corrected,2000,9,52000,9,250,1250.0,19.48028564453125,44.41769790649414,39.8720565032959
expected_info_gain_corrected,2000,10,52000,10,250,1250.0,18.940425872802734,43.84926223754883,40.0978356552124
expected_info_gain_corrected,2000,11,52000,11,250,1250.0,18.543825149536133,43.867164611816406,40.70447269439697
expected_info_gain_corrected,2000,0,52000,0,300,1500.0,22.320371627807617,60.4654426574707,52.1969176864624
expected_info_gain_corrected,2000,1,52000,1,300,1500.0,21.408931732177734,59.195152282714844,52.424129981994625
expected_info_gain_corrected,2000,2,52000,2,300,1500.0,21.157001495361328,56.70670700073242,50.6163659286499
expected_info_gain_corrected,2000,3,52000,3,300,1500.0,22.22865867614746,60.72346878051758,51.364965934753414
expected_info_gain_corrected,2000,4,52000,4,300,1500.0,21.60002326965332,57.183467864990234,51.18171783447265
expected_info_gain_corrected,2000,5,52000,5,300,1500.0,21.2545108795166,56.68547821044922,52.071633644104004
expected_info_gain_corrected,2000,6,52000,6,300,1500.0,22.31926155090332,57.704742431640625,52.32973789215088
expected_info_gain_corrected,2000,7,52000,7,300,1500.0,21.450122833251953,57.64076614379883,50.95891216278076
expected_info_gain_corrected,2000,8,52000,8,300,1500.0,22.023305892944336,58.55391311645508,52.10596801757813
expected_info_gain_corrected,2000,9,52000,9,300,1500.0,22.387550354003906,57.34819793701172,51.10048271179199
expected_info_gain_corrected,2000,10,52000,10,300,1500.0,22.086503982543945,56.76087951660156,51.681846389770506
expected_info_gain_corrected,2000,11,52000,11,300,1500.0,21.340530395507812,56.30290985107422,52.167024497985835
expected_info_gain_corrected,2000,0,52000,0,350,1750.0,24.825239181518555,73.48483276367188,62.6470149230957
expected_info_gain_corrected,2000,1,52000,1,350,1750.0,23.417339324951172,68.64978790283203,62.47491420745849
expected_info_gain_corrected,2000,2,52000,2,350,1750.0,22.939697265625,69.35630798339844,61.58331565856933
expected_info_gain_corrected,2000,3,52000,3,350,1750.0,24.124114990234375,73.7647705078125,61.352593154907225
expected_info_gain_corrected,2000,4,52000,4,350,1750.0,23.765546798706055,67.36922454833984,62.264204521179195
expected_info_gain_corrected,2000,5,52000,5,350,1750.0,23.35857391357422,68.20051574707031,62.12079402923584
expected_info_gain_corrected,2000,6,52000,6,350,1750.0,24.382532119750977,70.04572296142578,62.110411338806145
expected_info_gain_corrected,2000,7,52000,7,350,1750.0,23.542160034179688,70.90042877197266,61.75166645050049
expected_info_gain_corrected,2000,8,52000,8,350,1750.0,24.051843643188477,71.3719253540039,61.3577278137207
expected_info_gain_corrected,2000,9,52000,9,350,1750.0,24.63125991821289,69.67047119140625,62.03148128509522
expected_info_gain_corrected,2000,10,52000,10,350,1750.0,24.245332717895508,68.57788848876953,62.054293365478514
expected_info_gain_corrected,2000,11,52000,11,350,1750.0,23.39208984375,67.6371841430664,62.10429756164551
expected_info_gain_corrected,2000,0,52000,0,400,2000.0,25.94609832763672,77.14013671875,71.20189613342285
expected_info_gain_corrected,2000,1,52000,1,400,2000.0,24.31437110900879,77.80731201171875,70.27951911926269
expected_info_gain_corrected,2000,2,52000,2,400,2000.0,23.97262191772461,79.08979034423828,70.2732534790039
expected_info_gain_corrected,2000,3,52000,3,400,2000.0,24.708393096923828,82.27104187011719,69.7840941619873
expected_info_gain_corrected,2000,4,52000,4,400,2000.0,25.13360595703125,78.89752197265625,72.08361267089843
expected_info_gain_corrected,2000,5,52000,5,400,2000.0,24.520034790039062,77.2629165649414,71.17645584106445
expected_info_gain_corrected,2000,6,52000,6,400,2000.0,25.8184757232666,78.53141021728516,70.24967796325683
expected_info_gain_corrected,2000,7,52000,7,400,2000.0,24.360652923583984,81.17784118652344,70.46920066833496
expected_info_gain_corrected,2000,8,52000,8,400,2000.0,25.173011779785156,80.88431549072266,71.0626845550537
expected_info_gain_corrected,2000,9,52000,9,400,2000.0,25.599430084228516,79.58479309082031,70.60593841552735
expected_info_gain_corrected,2000,10,52000,10,400,2000.0,25.33740997314453,78.30526733398438,70.155810546875
expected_info_gain_corrected,2000,11,52000,11,400,2000.0,24.45624542236328,78.2327651977539,71.68429611206054
expected_info_gain_corrected,2000,0,52000,0,450,2250.0,27.194307327270508,84.44339752197266,77.39088890075683
expected_info_gain_corrected,2000,1,52000,1,450,2250.0,24.207948684692383,81.87493896484375,72.81821975708007
expected_info_gain_corrected,2000,2,52000,2,450,2250.0,24.00051498413086,83.46823120117188,74.5391275024414
expected_info_gain_corrected,2000,3,52000,3,450,2250.0,25.041324615478516,87.22447204589844,72.97204864501953
expected_info_gain_corrected,2000,4,52000,4,450,2250.0,25.58509063720703,82.16649627685547,75.95165092468261
expected_info_gain_corrected,2000,5,52000,5,450,2250.0,24.98904037475586,86.47441101074219,76.35206672668457
expected_info_gain_corrected,2000,6,52000,6,450,2250.0,26.4659481048584,90.21296691894531,75.31533126831054
expected_info_gain_corrected,2000,7,52000,7,450,2250.0,24.566057205200195,87.69229125976562,74.49400901794434
expected_info_gain_corrected,2000,8,52000,8,450,2250.0,26.04745101928711,84.78471374511719,76.0146346282959
expected_info_gain_corrected,2000,9,52000,9,450,2250.0,26.022871017456055,86.40596008300781,76.21492408752441
expected_info_gain_corrected,2000,10,52000,10,450,2250.0,25.758312225341797,83.67583465576172,74.78815437316895
expected_info_gain_corrected,2000,11,52000,11,450,2250.0,24.728473663330078,86.75889587402344,75.3999405670166
expected_info_gain_corrected,2000,0,52000,0,500,2500.0,27.792055130004883,93.44921875,82.6464525604248
expected_info_gain_corrected,2000,1,52000,1,500,2500.0,24.23829460144043,93.98512268066406,65.63851684570311
expected_info_gain_corrected,2000,2,52000,2,500,2500.0,24.479400634765625,95.08055877685547,67.2723957824707
expected_info_gain_corrected,2000,3,52000,3,500,2500.0,24.97833824157715,100.00357818603516,75.62030197143555
expected_info_gain_corrected,2000,4,52000,4,500,2500.0,25.753026962280273,94.44215393066406,77.90823448181152
expected_info_gain_corrected,2000,5,52000,5,500,2500.0,25.202011108398438,95.17396545410156,78.23546745300293
expected_info_gain_corrected,2000,6,52000,6,500,2500.0,27.17958641052246,104.30459594726562,80.91233474731445
expected_info_gain_corrected,2000,7,52000,7,500,2500.0,24.82328987121582,93.43295288085938,71.63193756103514
expected_info_gain_corrected,2000,8,52000,8,500,2500.0,26.04850959777832,97.2637939453125,83.49516960144042
expected_info_gain_corrected,2000,9,52000,9,500,2500.0,26.830902099609375,96.49064636230469,78.65520820617674
expected_info_gain_corrected,2000,10,52000,10,500,2500.0,25.968360900878906,94.83453369140625,75.22134796142578
expected_info_gain_corrected,2000,11,52000,11,500,2500.0,24.750614166259766,99.83079528808594,74.16623176574707
expected_info_gain_corrected,2000,0,52000,0,550,2750.0,28.023374557495117,104.27986907958984,73.63417419433594
expected_info_gain_corrected,2000,1,52000,1,550,2750.0,24.643892288208008,82.84918212890625,58.444733428955075
expected_info_gain_corrected,2000,2,52000,2,550,2750.0,24.866008758544922,86.99486541748047,59.14392932891845
expected_info_gain_corrected,2000,3,52000,3,550,2750.0,25.468647003173828,92.35746002197266,59.94231143951416
expected_info_gain_corrected,2000,4,52000,4,550,2750.0,26.08086395263672,105.42599487304688,61.677573852539055
expected_info_gain_corrected,2000,5,52000,5,550,2750.0,25.752119064331055,97.31294250488281,59.84315185546875
expected_info_gain_corrected,2000,6,52000,6,550,2750.0,27.251502990722656,97.29663848876953,73.78863479614256
expected_info_gain_corrected,2000,7,52000,7,550,2750.0,25.434951782226562,104.64259338378906,61.5625995635986
expected_info_gain_corrected,2000,8,52000,8,550,2750.0,26.38180923461914,103.2948226928711,61.94810050964355
expected_info_gain_corrected,2000,9,52000,9,550,2750.0,27.438304901123047,95.62726593017578,70.57473777770996
expected_info_gain_corrected,2000,10,52000,10,550,2750.0,26.102149963378906,100.43578338623047,65.78224411010741
expected_info_gain_corrected,2000,11,52000,11,550,2750.0,24.637372970581055,64.6164321899414,58.8441429901123
expected_info_gain_corrected,2000,0,52000,0,600,3000.0,28.662731170654297,86.012939453125,64.35999282836914
expected_info_gain_corrected,2000,1,52000,1,600,3000.0,25.743640899658203,99.809814453125,60.84747203826904
expected_info_gain_corrected,2000,2,52000,2,600,3000.0,25.362985610961914,94.18008422851562,58.65738986968994
expected_info_gain_corrected,2000,3,52000,3,600,3000.0,26.131959915161133,78.80773162841797,59.24264770507813
expected_info_gain_corrected,2000,4,52000,4,600,3000.0,26.931354522705078,85.55473327636719,62.64016338348389
expected_info_gain_corrected,2000,5,52000,5,600,3000.0,27.02519416809082,85.14891052246094,60.14878387451172
expected_info_gain_corrected,2000,6,52000,6,600,3000.0,28.190399169921875,101.65128326416016,64.55014694213865
expected_info_gain_corrected,2000,7,52000,7,600,3000.0,26.457324981689453,82.00904846191406,60.12364151000976
expected_info_gain_corrected,2000,8,52000,8,600,3000.0,27.028356552124023,94.14412689208984,60.99103054046631
expected_info_gain_corrected,2000,9,52000,9,600,3000.0,28.693449020385742,102.04946899414062,64.00190032958984
expected_info_gain_corrected,2000,10,52000,10,600,3000.0,26.435749053955078,98.18382263183594,60.665860671997066
expected_info_gain_corrected,2000,11,52000,11,600,3000.0,25.674724578857422,89.79354858398438,59.67257938385009
expected_info_gain_corrected,2000,0,52000,0,650,3250.0,30.29054832458496,113.0580062866211,74.09777687072754
expected_info_gain_corrected,2000,1,52000,1,650,3250.0,26.764387130737305,115.63563537597656,82.31241554260254
expected_info_gain_corrected,2000,2,52000,2,650,3250.0,26.566604614257812,117.67876434326172,74.71490036010742
expected_info_gain_corrected,2000,3,52000,3,650,3250.0,27.09009552001953,104.73969268798828,69.78386901855465
expected_info_gain_corrected,2000,4,52000,4,650,3250.0,28.082735061645508,113.60145568847656,78.0069738769531
expected_info_gain_corrected,2000,5,52000,5,650,3250.0,27.935359954833984,104.52082824707031,72.35230972290037
expected_info_gain_corrected,2000,6,52000,6,650,3250.0,28.78483772277832,114.02554321289062,71.82716537475586
expected_info_gain_corrected,2000,7,52000,7,650,3250.0,27.335886001586914,110.11959838867188,74.87142356872556
expected_info_gain_corrected,2000,8,52000,8,650,3250.0,28.258859634399414,112.58824157714844,81.06549972534178
expected_info_gain_corrected,2000,9,52000,9,650,3250.0,30.436702728271484,115.43617248535156,77.87008666992188
expected_info_gain_corrected,2000,10,52000,10,650,3250.0,27.470792770385742,114.33080291748047,78.33504608154296
expected_info_gain_corrected,2000,11,52000,11,650,3250.0,27.029325485229492,116.65111541748047,76.12158920288086
expected_info_gain_corrected,2000,0,52000,0,700,3500.0,31.391117095947266,116.27880859375,98.1192031097412
expected_info_gain_corrected,2000,1,52000,1,700,3500.0,26.55613136291504,119.01187133789062,102.7604096984863
expected_info_gain_corrected,2000,2,52000,2,700,3500.0,26.176259994506836,118.35015869140625,97.84284088134764
expected_info_gain_corrected,2000,3,52000,3,700,3500.0,27.539350509643555,115.69699096679688,95.63122734069822
expected_info_gain_corrected,2000,4,52000,4,700,3500.0,28.38961410522461,119.45137786865234,101.4593318939209
expected_info_gain_corrected,2000,5,52000,5,700,3500.0,27.815196990966797,118.9910888671875,96.47289146423338
expected_info_gain_corrected,2000,6,52000,6,700,3500.0,29.522659301757812,118.26740264892578,95.82028945922852
expected_info_gain_corrected,2000,7,52000,7,700,3500.0,27.034523010253906,117.15809631347656,100.52685371398925
expected_info_gain_corrected,2000,8,52000,8,700,3500.0,28.73330307006836,117.38160705566406,107.66889602661132
expected_info_gain_corrected,2000,9,52000,9,700,3500.0,31.352285385131836,116.63604736328125,98.57951972961425
expected_info_gain_corrected,2000,10,52000,10,700,3500.0,27.78530502319336,118.90347290039062,100.95981819152831
expected_info_gain_corrected,2000,11,52000,11,700,3500.0,27.318143844604492,117.78034973144531,100.41554168701171
expected_info_gain_corrected,2000,0,52000,0,750,3750.0,31.125991821289062,118.78102111816406,108.66997467041016
expected_info_gain_corrected,2000,1,52000,1,750,3750.0,25.711042404174805,119.25872039794922,111.98125267028809
expected_info_gain_corrected,2000,2,52000,2,750,3750.0,25.52879524230957,119.12013244628906,109.74725830078125
expected_info_gain_corrected,2000,3,52000,3,750,3750.0,26.693235397338867,117.4312973022461,106.76571060180665
expected_info_gain_corrected,2000,4,52000,4,750,3750.0,27.81832504272461,119.50774383544922,111.70960533142089
expected_info_gain_corrected,2000,5,52000,5,750,3750.0,27.18313980102539,119.04718780517578,107.74008110046387
expected_info_gain_corrected,2000,6,52000,6,750,3750.0,29.260026931762695,118.97663116455078,109.27268211364746
expected_info_gain_corrected,2000,7,52000,7,750,3750.0,26.385761260986328,119.12642669677734,110.45299674987793
expected_info_gain_corrected,2000,8,52000,8,750,3750.0,28.25931167602539,118.97354125976562,112.17967727661133
expected_info_gain_corrected,2000,9,52000,9,750,3750.0,31.043781280517578,118.9352798461914,110.58915267944336
expected_info_gain_corrected,2000,10,52000,10,750,3750.0,27.210861206054688,119.4836196899414,113.69488441467286
expected_info_gain_corrected,2000,11,52000,11,750,3750.0,26.426589965820312,119.202880859375,107.42162162780761
expected_info_gain_corrected,2000,0,52000,0,800,4000.0,30.187545776367188,118.8410873413086,112.65731086730956
expected_info_gain_corrected,2000,1,52000,1,800,4000.0,24.164175033569336,119.3145980834961,115.43385963439941
expected_info_gain_corrected,2000,2,52000,2,800,4000.0,24.046066284179688,119.17745208740234,111.11799461364745
expected_info_gain_corrected,2000,3,52000,3,800,4000.0,25.60911750793457,117.49205017089844,109.8440330505371
expected_info_gain_corrected,2000,4,52000,4,800,4000.0,26.16073989868164,119.56428527832031,113.01492347717284
expected_info_gain_corrected,2000,5,52000,5,800,4000.0,25.398710250854492,119.10322570800781,108.81365997314452
expected_info_gain_corrected,2000,6,52000,6,800,4000.0,27.72658920288086,119.2667236328125,112.60881355285645
expected_info_gain_corrected,2000,7,52000,7,800,4000.0,25.154680252075195,119.18508911132812,112.61219543457031
expected_info_gain_corrected,2000,8,52000,8,800,4000.0,26.859664916992188,119.02948760986328,113.24273796081543
expected_info_gain_corrected,2000,9,52000,9,800,4000.0,29.678537368774414,118.99301147460938,113.51535804748535
expected_info_gain_corrected,2000,10,52000,10,800,4000.0,26.349027633666992,119.54074096679688,115.67182312011718
expected_info_gain_corrected,2000,11,52000,11,800,4000.0,24.818374633789062,119.25975799560547,109.52503257751465
expected_info_gain_corrected,2000,0,52000,0,850,4250.0,28.76801300048828,118.90147399902344,113.02953445434571
expected_info_gain_corrected,2000,1,52000,1,850,4250.0,22.101987838745117,119.37069702148438,115.50412971496581
expected_info_gain_corrected,2000,2,52000,2,850,4250.0,22.46471405029297,119.2349853515625,111.4366901397705
expected_info_gain_corrected,2000,3,52000,3,850,4250.0,23.717618942260742,117.55286407470703,110.4271109008789
expected_info_gain_corrected,2000,4,52000,4,850,4250.0,24.066608428955078,119.62106323242188,113.17605102539062
expected_info_gain_corrected,2000,5,52000,5,850,4250.0,23.059480667114258,119.15922546386719,109.77785789489745
expected_info_gain_corrected,2000,6,52000,6,850,4250.0,25.836572647094727,119.324951171875,113.14614433288574
expected_info_gain_corrected,2000,7,52000,7,850,4250.0,23.352027893066406,119.24372100830078,112.6905303955078
expected_info_gain_corrected,2000,8,52000,8,850,4250.0,24.925180435180664,119.08544921875,113.65345703125
expected_info_gain_corrected,2000,9,52000,9,850,4250.0,27.76469612121582,119.05094909667969,114.15415519714355
expected_info_gain_corrected,2000,10,52000,10,850,4250.0,24.382265090942383,119.5981216430664,116.02934097290039
expected_info_gain_corrected,2000,11,52000,11,850,4250.0,23.060054779052734,119.31651306152344,109.72062072753904
expected_info_gain_corrected,2000,0,52000,0,900,4500.0,27.94675064086914,118.96223449707031,113.81330589294434
expected_info_gain_corrected,2000,1,52000,1,900,4500.0,19.92892837524414,119.22697448730469,114.81184257507324
expected_info_gain_corrected,2000,2,52000,2,900,4500.0,20.5294132232666,119.2927474975586,111.42970657348633
expected_info_gain_corrected,2000,3,52000,3,900,4500.0,21.475343704223633,117.61354064941406,110.5172119140625
expected_info_gain_corrected,2000,4,52000,4,900,4500.0,22.40154266357422,119.1919937133789,113.24126716613769
expected_info_gain_corrected,2000,5,52000,5,900,4500.0,21.199792861938477,119.21530151367188,109.9542512512207
expected_info_gain_corrected,2000,6,52000,6,900,4500.0,24.23862075805664,119.38322448730469,113.6019662475586
expected_info_gain_corrected,2000,7,52000,7,900,4500.0,21.248348236083984,117.7799301147461,112.76484527587891
expected_info_gain_corrected,2000,8,52000,8,900,4500.0,22.338228225708008,119.14144897460938,113.72717140197754
expected_info_gain_corrected,2000,9,52000,9,900,4500.0,25.753332138061523,119.32011413574219,114.33895141601562
expected_info_gain_corrected,2000,10,52000,10,900,4500.0,22.659265518188477,119.65554809570312,115.9961018371582
expected_info_gain_corrected,2000,11,52000,11,900,4500.0,21.0004825592041,119.373046875,109.71708847045899
expected_info_gain_corrected,2000,0,52000,0,950,4750.0,26.76988983154297,119.02304077148438,114.67811004638672
expected_info_gain_corrected,2000,1,52000,1,950,4750.0,17.98078155517578,119.24563598632812,112.74042137145996
expected_info_gain_corrected,2000,2,52000,2,950,4750.0,18.147953033447266,119.35075378417969,110.19974548339843
expected_info_gain_corrected,2000,3,52000,3,950,4750.0,19.23196792602539,117.55561828613281,110.19904159545898
expected_info_gain_corrected,2000,4,52000,4,950,4750.0,20.083120346069336,119.25048828125,112.22694206237793
expected_info_gain_corrected,2000,5,52000,5,950,4750.0,18.87337303161621,119.27132415771484,108.57742904663085
expected_info_gain_corrected,2000,6,52000,6,950,4750.0,22.585222244262695,119.44140625,111.2322940826416
expected_info_gain_corrected,2000,7,52000,7,950,4750.0,18.990293502807617,117.93528747558594,111.1029328918457
expected_info_gain_corrected,2000,8,52000,8,950,4750.0,20.108903884887695,119.19757843017578,112.80074813842774
expected_info_gain_corrected,2000,9,52000,9,950,4750.0,24.284866333007812,119.52310180664062,114.30174133300781
expected_info_gain_corrected,2000,10,52000,10,950,4750.0,20.19588279724121,119.71330261230469,113.0900331878662
expected_info_gain_corrected,2000,11,52000,11,950,4750.0,18.844074249267578,119.42961883544922,107.85353439331055
expected_info_gain_corrected,2000,0,52000,0,1000,5000.0,24.414342880249023,119.08396911621094,113.48504333496093
expected_info_gain_corrected,2000,1,52000,1,1000,5000.0,15.16279411315918,119.2428970336914,105.55621444702147
expected_info_gain_corrected,2000,2,52000,2,1000,5000.0,15.270218849182129,119.45571899414062,106.75564292907714
expected_info_gain_corrected,2000,3,52000,3,1000,5000.0,15.93396282196045,116.19853210449219,108.76162582397461
expected_info_gain_corrected,2000,4,52000,4,1000,5000.0,16.99721908569336,118.23928833007812,108.53520790100097
expected_info_gain_corrected,2000,5,52000,5,1000,5000.0,15.893006324768066,118.04627990722656,105.53871238708496
expected_info_gain_corrected,2000,6,52000,6,1000,5000.0,20.978239059448242,119.49932098388672,110.88852966308593
expected_info_gain_corrected,2000,7,52000,7,1000,5000.0,16.270374298095703,117.1248550415039,107.37162796020507
expected_info_gain_corrected,2000,8,52000,8,1000,5000.0,17.48524284362793,119.25390625,106.6548867034912
expected_info_gain_corrected,2000,9,52000,9,1000,5000.0,21.093616485595703,119.57853698730469,113.04042739868164
expected_info_gain_corrected,2000,10,52000,10,1000,5000.0,17.251628875732422,118.89608001708984,107.82698249816895
expected_info_gain_corrected,2000,11,52000,11,1000,5000.0,15.801072120666504,116.85924530029297,104.80561485290526
expected_info_gain_corrected,2000,0,52000,0,1050,5250.0,21.702449798583984,118.95296478271484,113.54919403076171
expected_info_gain_corrected,2000,1,52000,1,1050,5250.0,12.883872985839844,119.03421020507812,102.01283134460448
expected_info_gain_corrected,2000,2,52000,2,1050,5250.0,12.691261291503906,119.51407623291016,101.10098167419433
expected_info_gain_corrected,2000,3,52000,3,1050,5250.0,13.433154106140137,117.8123550415039,106.81874473571777
expected_info_gain_corrected,2000,4,52000,4,1050,5250.0,15.117928504943848,118.29869842529297,105.65244087219237
expected_info_gain_corrected,2000,5,52000,5,1050,5250.0,13.687501907348633,118.57511901855469,99.63674667358397
expected_info_gain_corrected,2000,6,52000,6,1050,5250.0,18.459247589111328,119.55694580078125,107.86062561035156
expected_info_gain_corrected,2000,7,52000,7,1050,5250.0,13.392664909362793,116.26496887207031,103.71300895690918
expected_info_gain_corrected,2000,8,52000,8,1050,5250.0,15.339195251464844,118.95929718017578,104.35209091186522
expected_info_gain_corrected,2000,9,52000,9,1050,5250.0,18.382043838500977,119.63424682617188,111.65216735839843
