num_rso,n,mean_U,mean_U_std,max_U,p99_U,mean_U_ci95
2000,48,3.414536061386267,0.7730649862882072,34.058080633481346,29.764130941232043,0.21870134618793968
3000,48,21.35831328233083,0.511837823783582,95.99733153978984,34.55056451718012,0.1447997556180128
4000,48,26.055485725402832,0.5371237116399672,113.24866183598836,83.1496860392888,0.15195317455669832
5000,48,29.872646927833557,0.582811543499295,109.44148619969685,83.64289956569672,0.16487833674780825
