condition,episode,step,time_hours,agent,sensor_type,sensor_type_label,rso,rso_x_km,rso_y_km,rso_z_km,geocentric_radius_km,geocentric_altitude_km,geocentric_latitude_deg,geocentric_longitude_deg,azimuth_deg,elevation_deg,slant_range_km,information_gain,preferred_range,in_crossover_band
correct,5,6,0.008333333333333333,3,1,Type B (far),133,7058.587890625,-374.3602600097656,674.536376953125,7100.620250216562,729.6202502165625,5.451137052826141,356.9640973432387,33.47075964718122,73.4639150518469,757.6818876976005,0.08761164546012878,False,False
correct,0,7,0.009722222222222222,0,0,Type A (near),37,7079.12109375,-637.396484375,-317.2220458984375,7114.833769293124,743.8337692931236,-2.555437310181565,354.85502288128623,321.61049702054584,72.8288046210608,774.6869543818963,0.2944185733795166,True,False
correct,0,7,0.009722222222222222,1,0,Type A (near),14,7080.203125,668.03515625,455.40478515625,7126.215038825936,755.2150388259361,3.66401587272725,5.3900454020479085,103.57038732215113,76.73822077393068,773.6359371994555,0.12166371941566467,True,False
correct,1,7,0.009722222222222222,2,1,Type B (far),81,7128.74609375,423.83636474609375,-352.49853515625,7150.028905572645,779.0289055726453,-2.825844339813492,3.4024892598420857,333.0518095761321,78.06034532703116,794.324524814532,0.08651982247829437,False,False
correct,1,7,0.009722222222222222,3,1,Type B (far),154,7068.458984375,-304.2478332519531,382.829345703125,7085.353729049923,714.3537290499225,3.0972613524759187,357.5353378640262,120.45320677055089,72.81264893740173,744.1724459669321,0.2808818519115448,False,False
correct,3,7,0.009722222222222222,0,0,Type A (near),81,7038.5576171875,-629.8924560546875,-631.695556640625,7094.864136327227,723.8641363272272,-5.108128882338599,354.8861264385338,225.014666570161,74.92746503298739,746.9003651835658,0.2938637137413025,True,False
correct,4,7,0.009722222222222222,2,1,Type B (far),111,7010.412109375,608.848876953125,-313.35400390625,7043.774955945341,672.7749559453414,-2.5497392065482933,4.963639306171082,33.58812942701197,72.28087821676439,702.8699366861982,0.07518698275089264,False,False
correct,5,7,0.009722222222222222,3,1,Type B (far),133,7055.24609375,-367.1050109863281,711.08544921875,7100.486324791883,729.4863247918829,5.747579047277739,357.0214198056468,30.173194384256984,70.93599069676208,767.1380511624027,0.07534926384687424,False,False
correct,0,8,0.011111111111111112,0,0,Type A (near),37,7082.6748046875,-607.041259765625,-295.6573486328125,7114.7870486623515,743.7870486623515,-2.381631013397949,355.1012701431314,330.9666341406662,72.75379602946084,774.9171794693682,0.18961231410503387,True,False
correct,0,8,0.011111111111111112,1,0,Type A (near),14,7075.9560546875,694.2197265625,481.775146484375,7126.233395587548,755.2333955875483,3.8764873036000376,5.603337718614918,94.36009549397357,75.1495384100712,778.4413675674164,0.11060050874948502,True,False
correct,1,8,0.011111111111111112,2,1,Type B (far),81,7129.9599609375,431.9105529785156,-316.076171875,7150.019574572732,779.0195745727324,-2.5336621850594767,3.4665620400871626,340.023241579529,75.92454073564178,800.400257048006,0.07436436414718628,False,False
correct,1,8,0.011111111111111112,3,1,Type B (far),154,7066.66162109375,-294.6297302246094,419.052001953125,7085.204141400055,714.204141400055,3.3907182986356923,357.61255459485227,110.68453169411094,73.34184131494581,742.1559919787294,0.17876994609832764,False,False
correct,3,8,0.011111111111111112,0,0,Type A (near),81,7042.8486328125,-614.260986328125,-597.878173828125,7094.8214730727195,723.8214730727195,-4.83402863083837,355.0154080865999,229.6116698320496,77.54370595487362,739.4341292237364,0.18730317056179047,True,False
correct,4,8,0.011111111111111112,2,1,Type B (far),111,7011.1015625,619.1264038085938,-277.1611328125,7043.839926994708,672.8399269947076,-2.255057463651767,5.046503893551741,30.94518781756986,69.49375182600022,713.6217061047965,0.06639564037322998,False,False
correct,5,8,0.011111111111111112,3,1,Type B (far),133,7051.7060546875,-359.83837890625,747.6201171875,7100.350539253233,729.3505392532334,6.0440713965667,357.0788128416356,27.68788559785512,68.42612711380353,778.093801376843,0.06639411300420761,False,False
correct,0,9,0.0125,0,0,Type A (near),37,7086.0322265625,-576.670654296875,-274.0849609375,7114.739933772815,743.7399337728148,-2.207782504780732,355.3474469315243,340.00165083455886,72.25383043327648,776.7607130218473,0.14671590924263,True,False
correct,0,9,0.0125,1,0,Type A (near),14,7071.5146484375,720.38525390625,508.1318359375,7126.252332032941,755.252332032941,4.088900505923711,5.816736309445974,87.12768877899168,73.29193431464923,784.8126152228674,0.10539829730987549,True,False
correct,1,9,0.0125,3,1,Type B (far),154,7064.6669921875,-285.001953125,455.2686767578125,7085.055779020053,714.0557790200528,3.684227612680966,357.6898331940367,100.5504746974739,73.38806186991901,741.84299719162,0.1317819356918335,False,False
correct,3,9,0.0125,0,0,Type A (near),81,7046.94287109375,-598.615478515625,-564.051025390625,7094.779621582458,723.7796215824583,-4.559956298613863,355.14456149377685,236.68719426408313,80.08268844225518,733.6165845896801,0.1418474018573761,True,False
correct,4,9,0.0125,0,0,Type A (near),48,6992.57763671875,-440.3682861328125,-796.827392578125,7051.595573097878,680.5955730978776,-6.488257742463675,356.396469425756,171.00147640734028,65.29542050750338,741.6600903577961,0.965463399887085,True,False
correct,4,9,0.0125,1,0,Type A (near),12,7019.89599609375,818.6134033203125,425.83282470703125,7080.282571668075,709.2825716680754,3.4480483698717785,6.651409735482358,101.6954535118867,64.5456763565207,776.8130531524545,0.9758718609809875,True,False
correct,4,9,0.0125,2,1,Type B (far),111,7011.58984375,629.3865356445312,-240.959228515625,7043.903810958495,672.9038109584953,-1.960367608535758,5.12933640452734,28.971711114790608,66.76085233847638,725.9784683032431,0.05979567766189575,False,False
correct,5,9,0.0125,3,1,Type B (far),133,7047.970703125,-352.5624694824219,784.130126953125,7100.2148828744175,729.2148828744175,6.340537317080956,357.1362654109799,25.75470202522405,65.95771664387165,790.4857456917623,0.059632912278175354,False,False
correct,0,10,0.013888888888888888,0,0,Type A (near),37,7089.19482421875,-546.284423828125,-252.5054931640625,7114.693876163975,743.6938761639749,-2.03389467251667,355.59356750196014,348.32479310253115,71.37034963899181,780.2072432647082,0.12658843398094177,True,False
correct,0,10,0.013888888888888888,1,0,Type A (near),14,7066.8779296875,746.530517578125,534.474853515625,7126.27075375475,755.2707537547503,4.301258966037262,6.030243963940846,81.46524294722889,71.26815158834958,792.7105810424268,0.10333642363548279,True,False
correct,1,10,0.013888888888888888,3,1,Type B (far),154,7062.47412109375,-275.36627197265625,491.4720458984375,7084.907343554935,713.9073435549353,3.9777382518934354,357.76716527485144,90.66196411323808,72.94586274160218,743.2348904431774,0.10481582581996918,False,False
correct,3,10,0.013888888888888888,0,0,Type A (near),81,7050.841796875,-582.95068359375,-530.2021484375,7094.738604224234,723.7386042242342,-4.285808783159973,355.27363964188413,248.44423151821587,82.40362655591635,729.4851409535431,0.11868102848529816,True,False
correct,4,10,0.013888888888888888,1,0,Type A (near),12,7015.88232421875,834.4317016601562,459.66998291015625,7080.266770765716,709.2667707657156,3.722414377682422,6.782593844922311,95.61490104317517,63.81467527194104,781.0292984263284,0.2943676710128784,True,False
correct,4,10,0.013888888888888888,2,1,Type B (far),111,7011.87890625,639.6289672851562,-204.75048828125,7043.968609679871,672.9686096798714,-1.6656791242956972,5.21213972153805,27.44525198653481,64.10067144767343,739.8609952714601,0.05473668500781059,False,False
correct,5,10,0.013888888888888888,3,1,Type B (far),133,7044.0390625,-345.2762756347656,820.621337890625,7100.078971444155,729.0789714441553,6.637032644963264,357.19379006393217,24.21094108716594,63.54521747817614,804.2491234116809,0.054409392178058624,False,False
correct,0,11,0.015277777777777777,0,0,Type A (near),37,7092.16015625,-515.880126953125,-230.9169921875,7114.64620656334,743.6462065633395,-1.8599509656780044,355.83966127770026,355.71646669527706,70.16661105029348,785.233673556136,0.1173316240310669,True,False
correct,0,11,0.015277777777777777,1,0,Type A (near),14,7062.0458984375,772.656005859375,560.80322265625,7126.288643436365,755.2886434363654,4.513557739528496,6.2438764569106775,76.99258334725779,69.15050385065088,802.0902840625964,0.1027635782957077,True,False
correct,1,11,0.015277777777777777,3,1,Type B (far),154,7060.0830078125,-265.72320556640625,527.6607666015625,7084.758766802849,713.7587668028491,4.271247078978856,357.8445529243365,81.54710985336061,72.05795927523928,746.3219769506746,0.08745790272951126,False,False
correct,2,11,0.015277777777777777,0,0,Type A (near),58,7005.724609375,-771.2744140625,-477.2611083984375,7064.192784018543,693.1927840185426,-3.8738881236209433,353.7174919124537,273.09113545484547,67.7638114491169,742.8410717926206,0.9711810350418091,True,False
correct,3,11,0.015277777777777777,0,0,Type A (near),81,7054.54296875,-567.2696533203125,-496.338623046875,7094.6968494958455,723.6968494958455,-4.0116381966064685,355.4026258300582,268.8602919450057,84.17405410036534,727.0683074747744,0.10634937137365341,True,False
correct,4,11,0.015277777777777777,0,0,Type A (near),48,7001.6748046875,-390.0372314453125,-741.7052001953125,7051.645603439387,680.6456034393868,-6.037644386812007,356.8115608590582,158.39310371440322,68.23240656339915,727.347907003905,0.29646068811416626,True,False
correct,4,11,0.015277777777777777,1,0,Type A (near),12,7011.6708984375,850.2279663085938,493.49737548828125,7080.251128477182,709.2511284771817,3.996787806527466,6.913872275410673,89.96168829542509,62.85027458254173,786.8373356991151,0.18932275474071503,True,False
correct,4,11,0.015277777777777777,2,1,Type B (far),111,7011.96826171875,649.8529663085938,-168.53564453125,7044.033790708893,673.0337907088933,-1.3709903954662017,5.294915001893014,26.230844701763818,61.52493960140582,755.1842795374349,0.05081035569310188,False,False
correct,5,11,0.015277777777777777,3,1,Type B (far),133,7039.91015625,-337.9798278808594,857.09228515625,7099.941729155292,728.9417291552918,6.933554550597702,357.2513910002534,22.95136697132438,61.198621780168956,819.3138351512582,0.050311379134655,False,False
correct,0,12,0.016666666666666666,0,0,Type A (near),37,7094.9306640625,-485.46240234375,-209.322265625,7114.599825909402,743.5998259094022,-1.685971611553718,356.08570380686825,2.1207324494985786,68.71306857385618,791.8122613290602,0.11363174766302109,True,False
correct,0,12,0.016666666666666666,1,0,Type A (near),14,7057.0205078125,798.759521484375,587.115966796875,7126.307625924941,755.307625924941,4.725790781368155,6.457626280636257,73.41075628995092,66.98913928040727,812.9011781174315,0.10266119241714478,True,False
correct,1,12,0.016666666666666666,3,1,Type B (far),154,7057.49462890625,-256.07281494140625,563.8338623046875,7084.610952471137,713.6109524711374,4.564753303081149,357.9220022390947,73.51168745321253,70.7993390057961,751.0841771970785,0.07548375427722931,False,False
correct,2,12,0.016666666666666666,0,0,Type A (near),58,7010.349609375,-740.73828125,-455.819580078125,7064.096993710946,693.0969937109458,-3.699651280346024,353.96830679121587,278.3588777549787,69.85482369530264,733.4494292025892,0.2934626638889313,True,False
correct,3,12,0.016666666666666666,0,0,Type A (near),81,7058.0478515625,-551.5743408203125,-462.464599609375,7094.6562449698185,723.6562449698185,-3.737470794385295,355.531514855703,299.3051510535657,84.75665857388329,726.3851184405329,0.09999837726354599,True,False
correct,4,12,0.016666666666666666,0,0,Type A (near),48,7005.92578125,-364.8541259765625,-714.1112060546875,7051.671390545537,680.6713905455372,-5.8122130318442995,357.018847420201,150.7864649478899,69.29009291267255,722.7392331509342,0.1891644150018692,True,False
correct,4,12,0.016666666666666666,1,0,Type A (near),12,7007.263671875,865.9989624023438,527.3078002929688,7080.236711177872,709.2367111778722,4.271115850582545,7.0452268420748885,84.79053780910027,61.69005291918469,794.2019942297553,0.14619632065296173,True,False
correct,4,12,0.016666666666666666,2,1,Type B (far),111,7011.85693359375,660.0584716796875,-132.316162109375,7044.098410015168,673.0984100151682,-1.0763057384236412,5.377669234033626,25.24250646848611,59.04101129720202,771.8611164148629,0.047746337950229645,False,False
correct,5,12,0.016666666666666666,2,1,Type B (far),57,7012.39453125,239.139404296875,-469.587158203125,7032.167291507054,661.167291507054,-3.8288904863367903,1.9531660210102468,274.7193912914638,69.046892132648,703.1681112066607,0.7863056659698486,False,False
correct,5,12,0.016666666666666666,3,1,Type B (far),133,7035.5869140625,-330.6755065917969,893.5322265625,7099.804881536744,728.8048815367438,7.230022039291779,357.3090548716921,21.905260887328467,58.92521549120177,835.6063845921436,0.047067608684301376,False,False
correct,0,13,0.018055555555555554,0,0,Type A (near),37,7097.50341796875,-455.03369140625,-187.7237548828125,7114.55203344105,743.5520334410503,-1.5119753521262336,356.3316851593286,7.593382487467321,67.07589445585424,799.9012011949096,0.11256596446037292,True,False
correct,0,13,0.018055555555555554,1,0,Type A (near),14,7051.80078125,824.841064453125,613.412353515625,7126.326666347246,755.3266663472459,4.937955657453082,6.671506078809372,70.49877114528216,64.81861462310161,825.085967845845,0.1024400144815445,True,False
correct,1,13,0.018055555555555554,3,1,Type B (far),154,7054.70751953125,-246.41455078125,599.99365234375,7084.462626044426,713.4626260444256,4.858284227367147,357.99952355139004,66.631752346197,69.25538606850483,757.4891991425791,0.06684882938861847,False,False
correct,2,13,0.018055555555555554,0,0,Type A (near),58,7014.775390625,-710.18115234375,-434.3656005859375,7064.000603414102,693.0006034141024,-3.5253430848640988,354.21902941552565,284.89450798584204,71.79299311968816,725.6931798101701,0.1863548904657364,True,False
correct,3,13,0.018055555555555554,0,0,Type A (near),81,7061.35498046875,-535.862060546875,-428.57421875,7094.614730138736,723.6147301387364,-3.463254030809894,355.6603370223377,327.71728707609157,83.79684055889913,727.4383456291488,0.09705523401498795,True,False
correct,4,13,0.018055555555555554,0,0,Type A (near),48,7009.9765625,-339.6611328125,-686.49755859375,7051.6962491231825,680.6962491231825,-5.586713865153811,357.2259621108814,142.45518063371878,69.98325911533064,719.8754324780089,0.14299283921718597,True,False
correct,4,13,0.018055555555555554,1,0,Type A (near),12,7002.6591796875,881.7470703125,561.1064453125,7080.222731372051,709.2227313720514,4.545447233780254,7.176687923230426,80.11462925837566,60.372304851597164,803.0808865243671,0.12582121789455414,True,False
correct,4,13,0.018055555555555554,2,1,Type B (far),111,7011.54638671875,670.2454223632812,-96.09228515625,7044.163923885803,673.1639238858033,-0.7816191124774989,5.46040755559347,24.42287036946261,56.65313018327314,789.8068957495946,0.04535972699522972,False,False
correct,5,13,0.018055555555555554,2,1,Type B (far),57,7012.99853515625,267.599365234375,-444.936279296875,7032.192130979649,661.1921309796489,-3.6276043623038254,2.185210697002282,281.55985920369284,70.96497491514883,695.5659156309582,0.2778415083885193,False,False
correct,5,13,0.018055555555555554,3,1,Type B (far),133,7031.0673828125,-323.36083984375,929.952880859375,7099.667818638624,728.6678186386243,7.526538932933144,357.36680583723825,21.022823635222487,56.728326667900085,853.0610418672417,0.04449289292097092,False,False
correct,0,14,0.019444444444444445,0,0,Type A (near),37,7099.8798828125,-424.59033203125,-166.11865234375,7114.503967746209,743.5039677462091,-1.337937651901346,356.57764698277634,12.244679429355076,65.31136464666835,809.457296773531,0.11241117864847183,True,False
correct,0,14,0.019444444444444445,1,0,Type A (near),14,7046.38671875,850.899658203125,639.691650390625,7126.345587051337,755.3455870513371,5.15004942644432,6.885519862768237,68.09624380580318,62.66317152279763,838.5841612648283,0.10180976986885071,True,False
correct,1,14,0.019444444444444445,3,1,Type B (far),154,7051.7236328125,-236.74957275390625,636.135986328125,7084.3154607108745,713.3154607108745,5.151812726624758,358.07711434886215,60.833076065814986,67.50634044401332,765.4968533038931,0.06044155731797218,False,False
correct,2,14,0.019444444444444445,0,0,Type A (near),58,7019.0029296875,-679.60498046875,-412.899658203125,7063.904811376205,692.9048113762046,-3.350965314918245,354.4696565714149,292.9743488988176,73.48598067483809,719.6268591375466,0.1399553269147873,True,False
correct,3,14,0.019444444444444445,0,0,Type A (near),81,7064.46484375,-520.1365966796875,-394.67578125,7094.57360100595,723.57360100595,-3.1890481220869433,355.7890716797413,345.4411450732288,81.83260483917432,730.2214784358035,0.09595587849617004,True,False
correct,4,14,0.019444444444444445,0,0,Type A (near),48,7013.828125,-314.4583740234375,-658.864501953125,7051.721170605685,680.7211706056851,-5.361144624745526,357.4329168261892,133.68043277267932,70.26044804045918,718.7782479374345,0.11894543468952179,True,False
correct,4,14,0.019444444444444445,1,0,Type A (near),12,6997.85791015625,897.4688110351562,594.8861083984375,7080.20868897822,709.2086889782204,4.819730052844682,7.308236825016612,75.92019156785075,58.9339487938395,813.4221009428899,0.11632375419139862,True,False
correct,4,14,0.019444444444444445,2,1,Type B (far),111,7011.0361328125,680.4130249023438,-59.8662109375,7044.229801991927,673.2298019919272,-0.48694074588332587,5.543130636222577,23.732374391578823,54.36328053421765,808.9356064894954,0.04351849853992462,False,False
correct,5,14,0.019444444444444445,2,1,Type B (far),57,7013.4013671875,296.0517578125,-420.272705078125,7032.216899897574,661.216899897574,-3.426260894225916,2.4171512604250744,289.91028648198443,72.60306324330402,689.7436886089089,0.17720694839954376,False,False
correct,5,14,0.019444444444444445,3,1,Type B (far),133,7026.35107421875,-316.0372619628906,966.3466796875,7099.529200902482,728.5292009024824,7.823053131360117,357.4246369502954,20.268850384819036,54.61060340879418,871.6037634066173,0.04245595261454582,False,False
correct,0,15,0.020833333333333332,0,0,Type A (near),37,7102.060546875,-394.1376953125,-144.5107421875,7114.45654206646,743.4565420664603,-1.1638872259895354,356.82355765391435,16.19718071790689,63.465537938581875,820.428476628595,0.11219951510429382,True,False
correct,0,15,0.020833333333333332,1,0,Type A (near),14,7040.77783203125,876.935791015625,665.9541015625,7126.363990631884,755.363990631884,5.362077209569928,7.0996838956548665,66.08668456550711,60.53977877854246,853.3333617550046,0.10067551583051682,True,False
correct,1,15,0.020833333333333332,0,0,Type A (near),183,6937.75048828125,-617.184326171875,-812.933349609375,7012.428891691243,641.4288916912428,-6.657124702285521,354.9163330013894,202.05274723169256,60.988760028314346,723.4177839513103,0.9749826788902283,True,False
correct,1,15,0.020833333333333332,3,1,Type B (far),154,7048.541015625,-227.078125,672.2598876953125,7084.16743734968,713.1674373496799,5.445339976841192,358.1547784500119,55.97276176744338,65.61946513742065,775.0554087171436,0.05560397356748581,False,False
correct,2,15,0.020833333333333332,0,0,Type A (near),58,7023.0322265625,-649.010009765625,-391.4224853515625,7063.809681053857,692.8096810538573,-3.1765223553968456,354.7201979744078,302.7687248811972,74.81678542810589,715.2934847849277,0.11558537185192108,True,False
correct,3,15,0.020833333333333332,0,0,Type A (near),81,7067.37939453125,-504.393798828125,-360.760498046875,7094.53400495707,723.5340049570696,-2.9147752801422513,355.91776297752654,355.67178385750793,79.43178629683389,734.7169044037519,0.09569597244262695,True,False
correct,4,15,0.020833333333333332,0,0,Type A (near),48,7017.48095703125,-289.247314453125,-631.2130126953125,7051.746794845265,680.746794845265,-5.135509402686979,357.6397122075996,124.85119664328346,70.09925541994801,719.4562247408014,0.10560399293899536,True,False
correct,4,15,0.020833333333333332,1,0,Type A (near),12,6992.8603515625,913.1654052734375,628.6491088867188,7080.195382611067,709.1953826110666,5.093988813803772,7.4398926938986145,72.17438308510414,57.407941122054325,825.1718566844555,0.11242279410362244,True,False
correct,4,15,0.020833333333333332,2,1,Type B (far),111,7010.3251953125,690.5613403320312,-23.63818359375,7044.295072788904,673.2950727889038,-0.19226490132499954,5.625846475438311,23.142865595935593,52.171527043915226,829.1644323003865,0.04212668910622597,False,False
correct,5,15,0.020833333333333332,2,1,Type B (far),57,7013.603515625,324.495849609375,-395.596923828125,7032.242086059278,661.2420860592783,-3.2248613894602824,2.6489939768866786,299.8503258326404,73.83974480287702,685.7474142975266,0.13059110939502716,False,False
correct,5,15,0.020833333333333332,3,1,Type B (far),133,7021.4404296875,-308.7056579589844,1002.7099609375,7099.390970827663,728.3909708276633,8.11954067069493,357.4825467942974,19.617419204300916,52.573134730274276,891.1661255695171,0.04086187109351158,False,False
correct,0,16,0.022222222222222223,0,0,Type A (near),37,7104.044921875,-363.6689453125,-122.895263671875,7114.408801835586,743.408801835586,-0.9897843039448888,357.06948323940986,19.568093926503856,61.57388132177015,832.7605557380301,0.11146896332502365,True,False
correct,0,16,0.022222222222222223,1,0,Type A (near),14,7034.97607421875,902.947509765625,692.19775390625,7126.383395575561,755.3833955755608,5.574024922632907,7.313992448941858,64.38489419434067,58.46062795636472,869.270091146688,0.09905631840229034,True,False
correct,1,16,0.022222222222222223,0,0,Type A (near),183,6942.9541015625,-586.611572265625,-791.4554443359375,7012.497879749304,641.497879749304,-6.48041349413763,355.17053825910693,198.38187441100905,63.23598461736804,710.2938771206798,0.29504239559173584,True,False
correct,1,16,0.022222222222222223,3,1,Type B (far),154,7045.16162109375,-217.40069580078125,708.3638916015625,7084.020379190893,713.0203791908934,5.738860394425663,358.23251877345,51.89507728515756,63.648168635289124,786.109524879049,0.0519217774271965,False,False
correct,2,16,0.022222222222222223,0,0,Type A (near),58,7026.86328125,-618.3935546875,-369.9320068359375,7063.7148761498165,692.7148761498165,-3.0019959561861596,354.9706870336833,314.13614398460834,75.65667536903821,712.7242976701044,0.10192639380693436,True,False
correct,2,16,0.022222222222222223,2,1,Type B (far),193,7023.845703125,404.20843505859375,-753.5784301757812,7075.710096570254,704.7100965702539,-6.113719503798284,3.293626134540549,198.38185179069652,68.53132033719686,751.5032338612184,0.8275275230407715,False,False
correct,3,16,0.022222222222222223,0,0,Type A (near),81,7070.09521484375,-488.6397705078125,-326.8408203125,7094.493646068123,723.4936460681229,-2.6405309676798296,356.0463691977448,1.9516131603580225,76.86103766794382,740.8895981109301,0.09564097970724106,True,False
