scenario,head,normalized_rank,attention_mean,ci95,n_samples
id_2000_k60,2,0.2711864406779661,0.9993612448441552,0.0009906158342480134,3552
id_2000_k60,2,0.288135593220339,0.9992664464925592,0.001000209215834721,3552
id_2000_k60,2,0.3050847457627119,0.9995300039179154,0.0009885034578098436,3552
id_2000_k60,2,0.3220338983050847,0.999261696529281,0.0009980745927132733,3552
id_2000_k60,2,0.3389830508474576,0.9989699246781366,0.0009851313561460805,3552
id_2000_k60,2,0.3559322033898305,1.0006165935884457,0.0009892461182899137,3552
id_2000_k60,2,0.3728813559322034,1.0002149534285874,0.0009593015594537849,3552
id_2000_k60,2,0.3898305084745763,0.9995470551085902,0.0009914325164613181,3552
id_2000_k60,2,0.4067796610169492,1.0006539704999677,0.0009811421578856847,3552
id_2000_k60,2,0.423728813559322,0.9994438738805486,0.000973700167377019,3552
id_2000_k60,2,0.4406779661016949,0.9996549874242093,0.0009850161515066482,3552
id_2000_k60,2,0.4576271186440678,0.9997790688732723,0.0009798226608680562,3552
id_2000_k60,2,0.4745762711864407,1.000649944719699,0.0010122820286330514,3552
id_2000_k60,2,0.4915254237288136,0.9994616665885793,0.0009841554991088975,3552
id_2000_k60,2,0.5084745762711864,1.0004937994117673,0.0009934819051081645,3552
id_2000_k60,2,0.5254237288135594,0.999909892711822,0.0009907113439528634,3552
id_2000_k60,2,0.5423728813559322,0.9997153653519916,0.0009877950684539598,3552
id_2000_k60,2,0.559322033898305,1.000998321316532,0.0009808225826040474,3552
id_2000_k60,2,0.576271186440678,1.0005121001688477,0.0009997248708946596,3552
id_2000_k60,2,0.5932203389830508,1.0014818898393765,0.0009983203808462712,3552
id_2000_k60,2,0.6101694915254238,1.0006479531828616,0.0009944412920370703,3552
id_2000_k60,2,0.6271186440677966,1.000578390652532,0.0009827237000597628,3552
id_2000_k60,2,0.6440677966101694,1.0017252330508855,0.001025245192363778,3552
id_2000_k60,2,0.6610169491525424,1.0008025817606632,0.0009874758636765062,3552
id_2000_k60,2,0.6779661016949152,1.0019431499646858,0.0010059777120832126,3552
id_2000_k60,2,0.6949152542372882,1.0010544364382554,0.0010108046740368087,3552
id_2000_k60,2,0.711864406779661,1.0011121524615332,0.000993548158321312,3552
id_2000_k60,2,0.7288135593220338,1.0008769480024908,0.0010027513048429548,3552
id_2000_k60,2,0.7457627118644068,1.00125944574137,0.0009992423941170185,3552
id_2000_k60,2,0.7627118644067796,1.0011752265262175,0.0010153011027933783,3552
id_2000_k60,2,0.7796610169491526,1.0018599437432245,0.001004989838641945,3552
id_2000_k60,2,0.7966101694915254,1.0012785814501144,0.001008845388883761,3552
id_2000_k60,2,0.8135593220338984,1.0001717648796133,0.0010053324062499174,3552
id_2000_k60,2,0.8305084745762712,1.00256160188567,0.0010137315613339762,3552
id_2000_k60,2,0.847457627118644,1.000719432408611,0.0009980381080345977,3552
id_2000_k60,2,0.864406779661017,1.001353777408063,0.0010227792465648303,3552
id_2000_k60,2,0.8813559322033898,1.0011363614619047,0.0010013053836385906,3552
id_2000_k60,2,0.8983050847457628,1.001304034563201,0.0010305120218323462,3552
id_2000_k60,2,0.9152542372881356,1.00160070780564,0.0010384736404990482,3552
id_2000_k60,2,0.9322033898305084,1.0010474948967631,0.0010299420401928495,3552
id_2000_k60,2,0.9491525423728814,1.0013425435770202,0.001033476888892197,3552
id_2000_k60,2,0.9661016949152542,1.000248174879465,0.001033013993135201,3552
id_2000_k60,2,0.9830508474576272,1.000932265643601,0.001045205206481477,3552
