representation,scenario,episode_id,sensor_id,time_h,mean_u_km,valid_k,encoder_umap_1,encoder_umap_2,recurrent_umap_1,recurrent_umap_2,visible_fraction,latent_knn_distance,umap_knn_distance,latent_cross_scenario_fraction,umap_cross_scenario_fraction,projection_mismatch,latent_neighbor_scenario,umap_neighbor_scenario,high_dimensional_outlier,projected_outlier,projection_intrusion
encoder,team9_2000_k60,5,7,2.7777777777777777,0.15411331,60,10.544026,12.120004,-2.43427,7.7178025,0.0,0.12158758,0.06284425555439797,0.6,0.8666666666666667,0.2666666666666667,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,8,2.7777777777777777,0.15411331,60,4.193924,11.627056,-0.38511625,-0.39277646,0.016666666666666666,0.037248004,0.07315015945193608,0.5333333333333333,0.4,-0.1333333333333333,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,6,0,2.7777777777777777,0.16475876,60,14.932151,5.6473436,-2.5963354,10.0944195,0.0,0.07921614,0.14970991780925502,0.6666666666666666,0.6666666666666666,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,1,2.7777777777777777,0.16475876,60,12.090495,5.296155,-0.7488653,6.733252,0.016666666666666666,0.039130516,0.031648564850110035,0.7333333333333333,0.8666666666666667,0.13333333333333341,scale_5000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,6,2,2.7777777777777777,0.16475876,60,9.874812,7.3330755,-3.1040156,9.2895,0.03333333333333333,0.10063293,0.10608822724543074,0.6666666666666666,0.6,-0.06666666666666665,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,6,3,2.7777777777777777,0.16475876,60,12.715905,16.402105,-0.23556206,1.9880823,0.016666666666666666,0.045086697,0.10490246861105522,0.6666666666666666,0.7333333333333333,0.06666666666666665,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,6,4,2.7777777777777777,0.16475876,60,10.321388,11.2258415,-4.116182,7.3878613,0.016666666666666666,0.07944921,0.08177571763695989,0.8,0.9333333333333333,0.1333333333333333,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,5,2.7777777777777777,0.16475876,60,7.211197,14.34803,-0.89222425,8.122575,0.0,0.077912554,0.06259387024431307,0.7333333333333333,0.9333333333333333,0.20000000000000007,id_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,6,6,2.7777777777777777,0.16475876,60,9.617955,15.723542,-3.6440291,7.696265,0.0,0.05352121,0.1521314325783849,0.4,0.6,0.19999999999999996,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,6,7,2.7777777777777777,0.16475876,60,10.21165,12.061943,-3.231041,7.751254,0.0,0.06644823,0.104754093917572,0.5333333333333333,0.8,0.2666666666666667,team9_2000_k60,id_2000_k60,False,False,True
encoder,team9_2000_k60,6,8,2.7777777777777777,0.16475876,60,4.8727145,14.360004,-2.8274975,7.551815,0.0,0.10428356,0.19252537714546353,0.6,0.8666666666666667,0.2666666666666667,team9_2000_k60,scale_5000_k60,False,False,True
encoder,team9_2000_k60,7,0,2.7777777777777777,0.12441548,60,9.567334,8.904461,-0.4823848,3.7858737,0.0,0.07415893,0.042348996412806414,0.6,0.7333333333333333,0.1333333333333333,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,1,2.7777777777777777,0.12441548,60,11.691057,5.3049808,-3.5114257,6.7167954,0.0,0.0555568,0.058122915752861846,0.5333333333333333,0.7333333333333333,0.19999999999999996,team9_2000_k60,id_2000_k15,False,False,False
encoder,team9_2000_k60,7,2,2.7777777777777777,0.12441548,60,8.902076,5.0604253,0.17114544,0.018217497,0.03333333333333333,0.03237617,0.04857430506610538,0.6666666666666666,0.8,0.13333333333333341,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,3,2.7777777777777777,0.12441548,60,11.786207,15.202326,-0.068696134,9.733296,0.0,0.06036656,0.054007401552092466,0.7333333333333333,0.7333333333333333,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,4,2.7777777777777777,0.12441548,60,11.264672,11.698113,-4.4662437,3.908775,0.016666666666666666,0.035735775,0.10241975713762566,0.6,0.6666666666666666,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,5,2.7777777777777777,0.12441548,60,4.9602857,13.958304,0.24712865,6.5870266,0.0,0.10517975,0.06442285370884439,0.8,0.8,0.0,id_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,7,6,2.7777777777777777,0.12441548,60,9.355949,15.957809,-2.914311,5.410154,0.0,0.092124775,0.10788466336472965,0.8,0.8666666666666667,0.06666666666666665,retrograde_2000_k60,retrograde_2000_k60,False,False,False
encoder,team9_2000_k60,7,7,2.7777777777777777,0.12441548,60,7.5304894,10.459333,-0.2745382,-0.014832222,0.016666666666666666,0.044592302,0.06396088292921046,0.7333333333333333,1.0,0.2666666666666667,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,8,2.7777777777777777,0.12441548,60,4.165461,12.234611,-2.1994488,2.6011655,0.016666666666666666,0.047910456,0.06578271393675143,0.5333333333333333,0.8666666666666667,0.33333333333333337,team9_2000_k60,id_2000_k60,False,False,True
encoder,team9_2000_k60,4,0,2.9166666666666665,0.13979912,60,14.616385,5.084038,-1.6522825,7.309566,0.03333333333333333,0.07860152,0.05684206707591941,0.7333333333333333,0.8,0.06666666666666676,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,1,2.9166666666666665,0.13979912,60,10.113813,5.4888277,-1.8094667,3.3678024,0.016666666666666666,0.08902882,0.11773643480983736,0.6666666666666666,0.5333333333333333,-0.1333333333333333,retrograde_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,4,2,2.9166666666666665,0.13979912,60,8.433255,6.932049,-3.92364,6.295317,0.03333333333333333,0.06968295,0.07736089242831364,0.5333333333333333,0.6666666666666666,0.1333333333333333,team9_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,4,3,2.9166666666666665,0.13979912,60,12.799449,15.891563,-0.96407145,2.567632,0.0,0.076409265,0.12153402089129578,1.0,1.0,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,4,2.9166666666666665,0.13979912,60,4.5459957,13.207774,0.04993866,4.3302584,0.0,0.086983964,0.0808370675339384,0.6,0.6,0.0,team9_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,5,2.9166666666666665,0.13979912,60,4.6595755,15.358058,1.167013,2.1300511,0.0,0.047502045,0.07693111124525073,0.4666666666666667,0.6666666666666666,0.19999999999999996,team9_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,6,2.9166666666666665,0.13979912,60,10.246982,14.01111,0.2695041,9.177487,0.0,0.06340852,0.07159627526416093,0.6666666666666666,0.8,0.13333333333333341,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,7,2.9166666666666665,0.13979912,60,6.584599,10.476169,0.045121524,-0.34140307,0.0,0.05497622,0.07997969729052895,0.8,0.9333333333333333,0.1333333333333333,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,8,2.9166666666666665,0.13979912,60,8.600162,16.504406,1.0467622,9.235407,0.0,0.13562702,0.05155614823054255,0.5333333333333333,0.7333333333333333,0.19999999999999996,team9_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,0,2.9166666666666665,0.14298683,60,14.743652,5.9506583,-2.3036087,10.044012,0.0,0.06713078,0.08658193315789228,0.8,0.8,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,1,2.9166666666666665,0.14298683,60,10.196154,4.9329953,-2.544367,5.241098,0.0,0.07986231,0.0718770784314836,0.6666666666666666,0.8666666666666667,0.20000000000000007,id_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,5,2,2.9166666666666665,0.14298683,60,10.754328,7.451853,-2.861813,8.032351,0.0,0.031146685,0.07197167997875688,0.6666666666666666,0.8,0.13333333333333341,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,3,2.9166666666666665,0.14298683,60,13.215544,14.633762,-0.3978385,3.9574847,0.0,0.029511897,0.06273371484238068,0.7333333333333333,0.7333333333333333,0.0,id_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,5,4,2.9166666666666665,0.14298683,60,8.381524,12.339352,-3.2518141,9.799485,0.016666666666666666,0.0905342,0.09740930844109551,0.6666666666666666,0.8666666666666667,0.20000000000000007,id_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,5,5,2.9166666666666665,0.14298683,60,7.126099,14.689276,0.90817684,7.6689887,0.0,0.070735775,0.178976823661571,0.8,0.8666666666666667,0.06666666666666665,id_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,5,6,2.9166666666666665,0.14298683,60,10.165351,14.048524,0.68684804,9.505406,0.016666666666666666,0.08130169,0.06880786113691036,0.6666666666666666,0.9333333333333333,0.2666666666666667,team9_2000_k60,id_2000_k15,False,False,True
encoder,team9_2000_k60,5,7,2.9166666666666665,0.14298683,60,7.3122053,10.631008,0.73885196,2.450821,0.0,0.07162543,0.07959833700357147,0.4666666666666667,0.4666666666666667,0.0,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,5,8,2.9166666666666665,0.14298683,60,3.985675,12.071116,0.5155059,2.6648736,0.016666666666666666,0.06697526,0.08988325536092015,0.4,0.6,0.19999999999999996,team9_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,0,2.9166666666666665,0.16523163,60,13.355405,5.768009,1.2292116,6.9548516,0.03333333333333333,0.0764116,0.08253844892456542,0.7333333333333333,0.8666666666666667,0.13333333333333341,retrograde_2000_k60,id_2000_k15,False,False,False
encoder,team9_2000_k60,6,1,2.9166666666666665,0.16523163,60,11.492158,5.3671103,-0.8415135,7.932927,0.016666666666666666,0.076124206,0.13120997709705537,0.8,0.6666666666666666,-0.13333333333333341,scale_5000_k60,id_2000_k15,False,False,False
encoder,team9_2000_k60,6,2,2.9166666666666665,0.16523163,60,8.220345,6.757401,-3.7959309,3.4416232,0.0,0.041166145,0.08322093364632611,0.5333333333333333,0.8,0.2666666666666667,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,3,2.9166666666666665,0.16523163,60,13.58044,15.67428,-0.12098112,0.39996314,0.016666666666666666,0.036065426,0.05428183774467065,0.5333333333333333,0.7333333333333333,0.19999999999999996,team9_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,4,2.9166666666666665,0.16523163,60,10.90841,11.879214,-2.4610035,7.693758,0.016666666666666666,0.106377795,0.05739344922450576,0.3333333333333333,0.6,0.26666666666666666,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,6,5,2.9166666666666665,0.16523163,60,6.079558,15.002556,1.5702467,7.424089,0.0,0.07754947,0.19727616967708086,0.6666666666666666,0.6666666666666666,0.0,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,6,6,2.9166666666666665,0.16523163,60,10.830027,13.807611,-1.8362893,2.452662,0.0,0.07943305,0.055945160714377586,0.6666666666666666,0.6,-0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,7,2.9166666666666665,0.16523163,60,8.806351,10.88731,-2.5016694,4.7456656,0.016666666666666666,0.070094965,0.07023776359704399,0.6666666666666666,0.6,-0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,8,2.9166666666666665,0.16523163,60,8.680185,16.555975,0.22781059,8.434705,0.0,0.052140895,0.04386184473119278,0.5333333333333333,0.6666666666666666,0.1333333333333333,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,0,2.9166666666666665,0.118519,60,14.779507,5.689872,-2.9877727,9.860958,0.0,0.08268962,0.07525112076711074,0.7333333333333333,0.8,0.06666666666666676,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,1,2.9166666666666665,0.118519,60,11.625627,5.407015,-0.41364112,8.302042,0.016666666666666666,0.0837973,0.10755073687916988,0.7333333333333333,0.6666666666666666,-0.06666666666666665,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,7,2,2.9166666666666665,0.118519,60,10.296844,7.836103,-3.295794,5.565849,0.016666666666666666,0.08260981,0.08775152248362791,0.4666666666666667,0.6666666666666666,0.19999999999999996,team9_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,3,2.9166666666666665,0.118519,60,11.953874,15.570458,-2.932815,5.311434,0.0,0.083960876,0.09191197338796946,0.8,0.7333333333333333,-0.06666666666666676,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,4,2.9166666666666665,0.118519,60,4.5848675,12.928271,-1.0168875,4.9342747,0.016666666666666666,0.120973036,0.10160673028963343,0.5333333333333333,0.8,0.2666666666666667,team9_2000_k60,id_2000_k60,False,False,True
encoder,team9_2000_k60,7,5,2.9166666666666665,0.118519,60,7.52255,14.247973,-0.4580832,8.797752,0.0,0.071742654,0.21628848458140817,0.8,0.8,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,6,2.9166666666666665,0.118519,60,9.221043,14.741313,-1.2421658,5.985386,0.0,0.11101152,0.12556087186715742,0.3333333333333333,0.8,0.46666666666666673,team9_2000_k60,id_2000_k15,False,False,True
encoder,team9_2000_k60,7,7,2.9166666666666665,0.118519,60,8.876537,10.906783,-2.554498,6.3894243,0.0,0.09740396,0.05969904015270609,0.4666666666666667,0.4666666666666667,0.0,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,7,8,2.9166666666666665,0.118519,60,7.142517,15.2508745,-0.96119225,5.5581055,0.03333333333333333,0.10247677,0.17472187528620042,0.3333333333333333,0.6,0.26666666666666666,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,4,0,3.055555555555556,0.13887939,60,13.8213415,4.8677297,1.6388047,7.0038567,0.0,0.04773177,0.06530090025305278,0.13333333333333333,0.8,0.6666666666666667,team9_2000_k60,scale_5000_k60,False,False,True
encoder,team9_2000_k60,4,1,3.055555555555556,0.13887939,60,9.23359,5.2578006,-1.5580918,2.3731754,0.0,0.070624426,0.08332135373915249,0.8666666666666667,0.6666666666666666,-0.20000000000000007,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,2,3.055555555555556,0.13887939,60,11.33043,7.6125455,-2.056223,7.9567633,0.0,0.036889326,0.040212708535329524,0.7333333333333333,0.9333333333333333,0.20000000000000007,scale_5000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,4,3,3.055555555555556,0.13887939,60,13.602641,15.232688,-0.19407779,1.9330262,0.0,0.037311386,0.06407301473655325,0.7333333333333333,0.7333333333333333,0.0,scale_5000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,4,3.055555555555556,0.13887939,60,7.2349877,12.370622,-2.857754,9.417701,0.0,0.047494497,0.10892437418046451,0.8,0.7333333333333333,-0.06666666666666676,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,5,3.055555555555556,0.13887939,60,10.334434,16.06807,-3.8321102,7.20852,0.05,0.070508525,0.07269095241466089,0.8,0.8666666666666667,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,6,3.055555555555556,0.13887939,60,8.917489,14.902272,-0.51504105,0.8971717,0.0,0.052002445,0.04512236132520393,0.7333333333333333,0.8666666666666667,0.13333333333333341,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,7,3.055555555555556,0.13887939,60,5.595626,11.722416,-2.1573002,2.5252092,0.0,0.08417062,0.07209006750957707,0.7333333333333333,1.0,0.2666666666666667,id_2000_k60,id_2000_k15,False,False,False
encoder,team9_2000_k60,4,8,3.055555555555556,0.13887939,60,8.956646,16.522379,0.5066236,8.72182,0.06666666666666667,0.06210532,0.07862660523501402,0.6666666666666666,0.9333333333333333,0.2666666666666667,id_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,5,0,3.055555555555556,0.13548675,60,13.285889,4.9651184,1.0934374,5.4174156,0.016666666666666666,0.058848303,0.05318246829908269,0.7333333333333333,0.8666666666666667,0.13333333333333341,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,1,3.055555555555556,0.13548675,60,9.203083,5.894155,-3.4427454,3.5680177,0.0,0.063674025,0.045863900458343626,0.6,0.6666666666666666,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,2,3.055555555555556,0.13548675,60,10.019782,8.064049,-3.2549806,5.0560703,0.0,0.094296545,0.15958138387491377,0.4,0.6,0.19999999999999996,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,5,3,3.055555555555556,0.13548675,60,12.947622,14.29946,0.36936504,6.062417,0.0,0.04956828,0.06997685805206606,0.9333333333333333,0.8,-0.1333333333333333,id_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,5,4,3.055555555555556,0.13548675,60,7.2524905,12.399268,-3.3481352,9.233505,0.0,0.05334126,0.10018056656410827,0.7333333333333333,0.7333333333333333,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,5,3.055555555555556,0.13548675,60,4.924218,15.729809,-1.0765133,5.2034326,0.0,0.06852575,0.05586268815125337,0.6666666666666666,0.7333333333333333,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,6,3.055555555555556,0.13548675,60,10.5785265,12.7484255,-0.95406646,8.098896,0.016666666666666666,0.05264741,0.15969384144001234,0.6,0.8666666666666667,0.2666666666666667,team9_2000_k60,id_2000_k60,False,False,True
encoder,team9_2000_k60,5,7,3.055555555555556,0.13548675,60,7.2314544,13.734738,-3.124854,9.498126,0.016666666666666666,0.0682391,0.05898273949767762,0.6,0.8,0.20000000000000007,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,8,3.055555555555556,0.13548675,60,7.335605,15.700769,0.29109967,5.240658,0.0,0.08748565,0.07164983703930276,0.6,0.6,0.0,id_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,6,0,3.055555555555556,0.16262116,60,14.489754,5.0971265,-2.4489543,6.8185124,0.0,0.08243701,0.08238871005022921,0.6666666666666666,0.7333333333333333,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,1,3.055555555555556,0.16262116,60,9.059667,5.71233,-2.684753,1.0945737,0.016666666666666666,0.039182823,0.05150807524629359,0.6,0.8,0.20000000000000007,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,2,3.055555555555556,0.16262116,60,7.8512096,6.9283285,-1.8305396,1.0603714,0.016666666666666666,0.04558223,0.04428659254268612,0.6666666666666666,0.8,0.13333333333333341,scale_5000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,6,3,3.055555555555556,0.16262116,60,12.390517,13.900745,0.06613221,8.021866,0.016666666666666666,0.04941642,0.08318683391589339,0.8,0.9333333333333333,0.1333333333333333,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,4,3.055555555555556,0.16262116,60,5.1404757,14.159498,-1.1264719,3.2668676,0.0,0.07453607,0.07504142878609624,0.6,0.9333333333333333,0.33333333333333337,id_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,6,5,3.055555555555556,0.16262116,60,10.805936,16.481026,1.0572097,8.642181,0.0,0.089154534,0.06545232919960359,0.4666666666666667,0.9333333333333333,0.4666666666666667,team9_2000_k60,retrograde_2000_k60,False,False,True
encoder,team9_2000_k60,6,6,3.055555555555556,0.16262116,60,9.247227,14.348161,2.7151077,4.3252764,0.016666666666666666,0.08394418,0.05811471837521773,0.6666666666666666,0.9333333333333333,0.2666666666666667,id_2000_k60,id_2000_k15,False,False,False
encoder,team9_2000_k60,6,7,3.055555555555556,0.16262116,60,5.3523464,11.76608,-2.796056,2.485765,0.0,0.0626327,0.1774302451705521,0.5333333333333333,0.8,0.2666666666666667,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,8,3.055555555555556,0.16262116,60,7.7438655,16.040926,0.77956706,2.4678457,0.016666666666666666,0.052395996,0.1072615460473743,0.4,0.6666666666666666,0.2666666666666666,team9_2000_k60,id_2000_k60,False,False,True
encoder,team9_2000_k60,7,0,3.055555555555556,0.12609605,60,13.8656025,4.7728214,3.3600132,6.8868337,0.06666666666666667,0.08238454,0.06100675989369004,0.3333333333333333,0.6666666666666666,0.3333333333333333,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,7,1,3.055555555555556,0.12609605,60,9.440183,5.110899,-2.3320436,2.3047667,0.016666666666666666,0.07711064,0.07415021068705999,0.4666666666666667,0.8666666666666667,0.4,team9_2000_k60,id_2000_k60,False,False,True
encoder,team9_2000_k60,7,2,3.055555555555556,0.12609605,60,11.487508,7.541077,-1.0750821,7.710535,0.016666666666666666,0.037956562,0.07351422702614331,0.6666666666666666,0.6666666666666666,0.0,id_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,7,3,3.055555555555556,0.12609605,60,10.882703,13.741569,-1.7270918,2.199905,0.016666666666666666,0.06634271,0.07299791858016552,0.6666666666666666,0.6666666666666666,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,4,3.055555555555556,0.12609605,60,6.5034566,12.422533,-4.079359,8.72735,0.0,0.050110426,0.0909774583577689,0.5333333333333333,0.4666666666666667,-0.06666666666666665,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,7,5,3.055555555555556,0.12609605,60,10.457249,16.076847,-0.33863765,8.654607,0.016666666666666666,0.0889901,0.06430527316421673,0.8,0.8,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,6,3.055555555555556,0.12609605,60,10.284151,12.640367,-1.2654173,9.156376,0.0,0.08305146,0.09387090887917567,0.8,0.9333333333333333,0.1333333333333333,scale_5000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,7,7,3.055555555555556,0.12609605,60,5.990721,12.706577,-3.104384,6.9936795,0.0,0.06935267,0.09363983973587346,0.6666666666666666,0.7333333333333333,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,7,8,3.055555555555556,0.12609605,60,7.469237,15.578495,0.4016943,4.191244,0.0,0.06973265,0.0837437385582847,0.6666666666666666,0.8666666666666667,0.20000000000000007,scale_5000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,4,0,3.1944444444444446,0.14480795,60,13.938308,4.485767,1.5283133,6.03133,0.03333333333333333,0.08239785,0.06652678677848793,0.6666666666666666,0.7333333333333333,0.06666666666666665,id_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,4,1,3.1944444444444446,0.14480795,60,8.897635,5.590326,-1.9286939,0.2304225,0.0,0.044783045,0.08145852842718687,0.7333333333333333,0.8666666666666667,0.13333333333333341,id_2000_k60,id_2000_k15,False,False,False
encoder,team9_2000_k60,4,2,3.1944444444444446,0.14480795,60,8.937561,8.758471,-2.3240445,5.656538,0.0,0.06557124,0.04955071153018704,0.4666666666666667,0.4666666666666667,0.0,team9_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,4,3,3.1944444444444446,0.14480795,60,11.00821,14.171154,-3.099374,3.1486242,0.016666666666666666,0.10563012,0.0863717978903654,0.8,0.5333333333333333,-0.2666666666666667,id_2000_k60,team9_2000_k60,False,False,False
encoder,team9_2000_k60,4,4,3.1944444444444446,0.14480795,60,7.5689178,12.340669,-1.2293576,10.250899,0.0,0.061811727,0.0644437805199152,0.7333333333333333,0.7333333333333333,0.0,id_2000_k60,retrograde_2000_k60,False,False,False
encoder,team9_2000_k60,4,5,3.1944444444444446,0.14480795,60,12.758874,16.564928,1.2885576,2.120823,0.0,0.038847543,0.06613204222160961,0.7333333333333333,0.7333333333333333,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,6,3.1944444444444446,0.14480795,60,10.453846,11.813361,-4.110188,6.3747263,0.0,0.09815972,0.1280522626854878,0.8,0.9333333333333333,0.1333333333333333,id_2000_k60,id_2000_k15,False,False,False
encoder,team9_2000_k60,4,7,3.1944444444444446,0.14480795,60,5.3387475,11.921615,-2.262899,6.2599325,0.0,0.09514977,0.19711485887295815,0.6,0.6666666666666666,0.06666666666666665,team9_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,4,8,3.1944444444444446,0.14480795,60,7.640647,15.961951,0.9298054,1.2037748,0.0,0.05938166,0.10993320808306882,0.6666666666666666,0.7333333333333333,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,0,3.1944444444444446,0.120009884,60,13.97288,4.3058753,0.8825741,6.769553,0.016666666666666666,0.066104226,0.07387401051992534,0.7333333333333333,0.8,0.06666666666666676,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,1,3.1944444444444446,0.120009884,60,10.029997,6.903748,-4.6679535,6.57636,0.016666666666666666,0.075610034,0.07925607506947684,0.8666666666666667,0.8666666666666667,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,2,3.1944444444444446,0.120009884,60,12.70351,7.920535,-0.6421321,9.197783,0.0,0.124127105,0.07167810660747911,0.7333333333333333,0.8666666666666667,0.13333333333333341,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,3,3.1944444444444446,0.120009884,60,11.583165,12.861354,-1.1611292,8.328752,0.0,0.051943533,0.05862786464405577,0.5333333333333333,0.7333333333333333,0.19999999999999996,team9_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,4,3.1944444444444446,0.120009884,60,7.503831,12.637113,-0.22972602,10.496126,0.0,0.07243152,0.09802502255434392,0.8,0.8666666666666667,0.06666666666666665,id_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,5,5,3.1944444444444446,0.120009884,60,11.737725,15.455017,1.1097317,9.76139,0.016666666666666666,0.08119584,0.05739024852152252,0.8666666666666667,0.8,-0.06666666666666665,scale_5000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,5,6,3.1944444444444446,0.120009884,60,9.261833,12.81451,0.11761974,1.8671818,0.0,0.064449586,0.09390005756741222,0.4,0.7333333333333333,0.33333333333333326,team9_2000_k60,id_2000_k60,False,False,True
encoder,team9_2000_k60,5,7,3.1944444444444446,0.120009884,60,6.852734,14.513051,-0.14935413,8.046548,0.0,0.065373756,0.1816781081311044,0.8,0.7333333333333333,-0.06666666666666676,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,5,8,3.1944444444444446,0.120009884,60,9.691194,16.221727,-2.339832,9.958954,0.0,0.11127114,0.04981936034856493,0.5333333333333333,0.7333333333333333,0.19999999999999996,team9_2000_k60,scale_5000_k60,False,False,False
encoder,team9_2000_k60,6,0,3.1944444444444446,0.154496,60,13.6612015,4.293837,-0.7953584,6.2634993,0.0,0.10079968,0.10861412120491466,0.7333333333333333,0.8666666666666667,0.13333333333333341,id_2000_k60,id_2000_k60,False,False,False
encoder,team9_2000_k60,6,1,3.1944444444444446,0.154496,60,9.173229,6.408049,-3.0960371,3.958478,0.0,0.091092266,0.08225519724921669,0.6,0.8,0.20000000000000007,team9_2000_k60,retrograde_2000_k60,False,False,False
