representation,scenario,episode_id,sensor_id,time_h,mean_u_km,valid_k,encoder_umap_1,encoder_umap_2,recurrent_umap_1,recurrent_umap_2,visible_fraction,latent_knn_distance,umap_knn_distance,latent_cross_scenario_fraction,umap_cross_scenario_fraction,projection_mismatch,latent_neighbor_scenario,umap_neighbor_scenario,high_dimensional_outlier,projected_outlier,projection_intrusion
encoder,id_2000_k60,3,5,1.805555555555556,0.10300209,60,5.4145284,14.606533,0.54895824,4.507449,0.0,0.03718456,0.061882356243113924,0.4666666666666667,0.4,-0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,6,1.805555555555556,0.10300209,60,13.70748,15.925578,0.1214935,0.022159463,0.0,0.043784194,0.06412302539681844,0.3333333333333333,0.3333333333333333,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,7,1.805555555555556,0.10300209,60,13.225201,14.703355,0.32698485,2.9460032,0.0,0.03632168,0.07513861695524464,0.4666666666666667,0.6666666666666666,0.19999999999999996,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,8,1.805555555555556,0.10300209,60,8.933246,10.899389,-2.6480265,5.341645,0.0,0.059410606,0.07378449775431097,0.26666666666666666,0.4666666666666667,0.2,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,9,1.805555555555556,0.10300209,60,4.1453843,11.658901,-0.13967183,-0.6834315,0.0,0.026946664,0.039464540599977,0.6,0.5333333333333333,-0.06666666666666665,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,3,10,1.805555555555556,0.10300209,60,9.727651,16.133533,-1.3838854,9.943181,0.0,0.0765117,0.06825052964575304,0.4666666666666667,0.6666666666666666,0.19999999999999996,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,11,1.805555555555556,0.10300209,60,9.598483,14.201692,2.1556144,6.3894134,0.0,0.06345746,0.14795686955309625,0.4666666666666667,0.7333333333333333,0.2666666666666666,id_2000_k60,id_2000_k15,False,False,True
encoder,id_2000_k60,0,0,1.9444444444444444,0.097104646,60,9.4967165,4.9402876,-0.9652978,3.2400947,0.016666666666666666,0.07224654,0.07766129058005243,0.7333333333333333,0.6666666666666666,-0.06666666666666665,team9_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,1,1.9444444444444444,0.097104646,60,10.542758,7.5637226,-3.543646,6.176952,0.0,0.04572743,0.0959167567924477,0.5333333333333333,0.5333333333333333,0.0,team9_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,2,1.9444444444444444,0.097104646,60,13.829052,6.975519,0.31551114,8.992825,0.0,0.043366894,0.07561415184974069,0.6,0.7333333333333333,0.1333333333333333,id_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,0,3,1.9444444444444444,0.097104646,60,13.497804,4.58113,-1.7716057,5.5541058,0.016666666666666666,0.09358945,0.08371572101007803,0.7333333333333333,0.7333333333333333,0.0,id_2000_k15,team9_2000_k60,False,False,False
encoder,id_2000_k60,0,4,1.9444444444444444,0.097104646,60,5.0537744,14.0429,-0.06564375,3.582555,0.0,0.092396304,0.04658997684572005,0.5333333333333333,0.8,0.2666666666666667,id_2000_k60,retrograde_2000_k60,False,False,True
encoder,id_2000_k60,0,5,1.9444444444444444,0.097104646,60,6.055829,13.00294,-3.143917,5.39599,0.0,0.078782424,0.07618781182896145,0.6,0.8666666666666667,0.2666666666666667,team9_2000_k60,retrograde_2000_k60,False,False,False
encoder,id_2000_k60,0,6,1.9444444444444444,0.097104646,60,13.645286,15.907492,-0.20668316,-0.4951466,0.0,0.06572725,0.06673645538817642,0.5333333333333333,0.4666666666666667,-0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,7,1.9444444444444444,0.097104646,60,11.146445,13.795634,-3.3011572,5.019911,0.0,0.12899448,0.1993354791001585,0.7333333333333333,0.8,0.06666666666666676,retrograde_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,0,8,1.9444444444444444,0.097104646,60,9.5729065,11.405066,-3.7414227,7.351021,0.0,0.07623308,0.06655676311255292,0.26666666666666666,0.7333333333333333,0.4666666666666666,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,0,9,1.9444444444444444,0.097104646,60,3.90661,12.150177,0.39135584,1.5881481,0.0,0.053270154,0.039956891221814624,0.6,0.8,0.20000000000000007,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,0,10,1.9444444444444444,0.097104646,60,9.587614,16.045097,-1.8970667,10.417459,0.0,0.107302286,0.0977642682197303,0.4,0.4666666666666667,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,11,1.9444444444444444,0.097104646,60,9.323309,12.824816,0.16906776,2.1560905,0.0,0.10668864,0.09015662273439046,0.7333333333333333,0.4,-0.33333333333333326,team9_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,1,0,1.9444444444444444,0.097562656,60,9.184499,5.8241415,-3.0070307,3.2913833,0.03333333333333333,0.055187266,0.07373183408310412,0.5333333333333333,0.5333333333333333,0.0,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,1,1,1.9444444444444444,0.097562656,60,10.448608,7.584525,-3.7730467,6.3326836,0.0,0.037786104,0.08986975045929563,0.5333333333333333,0.6666666666666666,0.1333333333333333,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,1,2,1.9444444444444444,0.097562656,60,14.784368,6.1859336,-0.8173258,10.5388775,0.03333333333333333,0.092977755,0.07976619240551441,0.5333333333333333,0.4666666666666667,-0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,1,3,1.9444444444444444,0.097562656,60,13.589389,4.7230353,1.4581618,5.040521,0.016666666666666666,0.11112132,0.11405607943306764,0.6666666666666666,0.8,0.13333333333333341,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,1,4,1.9444444444444444,0.097562656,60,4.8785586,12.647591,-2.2769403,3.7943563,0.016666666666666666,0.066536434,0.047606963865605215,0.3333333333333333,0.26666666666666666,-0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,1,5,1.9444444444444444,0.097562656,60,7.173336,13.141106,0.2328758,10.054105,0.016666666666666666,0.09196081,0.11735017163132835,0.5333333333333333,0.6666666666666666,0.1333333333333333,id_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,1,6,1.9444444444444444,0.097562656,60,13.717518,15.697186,-0.19231546,0.4954082,0.0,0.025162058,0.035619395618098244,0.5333333333333333,0.7333333333333333,0.19999999999999996,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,1,7,1.9444444444444444,0.097562656,60,10.548103,13.414376,-1.7054355,1.5542933,0.0,0.05587863,0.07753519239446564,0.7333333333333333,0.8666666666666667,0.13333333333333341,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,1,8,1.9444444444444444,0.097562656,60,9.451729,11.3579,-3.6284556,6.107779,0.0,0.07779137,0.07855963288833177,0.5333333333333333,0.7333333333333333,0.19999999999999996,id_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,1,9,1.9444444444444444,0.097562656,60,8.556908,16.436943,0.67730576,6.9538035,0.016666666666666666,0.05591249,0.07358627822939966,0.26666666666666666,0.4,0.13333333333333336,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,1,10,1.9444444444444444,0.097562656,60,8.14789,15.134254,0.6226817,6.995078,0.016666666666666666,0.050524745,0.045481491280311995,0.5333333333333333,0.8666666666666667,0.33333333333333337,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,1,11,1.9444444444444444,0.097562656,60,10.477906,11.941659,-3.908388,3.7541952,0.0,0.07523654,0.14018178746483786,0.4,0.4,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,2,0,1.9444444444444444,0.09701456,60,9.080611,5.5942683,-2.1444633,1.4629982,0.0,0.04932054,0.08681178234886568,0.4666666666666667,0.6666666666666666,0.19999999999999996,id_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,2,1,1.9444444444444444,0.09701456,60,10.620103,7.4593353,-3.8750489,7.629372,0.016666666666666666,0.055707525,0.07621295200212122,0.26666666666666666,0.3333333333333333,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,2,2,1.9444444444444444,0.09701456,60,9.127522,8.998106,-1.6409495,4.463483,0.0,0.065759964,0.062694622218221,0.6,0.6666666666666666,0.06666666666666665,id_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,2,3,1.9444444444444444,0.09701456,60,13.970755,4.4436355,1.5863343,7.000388,0.0,0.06165517,0.06952594829589324,0.4666666666666667,0.7333333333333333,0.2666666666666666,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,2,4,1.9444444444444444,0.09701456,60,4.7286096,13.229434,0.15762393,5.312141,0.016666666666666666,0.082527265,0.08913594374021518,0.6666666666666666,0.7333333333333333,0.06666666666666665,id_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,2,5,1.9444444444444444,0.09701456,60,6.8868804,13.082631,-3.0886836,9.325547,0.016666666666666666,0.09064147,0.10032707882200337,0.26666666666666666,0.5333333333333333,0.26666666666666666,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,2,6,1.9444444444444444,0.09701456,60,13.554867,15.254572,0.013387127,2.1523073,0.0,0.031792395,0.04848534847153765,0.6,0.8,0.20000000000000007,id_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,2,7,1.9444444444444444,0.09701456,60,9.273341,13.277101,0.5351854,2.944187,0.016666666666666666,0.07770216,0.06048495269318404,0.26666666666666666,0.8666666666666667,0.6000000000000001,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,2,8,1.9444444444444444,0.09701456,60,6.2744756,10.640959,-0.26248294,-0.245349,0.0,0.050148882,0.09081576288600053,0.6,0.6666666666666666,0.06666666666666665,id_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,2,9,1.9444444444444444,0.09701456,60,7.471416,14.537999,0.049997713,9.087261,0.03333333333333333,0.054675996,0.09768220134962835,0.26666666666666666,0.6,0.3333333333333333,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,2,10,1.9444444444444444,0.09701456,60,9.696123,15.9035,-2.4978707,10.130071,0.0,0.1361739,0.10236351060795955,0.4666666666666667,0.5333333333333333,0.06666666666666665,id_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,2,11,1.9444444444444444,0.09701456,60,9.514407,11.189284,-3.6233122,6.5511165,0.0,0.07542934,0.048361330910964506,0.4,0.7333333333333333,0.33333333333333326,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,3,0,1.9444444444444444,0.09756748,60,9.723538,4.931695,-0.15423572,3.7522287,0.0,0.07625922,0.07612274956737722,0.5333333333333333,0.8666666666666667,0.33333333333333337,id_2000_k60,id_2000_k15,False,False,True
encoder,id_2000_k60,3,1,1.9444444444444444,0.09756748,60,8.627832,6.6895404,-3.7983675,2.9139793,0.016666666666666666,0.059889924,0.1787542879990026,0.5333333333333333,0.5333333333333333,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,2,1.9444444444444444,0.09756748,60,14.804041,6.223386,-2.2629275,7.769732,0.0,0.080726795,0.08091724419570054,0.6,0.6666666666666666,0.06666666666666665,team9_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,3,1.9444444444444444,0.09756748,60,13.1814,4.913428,0.6072115,4.0836406,0.03333333333333333,0.06249845,0.09616623366426655,0.6,0.6,0.0,team9_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,4,1.9444444444444444,0.09756748,60,4.53588,13.085932,-0.38664702,1.8604193,0.0,0.053927165,0.07263884889114432,0.3333333333333333,0.5333333333333333,0.2,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,5,1.9444444444444444,0.09756748,60,6.423273,13.507985,-4.1139045,6.4111185,0.016666666666666666,0.08715816,0.12011175073985814,0.5333333333333333,0.6666666666666666,0.1333333333333333,id_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,3,6,1.9444444444444444,0.09756748,60,11.8059435,15.086127,0.49343172,9.657415,0.0,0.075223416,0.04707738938928404,0.7333333333333333,0.6,-0.1333333333333333,team9_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,7,1.9444444444444444,0.09756748,60,11.082729,14.189287,-2.9325454,3.2306197,0.03333333333333333,0.078934796,0.060476229182606984,0.6,0.6,0.0,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,3,8,1.9444444444444444,0.09756748,60,6.287458,11.397528,-3.3773994,4.8788457,0.03333333333333333,0.064173765,0.05287001031111233,0.4,0.8,0.4,id_2000_k60,id_2000_k15,False,False,True
encoder,id_2000_k60,3,9,1.9444444444444444,0.09756748,60,4.052585,11.872085,-0.29727063,0.07976263,0.016666666666666666,0.028128402,0.0605817409381449,0.4666666666666667,0.7333333333333333,0.2666666666666666,id_2000_k60,team9_2000_k60,False,False,True
encoder,id_2000_k60,3,10,1.9444444444444444,0.09756748,60,7.9595485,15.939731,1.1209162,1.5153649,0.016666666666666666,0.039138623,0.06518273180822891,0.4,0.6,0.19999999999999996,id_2000_k60,id_2000_k15,False,False,False
encoder,id_2000_k60,3,11,1.9444444444444444,0.09756748,60,9.535943,14.039693,1.9042687,4.500847,0.0,0.078596,0.13931753176661574,0.6666666666666666,0.7333333333333333,0.06666666666666665,id_2000_k60,id_2000_k15,False,False,False
encoder,id_2000_k60,0,0,2.083333333333333,0.09389136,60,10.535276,5.8061166,-0.15674238,8.14497,0.0,0.0635915,0.11773336080280003,0.3333333333333333,0.6666666666666666,0.3333333333333333,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,1,2.083333333333333,0.09389136,60,11.197876,7.0158467,1.9183569,7.706486,0.016666666666666666,0.08496201,0.2143156839178923,0.9333333333333333,1.0,0.06666666666666665,team9_2000_k60,id_2000_k15,False,False,False
encoder,id_2000_k60,0,2,2.083333333333333,0.09389136,60,12.8987,5.9518247,0.80222946,5.4173956,0.016666666666666666,0.0633327,0.0807855583349967,0.6666666666666666,0.6666666666666666,0.0,team9_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,3,2.083333333333333,0.09389136,60,12.523637,5.102539,1.721753,5.317317,0.0,0.07663827,0.08265298048677093,0.3333333333333333,0.5333333333333333,0.2,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,4,2.083333333333333,0.09389136,60,5.4062653,14.510119,-0.43427163,5.140534,0.016666666666666666,0.038536973,0.04810949154587057,0.26666666666666666,0.26666666666666666,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,5,2.083333333333333,0.09389136,60,5.0786076,15.86956,1.3914863,3.413268,0.03333333333333333,0.03901398,0.03426954824847066,0.4,0.4,0.0,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,6,2.083333333333333,0.09389136,60,13.140365,15.973063,-0.22624707,0.13688174,0.0,0.041335877,0.10813239396820938,0.26666666666666666,0.8,0.5333333333333334,id_2000_k60,id_2000_k15,False,False,True
encoder,id_2000_k60,0,7,2.083333333333333,0.09389136,60,10.596574,11.253078,-3.7076178,9.302801,0.0,0.06937135,0.08208599807736491,0.4,0.5333333333333333,0.1333333333333333,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,8,2.083333333333333,0.09389136,60,6.957631,13.433556,-3.9990363,8.367853,0.016666666666666666,0.068846986,0.09746583197710024,0.26666666666666666,0.8,0.5333333333333334,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,0,9,2.083333333333333,0.09389136,60,8.712361,16.502926,-0.7623983,4.496841,0.0,0.07028311,0.038370152195183166,0.3333333333333333,0.5333333333333333,0.2,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,10,2.083333333333333,0.09389136,60,10.636109,14.080717,-2.5960784,5.51037,0.0,0.12625606,0.1752797434055313,0.6,0.4666666666666667,-0.1333333333333333,team9_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,11,2.083333333333333,0.09389136,60,7.929038,10.688156,-0.97942924,1.5261413,0.0,0.058134414,0.07679117629297788,0.4666666666666667,0.5333333333333333,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,1,0,2.083333333333333,0.094272405,60,9.024044,5.1113443,-0.34173545,0.8450488,0.0,0.055854384,0.051018841083637016,0.7333333333333333,0.5333333333333333,-0.19999999999999996,team9_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,1,1,2.083333333333333,0.094272405,60,10.610607,7.8945937,-3.230027,6.561092,0.016666666666666666,0.05264963,0.09500952772315442,0.6,0.9333333333333333,0.33333333333333337,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,1,2,2.083333333333333,0.094272405,60,14.212758,6.4023023,0.53669107,10.687953,0.016666666666666666,0.054902054,0.1055922586417566,0.5333333333333333,0.7333333333333333,0.19999999999999996,id_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,1,3,2.083333333333333,0.094272405,60,11.918848,5.2143717,-0.13987684,8.586632,0.03333333333333333,0.05561388,0.050479912269129505,0.5333333333333333,0.7333333333333333,0.19999999999999996,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,1,4,2.083333333333333,0.094272405,60,7.5636635,12.617335,-1.1567521,10.025018,0.0,0.07457716,0.09398191791987716,0.5333333333333333,0.8666666666666667,0.33333333333333337,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,1,5,2.083333333333333,0.094272405,60,10.388324,16.052206,-2.1713068,8.611997,0.016666666666666666,0.06404371,0.056315767109090885,0.4666666666666667,0.5333333333333333,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,1,6,2.083333333333333,0.094272405,60,12.020031,15.667101,-3.096703,3.326394,0.016666666666666666,0.04743842,0.12471402126010524,0.4666666666666667,0.6,0.1333333333333333,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,1,7,2.083333333333333,0.094272405,60,10.419988,11.30768,-3.8370838,5.5801644,0.016666666666666666,0.120335914,0.12054628280873164,0.6666666666666666,0.6,-0.06666666666666665,team9_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,1,8,2.083333333333333,0.094272405,60,6.3842587,14.795912,0.7016314,3.5968876,0.0,0.09486777,0.2662738907024876,0.5333333333333333,0.6,0.06666666666666665,id_2000_k60,team9_2000_k60,False,True,False
encoder,id_2000_k60,1,9,2.083333333333333,0.094272405,60,8.26534,16.355808,0.8967497,8.601903,0.03333333333333333,0.10094404,0.13973471659738107,0.4,0.7333333333333333,0.33333333333333326,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,1,10,2.083333333333333,0.094272405,60,10.20119,14.321102,-0.05715591,10.505492,0.0,0.1002417,0.10049018161078345,0.6666666666666666,0.6666666666666666,0.0,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,1,11,2.083333333333333,0.094272405,60,7.819956,10.729668,-0.7186272,1.0206718,0.016666666666666666,0.058899265,0.08166374181307717,0.2,0.5333333333333333,0.3333333333333333,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,2,0,2.083333333333333,0.0940278,60,10.120727,6.856241,-2.9077604,7.0529914,0.016666666666666666,0.09068497,0.08701090368007662,0.7333333333333333,0.5333333333333333,-0.19999999999999996,scale_5000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,2,1,2.083333333333333,0.0940278,60,11.173375,7.6220584,-1.9746555,7.7726154,0.03333333333333333,0.052077755,0.0879252555423034,0.5333333333333333,0.8,0.2666666666666667,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,2,2,2.083333333333333,0.0940278,60,14.466294,6.448902,-1.1960099,10.24496,0.016666666666666666,0.062179033,0.06872052176210461,0.4,0.9333333333333333,0.5333333333333333,id_2000_k60,id_2000_k15,False,False,True
encoder,id_2000_k60,2,3,2.083333333333333,0.0940278,60,12.41487,5.124424,0.53716266,3.3598669,0.0,0.08450007,0.05668609529612499,0.3333333333333333,0.4666666666666667,0.13333333333333336,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,2,4,2.083333333333333,0.0940278,60,7.386254,12.304004,-1.9219993,9.914686,0.0,0.05652201,0.11276183983581681,0.6,0.8666666666666667,0.2666666666666667,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,2,5,2.083333333333333,0.0940278,60,5.0458126,15.856714,0.73229384,3.4019074,0.016666666666666666,0.038175605,0.03265062893563528,0.4666666666666667,0.26666666666666666,-0.2,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,2,6,2.083333333333333,0.0940278,60,13.427214,15.802053,0.2961262,1.6503174,0.0,0.053578038,0.07055247390531254,0.6666666666666666,0.8,0.13333333333333341,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,2,7,2.083333333333333,0.0940278,60,10.930731,11.40721,-3.7712288,8.591096,0.0,0.14220496,0.09260141076554328,0.4,0.6666666666666666,0.2666666666666666,id_2000_k60,team9_2000_k60,False,False,True
encoder,id_2000_k60,2,8,2.083333333333333,0.0940278,60,7.1153636,13.94243,-1.2251041,9.612653,0.016666666666666666,0.073059194,0.06266670370126444,0.3333333333333333,0.5333333333333333,0.2,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,2,9,2.083333333333333,0.0940278,60,9.4259405,16.313625,-1.146382,7.0450983,0.0,0.08459338,0.09941961571230493,0.5333333333333333,0.2,-0.3333333333333333,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,2,10,2.083333333333333,0.0940278,60,9.339347,14.420171,1.22413,3.4260893,0.016666666666666666,0.04673364,0.06776038525616182,0.8,0.8,0.0,id_2000_k15,id_2000_k15,False,False,False
encoder,id_2000_k60,2,11,2.083333333333333,0.0940278,60,9.5256405,12.040548,-1.9550703,9.328646,0.016666666666666666,0.107226625,0.09928854430124814,0.6666666666666666,1.0,0.33333333333333337,id_2000_k60,id_2000_k15,False,False,True
encoder,id_2000_k60,3,0,2.083333333333333,0.09414579,60,10.27437,5.6718097,0.7569003,6.109807,0.016666666666666666,0.07739067,0.10415924563120708,0.5333333333333333,0.6,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,1,2.083333333333333,0.09414579,60,7.9365177,6.7667546,-3.709072,4.6143203,0.016666666666666666,0.055314418,0.05026977026189228,0.4666666666666667,0.5333333333333333,0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,2,2.083333333333333,0.09414579,60,14.56168,6.3230157,-1.5725309,10.282499,0.016666666666666666,0.06556395,0.06137215752978528,0.3333333333333333,0.8,0.46666666666666673,id_2000_k60,id_2000_k15,False,False,True
encoder,id_2000_k60,3,3,2.083333333333333,0.09414579,60,12.048947,5.272567,-0.92000365,6.570194,0.0,0.044671647,0.04233434254210396,0.4666666666666667,0.6666666666666666,0.19999999999999996,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,4,2.083333333333333,0.09414579,60,4.630182,13.351416,-0.04783329,3.1239667,0.0,0.06132912,0.06708014564034294,0.13333333333333333,0.4666666666666667,0.33333333333333337,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,5,2.083333333333333,0.09414579,60,5.3439054,15.830094,1.8316541,5.3573184,0.016666666666666666,0.068721816,0.13460368858256797,0.7333333333333333,0.5333333333333333,-0.19999999999999996,team9_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,6,2.083333333333333,0.09414579,60,13.149661,14.575537,0.2668865,7.547208,0.0,0.04699348,0.05622290011037746,0.8,0.8666666666666667,0.06666666666666665,team9_2000_k60,id_2000_k15,False,False,False
encoder,id_2000_k60,3,7,2.083333333333333,0.09414579,60,10.8945675,11.394114,-4.3595786,5.8807964,0.0,0.049282316,0.08517506950495898,0.7333333333333333,0.7333333333333333,0.0,team9_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,3,8,2.083333333333333,0.09414579,60,6.882462,13.487487,-3.530097,9.590628,0.016666666666666666,0.10258198,0.08885457768059062,0.4,0.8,0.4,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,3,9,2.083333333333333,0.09414579,60,9.765886,16.096184,-3.3533802,9.083084,0.0,0.126963,0.09029048512495358,0.4666666666666667,0.6666666666666666,0.19999999999999996,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,10,2.083333333333333,0.09414579,60,9.136035,14.583153,1.9233316,4.7028446,0.016666666666666666,0.03454621,0.05213705989430851,0.3333333333333333,0.6,0.26666666666666666,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,3,11,2.083333333333333,0.09414579,60,7.7493253,10.669544,-0.052802064,0.55595434,0.0,0.050307684,0.07819692032037083,0.3333333333333333,0.6666666666666666,0.3333333333333333,id_2000_k60,scale_5000_k60,False,False,True
encoder,id_2000_k60,0,0,2.2222222222222223,0.0916979,60,9.923367,7.17731,-2.934966,9.572962,0.03333333333333333,0.110540226,0.07458086855452019,0.7333333333333333,0.7333333333333333,0.0,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,0,1,2.2222222222222223,0.0916979,60,8.937924,8.518063,-2.642806,3.8980038,0.0,0.06786247,0.08753996452633131,0.06666666666666667,0.4666666666666667,0.4,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,2,2.2222222222222223,0.0916979,60,14.655103,5.821675,-0.7416143,10.996294,0.0,0.09270234,0.03416016850517015,0.7333333333333333,0.7333333333333333,0.0,id_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,0,3,2.2222222222222223,0.0916979,60,11.129089,12.097235,-0.71845984,6.8836236,0.016666666666666666,0.1720679,0.10003308996424505,0.7333333333333333,0.6666666666666666,-0.06666666666666665,team9_2000_k60,id_2000_k15,False,False,False
encoder,id_2000_k60,0,4,2.2222222222222223,0.0916979,60,5.3789,13.326767,-2.799409,7.638494,0.0,0.08006153,0.08955131167317824,0.6666666666666666,0.7333333333333333,0.06666666666666665,team9_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,0,5,2.2222222222222223,0.0916979,60,12.686253,16.723003,1.7376516,3.6895998,0.05,0.05190357,0.04966809803396314,0.6,0.6666666666666666,0.06666666666666665,id_2000_k60,scale_5000_k60,False,False,False
encoder,id_2000_k60,0,6,2.2222222222222223,0.0916979,60,10.9420595,14.076988,-2.1608703,1.7797375,0.016666666666666666,0.08179263,0.10677955435025623,0.7333333333333333,0.7333333333333333,0.0,team9_2000_k60,team9_2000_k60,False,False,False
encoder,id_2000_k60,0,7,2.2222222222222223,0.0916979,60,7.7336063,12.170594,-2.6401577,9.034296,0.016666666666666666,0.07831477,0.06258882975008095,0.6,0.5333333333333333,-0.06666666666666665,id_2000_k60,id_2000_k60,False,False,False
encoder,id_2000_k60,0,8,2.2222222222222223,0.0916979,60,6.0055423,14.742014,1.7729772,7.0658917,0.0,0.10934877,0.17594178262597512,0.3333333333333333,0.5333333333333333,0.2,id_2000_k60,id_2000_k60,False,False,False
