representation,scenario,episode_id,sensor_id,time_h,mean_u_km,valid_k,encoder_umap_1,encoder_umap_2,recurrent_umap_1,recurrent_umap_2,visible_fraction,latent_knn_distance,umap_knn_distance,latent_cross_scenario_fraction,umap_cross_scenario_fraction,projection_mismatch,latent_neighbor_scenario,umap_neighbor_scenario,high_dimensional_outlier,projected_outlier,projection_intrusion,audit_priority
encoder,scale_5000_k60,5,9,4.166666666666667,0.83824736,60,9.081305,13.695426,-0.6069741,0.75168073,0.0,0.06384623,0.041872359589048454,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,id_2000_k15,False,False,True,0.7366294067067928
recurrent,scale_5000_k60,5,7,3.888888888888889,0.84915173,60,4.8635964,13.57439,0.43397132,5.5387516,0.0,0.0105444435,0.0705470776801074,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,id_2000_k15,False,False,True,0.7366294067067928
recurrent,id_2000_k15,6,6,1.3888888888888888,0.15091327,15,5.7112956,11.410361,0.13590397,6.6872053,0.0,0.038468126,0.09695317823920337,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,scale_5000_k60,6,9,1.805555555555556,1.2301182,60,6.2454977,13.428347,-3.1538246,10.250148,0.016666666666666666,0.012831339,0.10570231059273284,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,team9_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,4,5,2.361111111111111,0.09024655,60,11.3265085,15.921598,-2.8470373,2.9792953,0.0,0.021316325,0.08206745440096268,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,id_2000_k60,False,False,True,0.7366294067067928
recurrent,scale_5000_k60,4,11,4.166666666666667,0.8607539,60,7.2066827,14.336502,-1.03404,10.471723,0.0,0.0057393312,0.07462577032913728,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,id_2000_k15,False,False,True,0.7366294067067928
encoder,team9_2000_k60,2,8,2.5,0.17366809,60,5.7826734,12.052104,-2.9226198,4.5642414,0.0,0.08492181,0.22249778786317442,0.3333333333333333,0.8,0.46666666666666673,team9_2000_k60,id_2000_k60,False,False,True,0.7366294067067928
encoder,scale_5000_k60,6,2,2.083333333333333,1.0216175,60,13.143988,6.5148916,0.7297466,9.479442,0.016666666666666666,0.069505535,0.11301362083195383,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,team9_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,5,10,1.5277777777777777,0.12188444,60,12.408498,11.84366,0.37797147,3.9755008,0.03333333333333333,0.011959787,0.12156032990134866,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,scale_5000_k60,4,5,1.805555555555556,1.0998988,60,5.3283443,14.015262,1.5215855,8.320537,0.016666666666666666,0.021052066,0.13495327667540646,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,retrograde_2000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k15,4,5,3.1944444444444446,0.09123503,15,6.2153325,11.274486,0.6852545,5.4974017,0.0,0.012910036,0.10152447727250864,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,5,5,2.361111111111111,0.090135284,60,11.342218,15.876395,-1.8639011,5.1573014,0.0,0.015715146,0.11024544860937599,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,id_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,3,10,3.4722222222222223,0.08606688,60,15.854493,12.795142,-1.366749,2.4388587,0.03333333333333333,0.022218438,0.1310435164527409,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,team9_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,4,6,3.333333333333333,0.08627733,60,4.4899344,16.068018,0.9297463,1.411723,0.016666666666666666,0.006472329,0.08128869774675046,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,id_2000_k15,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,1,5,1.5277777777777777,0.12158818,60,14.241805,10.751993,-0.45607096,4.6442633,0.016666666666666666,0.013074251,0.11595400567972632,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,scale_5000_k60,False,False,True,0.7366294067067928
encoder,id_2000_k60,3,10,4.027777777777778,0.08476274,60,8.62674,11.245047,-1.8176041,1.4001982,0.0,0.055520758,0.17715128321481746,0.3333333333333333,0.8,0.46666666666666673,id_2000_k60,id_2000_k15,False,False,True,0.7366294067067928
encoder,id_2000_k60,3,8,1.1111111111111112,0.16074903,60,7.919648,15.63349,1.4910253,3.7435994,0.016666666666666666,0.060066793,0.07964167236728774,0.3333333333333333,0.8,0.46666666666666673,id_2000_k60,id_2000_k15,False,False,True,0.7366294067067928
encoder,scale_5000_k60,4,8,4.166666666666667,0.8607539,60,8.012366,15.344834,0.5416211,4.253125,0.0,0.05219663,0.0960502627982884,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,id_2000_k60,False,False,True,0.7366294067067928
recurrent,scale_5000_k60,6,3,1.9444444444444444,1.0379077,60,14.242904,4.2141876,2.3999581,7.046603,0.016666666666666666,0.022532217,0.09433434009957226,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,id_2000_k15,False,False,True,0.7366294067067928
recurrent,scale_5000_k60,7,8,2.083333333333333,0.8527162,60,6.426918,13.428862,-4.137601,7.7632985,0.016666666666666666,0.006050714,0.1015430852154893,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,team9_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,3,1,4.444444444444445,0.08493857,60,15.417295,9.875413,-0.7223864,6.320242,0.016666666666666666,0.0113839945,0.10810601137872133,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,id_2000_k60,False,False,True,0.7366294067067928
encoder,scale_5000_k60,5,6,3.055555555555556,0.82552654,60,7.566656,12.87001,-1.338359,9.999379,0.0,0.08264189,0.15025916817187762,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,id_2000_k15,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,6,6,4.166666666666667,0.08503721,60,14.457142,11.707296,-3.777003,5.022194,0.0,0.03025359,0.11180316797980747,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,id_2000_k60,False,False,True,0.7366294067067928
encoder,id_2000_k15,4,9,2.361111111111111,0.096031174,15,8.978428,14.694004,2.5805628,6.0370655,0.0,0.0656904,0.04987913904098983,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k15,6,2,1.5277777777777777,0.13513999,15,10.603731,6.6984477,-2.7744498,8.52304,0.06666666666666667,0.017351814,0.05072354579062268,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,retrograde_2000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k15,5,7,1.5277777777777777,0.13494122,15,11.455127,14.970969,1.7814648,9.611155,0.0,0.0052313088,0.07047210327498539,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k60,6,2,4.166666666666667,0.084547445,60,11.800154,5.4139686,-3.997285,5.106019,0.0,0.0075058816,0.09016586516456115,0.3333333333333333,0.8,0.46666666666666673,id_2000_k60,retrograde_2000_k60,False,False,True,0.7366294067067928
encoder,id_2000_k60,3,2,2.083333333333333,0.09414579,60,14.56168,6.3230157,-1.5725309,10.282499,0.016666666666666666,0.06556395,0.06137215752978528,0.3333333333333333,0.8,0.46666666666666673,id_2000_k60,id_2000_k15,False,False,True,0.7366294067067928
recurrent,id_2000_k15,5,2,1.6666666666666667,0.12334401,15,8.101727,6.878803,-1.2014691,0.8754949,0.0,0.011905996,0.19657046399228797,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,team9_2000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k15,5,5,3.055555555555556,0.09240209,15,7.121339,12.167831,-2.7190783,8.8014765,0.0,0.018203128,0.07698282073641396,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,retrograde_2000_k60,False,False,True,0.7366294067067928
recurrent,scale_5000_k60,6,11,2.5,0.92417717,60,6.174452,13.053388,-3.8089454,6.9103155,0.0,0.016363705,0.07919561663543861,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,id_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,1,1,2.361111111111111,0.089909315,60,13.8088455,7.5025864,1.0204214,8.529681,0.0,0.00806311,0.10621755084397852,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,team9_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,3,0,3.75,0.085933544,60,9.24262,6.9255767,-4.9947557,5.287127,0.0,0.0110714035,0.08693039063903868,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,id_2000_k15,False,False,True,0.7366294067067928
recurrent,id_2000_k15,4,1,1.805555555555556,0.11189419,15,11.026299,6.465305,-0.007511336,9.538917,0.0,0.010668099,0.08848928630204386,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,retrograde_2000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k15,6,0,2.5,0.094629474,15,8.694147,6.5302095,-2.1514397,2.8351476,0.0,0.021574188,0.10813459288524403,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,team9_2000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k15,5,11,2.5,0.09418185,15,5.5965905,10.975874,-2.0265062,2.7360272,0.0,0.01646473,0.11658453189013025,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,team9_2000_k60,False,False,True,0.7366294067067928
encoder,scale_5000_k60,5,3,3.888888888888889,0.84915173,60,10.146645,5.009971,-2.6829107,4.727779,0.0,0.077674486,0.05071096905804496,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,id_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,2,11,1.3888888888888888,0.13729596,60,9.990289,16.805916,-1.0807782,10.2906685,0.0,0.010999839,0.06256323947648858,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,scale_5000_k60,5,4,3.1944444444444446,0.86503816,60,11.563029,14.023535,-0.19941801,10.250918,0.016666666666666666,0.013839464,0.08148446695989617,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,retrograde_2000_k60,False,False,True,0.7366294067067928
encoder,scale_5000_k60,4,8,0.2777777777777778,14.006139,60,9.204916,-0.5513855,8.091584,5.3351097,0.05,0.037552763,0.06599794406848343,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,team9_2000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k15,6,11,2.083333333333333,0.10130888,15,10.453552,12.486673,1.6294477,8.871008,0.0,0.011977525,0.12404475608120392,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,retrograde_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,7,3,3.611111111111111,0.085279115,60,16.037874,9.491177,0.7100592,5.911242,0.0,0.030162811,0.08821535183778234,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,scale_5000_k60,False,False,True,0.7366294067067928
encoder,id_2000_k15,0,7,1.3888888888888888,0.15334494,15,12.621206,16.698006,2.531906,5.850632,0.0,0.07778288,0.06192264114318723,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k15,4,5,3.4722222222222223,0.0899226,15,5.4173284,11.146192,-0.29107147,1.7516582,0.0,0.014691535,0.10652670643092442,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,retrograde_2000_k60,False,False,True,0.7366294067067928
encoder,scale_5000_k60,3,11,4.998611111111111,0.81201434,60,9.1389675,13.467285,-0.22089668,0.91958666,0.0,0.0639019,0.061276657119946634,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,id_2000_k15,False,False,True,0.7366294067067928
recurrent,id_2000_k60,5,3,1.6666666666666667,0.11177879,60,14.67735,6.1829233,-1.6272043,10.327229,0.0,0.0066503286,0.0981368090644927,0.3333333333333333,0.8,0.46666666666666673,id_2000_k60,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k60,4,0,1.6666666666666667,0.11212123,60,13.653854,3.852358,-1.6737493,3.4892704,0.0,0.019669013,0.09364991524424077,0.3333333333333333,0.8,0.46666666666666673,id_2000_k60,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k60,6,6,1.5277777777777777,0.122337975,60,4.298388,12.505826,-2.3127449,2.8970716,0.0,0.010066478,0.09077868727484675,0.3333333333333333,0.8,0.46666666666666673,id_2000_k60,id_2000_k15,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,3,4,3.055555555555556,0.08762463,60,14.043498,13.676684,-0.12674879,1.2038895,0.0,0.01256282,0.15252262901045194,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,scale_5000_k60,1,1,4.444444444444445,0.9204787,60,14.199052,4.0880294,0.92775655,6.793327,0.016666666666666666,0.025929395,0.09264202636244497,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,team9_2000_k60,False,False,True,0.7366294067067928
encoder,id_2000_k15,1,9,2.2222222222222223,0.09881277,15,8.816283,16.15337,-0.04763212,7.5520735,0.0,0.07840751,0.11513162638630033,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,retrograde_2000_k60,False,False,True,0.7366294067067928
encoder,id_2000_k15,3,10,1.9444444444444444,0.10516475,15,8.2156515,15.415978,1.6177735,3.5189986,0.0,0.048732124,0.09484324950559556,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k15,7,4,2.083333333333333,0.10151635,15,7.637027,12.671799,-1.5694356,9.118687,0.0,0.015480534,0.10535624511486068,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,id_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,6,10,3.055555555555556,0.08744476,60,12.469576,11.655734,0.17585783,3.465188,0.03333333333333333,0.023820765,0.15877231841161052,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,id_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,2,0,2.7777777777777777,0.08780647,60,13.662254,7.4191403,1.7277573,9.477227,0.0,0.0074357986,0.09145970579417022,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,id_2000_k60,6,3,2.083333333333333,0.09410158,60,11.861721,5.4525094,-3.9638243,5.3951826,0.0,0.0073322933,0.09558378250049514,0.3333333333333333,0.8,0.46666666666666673,id_2000_k60,retrograde_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,3,5,1.1111111111111112,0.15956306,60,13.287135,13.369498,1.0941713,7.621803,0.08333333333333333,0.020534456,0.12213469433163092,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,id_2000_k60,False,False,True,0.7366294067067928
recurrent,retrograde_2000_k60,4,4,2.5,0.08933229,60,6.7423353,13.215284,-2.1551752,9.687016,0.016666666666666666,0.015147472,0.07936397482460304,0.3333333333333333,0.8,0.46666666666666673,retrograde_2000_k60,scale_5000_k60,False,False,True,0.7366294067067928
recurrent,scale_5000_k60,3,4,3.4722222222222223,0.83249617,60,8.313848,12.2866,-3.054007,9.939217,0.05,0.0066683334,0.058191835726422746,0.3333333333333333,0.8,0.46666666666666673,scale_5000_k60,team9_2000_k60,False,False,True,0.7366294067067928
encoder,id_2000_k15,7,4,4.861111111111111,0.08766872,15,11.4234705,12.614397,-0.34390187,7.563432,0.0,0.07380945,0.06405429344281578,0.3333333333333333,0.8,0.46666666666666673,id_2000_k15,scale_5000_k60,False,False,True,0.7366294067067928
encoder,team9_2000_k60,7,4,0.4166666666666667,5.862711,60,10.172805,1.1640053,5.1957583,4.9244905,0.0,0.087419204,0.0417374048987226,0.4666666666666667,0.7333333333333333,0.2666666666666666,team9_2000_k60,id_2000_k15,False,False,True,0.7365434221840069
encoder,scale_5000_k60,3,4,4.444444444444445,0.82803875,60,12.735011,16.066336,-1.0062388,4.5535736,0.0,0.08734741,0.10451943168822296,0.4,0.8,0.4,scale_5000_k60,id_2000_k60,False,False,True,0.7360275150472915
encoder,id_2000_k60,0,10,4.444444444444445,0.08458453,60,6.378334,13.048536,-4.1789055,4.552267,0.0,0.08723522,0.05637260593838557,0.4666666666666667,0.7333333333333333,0.2666666666666666,id_2000_k60,scale_5000_k60,False,False,True,0.7358555460017197
encoder,id_2000_k60,2,11,2.7777777777777777,0.08706589,60,6.355837,13.854553,-3.6120744,7.388941,0.0,0.0872203,0.12746813295688073,0.4666666666666667,0.8,0.33333333333333337,id_2000_k60,scale_5000_k60,False,False,True,0.7356835769561479
encoder,scale_5000_k60,2,9,1.5277777777777777,1.7751793,60,6.3437843,11.794125,-3.8177347,6.7120447,0.016666666666666666,0.087193,0.10055091927286826,0.26666666666666666,0.6666666666666666,0.39999999999999997,scale_5000_k60,id_2000_k15,False,False,True,0.7355116079105761
encoder,scale_5000_k60,4,9,4.998611111111111,0.87514365,60,7.01289,14.0396595,-1.5381064,10.755921,0.0,0.08709809,0.09631978040922554,0.26666666666666666,0.7333333333333333,0.4666666666666666,scale_5000_k60,id_2000_k60,False,False,True,0.7348237317282889
encoder,id_2000_k15,2,0,3.055555555555556,0.09218123,15,13.314702,4.898526,1.1744523,4.410949,0.0,0.08690098,0.06875654034975812,0.5333333333333333,0.8666666666666667,0.33333333333333337,id_2000_k15,id_2000_k60,False,False,True,0.7346517626827171
encoder,retrograde_2000_k60,6,3,3.333333333333333,0.086251356,60,13.391907,5.997151,0.69656545,6.1650844,0.0,0.08681561,0.05857938514528679,0.3333333333333333,0.6666666666666666,0.3333333333333333,retrograde_2000_k60,id_2000_k60,False,False,True,0.7343078245915735
encoder,scale_5000_k60,5,9,3.055555555555556,0.82552654,60,6.3474736,11.434349,-2.6893303,6.5307794,0.0,0.08678916,0.05655188245465367,0.4666666666666667,0.8666666666666667,0.4,scale_5000_k60,id_2000_k60,False,False,True,0.7341358555460017
encoder,scale_5000_k60,1,11,3.611111111111111,0.85890114,60,9.066692,11.6588,-1.2377425,4.161625,0.03333333333333333,0.08676684,0.0804742609420323,0.3333333333333333,0.7333333333333333,0.39999999999999997,scale_5000_k60,id_2000_k15,False,False,True,0.7339638865004299
encoder,id_2000_k60,1,7,2.638888888888889,0.08740488,60,5.088764,14.136677,1.1986686,6.568857,0.0,0.08674655,0.062299726585228594,0.4,0.7333333333333333,0.33333333333333326,id_2000_k60,scale_5000_k60,False,False,True,0.7337919174548582
encoder,id_2000_k15,0,8,1.6666666666666667,0.12254895,15,10.422662,12.301364,0.93900055,8.381257,0.0,0.086687855,0.08251485922329843,0.2,0.6666666666666666,0.4666666666666666,id_2000_k15,scale_5000_k60,False,False,True,0.7336199484092863
encoder,id_2000_k60,6,0,3.4722222222222223,0.08524952,60,9.934394,5.058865,-2.8912559,3.7040431,0.0,0.08668737,0.09117745287005687,0.6,0.8666666666666667,0.2666666666666667,id_2000_k60,id_2000_k15,False,False,True,0.7334479793637145
encoder,scale_5000_k60,2,4,4.444444444444445,0.83671427,60,12.888285,16.119427,1.383523,4.0392694,0.016666666666666666,0.08667398,0.08103849670660818,0.4666666666666667,0.7333333333333333,0.2666666666666666,scale_5000_k60,id_2000_k15,False,False,True,0.7332760103181427
encoder,id_2000_k60,0,4,3.888888888888889,0.08487131,60,4.900861,13.939563,-0.9032931,5.016397,0.016666666666666666,0.08665277,0.06918574072644425,0.4,0.8,0.4,id_2000_k60,team9_2000_k60,False,False,True,0.7329320722269992
encoder,team9_2000_k60,2,2,1.3888888888888888,0.495417,60,7.8605313,6.9715567,-2.491411,4.871388,0.0,0.08658512,0.0635311491733889,0.5333333333333333,0.8,0.2666666666666667,team9_2000_k60,scale_5000_k60,False,False,True,0.7327601031814274
encoder,retrograde_2000_k60,4,0,2.361111111111111,0.09024655,60,11.364628,7.496733,0.36558038,3.2539947,0.016666666666666666,0.086550474,0.0790709250814344,0.4666666666666667,0.8666666666666667,0.4,retrograde_2000_k60,scale_5000_k60,False,False,True,0.7325881341358556
encoder,id_2000_k60,3,11,4.583333333333333,0.08486886,60,9.622912,16.398378,-0.60596573,10.46464,0.03333333333333333,0.08646197,0.06615971707566029,0.4,0.6666666666666666,0.2666666666666666,id_2000_k60,scale_5000_k60,False,False,True,0.7324161650902837
encoder,id_2000_k15,0,5,4.444444444444445,0.08772827,15,9.366225,13.22231,0.3943105,2.934494,0.0,0.08640358,0.06933950769810597,0.5333333333333333,0.9333333333333333,0.4,id_2000_k15,scale_5000_k60,False,False,True,0.7320722269991402
encoder,scale_5000_k60,2,8,4.027777777777778,0.84316933,60,9.887837,16.72926,2.1466362,9.759777,0.03333333333333333,0.086366154,0.11395083930850555,0.4666666666666667,0.7333333333333333,0.2666666666666666,scale_5000_k60,retrograde_2000_k60,False,False,True,0.7319002579535684
encoder,id_2000_k60,6,8,1.805555555555556,0.10302991,60,8.569264,10.86632,-1.6726164,3.3379948,0.03333333333333333,0.08634016,0.068774121253246,0.4666666666666667,0.7333333333333333,0.2666666666666666,id_2000_k60,scale_5000_k60,False,False,True,0.7313843508168529
encoder,id_2000_k60,6,9,3.4722222222222223,0.08524952,60,6.6897273,13.79604,-3.9037004,8.332635,0.0,0.0861292,0.07683383667179022,0.4,0.7333333333333333,0.33333333333333326,id_2000_k60,scale_5000_k60,False,False,True,0.730524505588994
encoder,id_2000_k60,0,8,3.333333333333333,0.08543323,60,10.084493,11.805112,-4.334853,6.1899233,0.0,0.08611924,0.07742703709295148,0.4666666666666667,0.7333333333333333,0.2666666666666666,id_2000_k60,team9_2000_k60,False,False,True,0.7301805674978504
encoder,id_2000_k60,1,9,4.166666666666667,0.08459529,60,9.527987,13.392893,-1.9634671,0.9158778,0.0,0.08607471,0.15497372182670263,0.4,0.8,0.4,id_2000_k60,id_2000_k15,False,False,True,0.729664660361135
encoder,id_2000_k60,0,0,3.888888888888889,0.08487131,60,8.955326,6.596986,-4.0963097,4.3868976,0.0,0.08605094,0.12324202804686486,0.4,0.7333333333333333,0.33333333333333326,id_2000_k60,retrograde_2000_k60,False,False,True,0.7293207222699915
encoder,id_2000_k60,1,10,4.583333333333333,0.084738754,60,6.036949,13.557592,-3.6301033,6.787619,0.03333333333333333,0.0860506,0.13986068916296887,0.4666666666666667,0.7333333333333333,0.2666666666666666,id_2000_k60,scale_5000_k60,False,False,True,0.7291487532244196
encoder,id_2000_k60,5,9,4.583333333333333,0.084579654,60,6.510829,11.68249,-4.213935,5.338467,0.0,0.086047344,0.13644797809253362,0.3333333333333333,0.6,0.26666666666666666,id_2000_k60,scale_5000_k60,False,False,True,0.7289767841788478
encoder,team9_2000_k60,7,1,4.166666666666667,0.13101558,60,13.820335,4.8478813,3.1858392,7.039731,0.0,0.0859941,0.07107846166716644,0.4,0.7333333333333333,0.33333333333333326,team9_2000_k60,scale_5000_k60,False,False,True,0.728804815133276
encoder,scale_5000_k60,4,8,2.7777777777777777,0.9205529,60,8.539066,14.95188,0.7261594,8.373461,0.0,0.085973054,0.17717812087757837,0.4,0.8,0.4,scale_5000_k60,id_2000_k60,False,False,True,0.7286328460877042
encoder,team9_2000_k60,6,4,2.5,0.15638825,60,11.565712,14.371074,-2.9972382,7.5986266,0.0,0.08597054,0.08561362423391268,0.5333333333333333,0.8,0.2666666666666667,team9_2000_k60,scale_5000_k60,False,False,True,0.7284608770421325
encoder,id_2000_k60,4,5,1.9444444444444444,0.097215116,60,6.947442,13.176505,-3.3377743,9.143279,0.0,0.08592259,0.10849154998651418,0.3333333333333333,0.6,0.26666666666666666,id_2000_k60,team9_2000_k60,False,False,True,0.7281169389509888
encoder,scale_5000_k60,7,0,4.583333333333333,0.6956936,60,14.676119,5.854143,-0.19379692,11.121559,0.0,0.08587884,0.04416064812854423,0.4,0.6666666666666666,0.2666666666666666,scale_5000_k60,id_2000_k60,False,False,True,0.727944969905417
encoder,id_2000_k60,1,8,4.583333333333333,0.084738754,60,9.701579,13.058215,-2.3465345,3.1406524,0.016666666666666666,0.08585628,0.061596689424593815,0.5333333333333333,0.8,0.2666666666666667,id_2000_k60,scale_5000_k60,False,False,True,0.7274290627687017
encoder,id_2000_k15,7,0,4.722222222222222,0.08801866,15,13.36567,4.7722864,1.6051916,4.9423957,0.06666666666666667,0.08583478,0.09838669908264602,0.4,0.7333333333333333,0.33333333333333326,id_2000_k15,team9_2000_k60,False,False,True,0.727085124677558
encoder,scale_5000_k60,0,7,4.444444444444445,0.7086172,60,4.6074166,14.611687,-3.2038865,7.0238695,0.0,0.08582843,0.08225012083339683,0.6,0.9333333333333333,0.33333333333333337,scale_5000_k60,id_2000_k60,False,False,True,0.7269131556319862
encoder,retrograde_2000_k60,4,0,3.4722222222222223,0.08611439,60,9.866193,5.179299,-2.069975,4.013666,0.1,0.08582154,0.05357418461528484,0.26666666666666666,0.6,0.3333333333333333,retrograde_2000_k60,scale_5000_k60,False,False,True,0.7267411865864144
encoder,scale_5000_k60,7,3,4.166666666666667,0.6612237,60,9.886896,7.0139956,-4.5359535,6.8583345,0.0,0.08576099,0.08238373587958753,0.4666666666666667,0.8,0.33333333333333337,scale_5000_k60,id_2000_k60,False,False,True,0.7265692175408427
encoder,scale_5000_k60,4,11,1.6666666666666667,1.5060123,60,9.348926,14.164208,3.5045412,5.7582192,0.06666666666666667,0.085760765,0.11548324723585966,0.26666666666666666,0.6,0.3333333333333333,scale_5000_k60,id_2000_k15,False,False,True,0.7263972484952709
encoder,scale_5000_k60,2,4,2.2222222222222223,0.9689408,60,5.086956,13.059084,-1.9723041,4.517648,0.0,0.085691266,0.10411771449506885,0.5333333333333333,0.8,0.2666666666666667,scale_5000_k60,team9_2000_k60,False,False,True,0.7260533104041272
encoder,scale_5000_k60,5,10,3.333333333333333,0.84748125,60,8.077803,15.773805,1.4797885,7.236286,0.0,0.08566756,0.08346297557104244,0.4,0.8666666666666667,0.4666666666666667,scale_5000_k60,id_2000_k60,False,False,True,0.7258813413585554
encoder,retrograde_2000_k60,3,2,0.2777777777777778,4.171796,60,8.834912,0.07304106,5.662604,6.392014,0.0,0.08564465,0.09160970667785368,0.6,0.9333333333333333,0.33333333333333337,retrograde_2000_k60,id_2000_k60,False,False,True,0.7257093723129837
encoder,retrograde_2000_k60,0,9,3.888888888888889,0.085188046,60,8.633075,15.629411,0.66155666,4.0668283,0.03333333333333333,0.08551713,0.14534483833356876,0.6,0.9333333333333333,0.33333333333333337,retrograde_2000_k60,id_2000_k60,False,False,True,0.7253654342218401
encoder,scale_5000_k60,2,1,4.583333333333333,0.8322833,60,13.729865,3.9678092,-1.1705017,4.391882,0.0,0.08551606,0.05988910329848978,0.26666666666666666,0.7333333333333333,0.4666666666666666,scale_5000_k60,id_2000_k60,False,False,True,0.7251934651762683
encoder,scale_5000_k60,2,5,3.1944444444444446,0.85751015,60,4.9946947,12.59983,-2.6865005,4.786462,0.03333333333333333,0.08550744,0.07181662160136314,0.5333333333333333,0.9333333333333333,0.4,scale_5000_k60,id_2000_k60,False,False,True,0.7250214961306964
encoder,id_2000_k60,5,6,4.305555555555555,0.08493854,60,7.942877,12.204111,-3.1440613,9.414497,0.0,0.085497685,0.07078955029131241,0.5333333333333333,0.8666666666666667,0.33333333333333337,id_2000_k60,id_2000_k15,False,False,True,0.7248495270851246
