representation,scenario,episode_id,sensor_id,time_h,mean_u_km,valid_k,encoder_umap_1,encoder_umap_2,recurrent_umap_1,recurrent_umap_2,visible_fraction,latent_knn_distance,umap_knn_distance,latent_cross_scenario_fraction,umap_cross_scenario_fraction,projection_mismatch,latent_neighbor_scenario,umap_neighbor_scenario,high_dimensional_outlier,projected_outlier,projection_intrusion,audit_priority
encoder,id_2000_k15,6,6,0.5555555555555556,2.642786,15,10.2668495,1.0798728,-0.021863362,0.76812667,0.0,0.30331033,0.10406333399928581,0.26666666666666666,0.5333333333333333,0.26666666666666666,id_2000_k15,id_2000_k15,True,False,False,1.0
encoder,retrograde_2000_k60,0,2,1.25,0.14880405,60,9.419773,5.5224686,-1.6240914,4.7256866,0.0,0.30304518,0.10742948111466273,0.5333333333333333,0.8,0.2666666666666667,retrograde_2000_k60,id_2000_k60,True,False,True,0.9998280309544282
encoder,id_2000_k60,4,0,0.4166666666666667,2.5078647,60,9.086346,5.7431245,-1.7396148,3.1373842,0.0,0.30166802,0.06178405317354849,0.4666666666666667,0.6666666666666666,0.19999999999999996,id_2000_k60,id_2000_k60,True,False,False,0.9996560619088564
encoder,id_2000_k60,3,0,0.4166666666666667,2.526228,60,9.645988,1.3476919,-0.5173217,3.4192073,0.0,0.2931753,0.12379924236917184,0.6,0.7333333333333333,0.1333333333333333,id_2000_k60,id_2000_k15,True,False,False,0.9994840928632847
encoder,id_2000_k15,6,4,4.305555555555555,0.08810796,15,11.451215,15.884356,1.6732131,7.98145,0.06666666666666667,0.08751181,0.08051407958313744,0.0,1.0,1.0,id_2000_k15,retrograde_2000_k60,False,False,True,0.9993981083404987
encoder,retrograde_2000_k60,7,3,4.166666666666667,0.08502168,60,9.707555,7.2330985,-3.1816452,8.290254,0.016666666666666666,0.06034588,0.08101165750614205,0.0,1.0,1.0,retrograde_2000_k60,scale_5000_k60,False,False,True,0.9993981083404987
encoder,id_2000_k15,1,2,1.1111111111111112,0.18072708,15,9.248304,5.730989,-1.7279015,5.2879987,0.06666666666666667,0.15110461,0.09140898722435713,0.0,1.0,1.0,id_2000_k15,id_2000_k60,False,False,True,0.9993981083404987
recurrent,retrograde_2000_k60,0,1,4.305555555555555,0.085057005,60,16.251705,9.069275,0.30870935,1.6578153,0.06666666666666667,0.013646475,0.0996724629847628,0.0,1.0,1.0,retrograde_2000_k60,id_2000_k60,False,False,True,0.9993981083404987
encoder,retrograde_2000_k60,5,2,1.6666666666666667,0.112144135,60,12.556698,7.896751,3.3023646,7.9839516,0.016666666666666666,0.06298707,0.12508273331052708,0.0,1.0,1.0,retrograde_2000_k60,id_2000_k60,False,False,True,0.9993981083404987
encoder,id_2000_k15,2,7,4.444444444444445,0.08783466,15,7.0685005,12.424212,-0.7265304,9.662144,0.0,0.10369196,0.045586850965922264,0.0,1.0,1.0,id_2000_k15,id_2000_k60,False,False,True,0.9993981083404987
encoder,retrograde_2000_k60,5,10,3.4722222222222223,0.08577303,60,9.671543,16.110855,-2.0938914,3.7175424,0.0,0.057109017,0.06268503192576254,0.0,1.0,1.0,retrograde_2000_k60,id_2000_k60,False,False,True,0.9993981083404987
encoder,id_2000_k15,2,0,4.444444444444445,0.08783466,15,13.827967,6.837196,1.9980026,9.614558,0.0,0.1254309,0.11612503489243808,0.0,1.0,1.0,id_2000_k15,scale_5000_k60,False,False,True,0.9993981083404987
encoder,scale_5000_k60,1,10,1.25,3.2522995,60,8.388639,0.35678023,1.3323286,6.41444,0.0,0.2891852,0.05863694548137326,0.4,0.9333333333333333,0.5333333333333333,scale_5000_k60,id_2000_k15,True,False,True,0.9993121238177128
encoder,id_2000_k15,3,6,1.5277777777777777,0.13564037,15,7.4427795,13.239064,-2.7354622,9.518076,0.06666666666666667,0.2875749,0.2313267461220166,0.2,0.3333333333333333,0.1333333333333333,id_2000_k15,id_2000_k15,True,False,False,0.999140154772141
encoder,id_2000_k15,6,11,4.305555555555555,0.08810796,15,7.8719354,15.788768,2.30924,7.4601364,0.0,0.2772719,0.09488547388685038,0.06666666666666667,0.26666666666666666,0.2,id_2000_k15,id_2000_k15,True,False,False,0.9989681857265692
encoder,retrograde_2000_k60,5,6,0.5555555555555556,0.64652,60,13.1726675,13.738703,3.339704,7.1162,0.05,0.27657828,0.11103682498153415,0.2,0.0,-0.2,retrograde_2000_k60,retrograde_2000_k60,True,False,False,0.9987962166809974
encoder,team9_2000_k60,7,8,0.2777777777777778,7.88328,60,10.319841,1.532465,-2.7888112,2.9091055,0.0,0.2745999,0.08665604222337224,0.8666666666666667,0.9333333333333333,0.06666666666666665,id_2000_k60,id_2000_k15,True,False,False,0.9986242476354257
encoder,id_2000_k60,7,1,0.5555555555555556,0.7254285,60,9.917747,1.1606768,1.7571799,8.469552,0.0,0.2744375,0.08922313633167228,0.8,0.9333333333333333,0.1333333333333333,id_2000_k15,id_2000_k15,True,False,False,0.9984522785898539
encoder,retrograde_2000_k60,4,11,0.2777777777777778,4.0701613,60,15.362245,11.603465,-1.7307652,0.28892946,0.016666666666666666,0.27165,0.17154690772153686,0.06666666666666667,0.0,-0.06666666666666667,retrograde_2000_k60,retrograde_2000_k60,True,False,False,0.998280309544282
encoder,retrograde_2000_k60,2,2,2.638888888888889,0.088227004,60,16.294418,10.175288,1.7847607,5.3661723,0.0,0.26639804,0.10883897460055339,0.06666666666666667,0.0,-0.06666666666666667,retrograde_2000_k60,retrograde_2000_k60,True,False,False,0.9981083404987102
encoder,scale_5000_k60,7,8,1.25,2.7231596,60,12.252842,15.6890955,-1.3240587,8.768223,0.0,0.26479962,0.15228059336922065,0.06666666666666667,0.6,0.5333333333333333,scale_5000_k60,id_2000_k60,True,False,True,0.9979363714531384
encoder,team9_2000_k60,7,3,0.6944444444444444,1.7900764,60,8.428244,0.44607815,-0.72019356,8.62045,0.05,0.264039,0.09335412171870823,0.5333333333333333,0.7333333333333333,0.19999999999999996,team9_2000_k60,id_2000_k15,True,False,False,0.9977644024075666
encoder,id_2000_k15,7,8,0.8333333333333334,0.23356703,15,7.9696593,13.203055,-0.37339562,10.459841,0.0,0.26403257,0.12653122088966953,0.13333333333333333,0.0,-0.13333333333333333,id_2000_k15,id_2000_k15,True,False,False,0.9975924333619949
encoder,id_2000_k15,0,4,4.027777777777778,0.08826198,15,8.215443,12.974476,-0.56689644,8.478992,0.0,0.26394135,0.37061383114791296,0.0,0.0,0.0,id_2000_k15,id_2000_k15,True,True,False,0.9974204643164231
encoder,id_2000_k60,6,1,0.4166666666666667,2.5059438,60,10.150547,1.3296893,2.270413,5.512282,0.0,0.2632899,0.05786991254130602,0.8,0.8,0.0,team9_2000_k60,id_2000_k15,True,False,False,0.9972484952708512
encoder,scale_5000_k60,2,3,1.25,2.7071671,60,9.877145,0.024353266,-1.1052762,4.011751,0.0,0.26132327,0.059636410720475756,0.5333333333333333,0.6,0.06666666666666665,scale_5000_k60,scale_5000_k60,True,False,False,0.9970765262252794
encoder,scale_5000_k60,6,3,1.25,3.2053027,60,10.171861,0.6098831,4.7271657,4.7779117,0.0,0.25987875,0.11810202398282779,0.6666666666666666,1.0,0.33333333333333337,team9_2000_k60,retrograde_2000_k60,True,False,False,0.9969045571797076
encoder,team9_2000_k60,5,0,1.805555555555556,0.20725848,60,11.272803,11.63644,1.7516999,9.063744,0.0,0.25956038,0.11359633425631697,0.7333333333333333,0.6666666666666666,-0.06666666666666665,retrograde_2000_k60,id_2000_k60,True,False,False,0.9967325881341359
encoder,retrograde_2000_k60,0,3,0.5555555555555556,0.57296336,60,16.22548,10.164765,2.7762153,5.9944715,0.0,0.259106,0.10346348083489577,0.0,0.0,0.0,retrograde_2000_k60,retrograde_2000_k60,True,False,False,0.9965606190885641
encoder,retrograde_2000_k60,4,3,0.5555555555555556,0.6638506,60,10.297006,4.527071,0.2984038,5.211702,0.06666666666666667,0.25794122,0.10182923450011576,0.13333333333333333,0.4666666666666667,0.33333333333333337,retrograde_2000_k60,retrograde_2000_k60,True,False,False,0.9963886500429923
encoder,retrograde_2000_k60,2,3,0.6944444444444444,0.24808086,60,15.757726,10.770606,-1.9227695,4.7666683,0.0,0.25705045,0.2348557697542475,0.0,0.0,0.0,retrograde_2000_k60,retrograde_2000_k60,True,True,False,0.9962166809974204
encoder,id_2000_k15,4,7,3.333333333333333,0.09034999,15,11.769914,14.927395,-0.49720454,8.89503,0.0,0.10177946,0.05970023231509624,0.06666666666666667,1.0,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,4,2,3.1944444444444446,0.09123503,15,8.965591,6.443151,-4.3966107,4.4061656,0.06666666666666667,0.06769113,0.10976772795958538,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,4,9,3.055555555555556,0.09192703,15,7.081079,10.416779,1.7268045,1.3260708,0.0,0.071921796,0.06317054758130958,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,scale_5000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,0,9,1.5277777777777777,0.13503341,15,6.5392804,10.554764,1.5666066,3.0649085,0.0,0.17312154,0.06367395628762346,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
recurrent,retrograde_2000_k60,1,1,2.5,0.08895317,60,16.46508,9.066236,-1.6599439,2.9548745,0.0,0.029273478,0.11227548360201324,0.06666666666666667,1.0,0.9333333333333333,retrograde_2000_k60,scale_5000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,2,7,3.888888888888889,0.08882715,15,7.79307,11.816445,-1.7859821,7.9488072,0.0,0.1434577,0.03184566398281375,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,retrograde_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,1,8,1.25,0.16363485,15,9.027211,14.833535,1.2086957,5.961243,0.0,0.10349155,0.048389834766254095,0.06666666666666667,1.0,0.9333333333333333,id_2000_k15,scale_5000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,3,3,1.1111111111111112,0.18025644,15,8.941143,6.399722,-4.1699905,3.6854613,0.0,0.08473154,0.10419795361727231,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
recurrent,retrograde_2000_k60,0,7,3.611111111111111,0.0852691,60,14.955926,11.705027,0.2048756,1.8007277,0.0,0.022373656,0.0888564087013982,0.0,0.9333333333333333,0.9333333333333333,retrograde_2000_k60,id_2000_k60,False,False,True,0.9961306964746346
encoder,scale_5000_k60,4,9,2.2222222222222223,0.98115253,60,8.232755,15.892099,1.7010078,6.029588,0.016666666666666666,0.07472464,0.08728611868879889,0.06666666666666667,1.0,0.9333333333333333,scale_5000_k60,id_2000_k15,False,False,True,0.9961306964746346
recurrent,retrograde_2000_k60,1,9,1.6666666666666667,0.11268935,60,12.360859,10.656918,-2.0573726,9.207207,0.0,0.013215582,0.0840665662353195,0.0,0.9333333333333333,0.9333333333333333,retrograde_2000_k60,id_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,3,11,0.9722222222222222,0.19486216,15,7.520713,12.66634,-0.44797188,8.872563,0.06666666666666667,0.15526436,0.10144577390724065,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,scale_5000_k60,False,False,True,0.9961306964746346
recurrent,retrograde_2000_k60,1,8,0.9722222222222222,0.18093953,60,9.860994,17.155996,2.1728113,9.041539,0.016666666666666666,0.016243462,0.114658482714497,0.0,0.9333333333333333,0.9333333333333333,retrograde_2000_k60,id_2000_k15,False,False,True,0.9961306964746346
recurrent,retrograde_2000_k60,3,0,1.3888888888888888,0.13681191,60,16.274736,9.052106,0.19124684,1.4536648,0.016666666666666666,0.013261429,0.1413456624923587,0.0,0.9333333333333333,0.9333333333333333,retrograde_2000_k60,id_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,6,7,2.361111111111111,0.09645372,15,7.7218904,12.229531,-2.3361845,9.04179,0.0,0.096979156,0.038233554114038074,0.06666666666666667,1.0,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,3,8,3.4722222222222223,0.08960585,15,6.3446383,10.770455,-0.631769,4.068044,0.0,0.15614076,0.054098820189520586,0.06666666666666667,1.0,0.9333333333333333,id_2000_k15,team9_2000_k60,False,False,True,0.9961306964746346
recurrent,id_2000_k15,3,0,2.361111111111111,0.09634944,15,8.771439,6.3863244,-3.496019,3.5813415,0.0,0.017514586,0.09717581723651096,0.06666666666666667,1.0,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
recurrent,id_2000_k15,3,4,2.2222222222222223,0.0980451,15,5.4112906,11.138345,0.022514312,2.1744106,0.0,0.022872876,0.10069079311779286,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
encoder,scale_5000_k60,3,2,1.3888888888888888,1.8969222,60,9.233784,6.740926,-4.5004754,5.2580433,0.0,0.13459505,0.060774806924650905,0.06666666666666667,1.0,0.9333333333333333,scale_5000_k60,id_2000_k60,False,False,True,0.9961306964746346
recurrent,id_2000_k15,3,10,1.3888888888888888,0.15157342,15,5.4095654,10.922555,-0.19948941,2.2939744,0.0,0.023623291,0.13938231923395433,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,6,10,4.305555555555555,0.08810796,15,7.836452,11.758897,0.36541775,9.426224,0.0,0.15050182,0.042402638904156846,0.06666666666666667,1.0,0.9333333333333333,id_2000_k15,retrograde_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,5,1,4.861111111111111,0.08772853,15,9.484247,4.896596,-0.5588409,4.056793,0.0,0.1462423,0.09008359252353054,0.06666666666666667,1.0,0.9333333333333333,id_2000_k15,team9_2000_k60,False,False,True,0.9961306964746346
encoder,retrograde_2000_k60,0,8,0.2777777777777778,4.317542,60,8.469521,0.520908,4.2693925,6.218866,0.016666666666666666,0.24101597,0.1312190175429226,0.06666666666666667,1.0,0.9333333333333333,retrograde_2000_k60,id_2000_k15,True,False,True,0.9961306964746346
recurrent,id_2000_k15,5,10,2.7777777777777777,0.09304869,15,5.860631,10.705932,-0.02189597,1.5213449,0.0,0.0205725,0.10535193877831477,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,4,2,2.7777777777777777,0.09287173,15,9.368993,4.9152036,-0.18409553,4.634677,0.0,0.16502674,0.07912055791968661,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,2,1,4.861111111111111,0.0877102,15,8.887979,5.2892027,-1.09339,1.1111666,0.0,0.111538835,0.1052730951221727,0.06666666666666667,1.0,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,6,4,2.638888888888889,0.09354547,15,12.7805395,16.476992,1.8125486,0.9557475,0.0,0.07194112,0.08674485765945791,0.0,0.9333333333333333,0.9333333333333333,id_2000_k15,id_2000_k60,False,False,True,0.9961306964746346
encoder,scale_5000_k60,6,7,1.6666666666666667,1.6482285,60,13.246501,14.996419,1.7108743,3.7714124,0.0,0.074348785,0.09784813457531454,0.06666666666666667,1.0,0.9333333333333333,scale_5000_k60,id_2000_k15,False,False,True,0.9961306964746346
encoder,scale_5000_k60,4,6,1.3888888888888888,1.9573663,60,6.899584,12.754793,0.22487518,10.857409,0.03333333333333333,0.12975821,0.13953963123613644,0.06666666666666667,1.0,0.9333333333333333,scale_5000_k60,id_2000_k60,False,False,True,0.9961306964746346
encoder,retrograde_2000_k60,5,3,3.1944444444444446,0.08692165,60,13.271307,7.0032835,0.7949884,8.901302,0.0,0.071625136,0.1060554213384672,0.0,0.9333333333333333,0.9333333333333333,retrograde_2000_k60,scale_5000_k60,False,False,True,0.9961306964746346
encoder,id_2000_k15,5,8,0.5555555555555556,2.5585566,15,8.431606,0.9079859,-2.2286282,4.333372,0.0,0.25636414,0.1354802822589633,0.13333333333333333,0.5333333333333333,0.4,id_2000_k15,id_2000_k15,True,False,False,0.9960447119518486
encoder,id_2000_k60,7,8,0.5555555555555556,0.7254285,60,6.225771,13.42445,-3.2892082,8.958339,0.0,0.25626743,0.1058022665356534,0.7333333333333333,0.5333333333333333,-0.19999999999999996,scale_5000_k60,id_2000_k60,True,False,False,0.9958727429062769
encoder,id_2000_k15,3,4,4.998611111111111,0.087947465,15,10.681923,11.927996,0.956045,8.171113,0.0,0.25493637,0.1071299712475639,0.4,0.8666666666666667,0.4666666666666667,id_2000_k15,id_2000_k60,True,False,True,0.9957007738607051
encoder,id_2000_k60,2,10,0.2777777777777778,4.477794,60,9.396614,0.31495884,3.598938,7.2558756,0.0,0.25370008,0.08020471526839736,0.8,0.9333333333333333,0.1333333333333333,id_2000_k15,id_2000_k15,True,False,False,0.9955288048151333
encoder,id_2000_k60,6,0,0.4166666666666667,2.5059438,60,9.762532,0.66618884,3.2781136,4.228678,0.0,0.2527722,0.10479775389170841,0.6,0.8,0.20000000000000007,retrograde_2000_k60,retrograde_2000_k60,True,False,False,0.9953568357695615
encoder,id_2000_k15,7,4,0.6944444444444444,0.31010193,15,7.5752134,13.190691,-2.822094,7.191595,0.0,0.2527359,0.14224558400629608,0.2,0.0,-0.2,id_2000_k15,id_2000_k15,True,False,False,0.9951848667239896
encoder,id_2000_k15,1,8,0.5555555555555556,2.6090834,15,8.60222,0.9727028,-0.902345,4.185594,0.0,0.251348,0.24040650230883953,0.3333333333333333,0.4,0.06666666666666671,id_2000_k15,id_2000_k15,True,True,False,0.9950128976784179
encoder,team9_2000_k60,2,3,0.6944444444444444,1.8367878,60,8.423475,0.4435911,-0.5162279,9.259612,0.03333333333333333,0.25124878,0.09118419449702385,0.3333333333333333,0.6666666666666666,0.3333333333333333,team9_2000_k60,id_2000_k15,True,False,True,0.9948409286328461
encoder,retrograde_2000_k60,0,2,0.6944444444444444,0.2548197,60,15.5704975,9.255175,1.897934,10.355703,0.0,0.24988683,0.07966309692310224,0.3333333333333333,0.0,-0.3333333333333333,retrograde_2000_k60,retrograde_2000_k60,True,False,False,0.9946689595872743
encoder,retrograde_2000_k60,1,1,0.5555555555555556,0.44034967,60,9.514355,8.253609,-2.6128953,9.696278,0.0,0.24801297,0.346816604649831,0.6666666666666666,0.7333333333333333,0.06666666666666665,scale_5000_k60,scale_5000_k60,True,True,False,0.9944969905417025
encoder,id_2000_k60,2,2,0.4166666666666667,2.4150157,60,14.063011,4.798694,-0.20612617,8.563275,0.0,0.24790256,0.11277954492805789,0.9333333333333333,0.6,-0.33333333333333337,id_2000_k15,id_2000_k60,True,False,False,0.9943250214961307
encoder,retrograde_2000_k60,3,7,0.2777777777777778,4.171796,60,9.503008,0.98691547,3.9509194,5.3349547,0.0,0.24666719,0.11586899825313128,0.0,0.7333333333333333,0.7333333333333333,retrograde_2000_k60,id_2000_k15,True,False,True,0.9941530524505588
encoder,retrograde_2000_k60,4,10,0.5555555555555556,0.6638506,60,15.378939,10.921765,-1.4316492,3.8890433,0.016666666666666666,0.24504681,0.08064603163628983,0.0,0.0,0.0,retrograde_2000_k60,retrograde_2000_k60,True,False,False,0.9939810834049871
encoder,team9_2000_k60,1,1,0.5555555555555556,4.066598,60,9.374798,0.12119448,3.0212157,6.025033,0.0,0.24446534,0.08481516234267233,0.4666666666666667,0.7333333333333333,0.2666666666666666,team9_2000_k60,id_2000_k60,True,False,True,0.9938091143594153
encoder,id_2000_k15,2,2,2.638888888888889,0.09293939,15,12.497202,5.1024656,2.2095914,7.70293,0.0,0.24437015,0.0705171238464584,0.3333333333333333,0.9333333333333333,0.6000000000000001,id_2000_k15,id_2000_k60,True,False,True,0.9936371453138435
encoder,id_2000_k15,7,0,3.611111111111111,0.089540586,15,9.464433,5.3619175,0.62493074,7.520306,0.0,0.24341981,0.09855926827125723,0.3333333333333333,0.7333333333333333,0.39999999999999997,id_2000_k15,scale_5000_k60,True,False,True,0.9934651762682717
encoder,id_2000_k15,5,4,0.5555555555555556,2.5585566,15,8.481166,0.9000084,-0.51214325,5.554123,0.0,0.24306399,0.15198639199060185,0.13333333333333333,0.5333333333333333,0.4,id_2000_k15,id_2000_k15,True,False,False,0.9932932072226999
encoder,id_2000_k15,7,4,0.8333333333333334,0.23356703,15,9.780204,14.340893,0.17127384,9.601152,0.0,0.2421896,0.07630985310070328,0.0,0.4,0.4,id_2000_k15,id_2000_k15,True,False,False,0.9931212381771282
encoder,id_2000_k15,4,1,1.1111111111111112,0.18121244,15,14.466872,5.744203,-0.16309983,10.785397,0.0,0.24109347,0.12454457866524025,0.7333333333333333,0.5333333333333333,-0.19999999999999996,retrograde_2000_k60,id_2000_k15,True,False,False,0.9929492691315563
encoder,retrograde_2000_k60,7,1,1.3888888888888888,0.13787548,60,15.260891,9.549775,2.5530803,7.75371,0.0,0.2403447,0.1778362585435246,0.13333333333333333,0.0,-0.13333333333333333,retrograde_2000_k60,retrograde_2000_k60,True,False,False,0.9926053310404127
encoder,id_2000_k15,5,9,0.8333333333333334,0.2315435,15,9.22766,14.90082,1.435641,9.434218,0.0,0.23881839,0.15343856669497993,0.2,0.8666666666666667,0.6666666666666667,id_2000_k15,team9_2000_k60,True,False,True,0.9924333619948409
encoder,id_2000_k15,4,8,0.4166666666666667,4.387318,15,8.462405,0.93923527,-0.7628605,4.112224,0.0,0.23855262,0.15977828728264953,0.4,0.5333333333333333,0.1333333333333333,id_2000_k15,id_2000_k15,True,False,False,0.9922613929492692
encoder,retrograde_2000_k60,6,1,0.4166666666666667,2.617616,60,9.958704,1.867285,-0.52638793,3.0726962,0.016666666666666666,0.23840544,0.12798867327104044,0.2,0.9333333333333333,0.7333333333333334,retrograde_2000_k60,id_2000_k60,True,False,True,0.9920894239036974
encoder,id_2000_k15,7,2,0.6944444444444444,0.31010193,15,14.234741,4.290596,0.2815636,9.750814,0.0,0.2380657,0.07011370307063242,0.8,0.4,-0.4,scale_5000_k60,id_2000_k15,True,False,False,0.9919174548581255
encoder,retrograde_2000_k60,1,7,0.2777777777777778,4.1921144,60,9.47769,1.0955378,4.86692,4.7452345,0.0,0.237938,0.08029089270899273,0.13333333333333333,0.7333333333333333,0.6,retrograde_2000_k60,id_2000_k15,True,False,True,0.9917454858125537
encoder,id_2000_k60,1,0,0.4166666666666667,2.3095074,60,9.342484,5.1256027,-2.466298,3.2725542,0.0,0.23691899,0.06382654972699471,0.4666666666666667,0.6,0.1333333333333333,id_2000_k60,id_2000_k60,True,False,False,0.9915735167669819
encoder,id_2000_k15,0,11,0.9722222222222222,0.1993944,15,7.722401,12.808536,-0.27211815,8.85986,0.0,0.23439077,0.1364608825981388,0.06666666666666667,0.13333333333333333,0.06666666666666667,id_2000_k15,id_2000_k15,True,False,False,0.9914015477214101
encoder,id_2000_k15,2,4,3.1944444444444446,0.09119648,15,11.1480255,13.831143,-2.7833982,10.12251,0.0,0.23393351,0.1965023715234697,0.26666666666666666,0.8,0.5333333333333334,id_2000_k15,team9_2000_k60,True,False,True,0.9912295786758384
encoder,id_2000_k60,2,8,0.4166666666666667,2.4150157,60,9.656918,1.1820999,2.067725,4.04777,0.0,0.23362635,0.13934601889325912,0.5333333333333333,0.8,0.2666666666666667,id_2000_k60,id_2000_k15,True,False,True,0.9910576096302666
encoder,scale_5000_k60,3,0,1.9444444444444444,0.98668176,60,9.3429165,6.226898,-0.52675873,9.254439,0.016666666666666666,0.233597,0.12727646014493008,0.13333333333333333,0.9333333333333333,0.8,scale_5000_k60,id_2000_k15,True,False,True,0.9908856405846947
encoder,id_2000_k15,3,9,2.083333333333333,0.10127836,15,7.873149,13.247253,-0.7734126,7.987201,0.0,0.2326221,0.05028640930572988,0.0,0.0,0.0,id_2000_k15,id_2000_k15,True,False,False,0.9907136715391229
encoder,retrograde_2000_k60,7,7,2.9166666666666665,0.08821806,60,10.602489,16.14957,1.480823,10.174656,0.0,0.23237327,0.1128671956928375,0.6666666666666666,0.4666666666666667,-0.19999999999999996,scale_5000_k60,retrograde_2000_k60,True,False,False,0.9905417024935511
encoder,id_2000_k15,6,10,0.6944444444444444,0.2706865,15,8.925275,12.394602,0.6464219,8.037536,0.06666666666666667,0.23219056,0.19927521240023569,0.26666666666666666,0.5333333333333333,0.26666666666666666,id_2000_k15,id_2000_k15,True,False,False,0.9903697334479794
encoder,team9_2000_k60,7,6,0.6944444444444444,1.7900764,60,5.0306144,14.036966,0.28870302,6.4511228,0.0,0.23204066,0.04983999219364733,0.7333333333333333,0.8666666666666667,0.13333333333333341,scale_5000_k60,scale_5000_k60,True,False,False,0.9901977644024076
encoder,id_2000_k15,5,6,0.5555555555555556,2.5585566,15,10.336516,1.3483323,0.52358663,1.8457814,0.0,0.23187564,0.1385555154623954,0.4,0.4666666666666667,0.06666666666666665,id_2000_k15,id_2000_k15,True,False,False,0.9900257953568358
encoder,id_2000_k15,7,8,0.5555555555555556,2.5459936,15,8.403965,0.36723918,4.365909,6.00482,0.0,0.23175889,0.06480310821155502,0.2,0.6666666666666666,0.4666666666666666,id_2000_k15,id_2000_k15,True,False,False,0.989853826311264
encoder,retrograde_2000_k60,5,3,0.4166666666666667,2.5771503,60,9.677987,0.61244154,3.440869,6.3386707,0.0,0.23172614,0.12484876357488647,0.4,0.7333333333333333,0.33333333333333326,retrograde_2000_k60,retrograde_2000_k60,True,False,False,0.9896818572656921
encoder,id_2000_k15,7,7,2.2222222222222223,0.09816716,15,5.825116,11.433306,2.3575604,7.1061416,0.0,0.23128633,0.09300737700221921,0.2,0.0,-0.2,id_2000_k15,id_2000_k15,True,False,False,0.9895098882201204
encoder,id_2000_k15,4,0,4.305555555555555,0.088102125,15,9.24902,8.963889,-1.4119731,5.5792623,0.0,0.23094702,0.056272240890324336,0.7333333333333333,0.9333333333333333,0.20000000000000007,id_2000_k60,id_2000_k60,True,False,False,0.9893379191745486
encoder,retrograde_2000_k60,1,9,0.2777777777777778,4.1921144,60,9.770404,0.77965426,4.3039355,6.6416907,0.0,0.23037606,0.11924467929954387,0.6,0.8,0.20000000000000007,retrograde_2000_k60,id_2000_k15,True,False,False,0.9891659501289768
encoder,retrograde_2000_k60,4,7,0.4166666666666667,2.5005803,60,9.50066,1.2326863,-2.8346527,3.0884924,0.016666666666666666,0.21213768,0.07550380329734557,0.0,0.8666666666666667,0.8666666666666667,retrograde_2000_k60,id_2000_k15,True,False,True,0.9890799656061909
encoder,id_2000_k15,1,6,1.805555555555556,0.112195745,15,12.721243,16.566738,2.7688622,4.019339,0.06666666666666667,0.06838407,0.06226686858005189,0.0,0.8666666666666667,0.8666666666666667,id_2000_k15,team9_2000_k60,False,False,True,0.9890799656061909
recurrent,retrograde_2000_k60,2,0,4.583333333333333,0.08530661,60,16.307993,9.040673,0.22523957,1.5114334,0.0,0.015384937,0.12574067771610717,0.06666666666666667,0.9333333333333333,0.8666666666666667,retrograde_2000_k60,id_2000_k60,False,False,True,0.9890799656061909
encoder,id_2000_k15,2,2,2.9166666666666665,0.0930415,15,8.899416,5.0368476,0.2085899,2.9620063,0.0,0.14568144,0.056579207191173805,0.0,0.8666666666666667,0.8666666666666667,id_2000_k15,id_2000_k60,False,False,True,0.9890799656061909
recurrent,retrograde_2000_k60,0,6,4.305555555555555,0.085057005,60,14.385766,10.710856,0.74274284,3.47462,0.016666666666666666,0.017749552,0.11659326182468363,0.13333333333333333,1.0,0.8666666666666667,retrograde_2000_k60,id_2000_k60,False,False,True,0.9890799656061909
