scenario,episode_id,sensor_id,time_h,mean_u_km,valid_k,encoder_umap_1,encoder_umap_2,recurrent_umap_1,recurrent_umap_2
id_2000_k15,0,3,3.888888888888889,0.08919856,15,10.752846,5.1103463,-0.73263925,7.517728
id_2000_k15,0,4,3.888888888888889,0.08919856,15,5.7654953,11.451012,0.11431951,6.641131
id_2000_k15,0,5,3.888888888888889,0.08919856,15,12.537357,16.615486,2.824246,6.0166993
id_2000_k15,0,6,3.888888888888889,0.08919856,15,10.086832,14.020136,1.1107504,5.4817734
id_2000_k15,0,7,3.888888888888889,0.08919856,15,6.6099257,11.416039,0.36638916,4.7441936
id_2000_k15,0,8,3.888888888888889,0.08919856,15,7.986109,13.717015,-2.9559264,7.7212195
id_2000_k15,0,9,3.888888888888889,0.08919856,15,9.205906,15.658899,-2.6341798,5.6668787
id_2000_k15,0,10,3.888888888888889,0.08919856,15,9.312944,13.924323,0.89525074,2.9013162
id_2000_k15,0,11,3.888888888888889,0.08919856,15,7.077464,12.053674,-5.1481805,6.2720323
id_2000_k15,1,0,3.888888888888889,0.08897978,15,10.463616,6.6875668,-3.703381,8.563542
id_2000_k15,1,1,3.888888888888889,0.08897978,15,12.268774,6.834351,-0.7336841,6.6765485
id_2000_k15,1,2,3.888888888888889,0.08897978,15,14.523246,5.6910086,-3.1678514,8.216148
id_2000_k15,1,3,3.888888888888889,0.08897978,15,9.745371,5.102853,-0.8793989,6.9904304
id_2000_k15,1,4,3.888888888888889,0.08897978,15,5.422092,11.169824,-0.8253834,4.7999496
id_2000_k15,1,5,3.888888888888889,0.08897978,15,12.726013,16.605152,2.5208726,3.548623
id_2000_k15,1,6,3.888888888888889,0.08897978,15,11.608277,13.722773,1.8022354,9.383297
id_2000_k15,1,7,3.888888888888889,0.08897978,15,8.015553,12.097935,-2.2163692,9.805603
id_2000_k15,1,8,3.888888888888889,0.08897978,15,8.021058,13.756119,-3.2217264,7.061278
id_2000_k15,1,9,3.888888888888889,0.08897978,15,9.095141,14.66592,2.6256146,6.0880146
id_2000_k15,1,10,3.888888888888889,0.08897978,15,9.933409,12.164432,-2.9401612,8.438617
id_2000_k15,1,11,3.888888888888889,0.08897978,15,8.200105,11.807895,1.1670446,10.120016
id_2000_k15,2,0,3.888888888888889,0.08882715,15,10.187929,6.638165,-4.9172063,4.7391157
id_2000_k15,2,1,3.888888888888889,0.08882715,15,12.014526,7.9423375,-0.9418073,5.2697563
id_2000_k15,2,2,3.888888888888889,0.08882715,15,14.206509,4.6619263,-0.43188626,7.0282063
id_2000_k15,2,3,3.888888888888889,0.08882715,15,10.0035515,5.035984,-1.9823431,4.11656
id_2000_k15,2,4,3.888888888888889,0.08882715,15,5.411328,11.162189,-1.5368862,1.3818716
id_2000_k15,2,5,3.888888888888889,0.08882715,15,11.534873,16.048674,0.8646779,6.631765
id_2000_k15,2,6,3.888888888888889,0.08882715,15,13.026037,14.62557,2.4511034,6.35275
id_2000_k15,2,7,3.888888888888889,0.08882715,15,7.79307,11.816445,-1.7859821,7.9488072
id_2000_k15,2,8,3.888888888888889,0.08882715,15,5.095005,10.791623,0.4954551,1.2807542
id_2000_k15,2,9,3.888888888888889,0.08882715,15,8.223989,15.123522,1.4574604,7.849846
id_2000_k15,2,10,3.888888888888889,0.08882715,15,10.397221,12.539396,0.4220514,9.439993
id_2000_k15,2,11,3.888888888888889,0.08882715,15,8.1161785,12.181629,-1.4195604,10.022355
id_2000_k15,3,0,3.888888888888889,0.088770755,15,9.357518,6.3148904,-4.3355064,3.272167
id_2000_k15,3,1,3.888888888888889,0.088770755,15,9.040753,8.412616,-1.1476163,4.1209106
id_2000_k15,3,2,3.888888888888889,0.088770755,15,14.682043,5.611697,-1.7346201,10.546337
id_2000_k15,3,3,3.888888888888889,0.088770755,15,11.305003,5.8286033,-0.5317317,5.7375345
id_2000_k15,3,4,3.888888888888889,0.088770755,15,5.767194,11.474658,-4.7003713,4.425192
id_2000_k15,3,5,3.888888888888889,0.088770755,15,13.142232,15.492424,1.0779593,1.8674905
id_2000_k15,3,6,3.888888888888889,0.088770755,15,13.378302,14.910928,0.48183796,2.6045165
id_2000_k15,3,7,3.888888888888889,0.088770755,15,4.806252,12.786761,1.4936157,3.0337896
id_2000_k15,3,8,3.888888888888889,0.088770755,15,4.8555326,10.625805,2.2777507,4.0995855
id_2000_k15,3,9,3.888888888888889,0.088770755,15,8.544066,15.0279045,0.38719088,6.755236
id_2000_k15,3,10,3.888888888888889,0.088770755,15,9.381636,11.20815,-3.6566052,6.651602
id_2000_k15,3,11,3.888888888888889,0.088770755,15,7.237121,12.13578,-5.273725,6.2268887
id_2000_k15,0,0,4.027777777777778,0.08826198,15,8.721974,6.4232597,-4.016106,4.5558777
id_2000_k15,0,1,4.027777777777778,0.08826198,15,14.409784,6.877558,2.2560215,9.605911
id_2000_k15,0,2,4.027777777777778,0.08826198,15,14.319076,5.4635653,-3.7956042,8.65289
id_2000_k15,0,3,4.027777777777778,0.08826198,15,9.66022,6.8773093,-5.117936,5.0966268
id_2000_k15,0,4,4.027777777777778,0.08826198,15,8.215443,12.974476,-0.56689644,8.478992
id_2000_k15,0,5,4.027777777777778,0.08826198,15,13.128721,15.168863,1.7059183,3.8323655
id_2000_k15,0,6,4.027777777777778,0.08826198,15,11.379484,13.751471,1.8043472,10.069092
id_2000_k15,0,7,4.027777777777778,0.08826198,15,5.914875,11.82366,-0.480362,8.948516
id_2000_k15,0,8,4.027777777777778,0.08826198,15,7.921576,15.866012,1.7348119,1.0544128
id_2000_k15,0,9,4.027777777777778,0.08826198,15,9.076904,14.418952,1.8692857,4.061312
id_2000_k15,0,10,4.027777777777778,0.08826198,15,9.126737,11.9624605,-0.9892123,10.293514
id_2000_k15,0,11,4.027777777777778,0.08826198,15,7.6986914,12.941363,-3.2118907,8.282369
id_2000_k15,1,0,4.027777777777778,0.08838797,15,11.287847,6.684416,1.282695,8.551098
id_2000_k15,1,1,4.027777777777778,0.08838797,15,12.68404,7.143478,1.4671108,9.278231
id_2000_k15,1,2,4.027777777777778,0.08838797,15,13.293866,4.579936,1.1334282,4.486801
id_2000_k15,1,3,4.027777777777778,0.08838797,15,11.080782,5.6993814,1.6447263,8.236934
id_2000_k15,1,4,4.027777777777778,0.08838797,15,5.1710224,11.047773,0.26814005,2.3545027
id_2000_k15,1,5,4.027777777777778,0.08838797,15,13.635386,15.561357,0.5770905,0.38117132
id_2000_k15,1,6,4.027777777777778,0.08838797,15,11.337872,12.4505825,-3.4856613,4.797672
id_2000_k15,1,7,4.027777777777778,0.08838797,15,6.224874,12.118193,-3.4133232,9.128009
id_2000_k15,1,8,4.027777777777778,0.08838797,15,4.995072,10.637865,1.4559675,1.2054753
id_2000_k15,1,9,4.027777777777778,0.08838797,15,9.30331,15.549663,-3.6650264,5.2475815
id_2000_k15,1,10,4.027777777777778,0.08838797,15,9.29938,12.095539,-2.3690054,8.765326
id_2000_k15,1,11,4.027777777777778,0.08838797,15,6.3864007,11.878619,-4.117835,5.125809
id_2000_k15,2,0,4.027777777777778,0.08838336,15,11.176452,6.67317,-0.9403846,9.590059
id_2000_k15,2,1,4.027777777777778,0.08838336,15,9.207767,8.764038,-0.43590647,0.93496746
id_2000_k15,2,2,4.027777777777778,0.08838336,15,13.28957,4.6550655,1.7077332,4.5221357
id_2000_k15,2,3,4.027777777777778,0.08838336,15,9.155179,4.7728477,-0.7315443,1.4214909
id_2000_k15,2,4,4.027777777777778,0.08838336,15,8.159757,13.809423,2.719492,8.631995
id_2000_k15,2,5,4.027777777777778,0.08838336,15,12.516802,16.289944,0.3421346,0.09710715
id_2000_k15,2,6,4.027777777777778,0.08838336,15,9.969248,13.88603,1.3897372,4.2027354
id_2000_k15,2,7,4.027777777777778,0.08838336,15,7.8376884,12.294003,-2.4496546,9.072995
id_2000_k15,2,8,4.027777777777778,0.08838336,15,7.933834,15.909463,1.9711819,2.9746938
id_2000_k15,2,9,4.027777777777778,0.08838336,15,8.630597,15.218688,0.99079704,2.586907
id_2000_k15,2,10,4.027777777777778,0.08838336,15,8.310508,11.122581,-0.79455274,1.339757
id_2000_k15,2,11,4.027777777777778,0.08838336,15,5.3182826,10.679075,0.53350025,-0.47760418
id_2000_k15,3,0,4.027777777777778,0.08838986,15,11.139407,6.699556,0.95748985,8.008466
id_2000_k15,3,1,4.027777777777778,0.08838986,15,12.856051,7.124035,1.603072,9.369686
id_2000_k15,3,2,4.027777777777778,0.08838986,15,14.147812,4.352111,2.7856588,6.7314377
id_2000_k15,3,3,4.027777777777778,0.08838986,15,10.46343,5.385086,-0.33102554,3.9342728
id_2000_k15,3,4,4.027777777777778,0.08838986,15,5.6335254,15.807554,2.7435238,3.993911
id_2000_k15,3,5,4.027777777777778,0.08838986,15,13.361332,15.979364,1.032944,0.3384713
id_2000_k15,3,6,4.027777777777778,0.08838986,15,9.435147,13.460142,2.1367927,4.83585
id_2000_k15,3,7,4.027777777777778,0.08838986,15,7.226195,12.189745,-2.4063907,8.924058
id_2000_k15,3,8,4.027777777777778,0.08838986,15,4.9124284,10.742121,-0.225208,-0.618034
id_2000_k15,3,9,4.027777777777778,0.08838986,15,8.805726,15.095553,-0.020624144,2.7629123
id_2000_k15,3,10,4.027777777777778,0.08838986,15,9.106391,11.36606,-3.0139832,6.636587
id_2000_k15,3,11,4.027777777777778,0.08838986,15,5.883835,11.53125,-2.6633043,0.041568782
id_2000_k15,0,0,4.166666666666667,0.0882277,15,11.614489,6.9222894,0.29511866,7.9157944
id_2000_k15,0,1,4.166666666666667,0.0882277,15,13.111895,5.600621,2.6469355,5.8969293
id_2000_k15,0,2,4.166666666666667,0.0882277,15,13.419707,4.3289423,-1.0243695,5.376134
id_2000_k15,0,3,4.166666666666667,0.0882277,15,9.408895,6.50801,-4.902807,4.1219587
id_2000_k15,0,4,4.166666666666667,0.0882277,15,10.767016,15.444725,1.8881404,7.492818
id_2000_k15,0,5,4.166666666666667,0.0882277,15,11.9075985,13.96759,1.8825327,8.501725
id_2000_k15,0,6,4.166666666666667,0.0882277,15,8.657693,11.919052,-2.9604166,9.498346
id_2000_k15,0,7,4.166666666666667,0.0882277,15,5.8835773,11.161764,1.9339929,5.823591
id_2000_k15,0,8,4.166666666666667,0.0882277,15,9.841592,14.5350065,-0.32596967,10.297269
id_2000_k15,0,9,4.166666666666667,0.0882277,15,9.833229,13.916403,4.302295,6.487887
id_2000_k15,0,10,4.166666666666667,0.0882277,15,8.5247965,12.032154,-2.6559055,9.308381
id_2000_k15,0,11,4.166666666666667,0.0882277,15,7.9558115,13.481566,0.6448198,9.827552
id_2000_k15,1,0,4.166666666666667,0.08846473,15,11.893881,7.143337,2.03671,6.045094
id_2000_k15,1,1,4.166666666666667,0.08846473,15,14.516546,6.373499,-0.26804662,10.1602545
id_2000_k15,1,2,4.166666666666667,0.08846473,15,14.121023,3.8212128,-1.384511,3.816023
id_2000_k15,1,3,4.166666666666667,0.08846473,15,8.954668,6.2109184,-2.8601222,0.7608089
id_2000_k15,1,4,4.166666666666667,0.08846473,15,6.026896,16.070272,2.8312278,6.126273
id_2000_k15,1,5,4.166666666666667,0.08846473,15,13.266437,14.942858,0.59103453,1.7575425
id_2000_k15,1,6,4.166666666666667,0.08846473,15,9.066928,11.80152,-2.9509683,9.316474
id_2000_k15,1,7,4.166666666666667,0.08846473,15,5.733714,11.108826,1.2770033,2.4929948
id_2000_k15,1,8,4.166666666666667,0.08846473,15,8.16633,15.143884,-0.0765636,6.285559
id_2000_k15,1,9,4.166666666666667,0.08846473,15,9.112879,13.561344,0.49696526,2.8084102
id_2000_k15,1,10,4.166666666666667,0.08846473,15,8.117217,11.029454,0.98734677,5.3873086
id_2000_k15,1,11,4.166666666666667,0.08846473,15,5.186973,10.733807,1.5199447,1.3058239
id_2000_k15,2,0,4.166666666666667,0.08809895,15,11.535148,6.9569964,-1.9012473,6.519288
id_2000_k15,2,1,4.166666666666667,0.08809895,15,14.552902,6.348799,0.18799317,10.70291
id_2000_k15,2,2,4.166666666666667,0.08809895,15,13.572579,3.9474053,-2.571614,4.275325
id_2000_k15,2,3,4.166666666666667,0.08809895,15,9.035987,4.5863533,1.8478395,1.5872676
id_2000_k15,2,4,4.166666666666667,0.08809895,15,5.742324,16.128838,2.6552382,3.8518689
id_2000_k15,2,5,4.166666666666667,0.08809895,15,12.125988,14.184426,0.6872314,7.466342
id_2000_k15,2,6,4.166666666666667,0.08809895,15,10.566133,11.64829,-4.6399813,7.5614023
id_2000_k15,2,7,4.166666666666667,0.08809895,15,5.9212885,11.815895,-4.949918,4.836372
id_2000_k15,2,8,4.166666666666667,0.08809895,15,8.183801,15.902294,1.8241239,2.9778035
id_2000_k15,2,9,4.166666666666667,0.08809895,15,9.1141405,13.59552,0.35413733,2.2944224
id_2000_k15,2,10,4.166666666666667,0.08809895,15,8.667384,11.8491745,0.5361171,4.169609
id_2000_k15,2,11,4.166666666666667,0.08809895,15,7.671541,13.097599,-2.9563396,6.4358935
id_2000_k15,3,0,4.166666666666667,0.088253275,15,11.902994,7.132284,1.6671996,7.822727
id_2000_k15,3,1,4.166666666666667,0.088253275,15,13.216906,5.4861903,1.6537039,5.562988
id_2000_k15,3,2,4.166666666666667,0.088253275,15,13.309668,4.19883,-2.979384,3.6695118
id_2000_k15,3,3,4.166666666666667,0.088253275,15,8.931633,5.6049705,-2.9439714,2.9705653
id_2000_k15,3,4,4.166666666666667,0.088253275,15,8.236469,13.946488,-1.27195,8.259209
id_2000_k15,3,5,4.166666666666667,0.088253275,15,13.007661,15.014479,1.3707274,1.8715539
id_2000_k15,3,6,4.166666666666667,0.088253275,15,10.887927,11.735271,-5.175518,6.176654
id_2000_k15,3,7,4.166666666666667,0.088253275,15,5.4982824,11.546436,-1.4862081,2.517075
id_2000_k15,3,8,4.166666666666667,0.088253275,15,9.877257,14.872722,-1.6187556,9.086274
id_2000_k15,3,9,4.166666666666667,0.088253275,15,10.365428,13.541582,1.9102556,8.662873
id_2000_k15,3,10,4.166666666666667,0.088253275,15,8.987691,12.036695,-2.9454427,8.966409
id_2000_k15,3,11,4.166666666666667,0.088253275,15,7.999032,13.761209,1.7034127,8.522923
id_2000_k15,0,0,4.305555555555555,0.0879774,15,9.031314,8.903583,-0.8923448,0.25094882
id_2000_k15,0,1,4.305555555555555,0.0879774,15,14.220435,3.9235282,0.86261964,7.059497
id_2000_k15,0,2,4.305555555555555,0.0879774,15,9.298624,5.54817,-2.6702802,1.5621817
id_2000_k15,0,3,4.305555555555555,0.0879774,15,9.443203,6.338457,-4.423906,3.311639
id_2000_k15,0,4,4.305555555555555,0.0879774,15,12.443343,16.719933,1.7448591,0.9073697
id_2000_k15,0,5,4.305555555555555,0.0879774,15,11.696513,14.59113,-3.8758357,5.426947
id_2000_k15,0,6,4.305555555555555,0.0879774,15,7.3873167,11.6195345,0.20829466,5.7694926
id_2000_k15,0,7,4.305555555555555,0.0879774,15,5.4043946,11.15856,-1.6594604,2.6884363
id_2000_k15,0,8,4.305555555555555,0.0879774,15,9.791024,15.26627,-1.2493112,10.258528
id_2000_k15,0,9,4.305555555555555,0.0879774,15,10.002402,13.008469,-0.78888744,4.148817
id_2000_k15,0,10,4.305555555555555,0.0879774,15,6.806538,11.88139,-5.1061068,5.5146646
id_2000_k15,0,11,4.305555555555555,0.0879774,15,4.9242697,10.573207,0.87731385,-0.41153765
id_2000_k15,1,0,4.305555555555555,0.088261,15,9.078217,8.360437,-2.2474418,3.5900695
id_2000_k15,1,1,4.305555555555555,0.088261,15,14.483319,5.4466343,-3.8357584,8.343188
id_2000_k15,1,2,4.305555555555555,0.088261,15,11.04232,5.192279,-0.34579566,8.368143
id_2000_k15,1,3,4.305555555555555,0.088261,15,10.576245,6.656237,-4.6011,6.7352595
id_2000_k15,1,4,4.305555555555555,0.088261,15,11.234398,15.689584,1.9234068,6.808188
id_2000_k15,1,5,4.305555555555555,0.088261,15,11.751215,14.330561,-0.9205952,9.581148
id_2000_k15,1,6,4.305555555555555,0.088261,15,8.308807,12.115091,-4.5192757,7.765206
id_2000_k15,1,7,4.305555555555555,0.088261,15,5.6606264,11.501658,-4.316428,5.0544105
id_2000_k15,1,8,4.305555555555555,0.088261,15,9.953692,14.845383,-0.86739147,10.610456
id_2000_k15,1,9,4.305555555555555,0.088261,15,9.503566,11.986056,-3.1931548,8.499071
id_2000_k15,1,10,4.305555555555555,0.088261,15,7.1964555,12.098292,-4.8526025,5.69867
id_2000_k15,1,11,4.305555555555555,0.088261,15,5.040095,10.773301,-0.25149852,-0.14669468
id_2000_k15,2,0,4.305555555555555,0.08803424,15,12.538411,7.1305428,1.8965324,9.213704
id_2000_k15,2,1,4.305555555555555,0.08803424,15,13.746219,4.9571185,2.6795962,6.7608085
id_2000_k15,2,2,4.305555555555555,0.08803424,15,9.290392,5.622793,-1.2015125,1.1973011
id_2000_k15,2,3,4.305555555555555,0.08803424,15,10.642875,6.665936,-4.8790293,5.7515526
id_2000_k15,2,4,4.305555555555555,0.08803424,15,12.520902,16.573952,1.9629787,2.908246
id_2000_k15,2,5,4.305555555555555,0.08803424,15,12.014018,13.790368,1.9580138,7.12757
id_2000_k15,2,6,4.305555555555555,0.08803424,15,6.5768805,11.445601,1.1774707,4.1881423
id_2000_k15,2,7,4.305555555555555,0.08803424,15,5.2810473,11.192968,-0.9299731,2.062474
id_2000_k15,2,8,4.305555555555555,0.08803424,15,8.413382,15.1392,1.957361,3.5482018
id_2000_k15,2,9,4.305555555555555,0.08803424,15,11.077178,13.280126,2.4055712,8.190822
id_2000_k15,2,10,4.305555555555555,0.08803424,15,5.9042144,10.568524,0.724422,0.16515288
id_2000_k15,2,11,4.305555555555555,0.08803424,15,4.9617896,10.579797,0.90379465,-0.32753417
id_2000_k15,3,0,4.305555555555555,0.087952815,15,12.343672,7.2463403,0.83715284,7.12727
id_2000_k15,3,1,4.305555555555555,0.087952815,15,14.189552,4.773126,-2.2624,7.4819617
id_2000_k15,3,2,4.305555555555555,0.087952815,15,11.355515,5.1214075,1.9511979,9.293356
id_2000_k15,3,3,4.305555555555555,0.087952815,15,10.892426,6.5154386,0.22254,9.540615
id_2000_k15,3,4,4.305555555555555,0.087952815,15,11.166957,15.45433,0.20241192,7.354879
id_2000_k15,3,5,4.305555555555555,0.087952815,15,11.388533,14.235192,-1.794518,9.103224
id_2000_k15,3,6,4.305555555555555,0.087952815,15,7.1079555,11.574952,1.266165,6.8025837
id_2000_k15,3,7,4.305555555555555,0.087952815,15,6.7824883,11.319785,2.2217257,6.6454206
id_2000_k15,3,8,4.305555555555555,0.087952815,15,9.175013,14.475198,2.6671128,5.685763
id_2000_k15,3,9,4.305555555555555,0.087952815,15,9.197247,13.217903,-0.38740373,1.3481402
id_2000_k15,3,10,4.305555555555555,0.087952815,15,6.925422,10.465997,1.147259,1.242925
id_2000_k15,3,11,4.305555555555555,0.087952815,15,8.061852,13.8508415,2.1150372,8.540506
id_2000_k15,0,0,4.444444444444445,0.08772827,15,12.917576,6.3104343,1.0999947,7.0089774
id_2000_k15,0,1,4.444444444444445,0.08772827,15,13.231404,5.5581794,1.779366,9.556611
id_2000_k15,0,2,4.444444444444445,0.08772827,15,9.078141,4.7679667,-0.10939403,1.2211801
id_2000_k15,0,3,4.444444444444445,0.08772827,15,11.21324,6.68753,-1.3002322,6.2702537
id_2000_k15,0,4,4.444444444444445,0.08772827,15,13.076506,14.576103,-0.34981593,7.3328257
id_2000_k15,0,5,4.444444444444445,0.08772827,15,9.366225,13.22231,0.3943105,2.934494
id_2000_k15,0,6,4.444444444444445,0.08772827,15,5.4776936,11.461041,-0.32055742,1.8865564
id_2000_k15,0,7,4.444444444444445,0.08772827,15,7.768148,13.427921,-3.0375202,8.13309
id_2000_k15,0,8,4.444444444444445,0.08772827,15,8.892753,14.93466,-0.6227655,1.4724951
id_2000_k15,0,9,4.444444444444445,0.08772827,15,10.617553,12.049964,-3.9914007,3.7739983
id_2000_k15,0,10,4.444444444444445,0.08772827,15,7.9401326,13.61039,-0.99783844,7.6248527
id_2000_k15,0,11,4.444444444444445,0.08772827,15,8.200936,14.149139,1.1548704,7.9517894
id_2000_k15,1,0,4.444444444444445,0.08817975,15,14.729366,6.1360373,-1.9546316,6.45617
id_2000_k15,1,1,4.444444444444445,0.08817975,15,12.7344265,5.430717,1.8212869,6.183403
id_2000_k15,1,2,4.444444444444445,0.08817975,15,9.506865,4.7362423,0.012169438,0.7680491
id_2000_k15,1,3,4.444444444444445,0.08817975,15,11.116867,6.693489,-0.025857078,7.6292057
id_2000_k15,1,4,4.444444444444445,0.08817975,15,11.536301,15.177577,0.68798745,8.922132
id_2000_k15,1,5,4.444444444444445,0.08817975,15,11.568922,13.184979,0.85205716,7.7909193
id_2000_k15,1,6,4.444444444444445,0.08817975,15,5.8444247,11.2248535,2.3625023,4.1313615
id_2000_k15,1,7,4.444444444444445,0.08817975,15,5.671141,15.84657,2.6825783,4.3972964
id_2000_k15,1,8,4.444444444444445,0.08817975,15,9.78261,14.143864,1.2642031,2.9351964
id_2000_k15,1,9,4.444444444444445,0.08817975,15,7.776754,10.613162,-0.09572142,0.52843547
id_2000_k15,1,10,4.444444444444445,0.08817975,15,5.257515,10.710821,1.1228062,0.38311368
id_2000_k15,1,11,4.444444444444445,0.08817975,15,8.212114,13.910074,2.0623615,8.96513
id_2000_k15,2,0,4.444444444444445,0.08783466,15,13.827967,6.837196,1.9980026,9.614558
id_2000_k15,2,1,4.444444444444445,0.08783466,15,14.346723,4.2008977,3.969547,6.5968175
id_2000_k15,2,2,4.444444444444445,0.08783466,15,11.064713,5.9781914,2.3183558,8.961331
id_2000_k15,2,3,4.444444444444445,0.08783466,15,11.275397,6.7186637,-0.51554805,8.060464
id_2000_k15,2,4,4.444444444444445,0.08783466,15,12.620158,16.523872,0.9430057,2.4247532
id_2000_k15,2,5,4.444444444444445,0.08783466,15,10.664178,13.763071,1.9058142,7.952042
id_2000_k15,2,6,4.444444444444445,0.08783466,15,5.5238686,11.412681,0.2754069,1.955103
id_2000_k15,2,7,4.444444444444445,0.08783466,15,7.0685005,12.424212,-0.7265304,9.662144
id_2000_k15,2,8,4.444444444444445,0.08783466,15,10.138188,14.118015,-0.3198977,5.906543
id_2000_k15,2,9,4.444444444444445,0.08783466,15,8.869272,11.836691,1.246563,8.850108
id_2000_k15,2,10,4.444444444444445,0.08783466,15,5.7282424,11.308717,-2.4936476,2.9989793
id_2000_k15,2,11,4.444444444444445,0.08783466,15,7.9940753,15.899212,2.002701,3.1077383
id_2000_k15,3,0,4.444444444444445,0.08791379,15,14.514703,5.9393272,0.16620319,8.824755
id_2000_k15,3,1,4.444444444444445,0.08791379,15,13.198759,5.480638,2.8798888,7.588888
id_2000_k15,3,2,4.444444444444445,0.08791379,15,11.045448,6.020049,1.7335358,9.124414
id_2000_k15,3,3,4.444444444444445,0.08791379,15,10.716486,6.719274,-4.568565,5.761985
id_2000_k15,3,4,4.444444444444445,0.08791379,15,12.343538,16.397297,1.0028385,3.0253487
id_2000_k15,3,5,4.444444444444445,0.08791379,15,11.174442,13.518173,-3.766281,8.87236
id_2000_k15,3,6,4.444444444444445,0.08791379,15,7.8912907,12.0891905,-1.531594,9.461847
id_2000_k15,3,7,4.444444444444445,0.08791379,15,8.136804,13.7584715,2.6312323,8.875429
id_2000_k15,3,8,4.444444444444445,0.08791379,15,10.424861,13.793477,-0.46707872,8.390959
id_2000_k15,3,9,4.444444444444445,0.08791379,15,8.413558,12.020239,2.6598556,9.125152
id_2000_k15,3,10,4.444444444444445,0.08791379,15,7.053178,11.566239,0.3298023,7.1895227
id_2000_k15,3,11,4.444444444444445,0.08791379,15,8.253088,15.974668,1.6082299,6.0310197
id_2000_k15,0,0,4.583333333333333,0.08783332,15,14.493768,6.3723955,-0.15453084,10.322775
id_2000_k15,0,1,4.583333333333333,0.08783332,15,11.452404,5.401673,-1.6365803,7.9261165
id_2000_k15,0,2,4.583333333333333,0.08783332,15,8.8408165,4.6883774,0.5974819,-0.11643441
id_2000_k15,0,3,4.583333333333333,0.08783332,15,8.047397,6.944417,-0.63958246,3.3878226
id_2000_k15,0,4,4.583333333333333,0.08783332,15,13.23507,15.82741,0.88192743,2.5508604
id_2000_k15,0,5,4.583333333333333,0.08783332,15,8.691927,12.407589,3.0398986,6.9838085
id_2000_k15,0,6,4.583333333333333,0.08783332,15,7.748807,12.5236635,0.5932768,9.943432
id_2000_k15,0,7,4.583333333333333,0.08783332,15,8.159678,13.872595,-1.4858438,7.9390726
id_2000_k15,0,8,4.583333333333333,0.08783332,15,10.087607,12.167368,-3.1724358,8.271796
id_2000_k15,0,9,4.583333333333333,0.08783332,15,6.2679286,10.633099,-0.76228225,4.000377
id_2000_k15,0,10,4.583333333333333,0.08783332,15,8.020773,13.641188,2.4568346,8.871022
id_2000_k15,0,11,4.583333333333333,0.08783332,15,9.221459,14.481637,3.0718613,6.4267974
id_2000_k15,1,0,4.583333333333333,0.08845344,15,13.703191,4.794393,-0.3913423,6.657434
id_2000_k15,1,1,4.583333333333333,0.08845344,15,11.661684,5.335345,-2.179622,7.654787
id_2000_k15,1,2,4.583333333333333,0.08845344,15,10.489446,5.4439816,1.9493327,4.882458
id_2000_k15,1,3,4.583333333333333,0.08845344,15,8.01686,6.440423,-2.9845862,2.7567496
id_2000_k15,1,4,4.583333333333333,0.08845344,15,12.971816,16.11135,1.5712028,2.606236
id_2000_k15,1,5,4.583333333333333,0.08845344,15,10.403548,11.499014,-3.4448287,9.072051
id_2000_k15,1,6,4.583333333333333,0.08845344,15,5.896265,11.161612,2.928053,5.8996053
id_2000_k15,1,7,4.583333333333333,0.08845344,15,8.25322,13.885272,2.4137561,8.959185
id_2000_k15,1,8,4.583333333333333,0.08845344,15,9.275069,11.94099,-2.003343,9.887998
id_2000_k15,1,9,4.583333333333333,0.08845344,15,7.191109,12.065282,-5.182907,4.8685427
id_2000_k15,1,10,4.583333333333333,0.08845344,15,7.7938666,13.140942,-2.8044941,7.749368
id_2000_k15,1,11,4.583333333333333,0.08845344,15,9.6271715,15.41128,-1.3370851,9.535383
id_2000_k15,2,0,4.583333333333333,0.08800128,15,13.892537,4.8793626,2.2360322,7.064305
id_2000_k15,2,1,4.583333333333333,0.08800128,15,11.500147,5.148056,-0.23026927,9.886713
id_2000_k15,2,2,4.583333333333333,0.08800128,15,9.748141,6.6495004,-3.1111007,8.3017435
id_2000_k15,2,3,4.583333333333333,0.08800128,15,7.8569117,6.6303377,-0.8660824,3.528104
id_2000_k15,2,4,4.583333333333333,0.08800128,15,13.047064,15.022639,2.674266,5.709365
id_2000_k15,2,5,4.583333333333333,0.08800128,15,8.864522,12.637922,-0.32583907,5.024929
id_2000_k15,2,6,4.583333333333333,0.08800128,15,7.6983557,12.490739,2.8718584,9.120073
id_2000_k15,2,7,4.583333333333333,0.08800128,15,10.799253,15.47648,0.43792823,7.4174204
id_2000_k15,2,8,4.583333333333333,0.08800128,15,10.450884,12.653406,-1.7681482,7.974212
id_2000_k15,2,9,4.583333333333333,0.08800128,15,8.081738,12.771535,-4.628265,5.9072294
id_2000_k15,2,10,4.583333333333333,0.08800128,15,5.1789474,10.780486,0.45297784,2.4696136
id_2000_k15,2,11,4.583333333333333,0.08800128,15,8.342088,14.023346,1.8607472,10.055998
id_2000_k15,3,0,4.583333333333333,0.08813705,15,14.549025,6.4341993,-1.2041228,10.212495
id_2000_k15,3,1,4.583333333333333,0.08813705,15,12.219176,5.323438,-0.6710436,3.5944047
id_2000_k15,3,2,4.583333333333333,0.08813705,15,8.712351,4.863573,0.18652725,-0.16540846
id_2000_k15,3,3,4.583333333333333,0.08813705,15,11.581388,6.9506845,-1.7650874,6.3653626
