scenario,episode_id,sensor_id,time_h,mean_u_km,valid_k,encoder_umap_1,encoder_umap_2,recurrent_umap_1,recurrent_umap_2
scale_5000_k60,3,10,1.25,3.075591,60,8.116356,-0.02428976,1.5513058,7.0632753
scale_5000_k60,3,11,1.25,3.075591,60,9.535192,-0.8630654,7.0131893,4.9116287
scale_5000_k60,0,0,1.3888888888888888,1.5675849,60,13.82616,6.14779,0.33154798,10.646297
scale_5000_k60,0,1,1.3888888888888888,1.5675849,60,11.059737,4.922568,-1.5680846,9.588419
scale_5000_k60,0,2,1.3888888888888888,1.5675849,60,9.340934,6.691106,-3.5192735,7.9294157
scale_5000_k60,0,3,1.3888888888888888,1.5675849,60,9.0173855,8.619815,-2.405659,6.2444725
scale_5000_k60,0,4,1.3888888888888888,1.5675849,60,12.409671,14.329954,0.8837091,8.064008
scale_5000_k60,0,5,1.3888888888888888,1.5675849,60,8.395322,12.244345,-4.0380697,8.811309
scale_5000_k60,0,6,1.3888888888888888,1.5675849,60,7.158595,14.413384,0.874208,9.827574
scale_5000_k60,0,7,1.3888888888888888,1.5675849,60,12.63816,16.687939,2.0016837,4.239291
scale_5000_k60,0,8,1.3888888888888888,1.5675849,60,9.908202,14.058886,3.3660586,7.1983113
scale_5000_k60,0,9,1.3888888888888888,1.5675849,60,9.81341,11.698465,-4.2770047,6.906075
scale_5000_k60,0,10,1.3888888888888888,1.5675849,60,6.5587845,13.677281,-4.1485043,7.6522465
scale_5000_k60,0,11,1.3888888888888888,1.5675849,60,10.008953,16.664629,1.8225225,10.082347
scale_5000_k60,1,0,1.3888888888888888,2.1440809,60,13.817222,4.9118667,2.3767703,7.2476497
scale_5000_k60,1,1,1.3888888888888888,2.1440809,60,10.418864,4.922751,-2.296634,4.422654
scale_5000_k60,1,2,1.3888888888888888,2.1440809,60,9.817003,5.384962,1.1755172,2.3626537
scale_5000_k60,1,3,1.3888888888888888,2.1440809,60,8.93568,8.452756,-2.1359487,5.820345
scale_5000_k60,1,4,1.3888888888888888,2.1440809,60,11.549372,14.274414,2.6304429,9.7989235
scale_5000_k60,1,5,1.3888888888888888,2.1440809,60,7.8174224,12.161382,-1.0453117,10.259547
scale_5000_k60,1,6,1.3888888888888888,2.1440809,60,5.6906624,13.312317,-4.115244,7.643309
scale_5000_k60,1,7,1.3888888888888888,2.1440809,60,5.142392,15.323977,-0.3413625,7.122425
scale_5000_k60,1,8,1.3888888888888888,2.1440809,60,10.276996,14.25966,-1.0977463,9.962043
scale_5000_k60,1,9,1.3888888888888888,2.1440809,60,8.148062,10.787352,-0.008466946,1.5850677
scale_5000_k60,1,10,1.3888888888888888,2.1440809,60,5.268682,13.343399,-1.9574779,6.231248
scale_5000_k60,1,11,1.3888888888888888,2.1440809,60,9.98997,16.628119,1.7882133,10.201643
scale_5000_k60,2,0,1.3888888888888888,1.7883096,60,14.413493,5.0901437,-2.028703,9.017417
scale_5000_k60,2,1,1.3888888888888888,1.7883096,60,10.228714,5.0243535,-1.4410839,4.327103
scale_5000_k60,2,2,1.3888888888888888,1.7883096,60,10.0491705,7.2577987,-1.2775521,10.359728
scale_5000_k60,2,3,1.3888888888888888,1.7883096,60,9.849209,8.535006,-1.9471892,5.4186177
scale_5000_k60,2,4,1.3888888888888888,1.7883096,60,10.519523,13.333165,-1.454388,3.7018578
scale_5000_k60,2,5,1.3888888888888888,1.7883096,60,7.834611,12.165415,-0.016469058,10.395495
scale_5000_k60,2,6,1.3888888888888888,1.7883096,60,5.6999516,13.050822,-3.42901,7.1697164
scale_5000_k60,2,7,1.3888888888888888,1.7883096,60,12.733046,16.663004,1.4147699,2.922369
scale_5000_k60,2,8,1.3888888888888888,1.7883096,60,9.085905,14.4209385,1.4371966,2.771853
scale_5000_k60,2,9,1.3888888888888888,1.7883096,60,8.905443,11.914638,-2.427023,9.97183
scale_5000_k60,2,10,1.3888888888888888,1.7883096,60,6.554823,13.627912,-3.9177978,8.972062
scale_5000_k60,2,11,1.3888888888888888,1.7883096,60,7.96451,15.531585,1.4900887,5.139537
scale_5000_k60,3,0,1.3888888888888888,1.8969222,60,13.607306,5.7297215,2.7345204,7.2722125
scale_5000_k60,3,1,1.3888888888888888,1.8969222,60,10.667379,4.7379513,-1.0023686,4.0377116
scale_5000_k60,3,2,1.3888888888888888,1.8969222,60,9.233784,6.740926,-4.5004754,5.2580433
scale_5000_k60,3,3,1.3888888888888888,1.8969222,60,9.064752,8.479597,-2.2334988,5.70018
scale_5000_k60,3,4,1.3888888888888888,1.8969222,60,11.946624,14.037612,0.72223693,7.8774505
scale_5000_k60,3,5,1.3888888888888888,1.8969222,60,8.129569,12.182217,-2.1283755,9.911408
scale_5000_k60,3,6,1.3888888888888888,1.8969222,60,5.549368,13.414947,-3.2853057,8.115771
scale_5000_k60,3,7,1.3888888888888888,1.8969222,60,12.722725,16.738136,1.7085649,2.4733071
scale_5000_k60,3,8,1.3888888888888888,1.8969222,60,9.153166,13.892446,0.6140442,5.201618
scale_5000_k60,3,9,1.3888888888888888,1.8969222,60,8.002477,12.128498,2.1184864,9.657299
scale_5000_k60,3,10,1.3888888888888888,1.8969222,60,6.923127,13.772221,-3.0560806,9.22937
scale_5000_k60,3,11,1.3888888888888888,1.8969222,60,8.947161,16.439884,1.781146,9.304354
scale_5000_k60,0,0,1.5277777777777777,1.636788,60,13.767974,4.598886,2.2000291,6.297526
scale_5000_k60,0,1,1.5277777777777777,1.636788,60,9.386845,5.2846694,-2.518081,2.2728062
scale_5000_k60,0,2,1.5277777777777777,1.636788,60,10.825458,7.5480723,-1.9487697,9.580669
scale_5000_k60,0,3,1.5277777777777777,1.636788,60,12.701655,6.6215687,-0.3529963,10.009149
scale_5000_k60,0,4,1.5277777777777777,1.636788,60,10.455172,13.375991,-1.5233296,3.6663203
scale_5000_k60,0,5,1.5277777777777777,1.636788,60,5.2313385,12.646846,-2.6099236,7.6047435
scale_5000_k60,0,6,1.5277777777777777,1.636788,60,6.1088204,13.566685,-3.9306602,6.9143867
scale_5000_k60,0,7,1.5277777777777777,1.636788,60,12.282111,14.847216,0.73765576,10.28594
scale_5000_k60,0,8,1.5277777777777777,1.636788,60,10.2424,12.712166,-0.383441,9.169462
scale_5000_k60,0,9,1.5277777777777777,1.636788,60,9.361997,11.176101,-3.2184923,7.662955
scale_5000_k60,0,10,1.5277777777777777,1.636788,60,7.312069,14.515454,1.1168152,10.031727
scale_5000_k60,0,11,1.5277777777777777,1.636788,60,8.090989,15.369692,1.5284004,4.8998985
scale_5000_k60,1,0,1.5277777777777777,2.1131394,60,13.934784,4.537675,2.8037002,6.7659636
scale_5000_k60,1,1,1.5277777777777777,2.1131394,60,10.02398,4.8643546,-1.0292294,4.124176
scale_5000_k60,1,2,1.5277777777777777,2.1131394,60,10.94754,7.522777,0.05523286,9.839383
scale_5000_k60,1,3,1.5277777777777777,2.1131394,60,13.722071,6.989783,0.74177986,9.252401
scale_5000_k60,1,4,1.5277777777777777,2.1131394,60,9.710595,13.073004,-0.10678401,5.2972693
scale_5000_k60,1,5,1.5277777777777777,2.1131394,60,5.107109,13.959228,0.121399894,5.6665955
scale_5000_k60,1,6,1.5277777777777777,2.1131394,60,5.484672,15.055405,1.5339853,6.0107446
scale_5000_k60,1,7,1.5277777777777777,2.1131394,60,13.27456,15.923528,1.0872867,2.546008
scale_5000_k60,1,8,1.5277777777777777,2.1131394,60,9.327738,13.115488,-0.8712246,4.3088255
scale_5000_k60,1,9,1.5277777777777777,2.1131394,60,6.495599,11.241265,-2.2801676,7.216958
scale_5000_k60,1,10,1.5277777777777777,2.1131394,60,3.9342785,12.26712,-0.3082384,2.131037
scale_5000_k60,1,11,1.5277777777777777,2.1131394,60,9.14174,16.330875,-2.5831552,7.4560475
scale_5000_k60,2,0,1.5277777777777777,1.7751793,60,13.947263,4.430085,0.35753474,6.832127
scale_5000_k60,2,1,1.5277777777777777,1.7751793,60,10.17762,4.6452966,0.8724245,5.0737453
scale_5000_k60,2,2,1.5277777777777777,1.7751793,60,8.351354,6.7391543,-3.299901,2.668297
scale_5000_k60,2,3,1.5277777777777777,1.7751793,60,14.584402,6.443078,-0.7820711,10.128577
scale_5000_k60,2,4,1.5277777777777777,1.7751793,60,9.391044,13.178682,1.2776542,3.6693568
scale_5000_k60,2,5,1.5277777777777777,1.7751793,60,8.103283,12.43519,-1.595912,10.641347
scale_5000_k60,2,6,1.5277777777777777,1.7751793,60,6.0220366,13.661282,-2.833971,10.407308
scale_5000_k60,2,7,1.5277777777777777,1.7751793,60,13.504447,15.567483,0.40807188,0.77645874
scale_5000_k60,2,8,1.5277777777777777,1.7751793,60,10.3404,12.302672,-3.5876367,6.3947487
scale_5000_k60,2,9,1.5277777777777777,1.7751793,60,6.3437843,11.794125,-3.8177347,6.7120447
scale_5000_k60,2,10,1.5277777777777777,1.7751793,60,7.254697,14.29171,0.9689188,10.736945
scale_5000_k60,2,11,1.5277777777777777,1.7751793,60,9.613025,16.23741,-1.1686898,10.216819
scale_5000_k60,3,0,1.5277777777777777,1.8851293,60,14.396076,4.195987,3.0635347,6.9430084
scale_5000_k60,3,1,1.5277777777777777,1.8851293,60,10.332836,4.688679,0.81604475,8.057279
scale_5000_k60,3,2,1.5277777777777777,1.8851293,60,8.302756,6.82384,-2.8653162,6.1899734
scale_5000_k60,3,3,1.5277777777777777,1.8851293,60,10.0772295,8.505504,-0.17468078,7.3328986
scale_5000_k60,3,4,1.5277777777777777,1.8851293,60,10.468759,13.279293,-1.449175,3.7658908
scale_5000_k60,3,5,1.5277777777777777,1.8851293,60,7.878108,12.403325,-2.423594,9.359748
scale_5000_k60,3,6,1.5277777777777777,1.8851293,60,5.4991055,15.17958,1.7133206,3.9517608
scale_5000_k60,3,7,1.5277777777777777,1.8851293,60,13.483516,15.766225,0.44925067,2.5547402
scale_5000_k60,3,8,1.5277777777777777,1.8851293,60,9.233223,13.867481,3.1130657,4.3382897
scale_5000_k60,3,9,1.5277777777777777,1.8851293,60,7.8378544,10.612598,1.0101637,1.4659957
scale_5000_k60,3,10,1.5277777777777777,1.8851293,60,7.25492,14.564609,1.4240096,9.739933
scale_5000_k60,3,11,1.5277777777777777,1.8851293,60,8.011829,15.346904,1.5782171,3.8447304
scale_5000_k60,0,0,1.6666666666666667,1.3374616,60,11.36882,5.0052347,-0.9315117,10.594028
scale_5000_k60,0,1,1.6666666666666667,1.3374616,60,10.10821,4.699833,1.928394,4.4510975
scale_5000_k60,0,2,1.6666666666666667,1.3374616,60,7.974246,6.939152,-0.0770073,6.7640166
scale_5000_k60,0,3,1.6666666666666667,1.3374616,60,9.609844,8.84801,0.23592292,5.655543
scale_5000_k60,0,4,1.6666666666666667,1.3374616,60,11.42167,13.256843,-0.7128221,8.1482315
scale_5000_k60,0,5,1.6666666666666667,1.3374616,60,5.2020955,13.636409,0.7758203,6.9833755
scale_5000_k60,0,6,1.6666666666666667,1.3374616,60,4.86835,15.831857,0.8001972,1.8079944
scale_5000_k60,0,7,1.6666666666666667,1.3374616,60,13.49907,15.682758,0.16434957,0.38769245
scale_5000_k60,0,8,1.6666666666666667,1.3374616,60,10.413945,12.371964,-4.754406,6.0966387
scale_5000_k60,0,9,1.6666666666666667,1.3374616,60,5.934163,14.8693075,0.9352761,4.617136
scale_5000_k60,0,10,1.6666666666666667,1.3374616,60,8.037909,16.25695,1.5754573,7.1696525
scale_5000_k60,0,11,1.6666666666666667,1.3374616,60,10.808034,14.227856,-3.2442677,5.324809
scale_5000_k60,1,0,1.6666666666666667,1.6255263,60,11.375176,4.939445,0.71777654,10.731667
scale_5000_k60,1,1,1.6666666666666667,1.6255263,60,10.597586,6.1541176,-0.024579054,9.023555
scale_5000_k60,1,2,1.6666666666666667,1.6255263,60,10.829998,7.7228155,-2.344687,10.290631
scale_5000_k60,1,3,1.6666666666666667,1.6255263,60,13.414342,5.7174687,2.1308198,7.323812
scale_5000_k60,1,4,1.6666666666666667,1.6255263,60,10.46196,11.204053,-3.9059567,8.978032
scale_5000_k60,1,5,1.6666666666666667,1.6255263,60,5.547123,12.713707,-3.4199564,8.593089
scale_5000_k60,1,6,1.6666666666666667,1.6255263,60,4.8313637,15.939644,1.4720684,1.6828299
scale_5000_k60,1,7,1.6666666666666667,1.6255263,60,13.488923,15.510079,0.5174088,2.240654
scale_5000_k60,1,8,1.6666666666666667,1.6255263,60,9.2681875,11.4218445,-2.8987286,5.7101235
scale_5000_k60,1,9,1.6666666666666667,1.6255263,60,6.9192595,13.337852,-4.4643598,5.860178
scale_5000_k60,1,10,1.6666666666666667,1.6255263,60,4.310873,11.790486,-1.2700152,2.4151933
scale_5000_k60,1,11,1.6666666666666667,1.6255263,60,9.1773,14.523106,2.744101,6.1563396
scale_5000_k60,2,0,1.6666666666666667,1.4900453,60,11.705738,5.0705495,1.6852776,9.562457
scale_5000_k60,2,1,1.6666666666666667,1.4900453,60,10.889882,5.415935,1.254351,9.8700485
scale_5000_k60,2,2,1.6666666666666667,1.4900453,60,7.9312153,6.9573703,-0.06254189,6.83338
scale_5000_k60,2,3,1.6666666666666667,1.4900453,60,12.876588,6.1827207,1.2273991,6.9731
scale_5000_k60,2,4,1.6666666666666667,1.4900453,60,11.435576,13.129283,0.16220233,7.8247385
scale_5000_k60,2,5,1.6666666666666667,1.4900453,60,7.6842213,12.660934,-0.5646795,10.292915
scale_5000_k60,2,6,1.6666666666666667,1.4900453,60,4.873785,15.680469,-1.8469492,3.8919487
scale_5000_k60,2,7,1.6666666666666667,1.4900453,60,12.271963,15.77064,-0.19030069,4.423237
scale_5000_k60,2,8,1.6666666666666667,1.4900453,60,9.81871,11.731482,-3.9601212,7.520434
scale_5000_k60,2,9,1.6666666666666667,1.4900453,60,5.5271626,12.962008,-2.7667427,7.4026833
scale_5000_k60,2,10,1.6666666666666667,1.4900453,60,8.811201,16.629736,2.142772,8.734308
scale_5000_k60,2,11,1.6666666666666667,1.4900453,60,9.501959,14.1972885,3.4356725,5.651365
scale_5000_k60,3,0,1.6666666666666667,1.4547695,60,13.825662,4.55079,3.4493122,6.621522
scale_5000_k60,3,1,1.6666666666666667,1.4547695,60,9.813457,7.0428147,-5.031259,6.1014056
scale_5000_k60,3,2,1.6666666666666667,1.4547695,60,7.88922,6.898679,-1.8316631,1.1653004
scale_5000_k60,3,3,1.6666666666666667,1.4547695,60,12.842399,6.1608977,0.9973728,6.8220363
scale_5000_k60,3,4,1.6666666666666667,1.4547695,60,8.513678,12.100288,-2.5002992,10.418125
scale_5000_k60,3,5,1.6666666666666667,1.4547695,60,4.9870143,13.218841,-0.3618151,6.1208706
scale_5000_k60,3,6,1.6666666666666667,1.4547695,60,4.8647056,15.807279,1.3364092,2.7306476
scale_5000_k60,3,7,1.6666666666666667,1.4547695,60,12.254252,15.832154,-0.4031467,4.1113524
scale_5000_k60,3,8,1.6666666666666667,1.4547695,60,9.689697,11.641271,-4.148453,6.9749393
scale_5000_k60,3,9,1.6666666666666667,1.4547695,60,6.699073,13.138777,-2.684243,10.478507
scale_5000_k60,3,10,1.6666666666666667,1.4547695,60,7.3984375,15.449451,0.3016412,5.3657365
scale_5000_k60,3,11,1.6666666666666667,1.4547695,60,8.93642,14.756558,1.5983441,3.7981987
scale_5000_k60,0,0,1.8055555555555556,0.9190123,60,10.5879965,4.8659286,-1.1146028,6.205016
scale_5000_k60,0,1,1.8055555555555556,0.9190123,60,10.03194,7.405162,-1.0726913,10.320041
scale_5000_k60,0,2,1.8055555555555556,0.9190123,60,10.123253,8.33765,-1.6789964,5.894439
scale_5000_k60,0,3,1.8055555555555556,0.9190123,60,12.966051,5.984339,1.3475041,6.6532454
scale_5000_k60,0,4,1.8055555555555556,0.9190123,60,8.074364,12.075385,2.6544192,9.704671
scale_5000_k60,0,5,1.8055555555555556,0.9190123,60,5.1088734,14.0106735,0.07833233,6.18105
scale_5000_k60,0,6,1.8055555555555556,0.9190123,60,11.724312,15.991731,3.1291518,8.069326
scale_5000_k60,0,7,1.8055555555555556,0.9190123,60,12.920386,14.378409,-0.08179809,6.3390617
scale_5000_k60,0,8,1.8055555555555556,0.9190123,60,9.128736,11.710179,-2.3906476,10.0345335
scale_5000_k60,0,9,1.8055555555555556,0.9190123,60,7.177763,14.187263,0.018425148,10.43155
scale_5000_k60,0,10,1.8055555555555556,0.9190123,60,9.026857,16.527365,1.5636487,9.408293
scale_5000_k60,0,11,1.8055555555555556,0.9190123,60,9.140645,13.869785,1.9743806,4.1111298
scale_5000_k60,1,0,1.8055555555555556,1.1104351,60,10.6519375,4.8087015,-1.6903185,3.9142435
scale_5000_k60,1,1,1.8055555555555556,1.1104351,60,9.784049,7.2993774,-3.9440756,7.8296475
scale_5000_k60,1,2,1.8055555555555556,1.1104351,60,12.7970705,7.42982,1.4746009,8.530019
scale_5000_k60,1,3,1.8055555555555556,1.1104351,60,14.576783,5.90458,0.18874793,11.045329
scale_5000_k60,1,4,1.8055555555555556,1.1104351,60,8.524701,12.214401,-3.042609,10.423042
scale_5000_k60,1,5,1.8055555555555556,1.1104351,60,6.668276,13.053323,-3.572967,9.4606
scale_5000_k60,1,6,1.8055555555555556,1.1104351,60,11.949111,16.398897,2.3645039,7.5457106
scale_5000_k60,1,7,1.8055555555555556,1.1104351,60,13.126765,14.733771,1.1314833,5.225586
scale_5000_k60,1,8,1.8055555555555556,1.1104351,60,9.273634,11.662987,-0.71972996,6.160292
scale_5000_k60,1,9,1.8055555555555556,1.1104351,60,5.2531605,13.405352,-2.5622203,7.5607114
scale_5000_k60,1,10,1.8055555555555556,1.1104351,60,9.916859,15.69908,-1.6809664,10.831917
scale_5000_k60,1,11,1.8055555555555556,1.1104351,60,9.200143,13.835911,2.9154775,5.001297
scale_5000_k60,2,0,1.8055555555555556,0.98894864,60,10.962089,4.9407454,-0.552496,8.13047
scale_5000_k60,2,1,1.8055555555555556,0.98894864,60,8.981726,6.8067765,-4.580418,6.3341937
scale_5000_k60,2,2,1.8055555555555556,0.98894864,60,9.052391,8.966897,-1.8586137,4.831956
scale_5000_k60,2,3,1.8055555555555556,0.98894864,60,13.826012,4.9282784,1.9916196,7.37354
scale_5000_k60,2,4,1.8055555555555556,0.98894864,60,8.38946,12.180778,-2.5548968,10.429231
scale_5000_k60,2,5,1.8055555555555556,0.98894864,60,5.164752,14.322794,0.36496136,6.4421644
scale_5000_k60,2,6,1.8055555555555556,0.98894864,60,11.5361185,16.038546,3.9409616,7.3053055
scale_5000_k60,2,7,1.8055555555555556,0.98894864,60,13.010794,14.58336,-0.3239514,6.418394
scale_5000_k60,2,8,1.8055555555555556,0.98894864,60,9.21747,11.527774,-0.83543795,7.8238773
scale_5000_k60,2,9,1.8055555555555556,0.98894864,60,6.259464,13.469758,-3.6411624,7.8027763
scale_5000_k60,2,10,1.8055555555555556,0.98894864,60,7.4324574,15.545762,0.29359266,2.299898
scale_5000_k60,2,11,1.8055555555555556,0.98894864,60,9.947719,14.02218,1.5838156,6.1069384
scale_5000_k60,3,0,1.8055555555555556,1.0551888,60,10.800768,12.150063,-2.0186183,4.8916526
scale_5000_k60,3,1,1.8055555555555556,1.0551888,60,8.682756,6.177156,-2.9408824,2.3150856
scale_5000_k60,3,2,1.8055555555555556,1.0551888,60,9.017957,8.688328,-2.2653756,3.4147074
scale_5000_k60,3,3,1.8055555555555556,1.0551888,60,14.332225,4.245055,0.25579816,10.917735
scale_5000_k60,3,4,1.8055555555555556,1.0551888,60,4.74473,13.072711,0.22613834,7.169694
scale_5000_k60,3,5,1.8055555555555556,1.0551888,60,7.451508,13.044261,1.5611701,9.662035
scale_5000_k60,3,6,1.8055555555555556,1.0551888,60,11.682229,15.971101,3.5337687,7.3289547
scale_5000_k60,3,7,1.8055555555555556,1.0551888,60,12.737182,14.377916,1.7842678,8.3066
scale_5000_k60,3,8,1.8055555555555556,1.0551888,60,8.5479965,10.937142,-0.74304235,4.3098073
scale_5000_k60,3,9,1.8055555555555556,1.0551888,60,7.2095566,14.248917,-1.0410773,10.443601
scale_5000_k60,3,10,1.8055555555555556,1.0551888,60,8.1214075,15.182854,2.3970454,6.644744
scale_5000_k60,3,11,1.8055555555555556,1.0551888,60,9.2693405,13.590002,1.8863384,3.3782191
scale_5000_k60,0,0,1.9444444444444444,0.78849816,60,10.075473,4.894664,-0.1440227,5.731923
scale_5000_k60,0,1,1.9444444444444444,0.78849816,60,10.955747,7.4941416,1.8982983,9.450432
scale_5000_k60,0,2,1.9444444444444444,0.78849816,60,13.394557,6.91085,1.270007,10.484356
scale_5000_k60,0,3,1.9444444444444444,0.78849816,60,13.873917,4.7898927,3.2794366,7.0333233
scale_5000_k60,0,4,1.9444444444444444,0.78849816,60,8.135384,12.302134,-1.8412212,10.658389
scale_5000_k60,0,5,1.9444444444444444,0.78849816,60,4.8100553,15.182389,0.39568183,6.010323
scale_5000_k60,0,6,1.9444444444444444,0.78849816,60,11.719185,15.443824,0.91271245,9.631121
scale_5000_k60,0,7,1.9444444444444444,0.78849816,60,10.426181,13.297585,-1.5334561,3.5313325
scale_5000_k60,0,8,1.9444444444444444,0.78849816,60,8.57287,11.037204,-2.2007344,6.280226
scale_5000_k60,0,9,1.9444444444444444,0.78849816,60,6.529066,13.630157,-2.7445655,10.571413
scale_5000_k60,0,10,1.9444444444444444,0.78849816,60,9.145589,16.155651,-2.9656887,6.8586264
scale_5000_k60,0,11,1.9444444444444444,0.78849816,60,10.563872,12.564656,-1.5827805,6.8301535
scale_5000_k60,1,0,1.9444444444444444,1.0135409,60,9.314733,5.2215877,-2.2009687,1.7565882
scale_5000_k60,1,1,1.9444444444444444,1.0135409,60,10.780726,7.5646043,-1.2286474,10.339748
scale_5000_k60,1,2,1.9444444444444444,1.0135409,60,9.723674,8.817248,-0.5847808,4.6288867
scale_5000_k60,1,3,1.9444444444444444,1.0135409,60,13.515267,5.523862,2.920003,7.2245026
scale_5000_k60,1,4,1.9444444444444444,1.0135409,60,5.4776754,14.024771,-1.4033643,8.496591
scale_5000_k60,1,5,1.9444444444444444,1.0135409,60,4.833137,15.238796,1.2210082,3.9324608
scale_5000_k60,1,6,1.9444444444444444,1.0135409,60,11.643331,15.590227,1.680947,8.6396885
scale_5000_k60,1,7,1.9444444444444444,1.0135409,60,10.70472,13.807853,-2.1487782,3.7353969
scale_5000_k60,1,8,1.9444444444444444,1.0135409,60,8.1546135,10.749658,0.55835265,5.970642
scale_5000_k60,1,9,1.9444444444444444,1.0135409,60,4.055541,12.324907,-1.0436794,2.5661309
scale_5000_k60,1,10,1.9444444444444444,1.0135409,60,9.902952,14.704029,-1.9475117,9.961364
scale_5000_k60,1,11,1.9444444444444444,1.0135409,60,10.219969,11.853855,-3.8230546,5.643931
scale_5000_k60,2,0,1.9444444444444444,1.0131148,60,10.130068,4.7037654,0.23242526,5.6981506
scale_5000_k60,2,1,1.9444444444444444,1.0131148,60,10.508278,7.664819,-3.6075475,8.171615
scale_5000_k60,2,2,1.9444444444444444,1.0131148,60,14.308831,6.525922,1.9891067,10.125292
scale_5000_k60,2,3,1.9444444444444444,1.0131148,60,14.174474,5.910728,-1.5481161,10.815434
scale_5000_k60,2,4,1.9444444444444444,1.0131148,60,5.0883017,13.832304,-0.09258987,5.5452323
scale_5000_k60,2,5,1.9444444444444444,1.0131148,60,6.2771173,13.688088,-4.006564,7.9093065
scale_5000_k60,2,6,1.9444444444444444,1.0131148,60,12.116366,14.833151,0.3145008,9.776363
scale_5000_k60,2,7,1.9444444444444444,1.0131148,60,11.575567,13.772158,1.0057485,9.985944
scale_5000_k60,2,8,1.9444444444444444,1.0131148,60,8.249936,10.741964,0.37232342,4.26587
scale_5000_k60,2,9,1.9444444444444444,1.0131148,60,6.481441,15.597077,2.0115898,4.7224402
scale_5000_k60,2,10,1.9444444444444444,1.0131148,60,9.25164,16.303488,-2.9331968,7.8810525
scale_5000_k60,2,11,1.9444444444444444,1.0131148,60,10.354189,12.595143,-1.1165926,8.725939
scale_5000_k60,3,0,1.9444444444444444,0.98668176,60,9.3429165,6.226898,-0.52675873,9.254439
scale_5000_k60,3,1,1.9444444444444444,0.98668176,60,10.867841,7.5304418,-2.0787392,8.664195
scale_5000_k60,3,2,1.9444444444444444,0.98668176,60,13.241583,7.0507474,0.8458731,10.368787
scale_5000_k60,3,3,1.9444444444444444,0.98668176,60,13.782067,4.6131344,0.71515244,5.842198
scale_5000_k60,3,4,1.9444444444444444,0.98668176,60,4.83177,13.721685,0.14715809,4.733208
scale_5000_k60,3,5,1.9444444444444444,0.98668176,60,6.250364,13.507899,-3.6025524,7.636952
scale_5000_k60,3,6,1.9444444444444444,0.98668176,60,12.331144,14.871809,0.209225,10.108928
scale_5000_k60,3,7,1.9444444444444444,0.98668176,60,11.625064,13.923248,1.6108516,9.64192
scale_5000_k60,3,8,1.9444444444444444,0.98668176,60,6.8320727,10.627419,-1.1381199,1.6471444
scale_5000_k60,3,9,1.9444444444444444,0.98668176,60,3.8815613,12.163735,0.4717494,1.1876625
scale_5000_k60,3,10,1.9444444444444444,0.98668176,60,9.096855,16.017923,-2.552395,7.042252
scale_5000_k60,3,11,1.9444444444444444,0.98668176,60,10.422695,12.5208845,-1.0199056,9.648098
scale_5000_k60,0,0,2.0833333333333335,0.8263788,60,8.792901,6.120753,-1.8410345,2.6644044
scale_5000_k60,0,1,2.0833333333333335,0.8263788,60,8.122956,6.9809933,-1.7683514,2.2827048
scale_5000_k60,0,2,2.0833333333333335,0.8263788,60,14.3108425,6.0635347,2.6921892,9.880314
scale_5000_k60,0,3,2.0833333333333335,0.8263788,60,13.562289,4.1043725,0.7982976,6.0487237
scale_5000_k60,0,4,2.0833333333333335,0.8263788,60,6.7513833,13.844541,-1.2966326,9.555001
scale_5000_k60,0,5,2.0833333333333335,0.8263788,60,4.8947735,15.823919,1.9818507,5.652766
scale_5000_k60,0,6,2.0833333333333335,0.8263788,60,12.01283,14.694628,1.2312359,10.041237
scale_5000_k60,0,7,2.0833333333333335,0.8263788,60,10.915225,11.671679,-4.7231536,5.044792
scale_5000_k60,0,8,2.0833333333333335,0.8263788,60,7.123043,14.004003,-1.9957267,10.085627
scale_5000_k60,0,9,2.0833333333333335,0.8263788,60,9.9356575,16.55379,-0.26112646,10.394833
scale_5000_k60,0,10,2.0833333333333335,0.8263788,60,9.377223,15.309643,-3.8157873,5.2061396
scale_5000_k60,0,11,2.0833333333333335,0.8263788,60,9.223857,11.997899,-1.9027064,9.483733
scale_5000_k60,1,0,2.0833333333333335,1.0326527,60,10.135286,4.9188256,1.0794315,4.0743294
scale_5000_k60,1,1,2.0833333333333335,1.0326527,60,8.340453,7.0086546,-3.7562017,6.4471135
scale_5000_k60,1,2,2.0833333333333335,1.0326527,60,14.682287,5.8321652,0.20106763,11.054544
scale_5000_k60,1,3,2.0833333333333335,1.0326527,60,11.871119,5.1422243,1.7743783,9.533592
scale_5000_k60,1,4,2.0833333333333335,1.0326527,60,7.022153,12.435669,-3.4798682,9.12612
scale_5000_k60,1,5,2.0833333333333335,1.0326527,60,4.855452,15.777215,1.649969,4.272217
scale_5000_k60,1,6,2.0833333333333335,1.0326527,60,11.666145,14.764594,0.64421415,10.527139
scale_5000_k60,1,7,2.0833333333333335,1.0326527,60,10.6725235,11.349047,-3.355656,9.536247
scale_5000_k60,1,8,2.0833333333333335,1.0326527,60,7.224264,13.045234,-1.9471415,10.525606
scale_5000_k60,1,9,2.0833333333333335,1.0326527,60,8.8267975,16.619362,1.2335664,8.743179
scale_5000_k60,1,10,2.0833333333333335,1.0326527,60,9.249671,14.392985,2.0139203,3.9156935
scale_5000_k60,1,11,2.0833333333333335,1.0326527,60,9.480278,11.282153,-3.841439,7.081984
scale_5000_k60,2,0,2.0833333333333335,1.0039304,60,10.651507,6.0369277,-0.47039935,8.008148
