method,access_mode,num_rso,step,meanU_mean,meanU_std,n_episodes
max_uncertainty_greedy,topk,2000,1000,15.904710789521536,1.019990888438754,48
max_uncertainty_greedy,topk,2000,1050,15.320193668206532,0.9820823826748596,48
max_uncertainty_greedy,topk,2000,1100,14.640350997447968,0.9241525952099998,48
max_uncertainty_greedy,topk,2000,1150,13.9362530708313,0.840574821566748,48
max_uncertainty_greedy,topk,2000,1200,13.31736938158671,0.8432966157673135,48
max_uncertainty_greedy,topk,2000,1250,12.561407009760538,0.8015780013962273,48
max_uncertainty_greedy,topk,2000,1300,11.739200552304586,0.699948499817137,48
max_uncertainty_greedy,topk,2000,1350,10.962664743264517,0.6427700595797003,48
max_uncertainty_greedy,topk,2000,1400,10.129768709341684,0.6422787865101446,48
max_uncertainty_greedy,topk,2000,1450,9.408489247163136,0.6035818780110289,48
max_uncertainty_greedy,topk,2000,1500,8.845604648192724,0.5534447887702417,48
max_uncertainty_greedy,topk,2000,1550,8.338465452194214,0.5503406798482017,48
max_uncertainty_greedy,topk,2000,1600,7.855866859356563,0.5167013733506698,48
max_uncertainty_greedy,topk,2000,1650,7.414816379547119,0.4927005719324355,48
max_uncertainty_greedy,topk,2000,1700,7.052032172679901,0.4798307407698955,48
max_uncertainty_greedy,topk,2000,1750,6.698237637678782,0.4540205509688391,48
max_uncertainty_greedy,topk,2000,1800,6.440513422091802,0.4219681576359469,48
max_uncertainty_greedy,topk,2000,1850,6.239756534496944,0.4067976887918208,48
max_uncertainty_greedy,topk,2000,1900,6.076458682616551,0.3786733041351389,48
max_uncertainty_greedy,topk,2000,1950,5.989989320437114,0.3833437704270354,48
max_uncertainty_greedy,topk,2000,2000,5.885008662939072,0.3543888558873493,48
max_uncertainty_greedy,topk,2000,2050,5.802130252122879,0.3324644386486909,48
max_uncertainty_greedy,topk,2000,2100,5.74446028470993,0.3306802062766855,48
max_uncertainty_greedy,topk,2000,2150,5.702949066956838,0.3321216535400938,48
max_uncertainty_greedy,topk,2000,2200,5.68304185072581,0.3398393484607327,48
max_uncertainty_greedy,topk,2000,2250,5.655251661936442,0.3297690744573998,48
max_uncertainty_greedy,topk,2000,2300,5.650473684072495,0.3287523186307114,48
max_uncertainty_greedy,topk,2000,2350,5.630780478318532,0.3171242868523082,48
max_uncertainty_greedy,topk,2000,2400,5.61100713411967,0.3121723965212569,48
max_uncertainty_greedy,topk,2000,2450,5.602126518885295,0.3181767059609101,48
max_uncertainty_greedy,topk,2000,2500,5.586179922024409,0.3180635307087392,48
max_uncertainty_greedy,topk,2000,2550,5.555300225814183,0.3033213755998694,48
max_uncertainty_greedy,topk,2000,2600,5.530172457297643,0.3078803122587152,48
max_uncertainty_greedy,topk,2000,2650,5.50938402613004,0.3064369416147158,48
max_uncertainty_greedy,topk,2000,2700,5.516031235456467,0.3226808061012104,48
max_uncertainty_greedy,topk,2000,2750,5.483106255531311,0.3128107421567029,48
max_uncertainty_greedy,topk,2000,2800,5.48976590236028,0.3057239635161924,48
max_uncertainty_greedy,topk,2000,2850,5.488277534643809,0.2996278137675751,48
max_uncertainty_greedy,topk,2000,2900,5.483853697776794,0.3040148621672495,48
max_uncertainty_greedy,topk,2000,2950,5.480500290791194,0.2986723554693911,48
max_uncertainty_greedy,topk,2000,3000,5.488339523474376,0.3069500201552226,48
max_uncertainty_greedy,topk,2000,3050,5.478904873132706,0.3128797730380585,48
max_uncertainty_greedy,topk,2000,3100,5.47179388999939,0.3156853225747228,48
max_uncertainty_greedy,topk,2000,3150,5.474927296241124,0.3116279509067803,48
max_uncertainty_greedy,topk,2000,3200,5.463126460711162,0.3252016729458203,48
max_uncertainty_greedy,topk,2000,3250,5.468353480100632,0.3074350059909004,48
max_uncertainty_greedy,topk,2000,3300,5.46514567732811,0.3130899078227401,48
max_uncertainty_greedy,topk,2000,3350,5.472839444875717,0.3145827578900841,48
max_uncertainty_greedy,topk,2000,3400,5.470324635505676,0.2976057116507396,48
max_uncertainty_greedy,topk,2000,3450,5.470762064059575,0.3028636056764597,48
max_uncertainty_greedy,topk,2000,3500,5.456097056468328,0.3075068624150675,48
max_uncertainty_greedy,topk,2000,3550,5.464997380971909,0.3053651087455128,48
max_uncertainty_greedy,topk,2000,3600,5.466908733050029,0.3103089154658787,48
expected_info_gain,topk,2000,50,18.92035031318665,0.2018073918448627,48
expected_info_gain,topk,2000,100,17.430513660113018,0.2655628837584092,48
expected_info_gain,topk,2000,150,15.471540808677672,0.294127003729264,48
expected_info_gain,topk,2000,200,15.203815122445423,0.2960692370661494,48
expected_info_gain,topk,2000,250,17.59822944800059,0.3897353094272098,48
expected_info_gain,topk,2000,300,19.80506730079651,0.596664508151083,48
expected_info_gain,topk,2000,350,20.965251604715984,0.759495993524662,48
expected_info_gain,topk,2000,400,21.00244379043579,0.8020124985101686,48
expected_info_gain,topk,2000,450,20.758283853530884,0.7647208234034722,48
expected_info_gain,topk,2000,500,21.366612275441486,0.7370356310581675,48
expected_info_gain,topk,2000,550,22.19214447339376,0.7968430509246827,48
expected_info_gain,topk,2000,600,22.995733340581257,0.828011554072013,48
expected_info_gain,topk,2000,650,23.36848211288452,0.9174031029811064,48
expected_info_gain,topk,2000,700,23.006081501642864,1.0719609354648971,48
expected_info_gain,topk,2000,750,21.98743410905202,1.180508016598607,48
expected_info_gain,topk,2000,800,20.53142853577932,1.1807585187820575,48
expected_info_gain,topk,2000,850,18.987149198849995,1.1447901381423466,48
expected_info_gain,topk,2000,900,17.705616652965546,1.1650723097391904,48
expected_info_gain,topk,2000,950,16.659039914608,1.1771780921556485,48
expected_info_gain,topk,2000,1000,15.789338568846384,1.1649020044279386,48
expected_info_gain,topk,2000,1050,15.137913445631662,1.0855249052794405,48
expected_info_gain,topk,2000,1100,14.459784388542175,1.0205329975262838,48
expected_info_gain,topk,2000,1150,13.837692817052206,0.9522021505022606,48
expected_info_gain,topk,2000,1200,13.125100115935007,0.8549324977151488,48
expected_info_gain,topk,2000,1250,12.355792005856832,0.8549162078668702,48
expected_info_gain,topk,2000,1300,11.51243390639623,0.8195200154648363,48
expected_info_gain,topk,2000,1350,10.778283298015594,0.6892692367113594,48
expected_info_gain,topk,2000,1400,10.022241572539013,0.6510376957172139,48
expected_info_gain,topk,2000,1450,9.315171817938486,0.586784011879694,48
expected_info_gain,topk,2000,1500,8.736005127429962,0.5790341921874087,48
expected_info_gain,topk,2000,1550,8.239976584911346,0.5134726443170041,48
expected_info_gain,topk,2000,1600,7.773175875345866,0.4982337296226547,48
expected_info_gain,topk,2000,1650,7.371228744586308,0.4776667006370375,48
expected_info_gain,topk,2000,1700,6.996940980354945,0.444080171422037,48
expected_info_gain,topk,2000,1750,6.676516473293304,0.4162337914704493,48
expected_info_gain,topk,2000,1800,6.440636903047562,0.3992313684682361,48
expected_info_gain,topk,2000,1850,6.240986565748851,0.3654145975777,48
expected_info_gain,topk,2000,1900,6.070550501346588,0.3589076387821348,48
expected_info_gain,topk,2000,1950,5.949626972277959,0.3549171543372914,48
expected_info_gain,topk,2000,2000,5.835119644800822,0.3513698278907286,48
expected_info_gain,topk,2000,2050,5.754664242267609,0.3599825661200871,48
expected_info_gain,topk,2000,2100,5.720202644666036,0.3425332442660572,48
expected_info_gain,topk,2000,2150,5.676917761564255,0.3570296020643371,48
expected_info_gain,topk,2000,2200,5.625037501255672,0.3553268325087774,48
expected_info_gain,topk,2000,2250,5.609503169854482,0.3400195374853049,48
expected_info_gain,topk,2000,2300,5.571468790372212,0.3675901238615869,48
expected_info_gain,topk,2000,2350,5.56590215365092,0.3230416654739392,48
expected_info_gain,topk,2000,2400,5.548382838567098,0.3162312448627314,48
expected_info_gain,topk,2000,2450,5.54252490401268,0.3190563375512453,48
expected_info_gain,topk,2000,2500,5.523607929547628,0.3237355586246826,48
expected_info_gain,topk,2000,2550,5.510138948758443,0.3279345128830933,48
expected_info_gain,topk,2000,2600,5.487535307804744,0.3152947855148214,48
expected_info_gain,topk,2000,2650,5.468424528837204,0.3294787553605575,48
expected_info_gain,topk,2000,2700,5.4877423743406935,0.336328127117944,48
expected_info_gain,topk,2000,2750,5.482361535231273,0.3376642589788174,48
expected_info_gain,topk,2000,2800,5.455792238314946,0.3268617025810074,48
expected_info_gain,topk,2000,2850,5.4518018662929535,0.3215643197829336,48
expected_info_gain,topk,2000,2900,5.455414066712062,0.336935544300968,48
expected_info_gain,topk,2000,2950,5.4371353189150495,0.3220800135483351,48
expected_info_gain,topk,2000,3000,5.437466035286586,0.3308695208469643,48
expected_info_gain,topk,2000,3050,5.448712249596913,0.3243360095537997,48
expected_info_gain,topk,2000,3100,5.449880023797353,0.3242132102863119,48
expected_info_gain,topk,2000,3150,5.436857471863429,0.3250759443027908,48
expected_info_gain,topk,2000,3200,5.434758732716243,0.3149912290308656,48
expected_info_gain,topk,2000,3250,5.431302746136983,0.3184934385632198,48
expected_info_gain,topk,2000,3300,5.443463871876399,0.3240227388303155,48
expected_info_gain,topk,2000,3350,5.428887198368709,0.326099413480152,48
expected_info_gain,topk,2000,3400,5.431211948394775,0.3346256111140221,48
expected_info_gain,topk,2000,3450,5.437102397282918,0.3181654361950805,48
expected_info_gain,topk,2000,3500,5.420006364583969,0.3316985456545315,48
expected_info_gain,topk,2000,3550,5.430684626102448,0.3397687140555763,48
expected_info_gain,topk,2000,3600,5.441091785828273,0.3372912065614847,48
drl,topk,2000,50,15.095823645591736,0.1361246754019905,48
drl,topk,2000,100,10.331129113833107,0.156355186818266,48
drl,topk,2000,150,6.443511247634888,0.141612802298894,48
drl,topk,2000,200,4.540286779403687,0.1117024923285342,48
drl,topk,2000,250,3.5298689156770706,0.0915014906416991,48
drl,topk,2000,300,2.4659321953852973,0.0623133298391244,48
drl,topk,2000,350,1.420814688007037,0.0770361196302154,48
drl,topk,2000,400,0.6146788789580265,0.0723646068393641,48
drl,topk,2000,450,0.3162248904506365,0.0250419769167079,48
drl,topk,2000,500,0.2434403899436195,0.0136208790917413,48
drl,topk,2000,550,0.2124839959045251,0.0033196977146017,48
drl,topk,2000,600,0.1980538079515099,0.0035193978323568,48
drl,topk,2000,650,0.1874864653994639,0.0018897709975395,48
drl,topk,2000,700,0.1772789430494109,0.0015615841088253,48
drl,topk,2000,750,0.1683033816516399,0.0013215758482487,48
drl,topk,2000,800,0.1603490700945258,0.0012131069275421,48
drl,topk,2000,850,0.1535174325108528,0.001063585237669,48
drl,topk,2000,900,0.1475530775884787,0.0008196376944298,48
drl,topk,2000,950,0.1417250921949744,0.0007197198580741,48
drl,topk,2000,1000,0.1351379243036111,0.0007241269916685,48
drl,topk,2000,1050,0.1285987393930554,0.0008302282487514,48
drl,topk,2000,1100,0.1220943809797366,0.0005792297575847,48
drl,topk,2000,1150,0.1162674200410644,0.0004762612325148,48
drl,topk,2000,1200,0.1111143099454542,0.0004310934251364,48
drl,topk,2000,1250,0.1066574277356267,0.0003577071528158,48
drl,topk,2000,1300,0.1027164873667061,0.000403788068793,48
drl,topk,2000,1350,0.09962845640257,0.000309336530377,48
drl,topk,2000,1400,0.0971824998656908,0.0002983649692097,48
drl,topk,2000,1450,0.0954023936452965,0.0002755808130321,48
drl,topk,2000,1500,0.0940839826750258,0.0002101104819608,48
drl,topk,2000,1550,0.0928901463436583,0.0001976817647215,48
drl,topk,2000,1600,0.0917338508491714,0.0001778914164766,48
drl,topk,2000,1650,0.0906122997403144,0.0001697979957499,48
drl,topk,2000,1700,0.0896724482687811,0.0001694827695494,48
drl,topk,2000,1750,0.088848444322745,0.0001437397922507,48
drl,topk,2000,1800,0.0882210377603769,0.0001473707436141,48
drl,topk,2000,1850,0.0877756762007872,0.0001375140249294,48
drl,topk,2000,1900,0.0873979423195123,0.0001253827061204,48
drl,topk,2000,1950,0.0871317875571549,0.0001248867690358,48
drl,topk,2000,2000,0.0870291197982927,0.0001349450357958,48
drl,topk,2000,2050,0.086972775713851,0.0001642882600878,48
drl,topk,2000,2100,0.086965178605169,0.0001548528386359,48
drl,topk,2000,2150,0.0868670231041808,0.0001568674148691,48
drl,topk,2000,2200,0.0866016933384041,0.0001550620839233,48
drl,topk,2000,2250,0.0863215626838306,0.0001513565247765,48
drl,topk,2000,2300,0.0860132683689395,0.0001579289015513,48
drl,topk,2000,2350,0.0857067342537144,0.000163223723362,48
drl,topk,2000,2400,0.085527961452802,0.0001570408522456,48
drl,topk,2000,2450,0.0854082865019639,0.0001347564097328,48
drl,topk,2000,2500,0.0852786265313625,0.0001391727208565,48
drl,topk,2000,2550,0.0851691545297702,0.0001220273381605,48
drl,topk,2000,2600,0.0850608339533209,0.0001157021659169,48
drl,topk,2000,2650,0.0849337796680629,0.0001439160643171,48
drl,topk,2000,2700,0.0849289145941535,0.0001351679775761,48
drl,topk,2000,2750,0.0849154967193802,0.0001196874576727,48
drl,topk,2000,2800,0.0848484560847282,0.0001320399440063,48
drl,topk,2000,2850,0.0847632254784305,0.0001661524039746,48
drl,topk,2000,2900,0.08467339258641,0.0001252958449594,48
drl,topk,2000,2950,0.0846107872202992,0.000115870775032,48
drl,topk,2000,3000,0.0846455196539561,0.0001364700032772,48
drl,topk,2000,3050,0.0846893186680972,0.0001208404490294,48
drl,topk,2000,3100,0.0846643992699682,0.0001218599201671,48
drl,topk,2000,3150,0.0845865012767414,0.0001016088439789,48
drl,topk,2000,3200,0.0845095676680405,9.492620999129104e-05,48
drl,topk,2000,3250,0.0844733454287052,0.000108576631106,48
drl,topk,2000,3300,0.0845593543102343,0.0001299143863042,48
drl,topk,2000,3350,0.0846245425442854,0.000125455057473,48
drl,topk,2000,3400,0.0845673191361129,0.0001038326069775,48
drl,topk,2000,3450,0.0845245053060352,0.0001047576210051,48
drl,topk,2000,3500,0.0844553421872357,0.0001137228014246,48
drl,topk,2000,3550,0.0844497182406485,0.0001156442697405,48
drl,topk,2000,3600,0.0845575306254128,0.0001210286437974,48
random_feasible,topk,3000,50,19.52561660607656,0.1459695879187077,48
random_feasible,topk,3000,100,18.653919617335003,0.1767352156977111,48
random_feasible,topk,3000,150,17.180327534675598,0.1817016763558499,48
random_feasible,topk,3000,200,17.533281564712524,0.2007034483825777,48
random_feasible,topk,3000,250,21.38022577762604,0.2624091271292879,48
random_feasible,topk,3000,300,25.591374079386394,0.3753171720327023,48
random_feasible,topk,3000,350,29.11638144652049,0.5042171610318019,48
random_feasible,topk,3000,400,31.58140818277995,0.6468906465967155,48
random_feasible,topk,3000,450,33.11819144090017,0.7425484631155876,48
random_feasible,topk,3000,500,34.79728547732035,0.8499636881133726,48
random_feasible,topk,3000,550,36.69593421618144,0.9206732391765952,48
random_feasible,topk,3000,600,38.72898896535238,1.0332122414464937,48
random_feasible,topk,3000,650,40.67338514328003,1.0397898313852054,48
random_feasible,topk,3000,700,43.01239021619161,0.9822049289529078,48
random_feasible,topk,3000,750,46.157466093699135,1.0301960691350496,48
random_feasible,topk,3000,800,49.309127728144325,1.2351627773933302,48
random_feasible,topk,3000,850,51.550244410832725,1.437357034024989,48
random_feasible,topk,3000,900,52.61246204376221,1.6068160954873068,48
random_feasible,topk,3000,950,52.822237730026245,1.671066195406645,48
random_feasible,topk,3000,1000,52.525205294291176,1.6542319771802538,48
random_feasible,topk,3000,1050,52.19988950093588,1.6700519186931375,48
random_feasible,topk,3000,1100,51.83406654993693,1.7869627218646795,48
random_feasible,topk,3000,1150,51.26852790514628,1.8930809930623325,48
random_feasible,topk,3000,1200,50.39009435971578,1.9912117735220416,48
random_feasible,topk,3000,1250,48.90179340044657,2.070164169725248,48
random_feasible,topk,3000,1300,46.79237540562948,2.212948777818452,48
random_feasible,topk,3000,1350,44.46771820386251,2.3055557860108955,48
random_feasible,topk,3000,1400,42.33095717430115,2.135542171939275,48
random_feasible,topk,3000,1450,40.32497255007426,2.0443921807551484,48
random_feasible,topk,3000,1500,38.29178841908773,1.940627239801183,48
random_feasible,topk,3000,1550,36.1900277932485,1.8832342717386783,48
random_feasible,topk,3000,1600,33.93585526943207,1.908271924031193,48
random_feasible,topk,3000,1650,31.8190602461497,1.7896038611678122,48
random_feasible,topk,3000,1700,29.914178411165874,1.598868134313754,48
random_feasible,topk,3000,1750,28.32734632492065,1.4261934186918812,48
random_feasible,topk,3000,1800,26.96314001083374,1.3595444552425633,48
random_feasible,topk,3000,1850,25.710874438285828,1.3060361998192649,48
random_feasible,topk,3000,1900,24.37525264422099,1.282874451392004,48
random_feasible,topk,3000,1950,23.156981547673546,1.1771460069121065,48
random_feasible,topk,3000,2000,22.065448999404907,1.0870844088604084,48
random_feasible,topk,3000,2050,21.10923143227895,0.9965919111332228,48
random_feasible,topk,3000,2100,20.295262734095257,0.9399582135236314,48
random_feasible,topk,3000,2150,19.53509596983592,0.9411223226367544,48
random_feasible,topk,3000,2200,18.79775508244832,0.9023172775990392,48
random_feasible,topk,3000,2250,18.111712098121643,0.8625903950111283,48
random_feasible,topk,3000,2300,17.500803689161938,0.8571756651951,48
random_feasible,topk,3000,2350,17.05004870891571,0.766385039120561,48
random_feasible,topk,3000,2400,16.76660168170929,0.7229043154264305,48
random_feasible,topk,3000,2450,16.540995121002197,0.6423995556435921,48
random_feasible,topk,3000,2500,16.349500219027203,0.6370673168953166,48
random_feasible,topk,3000,2550,16.238554040590923,0.6109404526973385,48
random_feasible,topk,3000,2600,16.143027901649475,0.6097187961616857,48
random_feasible,topk,3000,2650,16.11473035812378,0.5981804263628443,48
random_feasible,topk,3000,2700,16.08336140712102,0.6050716602239258,48
random_feasible,topk,3000,2750,16.07412827014923,0.5836610162360161,48
random_feasible,topk,3000,2800,16.070353905359905,0.5824317191253794,48
random_feasible,topk,3000,2850,16.07494459549586,0.5866156704299613,48
random_feasible,topk,3000,2900,16.084838489691418,0.5944550540835849,48
random_feasible,topk,3000,2950,16.106251378854115,0.5737468498706606,48
random_feasible,topk,3000,3000,16.119943499565125,0.5710968497316972,48
random_feasible,topk,3000,3050,16.129432658354443,0.5674160496364103,48
random_feasible,topk,3000,3100,16.127129157384235,0.5702904700051489,48
random_feasible,topk,3000,3150,16.106726189454395,0.5631650174591928,48
random_feasible,topk,3000,3200,16.08059416214625,0.568842384772624,48
random_feasible,topk,3000,3250,16.06329341729482,0.559456441318939,48
random_feasible,topk,3000,3300,16.059710999329884,0.5566110391804554,48
random_feasible,topk,3000,3350,16.03012082974116,0.5710771066108192,48
random_feasible,topk,3000,3400,15.959696829319,0.5561624948196141,48
random_feasible,topk,3000,3450,15.898733576138817,0.546254315239736,48
random_feasible,topk,3000,3500,15.873921811580658,0.5680066495346053,48
random_feasible,topk,3000,3550,15.875989437103271,0.5603898898875315,48
random_feasible,topk,3000,3600,15.872601707776388,0.5710610811483374,48
max_uncertainty_greedy,topk,3000,50,19.51852011680603,0.1360665151656522,48
max_uncertainty_greedy,topk,3000,100,18.64995547135671,0.1709255863347817,48
max_uncertainty_greedy,topk,3000,150,17.1814839442571,0.2000275030450783,48
max_uncertainty_greedy,topk,3000,200,17.55362876256307,0.1975949347514142,48
max_uncertainty_greedy,topk,3000,250,21.4652502934138,0.3003747447544807,48
max_uncertainty_greedy,topk,3000,300,25.66288419564565,0.4336240240997001,48
max_uncertainty_greedy,topk,3000,350,29.12858748435974,0.611120670955098,48
max_uncertainty_greedy,topk,3000,400,31.64907801151276,0.7453346126361344,48
max_uncertainty_greedy,topk,3000,450,33.18193523089091,0.9051669005362122,48
max_uncertainty_greedy,topk,3000,500,34.92724887530009,1.0984539291382436,48
max_uncertainty_greedy,topk,3000,550,36.87741843859354,1.1991347423310696,48
max_uncertainty_greedy,topk,3000,600,38.80434012413025,1.2507060176697955,48
max_uncertainty_greedy,topk,3000,650,40.75908287366232,1.2418116999532085,48
max_uncertainty_greedy,topk,3000,700,42.95897189776103,1.1728666581143086,48
max_uncertainty_greedy,topk,3000,750,46.13126468658447,1.2864622687185376,48
max_uncertainty_greedy,topk,3000,800,49.13771470387777,1.5843572915844797,48
max_uncertainty_greedy,topk,3000,850,51.40369693438212,1.8899827954490116,48
max_uncertainty_greedy,topk,3000,900,52.66742467880249,2.068886408217636,48
max_uncertainty_greedy,topk,3000,950,52.97283482551575,2.125782367493048,48
max_uncertainty_greedy,topk,3000,1000,52.61896125475565,2.250713209923396,48
max_uncertainty_greedy,topk,3000,1050,52.37870279947917,2.31042740302593,48
max_uncertainty_greedy,topk,3000,1100,52.0327533086141,2.4346772047036995,48
max_uncertainty_greedy,topk,3000,1150,51.45191605885824,2.428224163215418,48
max_uncertainty_greedy,topk,3000,1200,50.41697804133097,2.5864134666588448,48
max_uncertainty_greedy,topk,3000,1250,48.981436332066856,2.7361579876781392,48
max_uncertainty_greedy,topk,3000,1300,46.988155921300255,2.826992700274267,48
max_uncertainty_greedy,topk,3000,1350,44.76940608024597,2.8459201329331094,48
max_uncertainty_greedy,topk,3000,1400,42.63717579841614,2.659744507237916,48
max_uncertainty_greedy,topk,3000,1450,40.46464864412943,2.5071732111596243,48
max_uncertainty_greedy,topk,3000,1500,38.47671890258789,2.349328203350157,48
max_uncertainty_greedy,topk,3000,1550,36.37360163529714,2.220186759556423,48
max_uncertainty_greedy,topk,3000,1600,34.1381250222524,2.1082298002021265,48
max_uncertainty_greedy,topk,3000,1650,31.917502681414287,1.98362059370012,48
max_uncertainty_greedy,topk,3000,1700,29.913692196210224,1.7138331240149745,48
max_uncertainty_greedy,topk,3000,1750,28.28736710548401,1.449953247374367,48
