method,access_mode,num_rso,num_agents,episode_global,batch,seed,mean_U,max_U,std_U,p50_U,p90_U,p95_U,p99_U,custody_3km,fine_custody,mean_age,episode_return,U_ss,pct_above_0.2,pct_above_0.5,pct_above_1,pct_above_3
random_feasible,topk,2000,12,23,1,52001,5.170159339904785,43.533050537109375,10.684051513671877,0.1307104900479316,27.099164962768555,28.54583883285522,31.9243851852417,0.815,0.802,1400.1724853515625,1762.9346548840404,5.198263941584407,0.198,0.1865,0.186,0.185
random_feasible,topk,2000,12,24,2,52002,5.416092872619629,35.088233947753906,10.712973594665527,0.1288567185401916,26.98893070220948,28.44987373352051,31.06909564971924,0.7975,0.7825,1291.4100341796875,1644.7675890401006,5.728566865663271,0.2175,0.2045,0.2045,0.2025
random_feasible,topk,2000,12,25,2,52002,5.40668535232544,38.351348876953125,10.805937767028809,0.1305031105875969,27.28599433898926,28.604031181335447,31.094411792755125,0.8045,0.796,1350.5899658203125,1727.9854117110372,5.5596906172262655,0.204,0.198,0.1975,0.1955
random_feasible,topk,2000,12,26,2,52002,5.264179706573486,41.45835876464844,10.646434783935549,0.1321181952953338,26.9306941986084,28.54802446365356,31.049938011169434,0.805,0.794,1388.1925048828125,1708.7351641729474,5.506573960587785,0.206,0.196,0.195,0.195
random_feasible,topk,2000,12,27,2,52002,5.40602970123291,34.85088348388672,10.763652801513672,0.1341989487409591,27.0914478302002,28.723380374908448,31.33836082458496,0.8015,0.7865,1409.4649658203125,1705.300065971911,5.594784749520792,0.2135,0.2005,0.1995,0.1985
random_feasible,topk,2000,12,28,2,52002,5.947718620300293,36.85687255859375,11.24734878540039,0.1321294829249382,27.541439056396484,28.896327781677247,31.390816555023196,0.7865,0.771,1371.1324462890625,1624.4177407994866,5.9063017819378825,0.229,0.214,0.214,0.2135
random_feasible,topk,2000,12,29,2,52002,5.709228992462158,41.11093521118164,11.034180641174316,0.1323861926794052,27.32929782867432,28.869709014892575,31.74818035125732,0.7895,0.7805,1375.0550537109375,1647.9052023217082,5.788973782513593,0.2195,0.211,0.211,0.2105
random_feasible,topk,2000,12,30,2,52002,5.351284980773926,37.45731735229492,10.719792366027832,0.134130485355854,27.07840843200684,28.623311519622803,31.41842269897461,0.802,0.7875,1394.6650390625,1674.3839959427714,5.610651892584723,0.2125,0.2005,0.1995,0.198
random_feasible,topk,2000,12,31,2,52002,5.911626815795898,39.103309631347656,11.137184143066406,0.1354080513119697,27.489825820922853,28.769006156921385,31.006729907989502,0.782,0.763,1395.3800048828125,1541.4839944392445,6.17576417407474,0.237,0.2205,0.219,0.218
random_feasible,topk,2000,12,32,2,52002,5.213678359985352,34.03582763671875,10.607908248901367,0.1296101063489914,27.05727596282959,28.43554582595825,30.49863245010376,0.809,0.7975,1341.99755859375,1768.8103351518512,5.367837557921538,0.2025,0.192,0.1915,0.191
random_feasible,topk,2000,12,33,2,52002,5.571475028991699,111.77401733398438,11.138587951660156,0.13170026242733,27.254640197753908,28.71036920547485,31.591075630187987,0.7985,0.7895,1376.06494140625,1688.5354437157512,5.66033511548429,0.2105,0.202,0.202,0.2015
random_feasible,topk,2000,12,34,2,52002,4.790714740753174,34.363651275634766,10.2372407913208,0.1320259794592857,26.77342529296875,28.326651573181152,30.461112823486328,0.8245,0.8135,1409.1875,1840.859281547368,4.919323470141436,0.1865,0.1765,0.1755,0.1755
random_feasible,topk,2000,12,35,2,52002,5.439294338226318,40.963409423828125,10.820937156677246,0.1339640393853187,27.22161407470703,28.506412982940677,31.01917707443237,0.802,0.782,1393.969970703125,1713.571967303753,5.601858886512551,0.218,0.2005,0.2,0.198
random_feasible,topk,2000,12,36,3,52003,5.536098480224609,39.23552322387695,10.86730670928955,0.1322078704833984,27.12804317474365,28.555510616302488,31.098392677307128,0.796,0.7825,1352.83251953125,1642.1260410919783,5.776594381074648,0.2175,0.206,0.205,0.204
random_feasible,topk,2000,12,37,3,52003,5.813465118408203,38.03442001342773,11.13489818572998,0.1349068135023117,27.48296890258789,29.022577571868897,31.60414665222168,0.7875,0.77,1405.530029296875,1600.1189229115844,5.963629529282853,0.23,0.2135,0.2135,0.2125
random_feasible,topk,2000,12,38,3,52003,5.412456035614014,39.30422592163086,10.768465995788574,0.1302034482359886,27.056299018859864,28.47710781097412,31.18413314819336,0.8005,0.7865,1344.2674560546875,1706.5154949948192,5.600989895897943,0.2135,0.2005,0.2,0.1995
random_feasible,topk,2000,12,39,3,52003,5.314857482910156,40.03865051269531,10.763350486755373,0.1317720636725425,27.36969223022461,28.705330848693844,32.23367786407471,0.8055,0.7925,1394.6324462890625,1638.614201709628,5.469261891133076,0.2075,0.1965,0.1955,0.1945
random_feasible,topk,2000,12,40,3,52003,5.113954067230225,39.95009994506836,10.566363334655762,0.1293288469314575,26.95375022888184,28.545248794555665,31.37641185760498,0.8135,0.8015,1327.072509765625,1764.9027075320482,5.312296300321012,0.1985,0.189,0.1885,0.1865
random_feasible,topk,2000,12,41,3,52003,5.480861663818359,39.0024642944336,10.831750869750977,0.1323493868112564,27.087395858764648,28.72411890029907,31.06040725708008,0.799,0.781,1406.612548828125,1665.509257696569,5.670331890518601,0.219,0.2015,0.201,0.201
random_feasible,topk,2000,12,42,3,52003,5.373756408691406,35.64679718017578,10.725452423095703,0.1310682743787765,27.082535743713382,28.43582363128662,31.33781455993652,0.8025,0.795,1321.385009765625,1705.3320792019367,5.481079797487001,0.205,0.1995,0.199,0.1975
random_feasible,topk,2000,12,43,3,52003,5.319966793060303,41.935150146484375,10.71738338470459,0.1323206275701522,27.15203437805176,28.50631971359253,31.325518684387205,0.805,0.792,1397.1800537109375,1733.0663831457496,5.476288073771709,0.208,0.1955,0.1955,0.195
random_feasible,topk,2000,12,44,3,52003,5.37035608291626,40.9214973449707,10.80247974395752,0.1341473907232284,27.25404262542725,28.866747283935545,31.138493156433103,0.805,0.7895,1427.8375244140625,1669.5565302446485,5.537869595192574,0.2105,0.1955,0.1955,0.195
random_feasible,topk,2000,12,45,3,52003,5.682703971862793,37.4268798828125,10.99732494354248,0.1320335119962692,27.215281677246097,28.644873046875,31.410995025634765,0.791,0.7755,1353.49755859375,1603.800312243402,5.950599064698091,0.2245,0.2115,0.2105,0.209
random_feasible,topk,2000,12,46,3,52003,5.334908962249756,37.69070053100586,10.66452693939209,0.1309237107634544,26.972933959960937,28.457172870635983,31.011443710327143,0.803,0.7875,1357.43505859375,1704.9996101111174,5.549485799428579,0.2125,0.1995,0.1985,0.197
random_feasible,topk,2000,12,47,3,52003,5.36564302444458,37.3763427734375,10.70952320098877,0.130910649895668,27.24262866973877,28.548227405548094,31.02359495162964,0.8015,0.793,1315.8399658203125,1720.9487517476082,5.553054410058099,0.207,0.1985,0.1985,0.1985
max_uncertainty_greedy,topk,2000,12,0,0,52000,5.668612480163574,36.99492263793945,10.993196487426758,0.1358284726738929,27.49029598236084,28.760306930541997,31.174917182922364,0.7925,0.778,1403.12744140625,1619.419925391674,5.820388484645534,0.222,0.2085,0.208,0.2075
max_uncertainty_greedy,topk,2000,12,1,0,52000,5.822145938873291,41.54947662353516,11.069196701049805,0.1323694810271263,27.232392501831058,28.553287982940677,31.32073577880859,0.7855,0.7735,1339.4000244140625,1600.6289457380772,6.003583972518508,0.2265,0.2165,0.215,0.2145
max_uncertainty_greedy,topk,2000,12,2,0,52000,5.934034824371338,37.00154113769531,11.154003143310549,0.1342745497822761,27.52321147918701,28.88885259628296,31.43893217086792,0.7805,0.766,1356.969970703125,1522.3427156880498,6.242115368714204,0.234,0.2215,0.22,0.2195
max_uncertainty_greedy,topk,2000,12,3,0,52000,5.456830978393555,92.81597900390624,10.937714576721191,0.1327878460288047,27.13136940002442,28.507804203033444,31.00804016113281,0.801,0.7885,1379.5224609375,1707.1351945623755,5.593784564250225,0.2115,0.1995,0.1995,0.199
max_uncertainty_greedy,topk,2000,12,4,0,52000,5.644810676574707,39.62885284423828,10.999213218688965,0.1349561884999275,27.509158515930174,28.896373748779297,31.33459499359131,0.7935,0.78,1421.7049560546875,1641.7211264371872,5.832878061243005,0.22,0.208,0.2075,0.2065
max_uncertainty_greedy,topk,2000,12,5,0,52000,5.371768474578857,35.18485641479492,10.757372856140137,0.1320880427956581,27.22249393463135,28.691944789886477,31.71166694641113,0.803,0.7935,1356.5799560546875,1691.139893181622,5.498046681687638,0.2065,0.199,0.1975,0.197
max_uncertainty_greedy,topk,2000,12,6,0,52000,5.517436504364014,35.40538024902344,10.881382942199709,0.1307079121470451,27.54349632263184,28.97379779815674,31.28137380599976,0.797,0.7895,1349.6500244140625,1693.5095038041472,5.604619799433528,0.2105,0.2035,0.203,0.203
max_uncertainty_greedy,topk,2000,12,7,0,52000,5.236521720886231,34.97439956665039,10.598843574523926,0.1322938129305839,27.087990379333498,28.36904277801513,30.73224010467529,0.8065,0.794,1358.6524658203125,1747.236734054983,5.317072842572187,0.206,0.1935,0.1935,0.1935
max_uncertainty_greedy,topk,2000,12,8,0,52000,5.705517768859863,39.37574005126953,10.980085372924805,0.1321302950382232,27.205964660644533,28.53969736099243,30.950687961578367,0.7905,0.7765,1343.3349609375,1647.6924355998635,5.79418218458021,0.2235,0.211,0.2105,0.2095
max_uncertainty_greedy,topk,2000,12,9,0,52000,5.695591926574707,37.19981002807617,11.009469032287598,0.1317764744162559,27.337975692749023,28.782047462463375,31.776476726531985,0.791,0.778,1356.8050537109375,1604.0603146851065,5.867660135836215,0.222,0.21,0.209,0.209
max_uncertainty_greedy,topk,2000,12,10,0,52000,5.2583513259887695,34.72361373901367,10.584699630737305,0.126382865011692,27.097967529296877,28.44985408782959,30.68257358551025,0.802,0.7955,1221.0799560546875,1698.0300809442997,5.514569359856683,0.2045,0.1985,0.1985,0.198
max_uncertainty_greedy,topk,2000,12,11,0,52000,5.314914226531982,38.79729461669922,10.653761863708496,0.1324479952454567,27.061962127685558,28.51523513793945,31.2388175201416,0.8025,0.7905,1366.1424560546875,1681.4563394486904,5.490282793302794,0.2095,0.2005,0.1985,0.1975
max_uncertainty_greedy,topk,2000,12,12,1,52001,4.931018829345703,35.580833435058594,10.38476276397705,0.1299284771084785,27.06832695007324,28.41810941696167,31.03193342208862,0.82,0.805,1352.717529296875,1854.516804911196,5.080420713166933,0.195,0.1815,0.1805,0.18
max_uncertainty_greedy,topk,2000,12,13,1,52001,5.516878128051758,36.90768051147461,10.864060401916504,0.1340575590729713,27.203335571289063,28.74075813293457,31.49136024475097,0.795,0.785,1375.02001953125,1621.293942667544,5.764028742506698,0.215,0.207,0.2065,0.205
max_uncertainty_greedy,topk,2000,12,14,1,52001,5.568169593811035,35.478477478027344,10.965312957763672,0.1358797401189804,27.63492431640625,28.964725685119628,31.19204444885254,0.798,0.786,1439.762451171875,1705.9779398813844,5.65756741085568,0.214,0.203,0.2025,0.202
max_uncertainty_greedy,topk,2000,12,15,1,52001,5.714264869689941,37.86114501953125,11.00572109222412,0.1342363953590393,27.317327690124515,28.643499755859374,31.39977550506592,0.79,0.778,1417.3050537109375,1651.7110240980985,5.822415119892842,0.222,0.211,0.211,0.21
max_uncertainty_greedy,topk,2000,12,16,1,52001,5.084754943847656,99.2590789794922,10.69949722290039,0.1307897791266441,27.06848526000977,28.4663667678833,30.94019821166992,0.817,0.804,1354.4150390625,1820.9592491686344,5.193022431554021,0.196,0.1845,0.184,0.183
max_uncertainty_greedy,topk,2000,12,17,1,52001,5.590887069702148,34.241065979003906,10.910266876220703,0.1332568079233169,27.354984474182128,28.672448444366456,31.282906436920165,0.7935,0.7835,1366.8074951171875,1670.8578123673797,5.746972483557624,0.2165,0.2075,0.207,0.2065
max_uncertainty_greedy,topk,2000,12,18,1,52001,5.243302345275879,37.99519348144531,10.69186019897461,0.1335563361644745,27.10399551391602,28.498158931732178,31.61549898147583,0.8095,0.7965,1422.155029296875,1766.0889954343438,5.334150945818102,0.2035,0.1905,0.1905,0.1905
max_uncertainty_greedy,topk,2000,12,19,1,52001,5.362236499786377,38.35859680175781,10.703063011169434,0.1298897713422775,27.00955829620362,28.426208019256592,30.957683696746823,0.8025,0.79,1298.8074951171875,1680.2834225669503,5.5151223491978,0.21,0.199,0.199,0.1975
max_uncertainty_greedy,topk,2000,12,20,1,52001,5.508440971374512,35.47919464111328,10.815475463867188,0.1328350007534027,27.14217052459717,28.52590160369873,30.64704826354981,0.797,0.7825,1380.39501953125,1656.692215025425,5.63688595230515,0.2175,0.2055,0.2045,0.203
max_uncertainty_greedy,topk,2000,12,21,1,52001,4.926149368286133,35.24894714355469,10.337519645690918,0.1327911093831062,26.955929183959963,28.36747579574585,30.4394425201416,0.818,0.8,1388.4649658203125,1783.5563542470336,5.202963816153036,0.2,0.1835,0.183,0.182
max_uncertainty_greedy,topk,2000,12,22,1,52001,5.229004859924316,37.96897888183594,10.593173027038574,0.1326498985290527,26.942328262329102,28.50678768157959,31.184515876770018,0.807,0.7935,1361.87255859375,1692.5504546537995,5.5546947041073365,0.2065,0.1945,0.194,0.193
max_uncertainty_greedy,topk,2000,12,23,1,52001,4.793468475341797,34.65004348754883,10.270773887634276,0.1316238045692443,27.09950199127197,28.445095825195317,30.905448074340818,0.823,0.811,1372.4150390625,1835.997371822596,4.996460270237279,0.189,0.178,0.178,0.177
max_uncertainty_greedy,topk,2000,12,24,2,52002,5.757997512817383,35.01506423950195,11.022132873535156,0.1337123736739158,27.275598526000977,28.721987152099608,31.025764827728267,0.789,0.779,1409.7850341796875,1626.9978657364843,5.836154821756724,0.221,0.212,0.2115,0.211
max_uncertainty_greedy,topk,2000,12,25,2,52002,4.810179710388184,36.613563537597656,10.269943237304688,0.1304389461874961,26.744849967956547,28.33756904602051,30.672558498382568,0.824,0.8125,1352.800048828125,1892.287532746792,4.919713819349134,0.1875,0.1765,0.176,0.176
max_uncertainty_greedy,topk,2000,12,26,2,52002,5.491178512573242,38.10357284545898,10.790815353393556,0.1307195574045181,27.24186191558838,28.39955654144287,30.583241157531734,0.797,0.784,1301.18505859375,1650.544872753322,5.752261767516265,0.216,0.2055,0.205,0.203
max_uncertainty_greedy,topk,2000,12,27,2,52002,4.979498863220215,35.89622497558594,10.488977432250977,0.1336758732795715,27.035888481140137,28.86807813644409,30.887826137542724,0.8195,0.8005,1463.362548828125,1823.5451751202345,5.053080378351985,0.1995,0.1825,0.182,0.1805
max_uncertainty_greedy,topk,2000,12,28,2,52002,5.844346523284912,36.13460922241211,11.057842254638672,0.1339234337210655,27.34567985534668,28.467174148559568,31.157825965881347,0.7845,0.773,1354.612548828125,1622.4536081925037,6.074327752396867,0.227,0.216,0.2155,0.2155
max_uncertainty_greedy,topk,2000,12,29,2,52002,5.448943138122559,36.24684143066406,10.768446922302246,0.1336033940315246,27.06966133117676,28.420903587341307,30.42717517852783,0.7995,0.789,1375.0899658203125,1668.19039350003,5.665444142109639,0.211,0.2015,0.2015,0.2005
max_uncertainty_greedy,topk,2000,12,30,2,52002,5.297616004943848,34.6322021484375,10.664690017700195,0.131243534386158,26.82650756835937,28.41899700164795,31.149437770843505,0.806,0.7975,1315.0474853515625,1715.4247756376865,5.478354286503148,0.2025,0.1955,0.195,0.194
max_uncertainty_greedy,topk,2000,12,31,2,52002,6.009926795959473,35.97476959228516,11.166197776794434,0.1322504729032516,27.283442306518555,28.51272258758545,31.06807987213135,0.777,0.77,1303.66748046875,1539.1247620210052,6.119801392426362,0.23,0.2235,0.223,0.223
max_uncertainty_greedy,topk,2000,12,32,2,52002,5.115226745605469,35.765499114990234,10.528281211853027,0.1313731670379638,27.17400436401368,28.505669021606444,30.62214715957641,0.8125,0.7965,1380.49755859375,1771.149155765772,5.237424850463867,0.2035,0.189,0.1885,0.1875
max_uncertainty_greedy,topk,2000,12,33,2,52002,5.631380081176758,39.59099960327149,10.934404373168944,0.134644940495491,27.20349197387696,28.34621410369873,31.481735343933103,0.794,0.7765,1386.8575439453125,1629.8068894818423,5.7830640947496565,0.2235,0.208,0.2075,0.206
max_uncertainty_greedy,topk,2000,12,34,2,52002,5.486818313598633,74.30046081542969,10.974320411682127,0.1351206675171852,27.55160942077637,29.026009941101076,31.443792724609374,0.803,0.7915,1437.782470703125,1672.3728831410408,5.62979287070197,0.2085,0.199,0.1985,0.197
max_uncertainty_greedy,topk,2000,12,35,2,52002,5.550556659698486,34.88722610473633,10.868609428405762,0.1328962668776512,27.161581039428714,28.55986423492432,31.299699993133544,0.7955,0.784,1390.79248046875,1686.6142149195075,5.6886566651834025,0.216,0.206,0.2055,0.2045
max_uncertainty_greedy,topk,2000,12,36,3,52003,5.482990264892578,36.29316329956055,10.820359230041504,0.1305777356028556,27.13207168579102,28.71161766052246,31.329176082611085,0.797,0.7845,1345.1099853515625,1699.409592360258,5.661625604371767,0.2155,0.205,0.2045,0.203
max_uncertainty_greedy,topk,2000,12,37,3,52003,5.83625078201294,34.671165466308594,11.06273078918457,0.1344878748059272,27.30638179779053,28.66255760192871,31.10516166687012,0.7825,0.771,1369.0224609375,1578.2858517691493,6.041270539567277,0.229,0.2185,0.218,0.2175
max_uncertainty_greedy,topk,2000,12,38,3,52003,5.344128131866455,39.4281005859375,10.738619804382324,0.1336457058787346,27.09154033660889,28.682388019561767,31.4666206741333,0.8035,0.7885,1441.1650390625,1703.407074585557,5.488717130712561,0.2115,0.197,0.197,0.1965
max_uncertainty_greedy,topk,2000,12,39,3,52003,6.100639820098877,40.46559524536133,11.32578945159912,0.1349986642599105,27.69594841003418,28.929286289215085,31.756605243682863,0.7785,0.77,1404.8900146484375,1513.9420720860362,6.165366121240564,0.23,0.222,0.222,0.2215
max_uncertainty_greedy,topk,2000,12,40,3,52003,5.466784954071045,41.90088653564453,10.834503173828123,0.1310779005289077,27.301231575012206,28.563991451263423,30.976140365600585,0.801,0.7875,1367.3475341796875,1704.2526480704546,5.576363524875125,0.2125,0.2,0.2,0.199
max_uncertainty_greedy,topk,2000,12,41,3,52003,5.619703769683838,38.73368835449219,10.948058128356934,0.1327809616923332,27.20319061279297,28.604609394073485,31.69081348419189,0.7935,0.7825,1367.1949462890625,1658.7082477360964,5.796070266414333,0.2175,0.208,0.2075,0.2065
max_uncertainty_greedy,topk,2000,12,42,3,52003,6.0043625831604,41.11572265625,11.261686325073242,0.1346980556845665,27.616584205627444,29.024602222442628,31.478334312438964,0.78,0.7685,1398.5899658203125,1575.4518113657832,6.107148028708793,0.2315,0.222,0.2215,0.22
max_uncertainty_greedy,topk,2000,12,43,3,52003,5.351933479309082,37.43404769897461,10.788354873657228,0.1334243342280388,27.512629699707038,28.701671504974364,31.22154041290283,0.806,0.794,1414.7049560546875,1768.711734727025,5.418920723167625,0.206,0.1945,0.194,0.194
max_uncertainty_greedy,topk,2000,12,44,3,52003,5.730510711669922,35.383697509765625,10.995707511901855,0.1323127523064613,27.290422821044928,28.447198486328126,30.78495092391968,0.79,0.7735,1363.344970703125,1629.5154119729996,5.819229809013573,0.2265,0.211,0.2105,0.21
max_uncertainty_greedy,topk,2000,12,45,3,52003,4.968675136566162,36.62166595458984,10.418255805969238,0.1311287432909011,26.902348709106448,28.424907302856447,31.383419151306157,0.818,0.8025,1364.0775146484375,1809.8433004170656,5.13879225705121,0.1975,0.1845,0.184,0.182
max_uncertainty_greedy,topk,2000,12,46,3,52003,5.4798078536987305,38.0250244140625,10.800817489624023,0.1339890882372856,27.21140651702881,28.44846324920654,30.97774953842163,0.7985,0.783,1362.9775390625,1677.0609164908528,5.615812340298215,0.217,0.204,0.203,0.2015
max_uncertainty_greedy,topk,2000,12,47,3,52003,5.507050037384033,35.299781799316406,10.877470970153809,0.1337058246135711,27.215547370910645,28.6810941696167,30.928335037231445,0.8,0.79,1381.425048828125,1693.4995154216886,5.620444697302741,0.21,0.202,0.201,0.2
expected_info_gain,topk,2000,12,0,0,52000,5.420938491821289,101.84440612792967,10.93377685546875,0.1323255747556686,27.015813446044923,28.43584623336792,31.549427986145016,0.802,0.7875,1370.8599853515625,1695.3070439398289,5.604014100255193,0.2125,0.2005,0.2005,0.198
expected_info_gain,topk,2000,12,1,0,52000,5.138913631439209,38.17237091064453,10.53978443145752,0.1337898448109626,27.138865661621093,28.48065338134765,30.80398624420166,0.8105,0.799,1376.300048828125,1745.0419753417373,5.387447524715114,0.201,0.1925,0.191,0.1895
expected_info_gain,topk,2000,12,2,0,52000,5.579127788543701,40.81874084472656,10.948606491088867,0.1340077072381973,27.28613948822021,28.68500385284424,31.357859268188477,0.7965,0.783,1380.6524658203125,1656.6468316093087,5.669751476597142,0.217,0.2055,0.2045,0.2035
expected_info_gain,topk,2000,12,3,0,52000,5.116995811462402,37.13532638549805,10.547881126403809,0.1301993951201439,27.13933067321777,28.36819839477539,31.425796470642087,0.812,0.804,1368.677490234375,1813.3400468602777,5.329770113970782,0.196,0.188,0.188,0.188
expected_info_gain,topk,2000,12,4,0,52000,5.630409240722656,34.00278091430664,10.890595436096191,0.1347552686929702,27.27410640716553,28.76424694061279,30.821490230560304,0.7895,0.7735,1399.5450439453125,1620.0971461310985,5.886064284556621,0.2265,0.212,0.211,0.2105
expected_info_gain,topk,2000,12,5,0,52000,5.37799882888794,34.713836669921875,10.7290678024292,0.1318363845348358,27.192201805114745,28.456103706359865,31.231124687194825,0.8025,0.7925,1347.50244140625,1717.3558371514082,5.495832855637009,0.2075,0.198,0.198,0.1975
expected_info_gain,topk,2000,12,6,0,52000,5.5168304443359375,38.971004486083984,10.869693756103516,0.1333588287234306,27.29570236206055,28.681541442871094,31.2923222732544,0.7975,0.7855,1374.3525390625,1661.2228103131056,5.657449760952511,0.2145,0.206,0.204,0.2025
