scenario,scenario_label,method,method_label,episode_id,rso_id,u_total_km
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,48,0.28764528036117554
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,49,16.787311553955078
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,50,0.1823226362466812
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,51,0.2044724076986313
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,52,0.40403831005096436
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,53,0.4322812557220459
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,54,3.602344036102295
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,55,2.479811668395996
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,56,8.063800811767578
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,57,2.6679189205169678
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,58,3.7633962631225586
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,20,59,0.10925771296024323
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,0,2.2522740364074707
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,1,2.106832265853882
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,2,0.4173089265823364
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,3,2.485969066619873
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,4,0.562228798866272
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,5,0.56803959608078
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,6,1.1786357164382935
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,7,1.0118510723114014
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,8,0.2291405200958252
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,9,2.028796672821045
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,10,2.389559507369995
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,11,8.930147171020508
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,12,2.723235845565796
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,13,4.348247051239014
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,14,0.8513685464859009
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,15,0.09986395388841629
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,16,3.378145217895508
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,17,0.8506808876991272
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,18,2.9634456634521484
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,19,0.8712708950042725
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,20,1.0076439380645752
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,21,0.9051098823547363
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,22,2.389049530029297
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,23,0.6630731821060181
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,24,0.5810258388519287
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,25,2.795954704284668
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,26,0.2041388601064682
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,27,0.5227846503257751
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,28,0.8536233901977539
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,29,0.7651323080062866
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,30,2.0258243083953857
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,31,2.6548824310302734
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,32,0.8288669586181641
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,33,2.278414487838745
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,34,0.5409260392189026
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,35,3.3444905281066895
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,36,0.47098618745803833
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,37,3.7216508388519287
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,38,0.07068461179733276
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,39,0.8128410577774048
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,40,0.31632840633392334
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,41,0.5304267406463623
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,42,0.12591348588466644
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,43,0.4306413531303406
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,44,0.7507690191268921
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,45,0.8445742130279541
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,46,0.8684426546096802
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,47,0.5439895987510681
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,48,0.6694686412811279
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,49,1.4986159801483154
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,50,0.8677631616592407
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,51,3.292017936706543
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,52,1.1403136253356934
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,53,1.5564476251602173
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,54,1.1435527801513672
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,55,0.8661237359046936
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,56,1.4903485774993896
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,57,0.6357356309890747
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,58,40.05302429199219
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,21,59,0.8230006694793701
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,0,31.500904083251953
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,1,0.4891599118709564
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,2,97.5654296875
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,3,1.080972671508789
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,4,25.464054107666016
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,5,11.352984428405762
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,6,11.663372039794922
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,7,23.79393196105957
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,8,7.109591960906982
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,9,15.438429832458496
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,10,6.51289701461792
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,11,21.79180335998535
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,12,97.69766235351562
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,13,0.5523526668548584
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,14,2.105530261993408
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,15,22.7139949798584
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,16,35.34010314941406
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,17,18.289548873901367
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,18,25.383481979370117
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,19,0.20828518271446228
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,20,25.737808227539062
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,21,9.115287780761719
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,22,98.26295471191406
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,23,0.7393676042556763
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,24,0.43342873454093933
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,25,13.29121208190918
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,26,25.813514709472656
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,27,1.517648696899414
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,28,0.5814111828804016
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,29,37.35570526123047
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,30,0.39719080924987793
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,31,23.82761001586914
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,32,0.5016478896141052
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,33,36.602901458740234
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,34,0.3631625473499298
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,35,0.8636698722839355
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,36,0.11169050633907318
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,37,6.312236309051514
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,38,1.6180546283721924
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,39,0.9592282772064209
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,40,14.615374565124512
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,41,0.36000823974609375
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,42,1.599433422088623
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,43,0.730482816696167
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,44,25.922130584716797
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,45,0.12613235414028168
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,46,22.652809143066406
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,47,11.520705223083496
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,48,1.0743021965026855
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,49,0.5583766102790833
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,50,2.2668464183807373
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,51,12.242416381835938
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,52,25.61724090576172
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,53,0.44117850065231323
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,54,0.1384718120098114
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,55,13.247339248657227
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,56,21.778419494628906
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,57,25.450294494628906
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,58,24.372142791748047
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,22,59,21.806440353393555
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,0,0.30150195956230164
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,1,1.1773840188980103
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,2,2.020554780960083
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,3,1.5163068771362305
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,4,1.6702073812484741
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,5,1.2588646411895752
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,6,1.4098739624023438
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,7,1.1102510690689087
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,8,1.1971365213394165
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,9,1.7485225200653076
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,10,0.7905111908912659
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,11,0.4552415609359741
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,12,0.9035579562187195
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,13,1.9802861213684082
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,14,0.4873904585838318
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,15,0.6949174404144287
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,16,3.023258686065674
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,17,1.0540359020233154
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,18,2.551516056060791
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,19,0.7618478536605835
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,20,0.936895489692688
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,21,1.3447885513305664
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,22,1.0886231660842896
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,23,1.1393229961395264
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,24,1.2055846452713013
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,25,0.19594769179821014
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,26,0.4346311092376709
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,27,1.0946601629257202
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,28,0.7355461120605469
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,29,2.227538585662842
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,30,0.35561078786849976
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,31,0.7020734548568726
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,32,0.2901259958744049
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,33,0.42271357774734497
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,34,1.3259739875793457
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,35,0.9479741454124451
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,36,0.7605572938919067
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,37,1.3745248317718506
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,38,2.5785317420959473
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,39,0.133840411901474
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,40,0.6291972398757935
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,41,1.759487509727478
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,42,2.410566568374634
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,43,1.2605876922607422
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,44,1.002007246017456
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,45,0.317690908908844
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,46,0.1457996666431427
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,47,0.9201780557632446
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,48,0.6890796422958374
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,49,1.4441965818405151
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,50,1.1014727354049683
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,51,0.4032067656517029
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,52,0.21698737144470215
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,53,0.6172819137573242
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,54,1.67720627784729
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,55,0.6231180429458618
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,56,0.623326301574707
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,57,0.5660967230796814
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,58,1.2395305633544922
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,23,59,0.6030919551849365
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,0,1.5861506462097168
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,1,1.8180664777755737
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,2,1.0630613565444946
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,3,0.48514002561569214
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,4,0.44214755296707153
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,5,0.4831479489803314
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,6,1.2262619733810425
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,7,0.9131104350090027
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,8,0.794443666934967
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,9,0.7093055248260498
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,10,0.8773159384727478
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,11,0.6235300302505493
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,12,0.25239431858062744
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,13,0.5933681726455688
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,14,0.3492709994316101
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,15,0.6838057041168213
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,16,1.1381604671478271
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,17,0.282509982585907
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,18,1.450239658355713
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,19,1.5127054452896118
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,20,1.1732313632965088
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,21,0.9100731611251831
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,22,0.13028255105018616
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,23,1.259368658065796
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,24,1.513027548789978
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,25,5.472005367279053
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,26,1.2475401163101196
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,27,1.0091674327850342
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,28,1.017989158630371
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,29,0.6227577924728394
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,30,0.9994069337844849
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,31,0.9810073375701904
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,32,0.4298773407936096
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,33,0.1186886876821518
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,34,1.6020994186401367
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,35,0.2552681863307953
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,36,5.951420783996582
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,37,0.331886887550354
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,38,0.8973439931869507
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,39,3.399428367614746
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,40,4.642098426818848
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,41,3.8536481857299805
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,42,0.44013869762420654
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,43,0.8381712436676025
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,44,1.092645287513733
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,45,2.3236165046691895
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,46,7.1567063331604
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,47,0.693596363067627
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,48,1.5407238006591797
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,49,0.49140721559524536
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,50,0.4231783151626587
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,51,3.4377760887145996
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,52,1.1013038158416748
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,53,1.528782844543457
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,54,0.8103132843971252
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,55,0.7502958178520203
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,56,15.636789321899414
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,57,1.064030408859253
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,58,1.0205790996551514
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,24,59,4.054238319396973
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,0,0.8766926527023315
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,1,35.381038665771484
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,2,3.6022138595581055
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,3,1.076996088027954
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,4,0.521848738193512
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,5,2.1130454540252686
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,6,1.901706337928772
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,7,3.2022593021392822
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,8,0.9299903512001038
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,9,10.595292091369629
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,10,1.1103007793426514
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,11,1.4941136837005615
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,12,0.935965895652771
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,13,0.9881473183631897
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,14,1.6087348461151123
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,15,0.964448094367981
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,16,0.5020252466201782
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,17,0.5253317952156067
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,18,1.1262450218200684
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,19,3.332589626312256
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,20,0.636576771736145
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,21,41.78057098388672
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,22,2.195694923400879
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,23,1.690035343170166
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,24,0.6353073120117188
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,25,0.5677317380905151
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,26,4.074577331542969
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,27,0.7594815492630005
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,28,0.6289434432983398
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,29,2.209390163421631
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,30,1.61372971534729
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,31,0.17566624283790588
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,32,2.3446245193481445
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,33,1.8368721008300781
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,34,2.1581575870513916
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,35,1.3868956565856934
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,36,0.4289976954460144
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,37,1.398918867111206
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,38,2.264498710632324
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,39,1.3991423845291138
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,40,0.5902537107467651
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,41,2.783860206604004
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,42,0.8247612714767456
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,43,2.8076655864715576
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,44,54.12373352050781
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,45,0.5760818123817444
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,46,1.1442186832427979
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,47,0.7546741366386414
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,48,2.9874448776245117
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,49,3.618152141571045
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,50,2.48646879196167
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,51,0.9021892547607422
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,52,0.8062098026275635
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,53,5.82306432723999
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,54,4.1559739112854
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,55,0.5956678986549377
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,56,1.181996464729309
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,57,1.2442044019699097
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,58,11.42159652709961
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,25,59,1.1626107692718506
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,0,1.550244688987732
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,1,2.972928762435913
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,2,18.196523666381836
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,3,7.25349235534668
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,4,2.144298791885376
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,5,2.3429908752441406
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,6,3.2284934520721436
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,7,0.374275803565979
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,8,1.448729395866394
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,9,1.0982131958007812
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,10,1.064500093460083
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,11,1.982834815979004
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,12,0.15306025743484497
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,13,1.0729609727859497
dynamic_60,Dynamic 60,expected_info_gain,Expected information gain,26,14,0.3103526830673218
