scenario,scenario_label,method,method_label,step,sim_time_s,mean_u_km,std_u_km,n_episodes
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,2650,13245.0,33.85437255859375,15.824817758869589,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,2700,13495.0,34.08270446777344,16.097905358886493,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,2750,13745.0,33.906605834960935,16.1627571123043,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,2800,13995.0,33.97585205078125,16.369406633020443,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,2850,14245.0,33.68478820800781,16.24720842677006,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,2900,14495.0,33.55296142578125,16.305014753827592,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,2950,14745.0,33.34754760742187,16.256727400009872,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3000,14995.0,32.83156311035156,15.927337043382444,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3050,15245.0,32.477105712890626,15.643177146362468,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3100,15495.0,31.716010131835937,15.47779136492123,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3150,15745.0,31.30336975097656,15.157055366722643,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3200,15995.0,30.919522705078126,14.856807101549718,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3250,16245.0,30.51816650390625,14.60875598814302,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3300,16495.0,30.15908447265625,14.366140433626727,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3350,16745.0,29.59632568359375,14.16112795977598,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3400,16995.0,28.909397583007813,13.749395332616707,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3450,17245.0,28.316005249023437,13.583311331824692,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3500,17495.0,27.693243408203124,13.366233692696094,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3550,17745.0,27.152443237304688,13.103392633611033,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3600,17995.0,26.47114501953125,12.842769309710658,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3650,18245.0,25.809772033691406,12.625139370770567,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3700,18495.0,25.26058319091797,12.516121921284663,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3750,18745.0,24.569357604980468,12.344700393937819,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3800,18995.0,23.542662963867187,11.763248559114368,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3850,19245.0,22.654114379882813,11.617492035479806,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3900,19495.0,21.85171905517578,11.270494843668915,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,3950,19745.0,20.9946875,11.10885684006094,50
dynamic_120,Dynamic 120,max_uncertainty_greedy,Max-U greedy,4000,19995.0,20.62697814941406,11.13810933035068,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,50,245.0,7.913680572509765,0.18692981374272025,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,100,495.0,7.924342041015625,0.22132909117802635,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,150,745.0,7.846798706054687,0.2640251790532618,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,200,995.0,8.490651397705077,0.3197933672341222,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,250,1245.0,10.596453857421874,0.4638831967050894,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,300,1495.0,13.168447265625,0.6554046125894099,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,350,1745.0,15.717956848144532,0.794461725905617,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,400,1995.0,18.209602661132813,1.0315789370437327,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,450,2245.0,20.4969384765625,1.3228444295860018,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,500,2495.0,22.36559814453125,1.575929818738848,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,550,2745.0,23.856321105957033,1.9129788841866382,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,600,2995.0,25.290372314453126,2.1209008793653705,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,650,3245.0,26.383041381835938,2.435153217835058,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,700,3495.0,27.1749462890625,2.5323395122530914,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,750,3745.0,27.645537719726562,2.9593050492769377,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,800,3995.0,27.913634033203124,3.093317820484868,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,850,4245.0,27.872013549804688,3.486283296919362,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,900,4495.0,27.51411865234375,3.8126438727443075,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,950,4745.0,26.688499755859375,3.9485047506453776,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1000,4995.0,25.600291442871093,3.8449235902760335,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1050,5245.0,24.30694580078125,4.029733617174059,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1100,5495.0,22.9472314453125,4.128356665900633,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1150,5745.0,21.762331237792967,3.9672772408738215,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1200,5995.0,20.836321716308593,3.989582634826848,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1250,6245.0,20.056151428222655,4.015091020615515,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1300,6495.0,19.47872375488281,4.205717088978591,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1350,6745.0,18.94152587890625,4.330125182656362,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1400,6995.0,18.625970764160158,4.673100299904079,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1450,7245.0,18.40411651611328,4.898058363277881,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1500,7495.0,18.459974975585936,5.219720874732287,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1550,7745.0,18.502434692382813,5.274400449581586,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1600,7995.0,18.742459106445313,5.878149262531546,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1650,8245.0,19.08173095703125,6.504768363048197,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1700,8495.0,19.7341015625,7.213649860507337,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1750,8745.0,20.501327209472656,7.837873896692178,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1800,8995.0,21.52079803466797,8.648264479855554,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1850,9245.0,22.618643493652343,9.30997940422311,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1900,9495.0,23.382694396972656,9.583183472737991,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,1950,9745.0,24.225017700195313,10.015595838658262,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2000,9995.0,24.88969299316406,10.09816317470236,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2050,10245.0,25.708664855957032,10.476456144867399,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2100,10495.0,26.226868896484376,10.7530341937053,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2150,10745.0,26.746828308105467,11.070911688428284,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2200,10995.0,27.05059631347656,11.197758251836763,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2250,11245.0,27.01553894042969,11.443813212223105,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2300,11495.0,27.358961486816405,11.809224074336832,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2350,11745.0,26.812613525390624,11.86480796504582,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2400,11995.0,26.454002685546875,11.801345581673246,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2450,12245.0,26.430645446777344,11.980169764860307,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2500,12495.0,25.982303466796875,12.10358629045644,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2550,12745.0,25.516093444824218,12.049752441803463,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2600,12995.0,25.170406799316407,12.131904705828404,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2650,13245.0,24.78503692626953,12.398598917229755,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2700,13495.0,24.172594299316405,12.520921603835962,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2750,13745.0,24.383976440429688,12.78917478888669,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2800,13995.0,24.455939025878905,12.986379789393506,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2850,14245.0,24.388785705566406,12.951363080235406,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2900,14495.0,24.186780700683595,12.876544987744753,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,2950,14745.0,23.99310333251953,13.017282168454564,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3000,14995.0,23.875123291015626,13.031942485607361,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3050,15245.0,23.51012939453125,12.77249422865979,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3100,15495.0,23.444817199707032,12.683451462577972,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3150,15745.0,23.172200012207032,12.35283590101469,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3200,15995.0,22.942281188964845,11.930138660377958,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3250,16245.0,22.70430419921875,11.588887985289523,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3300,16495.0,22.348280029296873,11.212354759968157,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3350,16745.0,22.05100830078125,10.837081690173857,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3400,16995.0,21.616473693847656,10.547503157415612,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3450,17245.0,21.220049743652343,10.425481319916127,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3500,17495.0,20.52809112548828,10.060282371001039,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3550,17745.0,19.97866424560547,9.805336575150832,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3600,17995.0,19.381339111328124,9.621782280414724,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3650,18245.0,18.45388153076172,9.466678744343842,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3700,18495.0,17.507540283203124,9.410741142812288,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3750,18745.0,16.69566162109375,9.489585431764118,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3800,18995.0,15.520033264160157,8.851787320559882,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3850,19245.0,14.503333282470702,8.400079256178337,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3900,19495.0,13.551872711181641,7.968280649438221,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,3950,19745.0,12.95272445678711,7.879690935830245,50
dynamic_120,Dynamic 120,expected_info_gain,Expected information gain,4000,19995.0,12.71562973022461,7.837512106086138,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,50,245.0,8.00082778930664,0.16738976759682284,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,100,495.0,8.064857482910156,0.19672315840079085,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,150,745.0,8.010652770996094,0.2497509402223959,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,200,995.0,8.728909912109375,0.3053580892738246,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,250,1245.0,10.916883544921875,0.4584449072901194,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,300,1495.0,13.638950805664063,0.6537918416729382,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,350,1745.0,16.29397491455078,0.8834605694313266,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,400,1995.0,18.904554748535155,1.150745849280773,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,450,2245.0,21.288772583007812,1.5506733022222456,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,500,2495.0,23.320264587402345,1.781226919618357,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,550,2745.0,24.929366149902343,2.1284976373555726,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,600,2995.0,26.468600463867187,2.2593374028229447,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,650,3245.0,27.665272216796875,2.6375422624390064,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,700,3495.0,28.54167236328125,2.828984544117781,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,750,3745.0,29.01093017578125,3.2211145234910363,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,800,3995.0,29.26004577636719,3.388441761510244,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,850,4245.0,29.18512145996094,3.7053940590647683,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,900,4495.0,28.744329223632814,4.012667001855947,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,950,4745.0,28.00208251953125,4.138909498284234,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1000,4995.0,26.84426208496094,4.087398143401076,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1050,5245.0,25.467282104492188,4.093755155442491,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1100,5495.0,24.126164855957033,4.167148001713366,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1150,5745.0,22.757127075195314,3.9975448151380872,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1200,5995.0,21.809238891601563,3.9535226262858054,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1250,6245.0,21.09063537597656,3.9908038605312397,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1300,6495.0,20.576026611328125,4.09040953682872,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1350,6745.0,20.087796020507813,4.349496745246275,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1400,6995.0,19.690173034667968,4.569709193683387,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1450,7245.0,19.468514099121094,4.853735753469759,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1500,7495.0,19.505325317382812,5.185996024957748,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1550,7745.0,19.514820556640625,5.449126070406059,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1600,7995.0,19.878709106445314,5.797951840985803,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1650,8245.0,20.32406005859375,6.501062467275957,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1700,8495.0,21.028910522460937,7.325096347226035,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1750,8745.0,21.886195068359374,8.17137920341308,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1800,8995.0,23.027074890136717,9.15666507869596,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1850,9245.0,24.094424743652343,9.639800156316713,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1900,9495.0,25.117697143554686,9.933122127743358,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,1950,9745.0,26.111394653320314,10.352261458513803,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2000,9995.0,26.97159423828125,10.717044267859668,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2050,10245.0,27.727117309570314,11.12889735446986,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2100,10495.0,28.079700317382812,11.155913878341462,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2150,10745.0,28.442587890625,11.32413657123898,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2200,10995.0,28.63921630859375,11.554631451482035,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2250,11245.0,28.550145263671876,11.67410689643899,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2300,11495.0,28.86369873046875,11.850552181353686,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2350,11745.0,28.282777099609376,11.781719901215038,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2400,11995.0,27.805986328125,11.771206980307946,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2450,12245.0,27.668148193359375,11.724082593520025,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2500,12495.0,27.329593200683593,11.568994609143832,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2550,12745.0,27.095223388671876,11.380166339918699,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2600,12995.0,26.72345947265625,11.253287060795794,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2650,13245.0,26.24738006591797,11.561273187764701,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2700,13495.0,25.85288024902344,11.824163339916645,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2750,13745.0,26.017504577636718,12.186985665666162,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2800,13995.0,26.30473937988281,12.26816982454769,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2850,14245.0,25.637921447753907,12.35639824499033,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2900,14495.0,25.522868041992187,12.3963883143107,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,2950,14745.0,25.218006286621094,12.532688537373534,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3000,14995.0,25.0119140625,12.414440568048754,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3050,15245.0,24.706591796875,12.225786636939318,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3100,15495.0,24.567230834960938,12.119205975506175,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3150,15745.0,24.291153869628907,11.78570538807553,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3200,15995.0,24.075939025878906,11.485181088321426,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3250,16245.0,23.763357849121093,11.311843105247702,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3300,16495.0,23.481609802246094,11.103979751847318,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3350,16745.0,23.235801391601562,10.916755528460456,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3400,16995.0,22.83923095703125,10.728249616701707,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3450,17245.0,22.463565673828125,10.590433405560454,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3500,17495.0,21.94339385986328,10.416834195710061,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3550,17745.0,21.05035369873047,9.87673994650282,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3600,17995.0,20.525273742675783,9.930633589623026,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3650,18245.0,19.63217559814453,9.901286494813107,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3700,18495.0,18.691468200683595,9.637854793389398,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3750,18745.0,18.441448669433594,9.771274729523954,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3800,18995.0,17.442454833984375,9.263190438439132,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3850,19245.0,16.307923278808595,8.826608146925283,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3900,19495.0,15.499410705566406,8.440424042342215,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,3950,19745.0,14.952608642578125,8.258660384372153,50
dynamic_120,Dynamic 120,beam_a_star,Beam A*,4000,19995.0,14.701775207519532,8.142487675904183,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,50,245.0,8.02603057861328,0.1373841727791424,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,100,495.0,8.15472427368164,0.12995867249075016,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,150,745.0,8.114608154296874,0.17862725317838807,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,200,995.0,8.931279296875,0.19058112743366806,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,250,1245.0,11.28249267578125,0.25685454116575573,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,300,1495.0,14.22348114013672,0.3706601457873008,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,350,1745.0,17.21552459716797,0.5060328938093586,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,400,1995.0,20.14646942138672,0.6303205794017627,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,450,2245.0,22.895157775878907,0.922739228187814,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,500,2495.0,25.371681213378906,0.9914031961320684,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,550,2745.0,27.4516796875,1.1054327449691028,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,600,2995.0,29.350501708984375,1.2522723943516745,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,650,3245.0,31.12641296386719,1.3821582092150788,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,700,3495.0,32.44812927246094,1.4568602794755776,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,750,3745.0,33.635781860351564,1.6856062667760818,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,800,3995.0,34.29885070800781,1.8940419206797043,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,850,4245.0,34.84082275390625,2.000478338020288,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,900,4495.0,34.976925659179685,2.183828066942942,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,950,4745.0,34.655704956054684,2.2485248495150563,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1000,4995.0,33.9596533203125,2.5214418534716163,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1050,5245.0,32.87917297363281,2.7804746460691963,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1100,5495.0,31.748046264648437,2.858498120122249,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1150,5745.0,30.723880615234375,3.0137859968112086,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1200,5995.0,29.98591796875,3.089553172510683,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1250,6245.0,29.81838623046875,3.227083392161827,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1300,6495.0,29.858636474609376,3.470620518491838,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1350,6745.0,30.0457470703125,3.821920607159798,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1400,6995.0,30.36598388671875,3.943441837917378,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1450,7245.0,30.91700439453125,4.162081366310049,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1500,7495.0,31.677905883789062,4.518069786872734,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1550,7745.0,33.116487426757814,4.963515202922388,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1600,7995.0,35.005971069335935,5.82968035886752,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1650,8245.0,37.32473388671875,6.544520165136566,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1700,8495.0,39.95397399902344,7.433709693710058,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1750,8745.0,42.24593688964844,8.325141697568347,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1800,8995.0,43.961318359375,8.820689225801953,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1850,9245.0,45.61682067871094,9.415670494119382,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1900,9495.0,46.83526123046875,9.8773842456518,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,1950,9745.0,48.08073425292969,10.019772715069633,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2000,9995.0,49.135341796875,10.20552771194459,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2050,10245.0,50.01377319335938,10.39910371862435,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2100,10495.0,49.846826171875,10.412534452085977,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2150,10745.0,50.30736389160156,10.526979734970702,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2200,10995.0,50.644317626953125,10.59448957183803,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2250,11245.0,50.756483764648436,10.419731338258186,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2300,11495.0,50.91655822753906,10.60848701272354,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2350,11745.0,50.66570251464844,11.028772155577736,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2400,11995.0,50.55098999023438,10.994097709440448,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2450,12245.0,50.51537902832031,10.922505667777735,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2500,12495.0,50.33832702636719,10.981917851018133,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2550,12745.0,50.051560668945314,10.908869008306345,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2600,12995.0,50.03764587402344,10.87586972434043,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2650,13245.0,49.97734497070312,11.037867589771842,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2700,13495.0,50.08401916503906,11.101344621306016,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2750,13745.0,49.98900817871094,11.243828115182593,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2800,13995.0,50.341004638671876,11.19465945916697,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2850,14245.0,50.275758056640626,11.282139311989331,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2900,14495.0,49.927001953125,11.296656005657274,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,2950,14745.0,49.519364013671876,11.363571258365859,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,3000,14995.0,49.38801147460938,11.414889977956518,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,3050,15245.0,49.08754089355469,11.861826941858341,50
dynamic_120,Dynamic 120,flat_lstm,Flat LSTM,3100,15495.0,48.92427978515625,11.87917705498791,50
