scenario,scenario_label,scenario_group,method,method_label,episode_id,reset_seed,vector_env_index,num_rso,mean_uncertainty,max_uncertainty,p90_uncertainty,p95_uncertainty,p99_uncertainty,custody,fine_custody,mean_age,episode_return
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,26,30001,6,30,39.302574157714844,109.17189025878906,108.03813171386719,108.36755638122558,109.00832496643066,0.5333333333333333,0.03333333333333333,8944.974609375,-764.4268694892526
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,27,30001,7,30,31.52197265625,120.27117156982422,104.90387573242188,107.82193107604981,116.8337272644043,0.5666666666666667,0.06666666666666667,7412.04931640625,-725.1692892238498
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,28,30001,8,30,44.282310485839844,119.44329071044922,108.7753517150879,108.94229393005371,116.41605949401857,0.43333333333333335,0.0,8919.1025390625,-755.7220153436065
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,29,30001,9,30,52.33632278442383,119.50619506835938,108.37392654418946,112.31829185485839,118.16105545043946,0.36666666666666664,0.0,9684.791015625,-773.1670021787286
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,30,30001,10,30,43.53624725341797,113.60287475585938,106.31180953979492,108.53460464477538,112.15069320678711,0.4666666666666667,0.03333333333333333,9331.587890625,-749.253140732646
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,31,30001,11,30,21.796480178833008,117.4346923828125,107.18980178833007,108.03088302612305,114.89805084228516,0.6333333333333333,0.03333333333333333,6988.92431640625,-712.0519134476781
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,32,30001,12,30,34.51807403564453,108.47200012207031,103.51324996948242,104.00139617919922,107.18595924377442,0.5666666666666667,0.03333333333333333,6588.61474609375,-746.4143500030041
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,33,30001,13,30,32.94342803955078,115.9874267578125,107.99298400878907,108.48547973632813,113.83043670654297,0.6,0.0,9416.3212890625,-742.7389783188701
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,34,30001,14,30,28.701507568359375,114.67786407470703,104.90314025878907,107.48822288513183,112.71471107482911,0.5,0.03333333333333333,8096.29052734375,-723.8652738630772
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,35,30001,15,30,39.21689987182617,119.18993377685547,109.01800994873047,112.51627159118651,117.79080635070801,0.5333333333333333,0.0,8208.310546875,-739.7126063406467
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,36,30001,16,30,37.92589569091797,108.43450164794922,107.11246719360352,108.0435562133789,108.42871589660645,0.4666666666666667,0.0,8219.86328125,-746.7779041230679
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,37,30001,17,30,37.54924392700195,113.07270812988281,106.30955200195312,107.54332618713379,111.5667865753174,0.5333333333333333,0.03333333333333333,7794.4775390625,-741.9028957039118
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,38,30001,18,30,35.281639099121094,120.08197784423828,108.13145370483399,112.09589462280272,118.49517967224122,0.5,0.03333333333333333,8975.62109375,-748.8109694197774
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,39,30001,19,30,41.29892349243164,108.90487670898438,106.54473724365235,107.64169082641601,108.78022750854493,0.36666666666666664,0.03333333333333333,8789.7763671875,-769.1573599502444
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,40,30002,0,30,38.00032424926758,115.42619323730469,109.1985336303711,114.9233097076416,115.39347221374511,0.5,0.0,6958.3359375,-759.5511477664113
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,41,30002,1,30,42.740665435791016,114.6412124633789,107.59147109985352,107.92529792785645,112.75867500305176,0.4666666666666667,0.0,9094.767578125,-760.0884698629379
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,42,30002,2,30,30.419939041137695,119.30819702148438,104.81004180908204,107.33935890197753,116.0265830230713,0.5333333333333333,0.0,7797.5400390625,-722.11823117733
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,43,30002,3,30,41.97044372558594,108.8194808959961,107.75976486206055,108.55737762451172,108.79226905822753,0.43333333333333335,0.1,10253.0107421875,-750.7059784084558
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,44,30002,4,30,36.59812927246094,109.08583068847656,108.4586669921875,108.68907356262207,108.98675605773926,0.5333333333333333,0.1,8206.0498046875,-760.5021007284522
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,45,30002,5,30,28.34996795654297,118.78491973876953,106.72077255249023,107.50362930297851,115.6818409729004,0.5,0.06666666666666667,6381.1416015625,-744.3766924962401
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,46,30002,6,30,53.78419494628906,109.03675842285156,107.43244247436523,108.03849067687987,108.8272412109375,0.3333333333333333,0.0,8165.17236328125,-784.84248829633
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,47,30002,7,30,49.986087799072266,119.69166564941406,108.54661712646484,110.64996070861815,117.5012819671631,0.43333333333333335,0.03333333333333333,10119.0556640625,-783.0791107490659
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,48,30002,8,30,36.95802688598633,115.929443359375,109.33231811523439,113.97945747375488,115.60260040283204,0.5,0.0,8076.482421875,-779.2785960510373
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,49,30002,9,30,43.09095764160156,119.56217956542969,109.39844818115235,115.40262298583984,118.41470245361329,0.4666666666666667,0.03333333333333333,6625.857421875,-782.2226728051901
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,50,30002,10,30,27.34720802307129,111.2817611694336,106.27908325195312,107.84127578735351,110.37742500305175,0.6,0.03333333333333333,6752.38525390625,-731.7424919381738
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,51,30002,11,30,47.576969146728516,120.18783569335938,109.49480209350587,118.16249465942383,119.83715942382813,0.4666666666666667,0.06666666666666667,7709.7158203125,-772.6608655899763
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,52,30002,12,30,36.72245788574219,114.46553039550781,110.32052688598634,113.97353935241699,114.41304267883301,0.6,0.06666666666666667,6970.4501953125,-761.548088811338
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,53,30002,13,30,24.902772903442383,111.06889343261719,99.02326278686523,104.84394302368162,110.4050210571289,0.6666666666666666,0.0,5879.7568359375,-722.9551034495234
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,54,30002,14,30,48.8243408203125,108.43321990966797,107.96214065551757,108.22888526916503,108.39520874023438,0.4666666666666667,0.06666666666666667,9718.8271484375,-762.2138222232461
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,55,30002,15,30,36.478538513183594,117.96257781982422,108.24436645507812,112.23612518310544,117.18124031066895,0.5333333333333333,0.0,9625.6845703125,-746.4847009629011
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,56,30002,16,30,14.461681365966797,114.46534729003906,21.440208816528454,107.24393348693847,112.4383098602295,0.6666666666666666,0.0,7145.7333984375,-728.7930931672454
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,57,30002,17,30,34.29433822631836,108.10665893554688,105.67146759033203,107.75352973937989,108.0650479888916,0.6,0.0,7989.078125,-725.8360047787428
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,58,30002,18,30,39.7052116394043,116.10218048095703,107.72032775878907,110.58206558227538,114.96074356079102,0.6333333333333333,0.03333333333333333,9135.087890625,-766.0618129745126
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,59,30002,19,30,27.630826950073242,116.98792266845703,108.67357864379883,116.03402137756348,116.92708045959472,0.6,0.0,6819.45166015625,-723.9191131144762
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,60,30003,0,30,25.11269187927246,107.84161376953125,103.32850875854493,104.85372428894043,107.12122245788575,0.6,0.03333333333333333,7705.109375,-720.2968117594719
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,61,30003,1,30,49.224979400634766,114.05709075927734,107.24800338745118,111.35633888244628,113.89987983703614,0.4666666666666667,0.0,9541.0341796875,-783.8514127209783
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,62,30003,2,30,41.25722122192383,118.95478057861328,106.34826736450195,108.00851325988769,115.97119361877442,0.4666666666666667,0.03333333333333333,7254.0517578125,-745.8033894822001
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,63,30003,3,30,45.24643325805664,119.263427734375,108.22207260131836,108.76737594604492,116.30743759155274,0.43333333333333335,0.03333333333333333,8868.0673828125,-776.5830378234386
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,64,30003,4,30,27.63367462158203,113.741455078125,104.56154251098633,105.93156089782714,111.75273635864258,0.5666666666666667,0.03333333333333333,6696.255859375,-744.4327225163579
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,65,30003,5,30,34.67707061767578,110.87713623046875,107.37596130371094,108.49179611206054,110.28026573181153,0.6,0.03333333333333333,7252.43994140625,-760.5487452149391
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,66,30003,6,30,31.00609016418457,118.200927734375,107.07898559570313,108.22455558776855,115.46282920837403,0.5333333333333333,0.0,8441.212890625,-724.9427818506956
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,67,30003,7,30,30.203279495239258,108.5157699584961,106.59387893676758,106.8913745880127,108.06547920227051,0.5666666666666667,0.1,8038.69580078125,-737.3509173616767
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,68,30003,8,30,46.92534637451172,120.69244384765625,108.84593887329102,115.19447479248043,120.52916397094727,0.4666666666666667,0.03333333333333333,10005.9853515625,-785.1929627433419
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,69,30003,9,30,42.43633270263672,113.90074157714844,107.40360260009766,108.31825904846191,112.31840827941895,0.4666666666666667,0.06666666666666667,9757.7919921875,-765.1164640784264
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,70,30003,10,30,28.55276870727539,107.8364028930664,103.91143035888672,105.42858276367187,107.14771705627442,0.5666666666666667,0.06666666666666667,7669.24072265625,-730.1744494885206
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,71,30003,11,30,39.184303283691406,108.75228118896484,107.5790802001953,108.50407180786132,108.70998435974121,0.4,0.03333333333333333,9923.017578125,-768.9056092873216
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,72,30003,12,30,43.381370544433594,118.85601806640625,109.08634643554689,115.4124687194824,118.67166168212891,0.5666666666666667,0.03333333333333333,6478.39599609375,-765.905899129808
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,73,30003,13,30,17.298648834228516,108.64220428466797,50.62080917358405,101.0999862670898,108.62356376647949,0.6333333333333333,0.0,6171.8486328125,-752.0866152942181
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,74,30003,14,30,17.144336700439453,108.75821685791016,78.18277816772465,105.35119934082032,107.95354606628418,0.6,0.0,7383.3681640625,-718.9632342904806
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,75,30003,15,30,31.15386962890625,108.09710693359375,105.2155632019043,106.68737487792968,107.69096488952637,0.5666666666666667,0.03333333333333333,8400.2373046875,-724.5626607090235
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,76,30003,16,30,37.37961196899414,108.59123992919922,108.3170654296875,108.47385025024414,108.59119789123535,0.4666666666666667,0.0,11157.720703125,-776.5932012274861
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,77,30003,17,30,54.683509826660156,109.09147644042969,107.8886329650879,108.38577766418457,108.91004501342773,0.36666666666666664,0.06666666666666667,8102.30517578125,-775.497791312635
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,78,30003,18,30,24.826051712036133,108.41111755371094,99.50208206176758,106.87470169067382,108.2395539855957,0.4666666666666667,0.03333333333333333,7303.064453125,-764.78276822716
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,79,30003,19,30,35.816749572753906,113.4368667602539,108.34202499389649,110.03254165649413,112.74305229187011,0.5333333333333333,0.0,7306.07080078125,-758.1228090450168
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,80,30004,0,30,33.5974006652832,115.68948364257812,104.61233367919922,108.65051383972168,113.71976165771486,0.5666666666666667,0.03333333333333333,6870.93212890625,-751.510742969811
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,81,30004,1,30,39.37903594970703,114.59353637695312,108.25226135253907,108.79068717956542,113.01201507568359,0.4666666666666667,0.03333333333333333,7951.7685546875,-754.7534718364477
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,82,30004,2,30,33.7006721496582,120.0850830078125,108.07228393554688,108.50534324645996,116.75748168945313,0.5333333333333333,0.06666666666666667,7327.73974609375,-762.9864037111402
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,83,30004,3,30,42.08210754394531,118.06312561035156,108.71167221069337,109.06424903869629,115.49948463439942,0.5666666666666667,0.0,8146.5322265625,-775.8050643205643
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,84,30004,4,30,43.613014221191406,110.25209045410156,108.18597946166992,108.50950393676757,109.77785797119141,0.4666666666666667,0.1,9759.4248046875,-752.3610499426723
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,85,30004,5,30,47.27542495727539,114.88937377929688,108.44078750610352,111.49460906982421,114.62167823791503,0.5,0.0,9055.7236328125,-760.3355745971203
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,86,30004,6,30,28.53870964050293,120.1124038696289,105.7085968017578,106.25759544372559,116.11575729370118,0.6333333333333333,0.0,8218.0908203125,-733.1027839407325
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,87,30004,7,30,34.22894287109375,119.6455307006836,108.25876159667969,112.36397132873535,117.90584709167481,0.5,0.03333333333333333,7149.55712890625,-753.6103569716215
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,88,30004,8,30,42.42056655883789,114.44428253173828,108.23389587402343,108.55723304748535,112.79811347961426,0.4,0.03333333333333333,9263.32421875,-750.8629784658551
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,89,30004,9,30,43.66748809814453,118.45772552490234,107.62655105590821,111.75888137817381,117.3104165649414,0.4,0.06666666666666667,8775.9970703125,-752.5522434338927
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,90,30004,10,30,27.636503219604492,109.92312622070312,101.39550781250001,108.02337951660157,109.55150177001953,0.6333333333333333,0.03333333333333333,6468.9638671875,-716.9597861096263
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,91,30004,11,30,30.37093162536621,119.54769897460938,101.85158081054689,108.77310485839844,116.44754737854005,0.5,0.0,6265.21435546875,-738.2496168762445
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,92,30004,12,30,40.85532760620117,120.42826843261719,108.84433517456054,111.75500183105467,118.58439041137696,0.5,0.0,7412.40087890625,-797.9407647624612
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,93,30004,13,30,34.39801788330078,114.04071044921875,105.909139251709,107.75421600341797,112.23076148986817,0.43333333333333335,0.0,7521.37060546875,-734.5764968469739
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,94,30004,14,30,23.257741928100586,110.29287719726562,99.7061752319336,102.48874588012694,108.52506576538086,0.7,0.0,6860.8056640625,-698.7180195450783
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,95,30004,15,30,33.768489837646484,115.19234466552734,107.97843170166016,108.15863571166992,113.1885652923584,0.5666666666666667,0.06666666666666667,6977.826171875,-743.8502988889813
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,96,30004,16,30,29.869853973388672,120.3524169921875,104.96233749389648,108.40320091247558,117.04725952148438,0.6,0.06666666666666667,8426.3291015625,-712.0572893321514
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,97,30004,17,30,47.10923767089844,120.33647155761719,109.22360916137696,116.79372940063475,120.04325233459473,0.5,0.0,8484.0048828125,-756.4222860857844
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,98,30004,18,30,29.17234230041504,119.18014526367188,108.53643341064453,111.298038482666,117.53053573608399,0.6333333333333333,0.0,6711.93994140625,-745.5337964445353
id_fixed_30,ID: fixed 30,in_distribution,random_feasible,Random feasible,99,30004,19,30,32.765830993652344,109.24178314208984,106.26585464477539,108.02758750915527,108.91731422424317,0.5666666666666667,0.06666666666666667,8189.2783203125,-723.5593253746629
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,0,30000,0,30,2.5703775882720947,25.364337921142578,3.0863289833068874,12.039425373077353,23.25678230285645,0.9333333333333333,0.0,2184.5,-531.9389878883958
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,1,30000,1,30,3.2999422550201416,28.097145080566406,3.6420711994171144,13.38872995376582,26.10932630538941,0.9333333333333333,0.1,2875.333251953125,-540.4198941141367
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,2,30000,2,30,2.592597723007202,36.78046798706055,2.733039331436158,11.83023905754085,31.600574417114274,0.9333333333333333,0.03333333333333333,2735.0,-534.865633353591
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,3,30000,3,30,2.118295431137085,26.900066375732422,1.9960541248321535,7.741065168380708,22.691737632751476,0.9333333333333333,0.0,2693.5,-465.46022970601916
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,4,30000,4,30,4.66306209564209,28.39769172668457,20.104583168029787,21.31835308074951,26.381844139099126,0.8333333333333334,0.03333333333333333,2951.666748046875,-609.0353365316987
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,5,30000,5,30,3.423624277114868,29.594013214111328,4.5874989509582536,16.922650527954044,28.60264961242676,0.9,0.0,2518.666748046875,-445.20388693362474
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,6,30000,6,30,11.032461166381836,83.45885467529297,30.612567329406765,64.25850467681876,81.87812545776367,0.7666666666666667,0.0,4019.0,-646.3011903464794
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,7,30000,7,30,4.269220352172852,47.9455680847168,5.261862754821795,21.455532932281468,41.49596538543703,0.9,0.0,2620.0,-562.3778102248907
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,8,30000,8,30,9.334439277648926,82.0255126953125,29.43906612396241,33.84940929412842,68.07417671203618,0.7,0.1,2590.666748046875,-663.5204804465175
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,9,30000,9,30,5.154647350311279,37.25959777832031,28.07909622192383,31.309667587280266,35.84631462097168,0.8666666666666667,0.03333333333333333,2835.0,-601.6324327066541
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,10,30000,10,30,6.297107219696045,24.758079528808594,19.424266052246097,22.39011859893798,24.384242000579835,0.7,0.06666666666666667,2227.666748046875,-661.6203647628427
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,11,30000,11,30,8.600141525268555,103.80143737792969,6.5023053169250815,59.711986541747876,98.74335433959962,0.9,0.0,3008.333251953125,-592.4068585634232
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,12,30000,12,30,2.3499932289123535,25.53243637084961,3.744818902015686,4.257809329032896,19.43879621505739,0.9666666666666667,0.06666666666666667,3278.666748046875,-392.59607626870275
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,13,30000,13,30,2.3963637351989746,26.214874267578125,2.4620355129241944,10.979337263107256,23.78312629699708,0.9333333333333333,0.1,2254.0,-527.823858436197
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,14,30000,14,30,11.933707237243652,85.38040161132812,28.87835636138916,49.406911468505754,79.8186152648926,0.7,0.0,2952.5,-676.3595065250993
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,15,30000,15,30,6.275582790374756,27.900585174560547,27.198536682128907,27.40467014312744,27.75983985900879,0.7666666666666667,0.0,2687.333251953125,-535.6374875977635
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,16,30000,16,30,2.0066592693328857,19.531368255615234,3.0395552635192877,3.6583399891853325,14.960474519729628,0.9666666666666667,0.0,2895.0,-528.1694905757904
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,17,30000,17,30,2.998828649520874,33.20315170288086,3.95693635940552,17.020608139038025,31.249624843597417,0.9,0.0,3550.166748046875,-546.7397990226746
id_fixed_30,ID: fixed 30,in_distribution,oldest_first,Oldest first,18,30000,18,30,4.746360778808594,101.79212951660156,2.251677894592285,10.77305221557613,77.40633811950691,0.9333333333333333,0.0,3089.833251953125,-542.4517320618033
