representation,scenario,episode_id,time_h,mean_u_km,pre_umap_1,pre_umap_2,post_umap_1,post_umap_2,visible_fraction,latent_knn_distance,umap_knn_distance,latent_cross_scenario_fraction,umap_cross_scenario_fraction,projection_mismatch,latent_neighbor_scenario,umap_neighbor_scenario,high_dimensional_outlier,projected_outlier,projection_intrusion,audit_priority
encoder,catalogue_120,2,1.9444444444444444,10.064929,-0.23356844,15.263204,-5.4589763,12.461222,0.5,0.015710728,0.1543672666553773,0.13333333333333333,0.6,0.4666666666666667,catalogue_120,id,False,False,True,0.8256578947368421
encoder,catalogue_120,1,0.0,7.963488,2.9325187,9.2361965,19.695982,2.7926564,0.6666666666666666,0.027386487,0.40779042990997305,0.13333333333333333,0.6,0.4666666666666667,catalogue_120,id,False,True,True,0.8256578947368421
encoder,catalogue_120,1,5.055555555555555,2.8762848,-0.06321846,16.755697,-2.7854614,9.441795,0.6333333333333333,0.115902185,0.20031840703980622,0.0,0.0,0.0,catalogue_120,catalogue_120,True,False,False,0.8256578947368421
encoder,catalogue_120,1,3.9166666666666665,4.941828,0.80185074,13.483208,2.0063193,11.539916,0.5666666666666667,0.058222,0.18534652370744778,0.4,0.8666666666666667,0.4666666666666667,catalogue_120,id,False,False,True,0.8256578947368421
encoder,catalogue_120,6,2.0,9.155047,-5.412782,2.6016753,-5.7484593,3.1829967,0.3333333333333333,0.030835085,0.1743273822298684,0.4666666666666667,0.9333333333333333,0.4666666666666667,catalogue_120,inclination_150,False,False,True,0.8256578947368421
encoder,id,7,2.7222222222222223,1.7636257,8.462386,9.578426,2.0882087,7.4715323,0.13333333333333333,0.11509735,0.13306718361777964,0.2,0.0,-0.2,id,id,True,False,False,0.8223684210526315
recurrent,catalogue_120,2,2.1944444444444446,6.971668,1.6928391,10.367562,-1.1566827,11.553775,0.7666666666666667,0.11497825,0.28813016383121365,0.5333333333333333,0.8666666666666667,0.33333333333333337,catalogue_120,id,True,False,True,0.819078947368421
recurrent,id,7,2.805555555555556,1.4247304,9.362985,9.195754,5.2143292,-5.6895604,0.16666666666666666,0.11434507,0.27413655158272354,0.8,0.8666666666666667,0.06666666666666665,inclination_150,inclination_150,True,False,False,0.8157894736842105
encoder,id,2,2.805555555555556,3.3897848,-3.7624161,11.040489,-1.0464137,12.104892,0.26666666666666666,0.11407236,0.14297738498459,0.6,0.8,0.20000000000000007,catalogue_120,catalogue_120,True,False,False,0.8125
recurrent,id,7,3.0277777777777777,1.2173369,9.460599,9.445696,2.9579716,6.5831633,0.2,0.11389964,0.19540039877624174,0.13333333333333333,0.06666666666666667,-0.06666666666666667,id,id,True,False,False,0.8092105263157895
encoder,catalogue_120,1,5.027777777777778,2.860013,4.144371,13.183965,-2.9695508,9.126827,0.6333333333333333,0.113326944,0.13101957894036004,0.0,0.06666666666666667,0.06666666666666667,catalogue_120,catalogue_120,True,False,False,0.805921052631579
recurrent,catalogue_120,2,2.805555555555556,5.8802295,-5.1993356,11.969417,-3.9230661,9.364299,0.6,0.11203172,0.321793231722832,0.3333333333333333,0.13333333333333333,-0.19999999999999998,catalogue_120,catalogue_120,True,False,False,0.8026315789473685
recurrent,id,7,2.7777777777777777,1.557848,9.125968,9.354961,2.5623531,7.02642,0.13333333333333333,0.11199052,0.2226494323063557,0.26666666666666666,0.4,0.13333333333333336,id,id,True,False,False,0.7993421052631579
recurrent,catalogue_120,2,2.7777777777777777,5.9086313,-5.5406146,11.397037,-3.7061217,9.21832,0.6,0.11170767,0.13668240042403185,0.2,0.13333333333333333,-0.06666666666666668,catalogue_120,catalogue_120,True,False,False,0.7927631578947368
recurrent,id,2,2.805555555555556,3.3897848,-3.7624161,11.040489,-1.0464137,12.104892,0.26666666666666666,0.109334774,0.08164050501685025,0.6,0.0,-0.6,catalogue_120,id,True,False,False,0.7894736842105263
encoder,id,7,2.6944444444444446,1.8236109,8.252877,9.539468,2.13522,7.436015,0.13333333333333333,0.109315604,0.2259171100415442,0.0,0.06666666666666667,0.06666666666666667,id,id,True,False,False,0.7861842105263158
recurrent,id,2,2.888888888888889,1.2374482,9.269772,9.464828,2.8802924,6.6815,0.16666666666666666,0.10847648,0.1960452691965364,0.13333333333333333,0.06666666666666667,-0.06666666666666667,id,id,True,False,False,0.7828947368421053
encoder,id,6,1.6111111111111112,10.261258,2.7479675,10.455788,0.21054523,13.302536,0.16666666666666666,0.023225375,0.2858844787734579,0.2,0.6666666666666666,0.4666666666666666,id,catalogue_120,False,False,True,0.7796052631578947
recurrent,id,7,3.083333333333333,1.2137588,9.417825,9.526146,2.9531643,6.5981584,0.16666666666666666,0.10802701,0.18802459998200424,0.2,0.06666666666666667,-0.13333333333333336,id,id,True,False,False,0.7796052631578947
recurrent,id,2,0.4444444444444444,11.948355,-0.31455252,11.658684,0.528315,13.723925,0.16666666666666666,0.011378204,0.2504933257826941,0.2,0.6666666666666666,0.4666666666666666,id,catalogue_120,False,False,True,0.7796052631578947
recurrent,id,3,2.333333333333333,3.3665032,5.0613523,9.486867,1.7544528,10.043545,0.13333333333333333,0.004199028,0.19120069242480575,0.2,0.6666666666666666,0.4666666666666666,id,catalogue_120,False,False,True,0.7796052631578947
recurrent,id,3,2.361111111111111,3.3950398,5.0944123,9.39086,1.7070268,10.011122,0.13333333333333333,0.0047227023,0.2000517584202499,0.2,0.6666666666666666,0.4666666666666666,id,catalogue_120,False,False,True,0.7796052631578947
recurrent,id,7,1.5277777777777777,10.746586,0.14872622,12.842846,-2.285929,15.130257,0.16666666666666666,0.013424126,0.1836355287001831,0.26666666666666666,0.7333333333333333,0.4666666666666666,id,catalogue_120,False,False,True,0.7796052631578947
recurrent,id,6,1.4444444444444444,9.94658,-0.52337945,11.7821045,0.6496314,13.858575,0.1,0.009415404,0.12701086635756956,0.26666666666666666,0.7333333333333333,0.4666666666666666,id,catalogue_120,False,False,True,0.7796052631578947
recurrent,id,5,1.6944444444444444,12.348942,3.1773553,10.55758,0.7254074,13.761277,0.23333333333333334,0.008846561,0.1499115788651955,0.2,0.6666666666666666,0.4666666666666666,id,catalogue_120,False,False,True,0.7796052631578947
recurrent,id,6,1.7222222222222223,6.1504354,3.5902398,10.107508,1.5870911,12.352009,0.23333333333333334,0.004052937,0.12458505796898318,0.2,0.6666666666666666,0.4666666666666666,id,catalogue_120,False,False,True,0.7796052631578947
encoder,catalogue_120,1,1.6111111111111112,14.925223,0.8952742,14.115442,-2.8519852,15.541448,0.7666666666666667,0.017594067,0.1730949298354229,0.2,0.6666666666666666,0.4666666666666666,catalogue_120,id,False,False,True,0.7796052631578947
recurrent,id,7,3.055555555555556,1.173903,9.474611,9.475101,2.9576972,6.586419,0.2,0.10796429,0.19332705048485802,0.2,0.06666666666666667,-0.13333333333333336,id,id,True,False,False,0.7763157894736842
encoder,id,0,2.833333333333333,3.4803183,-3.4880419,10.414308,-0.8974359,11.710997,0.16666666666666666,0.10720829,0.06785480744252077,0.13333333333333333,0.0,-0.13333333333333333,id,id,True,False,False,0.7730263157894737
encoder,catalogue_120,0,4.75,2.9853609,4.2937713,12.841113,-1.5600483,9.241541,0.4666666666666667,0.107107274,0.12879179766126675,0.0,0.06666666666666667,0.06666666666666667,catalogue_120,catalogue_120,True,False,False,0.7697368421052632
encoder,catalogue_120,2,3.8333333333333335,2.530847,4.241976,13.358093,-3.4165993,8.816493,0.8333333333333334,0.10608418,0.13592844493649706,0.0,0.0,0.0,catalogue_120,catalogue_120,True,False,False,0.7664473684210527
encoder,catalogue_120,5,3.861111111111111,2.9989617,5.2117953,10.739531,2.077671,10.074335,0.7666666666666667,0.10519639,0.11769449721153803,0.13333333333333333,0.0,-0.13333333333333333,catalogue_120,catalogue_120,True,False,False,0.7631578947368421
recurrent,id,7,3.138888888888889,1.0860611,12.789742,10.4869995,6.66277,5.707864,0.16666666666666666,0.10509739,0.06960030112757316,0.0,0.0,0.0,id,id,True,False,False,0.7598684210526315
recurrent,id,2,2.861111111111111,1.3260834,9.2543,9.36418,2.9081073,6.61081,0.26666666666666666,0.10487844,0.19278222360278285,0.4,0.06666666666666667,-0.33333333333333337,id,id,True,False,False,0.756578947368421
recurrent,id,1,2.9444444444444446,1.3305222,9.149541,9.497404,2.5241528,7.0619164,0.1,0.1047194,0.19738307747900302,0.26666666666666666,0.4,0.13333333333333336,id,id,True,False,False,0.7532894736842105
recurrent,catalogue_120,4,4.861111111111111,2.8200996,10.937218,11.193704,3.0784574,8.313606,0.7333333333333333,0.10262909,0.5065535593723234,0.4,0.4,0.0,catalogue_120,catalogue_120,True,True,False,0.75
recurrent,catalogue_120,6,5.527777777777778,1.2766901,11.762914,11.010981,4.4474883,6.9016557,0.8,0.10246091,0.1587840030233819,0.7333333333333333,1.0,0.2666666666666667,id,id,True,False,False,0.7467105263157895
encoder,catalogue_120,3,4.527777777777778,2.943107,4.204064,12.9499655,-1.7883373,9.332051,0.6666666666666666,0.102315806,0.10311185839787793,0.0,0.0,0.0,catalogue_120,catalogue_120,True,False,False,0.743421052631579
encoder,catalogue_120,0,5.166666666666667,2.0975883,4.908932,9.859015,2.0097196,9.660331,0.4,0.101909444,0.17527817921232955,0.06666666666666667,0.4666666666666667,0.4,catalogue_120,catalogue_120,True,False,False,0.7401315789473685
recurrent,id,5,0.3888888888888889,9.277461,1.0889134,10.3700075,-3.8221498,9.33684,0.13333333333333333,0.10168155,0.23459102354251424,0.5333333333333333,0.9333333333333333,0.4,catalogue_120,catalogue_120,True,False,False,0.7368421052631579
encoder,id,3,1.8888888888888888,6.7054358,0.91736525,14.057213,2.038669,11.546788,0.2,0.10123204,0.14393497720198997,0.9333333333333333,0.4666666666666667,-0.4666666666666667,catalogue_120,id,True,False,False,0.7335526315789473
recurrent,id,2,2.9166666666666665,1.2683243,9.057122,9.538422,2.8434699,6.777703,0.16666666666666666,0.10114915,0.21800599511422558,0.13333333333333333,0.06666666666666667,-0.06666666666666667,id,id,True,False,False,0.7302631578947368
recurrent,catalogue_120,6,0.3611111111111111,10.840023,1.1329215,10.352528,-3.7783575,9.334589,0.3,0.100932285,0.21156103666278728,0.5333333333333333,0.13333333333333333,-0.4,id,catalogue_120,True,False,False,0.7269736842105263
recurrent,catalogue_120,1,4.944444444444445,4.4035788,-4.537282,14.643323,-2.4019392,15.28876,0.8333333333333334,0.041880716,0.14729413314849482,0.13333333333333333,0.5333333333333333,0.4,catalogue_120,id,False,False,True,0.725328947368421
recurrent,id,7,0.8055555555555556,18.791485,-0.12900497,12.938565,-2.4703884,14.083741,0.1,0.0127956625,0.24355432479295105,0.4,0.8,0.4,id,catalogue_120,False,False,True,0.725328947368421
recurrent,id,1,3.0,1.1153545,9.52611,9.373582,10.452771,4.8633184,0.13333333333333333,0.0952486,0.11071993245375897,0.13333333333333333,0.5333333333333333,0.4,id,catalogue_120,True,False,True,0.725328947368421
recurrent,catalogue_120,5,4.388888888888889,2.7841334,5.636333,10.168139,1.9993323,10.360515,0.4666666666666667,0.0039979857,0.12522812109655854,0.13333333333333333,0.5333333333333333,0.4,catalogue_120,id,False,False,True,0.725328947368421
recurrent,catalogue_120,2,4.972222222222222,2.5241013,8.165757,9.957925,1.9232193,7.738631,0.4,0.03804921,0.18834210611898508,0.4,0.8,0.4,catalogue_120,id,False,False,True,0.725328947368421
recurrent,catalogue_120,6,5.0,1.6393888,16.046423,7.450645,11.035927,5.720742,0.6,0.06200869,0.14008692540263967,0.4,0.8,0.4,catalogue_120,id,False,False,True,0.725328947368421
recurrent,catalogue_120,3,3.611111111111111,3.8593764,3.1595495,10.4781475,1.3679819,11.463306,0.6666666666666666,0.011238305,0.1713186284844335,0.4,0.8,0.4,catalogue_120,id,False,False,True,0.725328947368421
recurrent,catalogue_120,3,5.527777777777778,1.2849942,6.893436,9.4508095,1.4360287,8.428105,0.4666666666666667,0.022379553,0.14403223996302453,0.4666666666666667,0.8666666666666667,0.4,catalogue_120,id,False,False,True,0.725328947368421
recurrent,id,6,2.7777777777777777,1.9617974,6.541131,9.443056,2.3956554,9.477257,0.16666666666666666,0.008364459,0.16875405803035184,0.13333333333333333,0.5333333333333333,0.4,id,catalogue_120,False,False,True,0.725328947368421
recurrent,id,6,2.805555555555556,1.929987,6.7925086,9.562729,2.4039886,9.331861,0.13333333333333333,0.0048505464,0.14938410658950976,0.13333333333333333,0.5333333333333333,0.4,id,catalogue_120,False,False,True,0.725328947368421
encoder,id,2,0.4722222222222222,11.659072,-0.018417988,13.705012,-4.177839,13.661843,0.13333333333333333,0.03246844,0.2410328476124954,0.13333333333333333,0.5333333333333333,0.4,id,catalogue_120,False,False,True,0.725328947368421
encoder,catalogue_120,2,5.0,2.4857686,8.583224,9.738798,2.4620433,7.154038,0.36666666666666664,0.06990971,0.13569556014949358,0.4666666666666667,0.8666666666666667,0.4,catalogue_120,id,False,False,True,0.725328947368421
encoder,catalogue_120,5,5.222222222222222,1.1501908,9.616552,9.235187,10.465441,4.733509,0.6666666666666666,0.0504334,0.12897795062636838,0.4666666666666667,0.8666666666666667,0.4,catalogue_120,id,False,False,True,0.725328947368421
encoder,id,1,1.0833333333333333,16.933817,0.64216137,14.87374,-4.986254,13.897198,0.13333333333333333,0.0041623753,0.16350164171337572,0.4666666666666667,0.8666666666666667,0.4,id,catalogue_120,False,False,True,0.725328947368421
encoder,id,6,2.25,4.089107,4.543877,9.826277,2.057868,11.139904,0.2,0.012197411,0.12457570354635084,0.4,0.8,0.4,id,catalogue_120,False,False,True,0.725328947368421
recurrent,id,3,2.4166666666666665,3.377305,5.09363,9.467601,1.9311223,10.506639,0.13333333333333333,0.005747064,0.13290046113873435,0.4,0.8,0.4,id,catalogue_120,False,False,True,0.725328947368421
encoder,id,5,3.0,1.4512641,7.795143,10.229148,2.810643,8.7522135,0.13333333333333333,0.061450455,0.25048600294497697,0.4,0.8,0.4,id,catalogue_120,False,False,True,0.725328947368421
recurrent,id,1,2.1944444444444446,4.2686844,4.4932847,10.120151,2.3277242,11.266916,0.16666666666666666,0.01018254,0.161960285721673,0.4666666666666667,0.8666666666666667,0.4,id,catalogue_120,False,False,True,0.725328947368421
encoder,catalogue_120,3,3.9722222222222223,3.9652786,1.0936018,13.808126,2.0414667,11.485506,0.5333333333333333,0.0794446,0.14477257033128457,0.13333333333333333,0.5333333333333333,0.4,catalogue_120,id,False,False,True,0.725328947368421
encoder,id,2,0.8055555555555556,18.264807,-0.06264809,13.417312,-2.7275732,14.906169,0.06666666666666667,0.011083992,0.16898149776004473,0.13333333333333333,0.5333333333333333,0.4,id,catalogue_120,False,False,True,0.725328947368421
encoder,catalogue_120,7,3.9166666666666665,9.278438,-0.115204684,14.296581,-4.059963,13.669806,0.4666666666666667,0.034793146,0.19905699220261086,0.4,0.8,0.4,catalogue_120,id,False,False,True,0.725328947368421
encoder,catalogue_120,6,4.444444444444445,2.192169,5.192934,9.836015,1.8092126,10.249189,0.6,0.019324629,0.18132914173742573,0.13333333333333333,0.5333333333333333,0.4,catalogue_120,id,False,False,True,0.725328947368421
encoder,id,7,2.75,1.5975846,8.709417,9.537998,2.0976963,7.454241,0.13333333333333333,0.10055375,0.2137287597473653,0.13333333333333333,0.26666666666666666,0.13333333333333333,id,id,True,False,False,0.7236842105263158
encoder,id,7,2.7777777777777777,1.557848,9.125968,9.354961,2.5623531,7.02642,0.13333333333333333,0.098777056,0.2673265771902241,0.13333333333333333,0.13333333333333333,0.0,id,id,True,False,False,0.7203947368421053
recurrent,catalogue_120,4,3.4444444444444446,2.367473,4.350254,13.137823,-2.6967683,8.980806,0.6333333333333333,0.0986513,0.3207619430612957,0.13333333333333333,0.06666666666666667,-0.06666666666666667,catalogue_120,catalogue_120,True,False,False,0.7171052631578947
recurrent,id,2,2.7777777777777777,2.8912606,-3.6275432,10.610459,-0.9758179,11.921455,0.26666666666666666,0.09762018,0.1969058606210567,0.2,0.0,-0.2,id,id,True,False,False,0.7138157894736842
encoder,catalogue_120,6,5.5,1.6708766,6.7187586,9.75358,2.8801227,10.118976,0.7,0.09679497,0.1861105416479947,0.06666666666666667,0.26666666666666666,0.2,catalogue_120,catalogue_120,True,False,False,0.7105263157894737
encoder,catalogue_120,5,5.111111111111111,1.204459,8.649048,9.681178,2.4660797,7.1391964,0.6333333333333333,0.09652187,0.16547558438464152,0.5333333333333333,0.8,0.2666666666666667,id,id,True,False,False,0.7072368421052632
recurrent,catalogue_120,0,5.138888888888889,1.96111,4.2979245,12.795623,-0.23932122,9.055896,0.4666666666666667,0.09485566,0.5894078921670199,0.0,0.0,0.0,catalogue_120,catalogue_120,True,True,False,0.7006578947368421
recurrent,id,0,3.0277777777777777,2.1441355,6.577331,9.147443,1.8731183,8.042767,0.1,0.09461978,0.2592760755190091,0.6,0.3333333333333333,-0.26666666666666666,inclination_150,id,True,False,False,0.6973684210526315
encoder,catalogue_120,1,5.361111111111111,3.445357,4.1231422,13.019354,-2.9478889,9.213194,0.26666666666666666,0.09429965,0.13266958519645156,0.06666666666666667,0.0,-0.06666666666666667,catalogue_120,catalogue_120,True,False,False,0.694078947368421
encoder,catalogue_120,1,5.138888888888889,2.9327703,4.2436047,12.869708,-1.5597043,9.253832,0.7,0.09405066,0.09708977113664462,0.0,0.0,0.0,catalogue_120,catalogue_120,True,False,False,0.6907894736842105
encoder,catalogue_120,1,4.861111111111111,4.276138,5.2432933,10.861419,1.1830839,9.686409,0.6333333333333333,0.093864605,0.15985435569373022,0.0,0.0,0.0,catalogue_120,catalogue_120,True,False,False,0.6875
recurrent,id,4,3.0277777777777777,1.1446527,9.53001,9.386972,10.472848,4.8495445,0.13333333333333333,0.09105158,0.09586658645377086,0.2,0.5333333333333333,0.3333333333333333,id,catalogue_120,False,False,True,0.6842105263157895
recurrent,catalogue_120,2,5.055555555555555,2.4480784,-5.7835617,12.965504,-7.7575474,2.3364184,0.5666666666666667,0.08412324,0.18854923638635387,0.5333333333333333,0.8,0.2666666666666667,catalogue_120,inclination_150,False,False,True,0.6776315789473685
encoder,catalogue_120,5,3.7222222222222223,3.1454682,3.862099,9.688293,-0.0039908197,10.9241705,0.5666666666666667,0.08293734,0.21141545975409437,0.3333333333333333,0.6,0.26666666666666666,catalogue_120,id,False,False,True,0.6710526315789473
encoder,catalogue_120,2,2.75,5.955114,2.7526488,10.408013,1.2641273,11.35625,0.6,0.07429417,0.2867044119991343,0.26666666666666666,0.5333333333333333,0.26666666666666666,catalogue_120,id,False,False,True,0.6513157894736842
recurrent,id,7,0.4444444444444444,12.041795,-0.35068935,13.305481,-3.7811222,13.054801,0.16666666666666666,0.067863,0.44057236612334094,0.3333333333333333,0.6666666666666666,0.3333333333333333,id,catalogue_120,False,True,True,0.6447368421052632
recurrent,catalogue_120,0,1.1388888888888888,21.751749,-1.1218029,15.509814,-6.3187127,10.882861,0.4,0.007498642,0.13492888919660498,0.2,0.6,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
recurrent,id,5,0.6666666666666666,16.19796,-0.009202434,12.323435,-2.1782,14.162096,0.1,0.01704135,0.2982397930338766,0.2,0.6,0.39999999999999997,id,catalogue_120,False,False,True,0.6414473684210527
recurrent,id,0,3.083333333333333,1.953064,6.6075892,9.482755,2.515458,9.737286,0.13333333333333333,0.016862452,0.22577232443887033,0.26666666666666666,0.6666666666666666,0.39999999999999997,id,catalogue_120,False,False,True,0.6414473684210527
recurrent,id,5,3.2222222222222223,1.3072046,10.761957,11.442011,3.2899277,8.485464,0.06666666666666667,0.042591255,0.5054890104848639,0.26666666666666666,0.6666666666666666,0.39999999999999997,id,catalogue_120,False,True,True,0.6414473684210527
recurrent,catalogue_120,0,1.3055555555555556,19.449247,-1.2482117,15.496558,-6.262787,10.914489,0.5,0.0066910703,0.10629364773436083,0.26666666666666666,0.6666666666666666,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
encoder,catalogue_120,4,1.5833333333333333,13.733334,-0.8651574,15.24002,-5.404941,12.269932,0.7333333333333333,0.02318436,0.31082184855552863,0.3333333333333333,0.7333333333333333,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
encoder,catalogue_120,4,0.0,7.99269,2.9403389,9.200269,19.724491,2.764196,0.7666666666666667,0.029476443,0.41570260997964775,0.2,0.6,0.39999999999999997,catalogue_120,id,False,True,True,0.6414473684210527
recurrent,catalogue_120,2,2.9722222222222223,5.7659016,-4.5922503,14.031536,-4.122775,13.852257,0.5333333333333333,0.06349729,0.18634077898551568,0.2,0.6,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
encoder,catalogue_120,2,1.9166666666666667,10.089511,-0.05855266,15.289352,-5.4886837,12.2598095,0.6333333333333333,0.014502247,0.15137494753854083,0.2,0.6,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
encoder,catalogue_120,1,4.694444444444445,5.2450876,4.751764,9.401908,0.9925526,9.70755,0.4666666666666667,0.023083901,0.16918290418340728,0.2,0.6,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
encoder,id,7,2.305555555555556,5.947415,-3.812766,10.835754,-1.222336,12.064411,0.1,0.03315346,0.17682633514546633,0.3333333333333333,0.7333333333333333,0.39999999999999997,id,catalogue_120,False,False,True,0.6414473684210527
recurrent,catalogue_120,0,4.555555555555555,4.0902233,4.898643,9.416787,0.92034733,9.45919,0.5666666666666667,0.0151064275,0.19687572394942743,0.2,0.6,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
encoder,catalogue_120,0,4.555555555555555,4.0902233,4.898643,9.416787,0.92034733,9.45919,0.5666666666666667,0.035079386,0.137587005904246,0.3333333333333333,0.7333333333333333,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
encoder,id,1,1.25,16.10514,0.11354294,14.826027,-5.1123533,13.415444,0.1,0.0064718327,0.17973635401997096,0.26666666666666666,0.6666666666666666,0.39999999999999997,id,catalogue_120,False,False,True,0.6414473684210527
encoder,catalogue_120,1,3.638888888888889,5.390947,3.2291374,10.63092,1.5749744,12.515801,0.5666666666666667,0.028230306,0.18575919167221827,0.2,0.6,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
recurrent,catalogue_120,0,5.0,2.8062682,5.8930106,9.750496,1.7816018,9.315554,0.6,0.008332845,0.10939644488595755,0.2,0.6,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
recurrent,id,3,2.5,3.2887788,5.2523403,9.348974,1.8312047,10.237725,0.1,0.005284651,0.1090101738331431,0.2,0.6,0.39999999999999997,id,catalogue_120,False,False,True,0.6414473684210527
recurrent,catalogue_120,1,5.083333333333333,3.0312464,2.7703846,10.57463,1.7240809,11.670678,0.6333333333333333,0.020726442,0.2649079090269822,0.2,0.6,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
encoder,id,1,1.5833333333333333,7.0649066,-0.9385574,15.664371,-4.5634236,9.611555,0.2,0.05190452,0.11200924876991912,0.2,0.6,0.39999999999999997,id,catalogue_120,False,False,True,0.6414473684210527
encoder,catalogue_120,5,2.1666666666666665,9.68867,0.24456201,14.157409,-3.9079373,14.6025,0.7333333333333333,0.029572953,0.23086762894448765,0.26666666666666666,0.6666666666666666,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
recurrent,id,6,2.305555555555556,3.4066594,5.0663543,9.409836,1.7266296,9.710438,0.16666666666666666,0.0056625684,0.1472319958649395,0.26666666666666666,0.6666666666666666,0.39999999999999997,id,catalogue_120,False,False,True,0.6414473684210527
encoder,id,7,1.5555555555555556,10.421099,-0.7596263,15.579548,-5.7101235,10.73407,0.16666666666666666,0.02029905,0.158080132189413,0.26666666666666666,0.6666666666666666,0.39999999999999997,id,catalogue_120,False,False,True,0.6414473684210527
recurrent,id,6,2.2222222222222223,4.0554338,4.513229,9.779619,1.9963253,11.060998,0.13333333333333333,0.0043605804,0.1631828490286514,0.3333333333333333,0.7333333333333333,0.39999999999999997,id,catalogue_120,False,False,True,0.6414473684210527
recurrent,catalogue_120,4,4.583333333333333,3.221172,6.7542,9.982364,2.4113483,9.425048,0.4,0.003765885,0.1535553263076041,0.2,0.6,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
recurrent,catalogue_120,6,4.527777777777778,2.0373433,6.0725107,10.028463,1.8482051,9.279078,0.8333333333333334,0.009805644,0.10111202464587701,0.26666666666666666,0.6666666666666666,0.39999999999999997,catalogue_120,id,False,False,True,0.6414473684210527
recurrent,id,1,0.0277777777777777,7.6848373,3.622457,12.313731,-1.5926815,9.285793,0.16666666666666666,0.06369928,0.12344059286815728,0.4666666666666667,0.8,0.33333333333333337,id,catalogue_120,False,False,True,0.6348684210526315
recurrent,catalogue_120,6,3.9722222222222223,3.0246549,2.2089744,9.882906,0.07906721,11.154814,0.7,0.05452677,0.15803073344941324,0.4,0.6666666666666666,0.2666666666666666,catalogue_120,id,False,False,True,0.618421052631579
encoder,catalogue_120,6,2.138888888888889,7.7102947,-5.1706004,11.99444,-5.597843,3.086979,0.4666666666666667,0.054138053,0.3743983109764217,0.26666666666666666,0.6,0.3333333333333333,catalogue_120,inclination_150,False,True,True,0.6151315789473685
encoder,catalogue_120,6,4.888888888888889,1.7076529,8.251528,9.893853,2.1575828,7.4211545,0.5333333333333333,0.052514017,0.1868077867424531,0.4,0.7333333333333333,0.33333333333333326,catalogue_120,id,False,False,True,0.6118421052631579
encoder,catalogue_120,6,4.861111111111111,1.698012,8.250338,9.900407,2.1259825,7.443885,0.5,0.05178428,0.18997162346315705,0.4,0.6666666666666666,0.2666666666666666,catalogue_120,id,False,False,True,0.6052631578947368
encoder,inclination_150,4,3.1944444444444446,6.882766,-3.9218483,11.144686,-1.1732842,12.342611,0.23333333333333334,0.05049597,0.2059117202964301,0.5333333333333333,0.8,0.2666666666666667,inclination_150,catalogue_120,False,False,True,0.6019736842105263
encoder,id,3,2.1666666666666665,3.6615438,4.7051115,9.241888,0.49912408,9.673955,0.03333333333333333,0.04867186,0.19608150082617612,0.26666666666666666,0.5333333333333333,0.26666666666666666,id,catalogue_120,False,False,True,0.5953947368421053
recurrent,catalogue_120,3,3.25,7.2546344,-4.278928,12.047221,-5.515131,3.3164644,0.5666666666666667,0.048301663,0.08598490066019006,0.4666666666666667,0.7333333333333333,0.2666666666666666,catalogue_120,inclination_150,False,False,True,0.5921052631578947
encoder,catalogue_120,0,3.861111111111111,4.3637443,0.5485308,14.261639,-2.5173128,15.135043,0.6,0.048162498,0.3253834270414325,0.3333333333333333,0.6,0.26666666666666666,catalogue_120,id,False,False,True,0.5888157894736842
encoder,inclination_150,6,2.9444444444444446,5.32329,-3.967592,10.944498,-1.2626591,12.05505,0.26666666666666666,0.04664961,0.17471600622595357,0.4666666666666667,0.8,0.33333333333333337,inclination_150,catalogue_120,False,False,True,0.5855263157894737
recurrent,catalogue_120,1,3.888888888888889,4.8815966,1.4892241,13.939916,-2.685311,15.009146,0.5666666666666667,0.04612396,0.2247002331804298,0.2,0.5333333333333333,0.3333333333333333,catalogue_120,id,False,False,True,0.5822368421052632
encoder,id,5,1.0833333333333333,22.273476,0.91458833,14.567402,-3.7794435,15.112427,0.16666666666666666,0.009005181,0.23357223422460913,0.4666666666666667,0.8,0.33333333333333337,id,catalogue_120,False,False,True,0.5789473684210527
encoder,catalogue_120,3,1.7777777777777777,11.7686205,0.57763267,13.3894005,-0.016407505,14.837921,0.4666666666666667,0.043294113,0.16250020464253562,0.4666666666666667,0.8,0.33333333333333337,catalogue_120,id,False,False,True,0.5789473684210527
encoder,id,1,1.5555555555555556,6.9675717,-0.9755234,15.806122,-4.926779,9.643322,0.2,0.038010415,0.12091226322739893,0.4666666666666667,0.8,0.33333333333333337,id,catalogue_120,False,False,True,0.5789473684210527
