scenario,episode_id,time_h,mean_u_km,pre_umap_1,pre_umap_2,post_umap_1,post_umap_2
id,3,5.222222222222222,0.4578566,18.219189,6.879085,14.4439125,8.22221
id,0,5.25,0.48650247,15.883894,9.316629,12.1969185,5.1994133
id,1,5.25,0.32964262,18.500769,7.691217,14.187028,8.976111
id,2,5.25,0.4691623,17.271202,6.5641565,15.485901,7.765166
id,3,5.25,0.4607152,18.250742,6.9200807,14.474814,8.206129
id,0,5.277777777777778,0.48299342,15.845014,9.305218,12.199818,5.201246
id,1,5.277777777777778,0.33018252,18.414232,7.5646443,14.172047,9.048139
id,2,5.277777777777778,0.466403,17.341415,6.5951443,15.492871,7.8536367
id,3,5.277777777777778,0.46965167,18.203087,6.8855767,14.499315,8.214842
id,0,5.305555555555555,0.48626062,15.888507,9.275973,12.204298,5.1963515
id,1,5.305555555555555,0.3297106,18.45048,7.6575937,14.228924,9.166205
id,2,5.305555555555555,0.4678739,17.383776,6.6949787,15.44489,7.9056845
id,3,5.305555555555555,0.45387203,18.241041,6.894398,14.44886,8.386076
id,0,5.333333333333333,0.48679835,15.882168,9.287245,12.220355,5.1846004
id,1,5.333333333333333,0.33004132,18.534775,7.404395,14.3067665,9.289557
id,2,5.333333333333333,0.45638028,17.315681,6.5978026,15.516181,7.826666
id,3,5.333333333333333,0.4604523,17.687292,6.8527365,14.963443,8.209948
id,0,5.361111111111111,0.49030098,15.921806,9.262243,12.238236,5.1643014
id,1,5.361111111111111,0.33066854,17.77384,7.4752073,15.276375,8.750039
id,2,5.361111111111111,0.45430288,18.004572,7.101843,14.885971,8.427418
id,3,5.361111111111111,0.4637232,17.334068,6.5805244,15.498509,7.8441663
id,0,5.388888888888889,0.48997068,15.919335,9.248976,12.2674885,5.14355
id,1,5.388888888888889,0.33190474,17.512129,7.7906237,15.348341,8.581515
id,2,5.388888888888889,0.45442855,17.948652,7.140166,15.024737,8.326172
id,3,5.388888888888889,0.47097966,17.277449,6.6184316,15.442604,7.741217
id,0,5.416666666666667,0.49221995,15.93594,9.23836,12.259067,5.1605315
id,1,5.416666666666667,0.3343473,17.32673,7.8078203,15.42166,8.453237
id,2,5.416666666666667,0.45545858,17.867617,7.108694,15.068952,8.3314085
id,3,5.416666666666667,0.47513866,17.29296,6.6220202,15.447619,7.758404
id,0,5.444444444444445,0.49374565,16.073578,9.117107,12.288802,5.1759853
id,1,5.444444444444445,0.3364378,17.37955,7.8589067,15.368387,8.47106
id,2,5.444444444444445,0.4546875,17.944973,7.0158477,14.8849535,8.18254
id,3,5.444444444444445,0.48310268,17.227137,6.598662,15.425399,7.7229705
id,0,5.472222222222222,0.49517283,16.67764,8.592567,13.294274,7.6718464
id,1,5.472222222222222,0.3338277,18.35217,7.788037,14.121419,9.329162
id,2,5.472222222222222,0.4586155,17.638868,6.9580584,14.905157,8.072606
id,3,5.472222222222222,0.48975104,17.254702,6.576944,15.4484005,7.7411323
id,0,5.5,0.49246272,16.845692,8.380368,13.431468,7.815999
id,1,5.5,0.33570677,18.6529,7.639362,14.13105,9.346474
id,2,5.5,0.46309555,17.629482,7.024528,15.012409,8.0981655
id,3,5.5,0.49504763,17.384373,7.5375147,15.422564,8.104288
id,0,5.527777777777778,0.49175757,16.959448,8.287946,13.610829,7.977464
id,1,5.527777777777778,0.3372906,18.671158,7.6231823,14.075665,9.139672
id,2,5.527777777777778,0.46781263,17.84876,6.974462,14.850072,8.096945
id,3,5.527777777777778,0.4995052,17.405685,6.702434,15.500642,7.9518485
id,4,0.0,8.029071,2.1438637,8.568491,19.781187,2.7075593
id,5,0.0,7.682672,2.1060302,8.533762,19.772415,2.7162666
id,6,0.0,8.052609,2.1550364,8.517678,19.777374,2.7113645
id,7,0.0,8.151651,2.1495235,8.538614,19.7571,2.7316184
id,4,0.027777777777777776,7.563478,2.3637822,8.790468,1.081113,11.512508
id,5,0.027777777777777776,7.738726,2.7590644,9.175559,1.7977244,11.231271
id,6,0.027777777777777776,7.520546,2.145185,8.559056,0.7674939,11.644715
id,7,0.027777777777777776,7.9592495,2.2775955,8.983173,1.3759701,11.81355
id,4,0.05555555555555555,7.3769617,3.7465134,12.284425,-1.6186022,9.239947
id,5,0.05555555555555555,6.7061176,2.6804326,9.177372,1.8138273,11.14958
id,6,0.05555555555555555,7.651545,1.6116377,9.302407,0.42771184,10.895989
id,7,0.05555555555555555,7.8584776,2.240797,9.043636,1.4314356,11.842034
id,4,0.08333333333333333,6.9186573,3.8788593,12.218523,-1.294907,9.720311
id,5,0.08333333333333333,6.85377,3.7640145,12.315826,-1.7481582,9.279622
id,6,0.08333333333333333,7.788701,2.1459966,8.549399,0.72314304,11.681747
id,7,0.08333333333333333,7.9969473,2.1229148,9.079692,1.2499846,11.680059
id,4,0.1111111111111111,6.805838,3.7628086,12.274354,-1.7052153,9.276036
id,5,0.1111111111111111,6.6651316,3.4209008,12.362131,-3.554505,9.224003
id,6,0.1111111111111111,7.334771,1.6464512,9.0318165,0.4769832,11.313361
id,7,0.1111111111111111,7.827731,1.9072859,9.163804,1.2065132,11.572924
id,4,0.1388888888888889,6.5732617,3.8484454,12.170875,-1.24076,9.749257
id,5,0.1388888888888889,6.7644053,1.8134444,8.743769,0.4610675,11.341157
id,6,0.1388888888888889,7.4055696,1.310183,9.702568,0.07764824,11.014294
id,7,0.1388888888888889,7.877741,1.6167903,9.321825,0.82327867,11.332991
id,4,0.16666666666666666,6.6395597,2.322239,9.267434,-1.0853251,9.826627
id,5,0.16666666666666666,6.84052,1.943166,8.845284,0.8500347,11.758654
id,6,0.16666666666666666,7.4461064,1.4802992,9.438874,0.29004624,11.080024
id,7,0.16666666666666666,7.91008,1.6743937,9.301729,0.75513244,11.24301
id,4,0.19444444444444445,6.713147,2.0295024,9.0819235,1.0386101,11.159789
id,5,0.19444444444444445,6.91875,1.9708159,9.091682,1.2263762,11.630797
id,6,0.19444444444444445,7.200071,1.6940165,9.09873,0.7273832,11.500244
id,7,0.19444444444444445,7.6357183,1.8878411,8.785509,0.7431061,11.723635
id,4,0.2222222222222222,6.8528814,1.9180235,8.758042,0.74380195,11.562859
id,5,0.2222222222222222,7.0613127,1.900734,9.135582,1.1704375,11.574335
id,6,0.2222222222222222,7.056869,1.2972224,9.709767,0.07243335,10.954294
id,7,0.2222222222222222,7.476939,1.83284,8.840578,0.676146,11.703122
id,4,0.25,7.1481304,1.8242404,8.765311,0.50173116,11.39797
id,5,0.25,7.361907,1.8849725,9.168517,1.2257919,11.507247
id,6,0.25,7.3379054,1.2593913,9.790152,-0.12593666,10.801826
id,7,0.25,7.7772937,1.7484809,9.164697,0.8645006,11.649194
id,4,0.2777777777777778,7.677302,1.3323224,9.685125,0.101269275,11.025528
id,5,0.2777777777777778,7.910285,1.8808117,9.126618,1.2022434,11.591155
id,6,0.2777777777777778,7.8743744,1.1966778,9.907632,-0.18708591,10.892944
id,7,0.2777777777777778,8.35106,1.7180815,9.250329,1.1399086,11.537035
id,4,0.3055555555555556,8.43635,1.2149742,9.95517,-0.065524235,11.087298
id,5,0.3055555555555556,8.003369,1.7638341,9.15965,1.1406806,11.697792
id,6,0.3055555555555556,8.377163,1.2277352,9.885057,-0.055641208,11.086916
id,7,0.3055555555555556,9.129087,1.6362519,9.329729,1.1335508,11.682022
id,4,0.3333333333333333,9.311751,1.1375017,10.102197,-0.28539816,11.242103
id,5,0.3333333333333333,8.555986,1.7176077,8.994086,0.6536839,11.873949
id,6,0.3333333333333333,9.308892,1.1616359,10.030979,-0.17790323,11.216718
id,7,0.3333333333333333,9.352868,1.1846592,9.980187,0.2387215,12.218604
id,4,0.3611111111111111,10.331088,1.10093,10.223887,-0.3265899,11.356034
id,5,0.3611111111111111,8.800942,1.1973506,10.260189,-0.31097528,11.08116
id,6,0.3611111111111111,10.34393,1.0669203,10.219834,-0.3564289,11.426616
id,7,0.3611111111111111,10.398339,1.0482553,10.238442,-0.17071144,12.948971
id,4,0.3888888888888889,11.417932,1.0983682,10.204529,-0.127837,12.972774
id,5,0.3888888888888889,9.277461,1.0889134,10.3700075,-3.8221498,9.33684
id,6,0.3888888888888889,11.445162,1.0224379,10.337445,-0.4426459,11.709494
id,7,0.3888888888888889,10.890331,1.0296671,10.231914,0.17915876,13.020048
id,4,0.4166666666666667,12.093264,0.8971973,10.436809,-0.31395888,13.186326
id,5,0.4166666666666667,10.252275,1.0545586,10.215387,-0.20449628,13.010225
id,6,0.4166666666666667,12.588376,0.87033814,10.662537,-1.8397497,13.399267
id,7,0.4166666666666667,11.585667,0.8184249,10.424469,0.23369181,13.02899
id,4,0.4444444444444444,12.126327,-0.25454745,11.95167,-2.0098085,14.995292
id,5,0.4444444444444444,11.251316,-0.30287835,11.630751,0.4859895,13.573067
id,6,0.4444444444444444,13.7588415,-5.4829073,0.91389143,-5.4246125,1.6680309
id,7,0.4444444444444444,12.041795,-0.35068935,13.305481,-3.7811222,13.054801
id,4,0.4722222222222222,13.204883,0.5137334,13.935326,-3.8667026,14.67459
id,5,0.4722222222222222,11.684332,0.4517861,13.293635,-2.4111674,15.195333
id,6,0.4722222222222222,14.945501,-5.120399,1.562292,-6.4436774,1.1740061
id,7,0.4722222222222222,11.740077,-0.40825978,15.120804,-5.4083867,11.733856
id,4,0.5,13.704549,0.2721738,13.958998,-4.175342,13.936504
id,5,0.5,12.671052,0.59931517,13.865474,-3.5549738,14.939402
id,6,0.5,15.452512,-0.23886587,13.230223,-3.387002,13.485122
id,7,0.5,11.336322,0.5512509,13.438148,-2.5514731,15.2322645
id,4,0.5277777777777778,14.750859,0.25766212,13.367156,-3.0202112,14.979953
id,5,0.5277777777777778,13.142947,0.13476937,14.317043,-4.6640387,13.3938675
id,6,0.5277777777777778,15.288183,0.60982084,13.646952,-3.2743585,15.104181
id,7,0.5277777777777778,12.227461,0.4734532,13.3333435,-2.493939,15.260463
id,4,0.5555555555555556,15.792514,-0.18044586,11.343229,-1.2026173,14.510561
id,5,0.5555555555555556,14.137406,0.033011686,13.884451,-4.170435,13.750157
id,6,0.5555555555555556,16.35547,0.41644037,13.406567,-2.9303665,15.218351
id,7,0.5555555555555556,13.130925,0.0008721838,12.625875,-1.8748504,15.124241
id,4,0.5833333333333334,16.830816,0.3539231,11.066977,-0.9956288,14.274713
id,5,0.5833333333333334,15.144635,0.24301313,15.343468,-5.5519123,12.730532
id,6,0.5833333333333334,17.415678,0.58781254,13.637833,-2.873419,15.308446
id,7,0.5833333333333334,14.040662,-0.1730052,11.065766,-0.24399179,14.309789
id,4,0.6111111111111112,17.866207,0.39928123,11.463657,-1.5651869,14.211241
id,5,0.6111111111111112,14.361771,0.05428382,14.552065,-4.917249,13.211945
id,6,0.6111111111111112,15.79158,0.6848676,13.664648,-3.2405922,15.251371
id,7,0.6111111111111112,14.960298,0.4475967,10.96765,-1.166264,14.081264
id,4,0.6388888888888888,18.893673,0.35407493,11.61444,-1.652484,14.187585
id,5,0.6388888888888888,15.279539,0.045795936,14.144886,-4.627193,13.508958
id,6,0.6388888888888888,16.664627,0.65957594,13.663541,-3.033543,15.250202
id,7,0.6388888888888888,15.840519,0.5837043,10.926833,-1.5364915,13.933485
id,4,0.6666666666666666,19.908194,0.36816314,11.792179,-2.0616796,13.98472
id,5,0.6666666666666666,16.19796,-0.009202434,12.323435,-2.1782,14.162096
id,6,0.6666666666666666,17.532244,0.28257978,13.2064905,-2.7066693,15.192144
id,7,0.6666666666666666,16.75572,0.6302468,11.112739,-1.7532698,13.826698
id,4,0.6944444444444444,20.906403,0.051162213,12.085411,-1.6384615,14.790679
id,5,0.6944444444444444,17.114569,-0.13844027,10.989447,-0.43912295,14.332218
id,6,0.6944444444444444,18.394438,-0.109120354,12.531009,-1.6472644,15.052484
id,7,0.6944444444444444,17.666323,0.634941,11.215011,-1.9422358,13.755799
id,4,0.7222222222222222,21.886036,-0.47611254,12.107611,-0.34505448,14.982295
id,5,0.7222222222222222,18.023842,0.021231838,11.240894,-0.7150093,14.445407
id,6,0.7222222222222222,19.241264,-0.10597541,12.560045,-1.6500454,15.065682
id,7,0.7222222222222222,18.569798,0.34001318,11.315641,-1.5829066,14.07865
id,4,0.75,21.82368,-0.109723106,12.84679,-1.5693418,15.122529
id,5,0.75,18.922646,0.28729922,11.690676,-1.4514947,14.473065
id,6,0.75,20.069197,0.5121524,13.791259,-3.117254,15.095101
id,7,0.75,19.464262,0.512525,11.309171,-1.6467716,13.986579
id,4,0.7777777777777778,20.483192,-0.57531613,15.879377,-6.508903,11.268021
id,5,0.7777777777777778,19.803396,0.21077028,11.932777,-1.597672,14.653739
id,6,0.7777777777777778,19.911798,0.354921,14.723516,-5.044027,13.648193
id,7,0.7777777777777778,20.34759,-0.41405037,11.873537,-0.5343467,14.839794
id,4,0.8055555555555556,18.629416,-1.02527,15.493417,-6.3466897,10.792685
id,5,0.8055555555555556,20.66968,-0.05253191,12.516532,-1.7456853,14.843257
id,6,0.8055555555555556,20.674946,0.28083783,14.540201,-4.741324,13.905371
id,7,0.8055555555555556,18.791485,-0.12900497,12.938565,-2.4703884,14.083741
id,4,0.8333333333333334,19.351583,-1.0637667,15.334462,-6.187306,10.905504
id,5,0.8333333333333334,21.521143,-0.5269276,12.11036,-0.34956372,14.98436
id,6,0.8333333333333334,21.420174,1.0539325,14.258985,-3.9105,15.127327
id,7,0.8333333333333334,19.570305,-0.20152186,11.23808,-0.5613521,14.489283
id,4,0.8611111111111112,20.06602,-0.095983185,12.831771,-3.0481503,13.603207
id,5,0.8611111111111112,22.359472,-0.3965492,11.997562,-0.7037853,14.883802
id,6,0.8611111111111112,21.14048,0.8258891,13.692821,-2.9397476,15.559849
id,7,0.8611111111111112,20.338596,0.28900716,11.747816,-1.5370809,14.448153
id,4,0.8888888888888888,20.770533,-0.12922385,11.091766,-0.44397447,14.434362
id,5,0.8888888888888888,20.733555,-0.15430157,11.757164,-0.71262187,14.820119
id,6,0.8888888888888888,21.826292,0.85682654,13.711684,-2.9538546,15.590403
id,7,0.8888888888888888,21.078686,0.21823728,11.816749,-1.4699847,14.572016
id,4,0.9166666666666666,21.463203,-0.19951014,11.486734,-0.5392786,14.731672
id,5,0.9166666666666666,20.16999,-0.17196737,11.331825,-0.6262309,14.516778
id,6,0.9166666666666666,22.496529,0.9266228,13.745821,-3.0169318,15.604186
id,7,0.9166666666666666,21.81062,0.13858537,11.959315,-1.4737141,14.660186
id,4,0.9444444444444444,22.137152,-0.11807287,11.658846,-0.8162397,14.84492
id,5,0.9444444444444444,20.873583,-0.04298392,11.730802,-0.8577816,14.807664
id,6,0.9444444444444444,21.802574,0.7343238,15.497734,-5.8126235,13.319013
id,7,0.9444444444444444,21.33338,0.04715644,11.213131,-0.87895906,14.427473
id,4,0.9722222222222222,22.78698,0.04540881,11.858396,-1.0517074,14.874351
id,5,0.9722222222222222,21.528624,0.08562642,12.144699,-1.6875013,14.715319
id,6,0.9722222222222222,21.034124,0.7470855,14.949445,-5.1278906,13.885269
id,7,0.9722222222222222,21.990234,0.38005906,11.589995,-1.6534861,14.159149
id,4,1.0,23.408365,0.03498675,11.990867,-1.2415327,14.968808
id,5,1.0,22.165037,0.14460032,11.995782,-1.5714453,14.706638
id,6,1.0,21.572626,0.5166001,14.661344,-4.7049003,14.14554
id,7,1.0,22.622171,0.46126875,11.694259,-1.9653002,13.949255
id,4,1.0277777777777777,23.998463,-0.22833933,12.390785,-1.3911517,15.106311
id,5,1.0277777777777777,22.76989,-0.45184976,12.113466,-0.5606354,14.974324
id,6,1.0277777777777777,22.088348,0.3815314,14.759338,-4.591778,14.280825
id,7,1.0277777777777777,23.225718,0.41546452,11.743233,-2.1689053,13.92547
id,4,1.0555555555555556,24.554516,-0.5308776,12.084676,-0.12609492,14.936719
id,5,1.0555555555555556,21.761066,-0.4056104,11.97754,-0.61854863,14.898502
id,6,1.0555555555555556,21.314606,-0.9247219,15.638608,-6.5465713,10.932291
id,7,1.0555555555555556,23.798954,0.28452286,11.688526,-1.5865128,14.33402
id,4,1.0833333333333333,25.074389,-0.56792665,12.0667925,-0.105123855,14.928357
id,5,1.0833333333333333,22.273476,0.91458833,14.567402,-3.7794435,15.112427
id,6,1.0833333333333333,21.76035,-1.1277318,15.406691,-6.1946344,10.958131
id,7,1.0833333333333333,22.837029,-0.46090293,12.013795,-0.56201583,14.933948
id,4,1.1111111111111112,22.507896,-0.1027713,13.070989,-1.9825904,14.775466
id,5,1.1111111111111112,18.697208,1.2364436,14.989989,-4.7738333,14.755962
id,6,1.1111111111111112,22.17648,-0.57318354,14.317359,-3.6067224,13.571944
id,7,1.1111111111111112,22.04308,0.3662976,14.596428,-3.797154,14.844168
id,4,1.1388888888888888,21.81526,0.32301655,15.422476,-5.6990037,13.217523
id,5,1.1388888888888888,19.115034,1.1911155,14.37535,-3.5264626,15.537938
id,6,1.1388888888888888,18.288183,0.24775007,15.543774,-6.454227,12.1148405
id,7,1.1388888888888888,19.327923,-0.31991762,13.577015,-3.5396323,13.459364
id,4,1.1666666666666667,20.913366,-1.1773309,15.415382,-6.2130103,10.892131
id,5,1.1666666666666667,19.525896,0.6637742,13.593578,-2.9326289,15.528292
id,6,1.1666666666666667,18.594585,0.33222386,15.19112,-5.621261,13.200171
id,7,1.1666666666666667,19.716051,-0.12947863,11.337825,-1.0128624,14.373623
id,4,1.1944444444444444,19.686848,-0.49660316,15.50212,-6.18275,11.599727
id,5,1.1944444444444444,19.916143,-0.07739879,13.056463,-1.6875223,15.1209135
id,6,1.1944444444444444,15.944515,-1.1688823,15.836438,-6.5318193,10.481981
id,7,1.1944444444444444,20.08008,-0.4432837,14.17335,-3.598209,13.793103
id,4,1.2222222222222223,18.664364,0.3467698,14.994591,-5.1724787,13.530656
id,5,1.2222222222222223,20.2714,-0.102956,13.022942,-1.7241613,15.000156
id,6,1.2222222222222223,13.102054,1.1115059,14.591637,-4.295213,14.759744
id,7,1.2222222222222223,19.395998,-1.4242713,15.644477,-6.3077,10.223977
id,4,1.25,18.931648,0.26106605,14.711982,-4.9597807,13.648371
id,5,1.25,19.031792,-1.2618022,15.377482,-6.1429496,10.975656
id,6,1.25,13.323236,0.78232765,14.150909,-3.923396,14.900654
id,7,1.25,18.064875,1.3499414,15.084064,-4.151282,15.175359
id,4,1.2777777777777777,19.18024,-0.16544712,13.564346,-3.686389,14.041026
id,5,1.2777777777777777,17.810947,0.23173423,15.939074,-6.5939593,12.223121
id,6,1.2777777777777777,12.328703,-4.200257,3.1648395,-6.176821,9.794108
id,7,1.2777777777777777,15.145919,0.9929025,13.955714,-3.6319728,15.248519
id,4,1.3055555555555556,19.409489,-0.015452729,11.490594,-1.2566723,14.405735
id,5,1.3055555555555556,16.49976,1.0169288,13.952129,-3.4659324,15.395001
id,6,1.3055555555555556,12.508604,-4.6262536,2.8223286,-7.2181063,2.768274
id,7,1.3055555555555556,15.419214,1.0234817,15.44121,-4.669114,14.5675535
id,4,1.3333333333333333,19.606287,1.0643648,15.332909,-4.7031217,14.75253
id,5,1.3333333333333333,16.702822,0.634612,13.560051,-2.7813985,15.453017
id,6,1.3333333333333333,12.678824,-5.808529,2.35176,-5.6578946,3.1198096
id,7,1.3333333333333333,14.263819,-0.57866955,16.53057,-6.735844,10.613229
id,4,1.3611111111111112,16.397818,0.9043211,13.766982,-2.9490983,15.561236
id,5,1.3611111111111112,15.355737,-1.1720865,15.732494,-6.3171253,10.672951
id,6,1.3611111111111112,12.8373785,0.13586552,10.997699,-0.4955987,13.923562
id,7,1.3611111111111112,12.972227,1.4780988,15.187682,-4.1151476,15.183003
id,4,1.3888888888888888,16.527922,0.48935205,13.367236,-2.5016441,15.436138
id,5,1.3888888888888888,15.491528,-1.3701398,15.501232,-6.2081666,10.655514
id,6,1.3888888888888888,12.978842,0.715328,13.954324,-2.5923736,15.366953
id,7,1.3888888888888888,11.656547,0.048396524,15.051439,-5.3238792,12.610363
id,4,1.4166666666666667,16.629015,1.00735,14.033985,-2.8629098,15.515487
id,5,1.4166666666666667,15.598637,-0.24824831,13.24351,-3.4218318,13.399716
id,6,1.4166666666666667,9.843234,0.7645639,13.547566,-2.6056402,15.286439
id,7,1.4166666666666667,11.842724,-0.032222055,14.520571,-4.6476965,13.363765
id,4,1.4444444444444444,15.009415,1.4455462,14.995195,-3.8704946,15.30299
id,5,1.4444444444444444,15.799233,-0.000107886204,11.310726,-0.38279912,14.194523
id,6,1.4444444444444444,9.94658,-0.52337945,11.7821045,0.6496314,13.858575
id,7,1.4444444444444444,12.004269,0.80695117,15.102434,-4.286364,14.450599
id,4,1.4722222222222223,12.120071,-1.512292,15.98037,-6.1775665,9.760189
id,5,1.4722222222222223,16.064169,-0.6499256,14.066994,-3.557734,13.619051
id,6,1.4722222222222223,10.037495,2.8163593,10.13085,0.92229855,13.347477
id,7,1.4722222222222223,10.520637,0.69635624,13.836862,-3.823222,14.767946
id,4,1.5,12.163157,-1.1012589,16.991327,-6.8891344,9.969669
id,5,1.5,12.543086,0.066948414,15.42704,-5.945967,12.128435
id,6,1.5,10.112401,2.4385743,10.061845,0.16643818,12.962466
id,7,1.5,10.644705,0.60885406,13.558774,-3.0625265,15.171937
id,4,1.5277777777777777,9.339566,-1.3653394,16.454294,-5.8939915,9.973761
id,5,1.5277777777777777,12.547347,-0.06071326,15.327197,-5.471734,12.322875
id,6,1.5277777777777777,10.171115,2.3700838,10.154526,0.032327082,13.042077
id,7,1.5277777777777777,10.746586,0.14872622,12.842846,-2.285929,15.130257
id,4,1.5555555555555556,9.388201,-0.16561222,16.352259,-5.483998,10.946936
id,5,1.5555555555555556,12.539971,-0.10808809,14.515195,-4.666442,13.292022
id,6,1.5555555555555556,10.213894,2.273892,10.286446,-0.10618691,13.129616
id,7,1.5555555555555556,10.421099,-0.7596263,15.579548,-5.7101235,10.73407
id,4,1.5833333333333333,8.198123,0.3423583,14.642591,-4.116358,14.084987
id,5,1.5833333333333333,12.515149,0.15984766,12.260622,-1.5306011,14.446337
id,6,1.5833333333333333,10.242719,2.2473056,10.306366,-0.30918497,13.19165
id,7,1.5833333333333333,10.406268,-0.5201979,15.317331,-5.5567484,11.3046
id,4,1.6111111111111112,8.255297,2.2130663,10.571498,-0.46987045,13.194714
id,5,1.6111111111111112,12.475363,3.0985186,10.185437,0.969857,13.489409
id,6,1.6111111111111112,10.261258,2.7479675,10.455788,0.21054523,13.302536
id,7,1.6111111111111112,10.458158,-0.20729382,15.251423,-5.338596,11.762198
id,4,1.6388888888888888,8.325233,2.9757605,10.054543,0.95352626,13.210268
id,5,1.6388888888888888,12.42445,3.222119,10.335557,0.991505,13.59636
id,6,1.6388888888888888,8.898655,3.3410316,10.320441,1.096056,13.498878
id,7,1.6388888888888888,10.280473,0.02788168,14.621425,-4.709472,13.249361
id,4,1.6666666666666667,8.394053,3.295738,10.038635,0.8582821,12.77809
id,5,1.6666666666666667,12.374315,3.2264528,10.495334,0.90890497,13.653336
id,6,1.6666666666666667,7.2963414,3.445721,9.875581,0.9144564,12.5336485
id,7,1.6666666666666667,10.31369,-0.01824971,14.342186,-4.25213,13.76551
id,4,1.6944444444444444,7.3411093,3.5941236,9.527085,-0.0551487,12.78142
id,5,1.6944444444444444,12.348942,3.1773553,10.55758,0.7254074,13.761277
id,6,1.6944444444444444,6.125301,3.8329465,9.359452,0.6513759,11.724121
id,7,1.6944444444444444,10.337543,0.043901347,13.236689,-1.8658482,14.598791
id,4,1.7222222222222223,7.414785,3.458552,10.321309,1.5368228,12.711831
id,5,1.7222222222222223,12.351392,3.2358603,10.58036,0.6881448,13.831004
id,6,1.7222222222222223,6.1504354,3.5902398,10.107508,1.5870911,12.352009
id,7,1.7222222222222223,10.205795,-0.3826939,15.203671,-5.3919187,11.542666
id,4,1.75,7.3715215,3.510431,10.203757,1.3482076,13.014631
id,5,1.75,9.984554,3.2115788,10.183133,1.0341855,13.457796
id,6,1.75,5.191969,3.880484,9.330925,0.6088054,11.692167
id,7,1.75,10.124431,-0.39592075,15.303802,-5.4250293,11.434897
id,4,1.7777777777777777,5.9748287,2.9538515,9.884614,0.98294276,12.894209
id,5,1.7777777777777777,8.990458,2.7371807,10.035627,0.6537682,12.994415
id,6,1.7777777777777777,5.2346883,3.8561573,9.316915,0.60938466,11.582645
id,7,1.7777777777777777,10.129891,-0.44671112,15.10047,-5.3816395,11.605903
id,4,1.8055555555555556,5.5687995,3.305164,10.297596,1.235857,11.6427765
id,5,1.8055555555555556,8.949001,3.2500737,10.181598,1.0636085,13.430919
id,6,1.8055555555555556,5.2760415,3.8513482,9.397434,0.64684206,11.513499
id,7,1.8055555555555556,10.128104,-0.19130975,14.389729,-4.495703,13.158719
id,4,1.8333333333333333,5.612334,2.947292,9.870834,0.75860786,12.771174
id,5,1.8333333333333333,8.925634,3.3530488,10.270573,1.1291426,13.426421
id,6,1.8333333333333333,5.2146277,3.8450654,9.348945,0.58748376,11.636037
id,7,1.8333333333333333,10.112548,2.0439713,10.62537,-0.45729274,13.321885
id,4,1.8611111111111112,5.646644,3.8144627,9.308115,0.6395474,11.809054
id,5,1.8611111111111112,8.894776,3.343016,10.289325,1.0974858,13.48399
id,6,1.8611111111111112,4.485326,3.5079675,9.829203,1.553552,12.052037
id,7,1.8611111111111112,10.08199,2.874317,10.05189,0.9662736,13.309432
id,4,1.8888888888888888,5.6657767,3.8690667,9.377944,0.6357,11.741875
id,5,1.8888888888888888,8.860347,3.412469,10.351344,1.0925654,13.516607
id,6,1.8888888888888888,4.5145116,3.4894695,9.867108,1.5640247,11.982127
id,7,1.8888888888888888,10.03705,2.9536533,10.057121,0.98683435,13.340643
id,4,1.9166666666666667,5.6734543,3.8261344,9.421472,0.7033274,11.539911
id,5,1.9166666666666667,7.8529997,3.2916474,10.176411,1.0723283,12.879687
id,6,1.9166666666666667,4.53495,3.5161889,9.842465,1.508351,11.94036
id,7,1.9166666666666667,9.986973,3.202773,10.233391,1.0707856,13.509223
id,4,1.9444444444444444,5.6828537,3.8555307,9.40664,0.7731324,11.535023
id,5,1.9444444444444444,6.6118717,3.4082997,10.176267,1.4287454,12.816094
id,6,1.9444444444444444,4.370731,3.8502188,9.256236,0.5574579,11.553734
id,7,1.9444444444444444,9.937663,3.2173655,10.248709,1.0251952,13.550027
id,4,1.9722222222222223,5.6742773,3.8354347,9.400877,0.5930773,11.479976
id,5,1.9722222222222223,5.750711,2.8527238,9.865779,0.94480765,12.836021
id,6,1.9722222222222223,4.3833,3.8624334,9.254488,0.5296337,11.45346
id,7,1.9722222222222223,9.889087,3.2774928,10.382302,0.992739,13.580417
id,4,2.0,5.67977,3.8454099,9.443672,0.42932108,11.281759
id,5,2.0,5.816973,2.8358493,9.845484,1.0506234,12.892169
id,6,2.0,4.398193,3.8559728,9.238386,0.5424353,11.428218
id,7,2.0,8.718805,2.8202035,9.988134,0.83929384,12.896748
id,4,2.0277777777777777,5.676003,3.9666626,9.751485,1.1428585,11.19464
id,5,2.0277777777777777,4.996118,2.7628393,9.7837,0.913782,12.711806
id,6,2.0277777777777777,4.414462,3.9046853,9.257683,0.47650772,11.291884
id,7,2.0277777777777777,8.70876,2.6181574,10.033068,0.672854,12.861211
id,4,2.0555555555555554,5.681809,3.896924,9.879604,1.6138761,11.614607
id,5,2.0555555555555554,4.02868,0.744217,8.716288,0.532816,12.49037
id,6,2.0555555555555554,4.443175,3.9099364,9.292382,0.5780132,11.357195
id,7,2.0555555555555554,6.840169,2.887555,9.868716,0.9791345,12.913156
id,4,2.0833333333333335,4.7894893,4.0877166,9.752267,1.4613277,11.252038
id,5,2.0833333333333335,4.0931177,0.7562414,8.7077875,0.5649315,12.506142
id,6,2.0833333333333335,4.470638,3.9161348,9.274469,0.613915,11.321419
id,7,2.0833333333333335,6.7937117,2.4073663,9.8902235,0.37334654,12.68404
