representation,scenario,episode_id,time_h,mean_u_km,pre_umap_1,pre_umap_2,post_umap_1,post_umap_2,visible_fraction,latent_knn_distance,umap_knn_distance,latent_cross_scenario_fraction,umap_cross_scenario_fraction,projection_mismatch,latent_neighbor_scenario,umap_neighbor_scenario,high_dimensional_outlier,projected_outlier,projection_intrusion
encoder,catalogue_120,3,0.5833333333333334,18.489882,0.64318126,14.970955,-5.1184707,13.745082,0.3333333333333333,0.0051611266,0.13929728527940666,0.4,0.2,-0.2,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.6111111111111112,17.772593,0.09177897,15.914079,-6.342582,11.818698,0.6,0.006341354,0.2036984202852379,0.26666666666666666,0.13333333333333333,-0.13333333333333333,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.6111111111111112,17.840027,-0.74851745,15.668122,-6.081432,10.880322,0.5666666666666667,0.007250325,0.12321227603700165,0.4,0.3333333333333333,-0.06666666666666671,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,0.6111111111111112,16.39425,0.8501291,13.844314,-3.3185773,15.141383,0.6666666666666666,0.0078685,0.11962238727976257,0.4,0.4666666666666667,0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.6111111111111112,19.188211,-0.34547475,15.641895,-6.3810616,11.356643,0.3,0.0058918674,0.18982958006822603,0.3333333333333333,0.3333333333333333,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.6388888888888888,18.188404,0.7729805,15.268646,-4.939546,14.097221,0.6333333333333333,0.005666916,0.14817150927380848,0.2,0.26666666666666666,0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.6388888888888888,18.656984,-1.4511629,15.937806,-6.309269,9.973745,0.5333333333333333,0.010392741,0.10120686167649356,0.26666666666666666,0.06666666666666667,-0.2,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,0.6388888888888888,17.200054,-0.26292276,15.570132,-6.1587753,11.678351,0.5666666666666667,0.0064891777,0.21165438525343827,0.3333333333333333,0.4,0.06666666666666671,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.6388888888888888,19.185055,-0.8357977,15.792586,-6.546141,10.72834,0.43333333333333335,0.0058327913,0.08523738050795185,0.06666666666666667,0.0,-0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.6666666666666666,18.778618,-0.8475737,16.788584,-6.885863,9.936647,0.6333333333333333,0.008053156,0.1501897562138576,0.06666666666666667,0.0,-0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.6666666666666666,19.457878,-0.8602836,16.859629,-7.164582,10.064134,0.6666666666666666,0.0074079353,0.14498275908248942,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,0.6666666666666666,18.194248,-0.077393785,16.081348,-6.633565,11.594609,0.5333333333333333,0.0056943656,0.15484569613566013,0.26666666666666666,0.06666666666666667,-0.2,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.6666666666666666,19.974443,1.0575854,14.744466,-4.9568324,14.3956375,0.5333333333333333,0.0031629244,0.12597754256845028,0.26666666666666666,0.2,-0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.6944444444444444,19.52078,0.8868362,15.527827,-6.051351,13.245129,0.5666666666666667,0.0037485203,0.1724796642322758,0.26666666666666666,0.3333333333333333,0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.6944444444444444,19.305859,1.108919,15.966844,-5.4200683,14.341008,0.7666666666666667,0.011716068,0.15609644681523185,0.06666666666666667,0.0,-0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,0.6944444444444444,18.911427,-0.37846226,16.58434,-7.1797295,10.709375,0.5666666666666667,0.0051571964,0.1491839455694575,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.6944444444444444,20.268353,-0.3259195,16.642282,-7.245144,10.734289,0.6,0.0052531757,0.16767377718993093,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.7222222222222222,20.051075,0.9874696,13.883095,-3.2252765,15.538611,0.5,0.0031874578,0.09168427821302448,0.4666666666666667,0.5333333333333333,0.06666666666666665,catalogue_120,id,False,False,False
encoder,catalogue_120,1,0.7222222222222222,18.748468,0.5953922,16.25621,-6.3705134,12.548432,0.7333333333333333,0.008675762,0.10403310925906833,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,0.7222222222222222,19.33562,1.1807814,14.722357,-4.1285233,15.117577,0.4666666666666667,0.00363667,0.1306562944107217,0.2,0.13333333333333333,-0.06666666666666668,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.7222222222222222,20.536655,0.57707864,15.103457,-5.211553,13.535124,0.6333333333333333,0.0048968117,0.1612877057578151,0.4,0.06666666666666667,-0.33333333333333337,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.75,19.746351,0.21650559,15.691522,-6.3924947,12.024789,0.6,0.0047133802,0.20811180190682144,0.3333333333333333,0.13333333333333333,-0.19999999999999998,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.75,19.647242,0.88309747,15.914918,-6.114514,13.117851,0.7,0.00687294,0.11870923037552993,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,0.75,19.59649,-0.91222334,15.812146,-6.5345864,10.525583,0.4666666666666667,0.0058262986,0.10510902122893553,0.06666666666666667,0.13333333333333333,0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.75,20.31018,-1.0066208,16.354235,-6.334978,9.866097,0.7333333333333333,0.016668502,0.169660114868489,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.7777777777777778,19.55203,-0.89130247,16.036493,-6.5818763,10.402051,0.6666666666666666,0.008724379,0.10929032841590432,0.0,0.13333333333333333,0.13333333333333333,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.7777777777777778,20.289148,-1.2286093,15.403703,-6.1991873,10.906454,0.6666666666666666,0.008973364,0.16868192392387377,0.6,0.5333333333333333,-0.06666666666666665,id,id,False,False,False
encoder,catalogue_120,2,0.7777777777777778,20.507408,0.42864472,15.800192,-6.54022,12.288687,0.36666666666666664,0.003824667,0.17192752026268365,0.2,0.06666666666666667,-0.13333333333333336,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.7777777777777778,20.939884,-0.759473,16.099754,-6.5536137,10.546145,0.7333333333333333,0.010825292,0.17980880700347654,0.06666666666666667,0.13333333333333333,0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.8055555555555556,20.436518,-1.0748911,15.708035,-6.450021,10.615906,0.6,0.005096332,0.1551315416470011,0.26666666666666666,0.4666666666666667,0.2,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.8055555555555556,21.160192,0.61717,11.32065,-2.251225,13.479069,0.6666666666666666,0.016761629,0.09473802486357545,0.5333333333333333,0.6666666666666666,0.1333333333333333,id,id,False,False,False
encoder,catalogue_120,2,0.8055555555555556,20.913216,1.1643764,15.053567,-5.097902,14.430146,0.36666666666666664,0.0031686663,0.18114656567179457,0.06666666666666667,0.2,0.13333333333333336,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.8055555555555556,21.007076,0.8915231,16.154293,-6.434417,12.934823,0.8,0.013013045,0.12327716923812619,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.8333333333333334,20.272282,1.0463396,14.116931,-3.916156,15.116466,0.6666666666666666,0.004254909,0.11373218257877425,0.2,0.26666666666666666,0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.8333333333333334,22.01818,0.3870992,11.611058,-1.6878937,14.170049,0.6333333333333333,0.0076529426,0.09780259285530092,0.6,0.8666666666666667,0.2666666666666667,id,id,False,False,False
encoder,catalogue_120,2,0.8333333333333334,20.882166,1.1084293,14.066962,-3.493074,15.523295,0.4,0.0020701052,0.11093512896479409,0.13333333333333333,0.2,0.06666666666666668,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.8333333333333334,21.038218,0.6162652,16.277298,-6.5028915,12.547502,0.8,0.011264316,0.09977438533550995,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.8611111111111112,20.185566,0.70174056,15.260857,-5.718721,13.180736,0.6666666666666666,0.004315579,0.15905976169801855,0.26666666666666666,0.2,-0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.8611111111111112,22.463152,0.083507165,12.016875,-1.5636138,14.675864,0.6,0.004331267,0.12357787860353157,0.9333333333333333,0.8666666666666667,-0.06666666666666665,id,id,False,False,False
encoder,catalogue_120,2,0.8611111111111112,21.436352,1.1399112,14.181492,-3.7743518,15.38813,0.4,0.001730442,0.05500639577986515,0.13333333333333333,0.0,-0.13333333333333333,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.8611111111111112,21.51829,0.95522666,13.883592,-3.1957753,15.419919,0.7,0.0049822885,0.09691912469736642,0.5333333333333333,0.6,0.06666666666666665,id,id,False,False,False
encoder,catalogue_120,0,0.8888888888888888,20.680847,0.5280686,16.406881,-7.0307493,12.242206,0.7,0.0071567814,0.15121755382023333,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.8888888888888888,23.011906,-0.42699566,12.026907,-0.5731036,14.959117,0.5666666666666667,0.0048095942,0.0901868078687969,0.7333333333333333,0.7333333333333333,0.0,id,id,False,False,False
encoder,catalogue_120,2,0.8888888888888888,21.07297,0.5944795,16.219397,-6.571868,12.549647,0.5666666666666667,0.004092383,0.11356646763756902,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.8888888888888888,22.313894,0.9382056,13.844017,-3.146239,15.528322,0.6,0.0038668434,0.10537047153976088,0.6666666666666666,0.5333333333333333,-0.1333333333333333,id,id,False,False,False
encoder,catalogue_120,0,0.9166666666666666,20.803938,-0.22614388,16.645737,-7.31241,10.816521,0.7,0.00536931,0.18075440955886732,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.9166666666666666,23.506128,-0.16970119,12.845828,-1.3053249,15.099969,0.43333333333333335,0.009394451,0.1666732829016218,0.6,0.7333333333333333,0.1333333333333333,id,id,False,False,False
encoder,catalogue_120,2,0.9166666666666666,21.562202,-0.46826223,15.625245,-6.2420387,11.711579,0.5333333333333333,0.006548325,0.17984641758226946,0.4,0.26666666666666666,-0.13333333333333336,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.9166666666666666,23.097258,1.2101694,14.527405,-3.5569425,15.568711,0.5333333333333333,0.0039824764,0.17093526848597182,0.06666666666666667,0.13333333333333333,0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.9444444444444444,20.974117,-1.5390893,15.608578,-6.1861825,9.829753,0.7,0.018647464,0.17393358892953953,0.5333333333333333,0.13333333333333333,-0.4,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.9444444444444444,22.63932,0.37989372,14.591528,-3.8332887,14.802437,0.36666666666666664,0.009465472,0.16184863848672934,0.7333333333333333,0.6666666666666666,-0.06666666666666665,id,id,False,False,False
encoder,catalogue_120,2,0.9444444444444444,21.7658,-1.1980287,15.889695,-6.5904827,10.406553,0.5666666666666667,0.0036743006,0.12670667094301907,0.13333333333333333,0.26666666666666666,0.13333333333333333,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.9444444444444444,22.604822,0.24740243,16.419155,-6.955571,12.029488,0.5666666666666667,0.004587424,0.1856595747930017,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,0.9722222222222222,21.718573,-1.422986,15.643563,-6.2777715,10.13672,0.5666666666666667,0.012181163,0.13802973154539713,0.26666666666666666,0.13333333333333333,-0.13333333333333333,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,0.9722222222222222,22.421713,1.0136389,14.55634,-4.399617,14.937329,0.36666666666666664,0.0042311787,0.186668210709462,0.3333333333333333,0.26666666666666666,-0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,0.9722222222222222,22.511772,-0.7828857,15.917661,-6.7040157,10.993393,0.5333333333333333,0.0034122309,0.10851774670363896,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,0.9722222222222222,22.72922,-0.87954956,15.721875,-6.5560665,11.004629,0.5,0.0033374985,0.09017941732514274,0.06666666666666667,0.3333333333333333,0.26666666666666666,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.0,22.44359,0.43940282,15.84528,-6.4793787,12.502135,0.43333333333333335,0.003826344,0.15638417011189099,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.0,22.077145,-0.7748307,15.793279,-6.6422567,11.142651,0.43333333333333335,0.002902317,0.08831614847411474,0.13333333333333333,0.06666666666666667,-0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.0,22.710163,1.1792927,14.196036,-3.4454288,15.5939665,0.5333333333333333,0.0032753786,0.05262175384772752,0.13333333333333333,0.0,-0.13333333333333333,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.0,22.485893,1.0642984,15.104751,-5.356495,14.164885,0.5333333333333333,0.0026106238,0.16278219593207632,0.13333333333333333,0.2,0.06666666666666668,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.0277777777777777,22.463787,1.180451,14.284515,-3.8448246,15.365254,0.4666666666666667,0.0022046803,0.0947461610276394,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.0277777777777777,22.410042,-1.2714761,15.829224,-6.495822,10.361535,0.43333333333333335,0.00478611,0.14751914930650586,0.13333333333333333,0.13333333333333333,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.0277777777777777,22.401459,-0.3726694,16.569895,-7.198592,11.13177,0.6,0.0040333825,0.14838842466930474,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.0277777777777777,22.589195,-1.4775392,15.919171,-6.4114094,10.0999,0.5,0.0057959002,0.10386121729364724,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.0555555555555556,22.165136,-1.2238007,15.8775835,-6.5624886,10.327679,0.5,0.0038851579,0.12739997639488665,0.06666666666666667,0.2,0.13333333333333336,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.0555555555555556,22.371355,0.46686172,15.428623,-5.918719,13.131365,0.43333333333333335,0.002752904,0.15478284633784997,0.26666666666666666,0.2,-0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.0555555555555556,21.94909,-1.3709855,16.149176,-6.4974737,10.03801,0.6333333333333333,0.006664292,0.1547400665456936,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.0555555555555556,22.862598,-0.56761724,15.984921,-6.994499,11.348105,0.5,0.004637011,0.2127313086677707,0.06666666666666667,0.26666666666666666,0.2,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.0833333333333333,21.698475,1.0639489,15.518554,-5.605489,14.038775,0.5,0.003496484,0.18664467187182449,0.2,0.26666666666666666,0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.0833333333333333,22.25667,0.35803667,15.4834585,-5.8410144,13.146646,0.4666666666666667,0.0025330663,0.13621633014790854,0.26666666666666666,0.2,-0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.0833333333333333,22.22038,-1.2890987,16.006973,-6.5757837,10.228624,0.5666666666666667,0.004407688,0.11489526929273647,0.06666666666666667,0.0,-0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.0833333333333333,21.878471,0.9047758,15.3649,-5.764345,13.483565,0.5666666666666667,0.0026010831,0.15573906454807218,0.2,0.4,0.2,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.1111111111111112,21.560041,0.45977446,16.1801,-6.5807304,12.4235525,0.5,0.003915596,0.18249301648962496,0.06666666666666667,0.0,-0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.1111111111111112,22.790009,0.3684538,15.349597,-5.840071,13.1483755,0.3333333333333333,0.0040326873,0.12748593746642584,0.3333333333333333,0.26666666666666666,-0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.1111111111111112,22.779112,0.6281474,16.16798,-6.49726,12.758634,0.5333333333333333,0.0037236651,0.12634751675218067,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.1111111111111112,21.307243,-0.79745364,16.009394,-6.750881,10.858987,0.6666666666666666,0.005514634,0.12437509470806993,0.06666666666666667,0.13333333333333333,0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.1388888888888888,21.751749,-1.1218029,15.509814,-6.3187127,10.882861,0.4,0.0063988767,0.16480079974514764,0.4666666666666667,0.6,0.1333333333333333,catalogue_120,id,False,False,False
encoder,catalogue_120,1,1.1388888888888888,22.990229,1.2886248,15.182012,-5.06055,14.613834,0.4,0.0034442267,0.17776102241017966,0.13333333333333333,0.26666666666666666,0.13333333333333333,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.1388888888888888,22.139706,1.1156485,15.668465,-5.37432,14.3181505,0.5666666666666667,0.0035091718,0.16611355159754962,0.0,0.06666666666666667,0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.1388888888888888,20.30615,-0.24707964,17.153131,-8.245697,10.616665,0.8666666666666667,0.011582541,0.08305751675161455,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.1666666666666667,21.483223,-0.93884236,15.999319,-6.97321,11.040789,0.5,0.0044039884,0.10431117473999049,0.0,0.2,0.2,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.1666666666666667,21.817204,0.9180358,15.983066,-6.565026,12.81745,0.5333333333333333,0.0031867584,0.12163214663271996,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.1666666666666667,20.811218,0.48301935,16.402431,-7.072183,12.041928,0.6,0.0038686832,0.1634950690865661,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.1666666666666667,20.453215,-0.35487726,17.116491,-7.788031,10.808697,0.7666666666666667,0.00816162,0.09168243521116849,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.1944444444444444,20.866291,0.9756895,15.020462,-4.884876,14.661387,0.5333333333333333,0.0022409281,0.13608908116058635,0.13333333333333333,0.13333333333333333,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.1944444444444444,21.406557,-0.8965556,15.805395,-6.6229186,10.863159,0.5666666666666667,0.0029578884,0.09752181751843297,0.06666666666666667,0.13333333333333333,0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.1944444444444444,20.481241,-0.8910685,15.795297,-6.4622207,10.983942,0.6333333333333333,0.0068658195,0.09445225577621304,0.13333333333333333,0.13333333333333333,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.1944444444444444,20.417805,0.6574113,16.279472,-7.10818,12.349383,0.7666666666666667,0.008571367,0.10113324270399243,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.2222222222222223,20.61265,-0.8243216,15.907774,-6.7029634,10.891709,0.5666666666666667,0.0029235005,0.10235951135643402,0.06666666666666667,0.0,-0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.2222222222222223,21.417,0.3277905,15.500669,-5.961653,12.943074,0.4666666666666667,0.0027713657,0.1355060922417803,0.2,0.2,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.2222222222222223,20.89332,-5.943352,2.3808374,-5.555836,3.346803,0.6,0.015305186,0.09189192993834583,0.6,0.8,0.20000000000000007,inclination_150,inclination_150,False,False,False
encoder,catalogue_120,3,1.2222222222222223,19.690535,1.4389083,15.084552,-3.57356,15.571975,0.7333333333333333,0.008556445,0.12424299054585017,0.26666666666666666,0.2,-0.06666666666666665,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.25,20.278385,0.2591894,16.512106,-7.3201275,11.682975,0.6,0.0040745456,0.20148647988839377,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.25,21.101837,0.4616974,15.520934,-5.8742533,13.079469,0.4666666666666667,0.0026905339,0.17230753153059966,0.2,0.2,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.25,21.280762,0.4956497,11.417315,-1.8838388,13.811018,0.5666666666666667,0.008687584,0.11461119368323841,0.7333333333333333,0.7333333333333333,0.0,id,id,False,False,False
encoder,catalogue_120,3,1.25,19.707918,0.80887336,15.183789,-5.6616526,13.554022,0.5666666666666667,0.0029683947,0.12921000746988387,0.13333333333333333,0.2,0.06666666666666668,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.2777777777777777,20.243343,-0.061663166,16.488636,-7.118051,11.781521,0.5666666666666667,0.0035221179,0.1707674221001584,0.0,0.06666666666666667,0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.2777777777777777,20.58485,1.0135299,15.13044,-5.2769947,14.186156,0.5,0.0029417714,0.15340883162254892,0.13333333333333333,0.26666666666666666,0.13333333333333333,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.2777777777777777,21.624256,-0.36026692,11.975073,-0.69914633,14.890717,0.5333333333333333,0.0065662027,0.12798519405781417,0.5333333333333333,0.7333333333333333,0.19999999999999996,id,id,False,False,False
encoder,catalogue_120,3,1.2777777777777777,20.029238,0.8618516,16.001717,-6.199429,13.09119,0.6,0.0033544223,0.12400762751140136,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.3055555555555556,19.449247,-1.2482117,15.496558,-6.262787,10.914489,0.5,0.0059898417,0.1584879462280392,0.4666666666666667,0.5333333333333333,0.06666666666666665,catalogue_120,id,False,False,False
encoder,catalogue_120,1,1.3055555555555556,20.071095,-1.542482,15.861121,-6.354957,10.176052,0.5333333333333333,0.0068163555,0.11703958834348084,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.3055555555555556,21.927677,-0.418632,12.184425,-0.678395,14.995606,0.5333333333333333,0.007701683,0.1422318887005937,0.6666666666666666,0.6,-0.06666666666666665,id,id,False,False,False
encoder,catalogue_120,3,1.3055555555555556,19.516764,-1.2830747,15.958509,-6.522577,10.314547,0.6,0.00442727,0.109062860090253,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.3333333333333333,18.638187,1.1904342,14.714944,-4.576817,14.909482,0.5333333333333333,0.0031860152,0.13454000503112898,0.2,0.13333333333333333,-0.06666666666666668,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.3333333333333333,20.302645,-1.5133866,15.968251,-6.4010878,10.185008,0.6333333333333333,0.006429553,0.09179456322029748,0.0,0.06666666666666667,0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.3333333333333333,20.900623,-0.488236,14.483141,-3.6603978,13.699737,0.5666666666666667,0.022431802,0.3985946581181631,0.4666666666666667,0.8,0.33333333333333337,catalogue_120,id,False,True,True
encoder,catalogue_120,3,1.3333333333333333,18.564245,1.1466022,14.792968,-4.842137,14.71618,0.5333333333333333,0.0032286565,0.13000882214058546,0.13333333333333333,0.13333333333333333,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.3611111111111112,18.891827,1.0310287,15.841654,-5.542751,14.180506,0.5666666666666667,0.0031740307,0.11740055632652159,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.3611111111111112,18.982845,0.86666995,16.053026,-6.432482,12.94722,0.6333333333333333,0.004257691,0.11803854086474967,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.3611111111111112,19.503223,-0.31652534,16.773308,-7.3534465,11.02359,0.6,0.00559239,0.19221328757732956,0.0,0.0,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.3611111111111112,18.770643,1.2053614,14.231258,-3.5867128,15.553196,0.3,0.003253762,0.07337609308358713,0.2,0.0,-0.2,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.3888888888888888,18.350615,0.82455295,14.883385,-4.893257,14.396966,0.4666666666666667,0.0034695466,0.14635263498800366,0.2,0.2,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.3888888888888888,18.758333,1.1846354,14.661922,-4.000374,15.254803,0.4666666666666667,0.0045056264,0.14344813703128623,0.13333333333333333,0.13333333333333333,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.3888888888888888,18.307983,1.2921052,15.420067,-4.985982,14.72067,0.5333333333333333,0.003399714,0.17367449683827474,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.3888888888888888,18.560516,1.0564169,15.033669,-4.890229,14.681355,0.3333333333333333,0.0035955827,0.15091519232765468,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.4166666666666667,18.281439,0.3604146,15.101347,-5.6792707,13.158224,0.5,0.0070158797,0.170760816092108,0.4666666666666667,0.2,-0.26666666666666666,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.4166666666666667,18.900215,0.3751124,15.967867,-6.250092,12.761762,0.5,0.0053066732,0.1435252593896599,0.06666666666666667,0.06666666666666667,0.0,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,2,1.4166666666666667,17.18203,-1.5304416,15.990109,-6.39332,10.058737,0.5666666666666667,0.007799999,0.09820253071326253,0.0,0.06666666666666667,0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,3,1.4166666666666667,17.585028,-1.449385,15.73736,-6.3590064,10.236235,0.3333333333333333,0.007151751,0.13790130925797264,0.13333333333333333,0.06666666666666667,-0.06666666666666667,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,0,1.4444444444444444,17.947893,0.98064256,15.6913,-5.384511,14.161091,0.4666666666666667,0.0044218423,0.16039574145878263,0.2,0.0,-0.2,catalogue_120,catalogue_120,False,False,False
encoder,catalogue_120,1,1.4444444444444444,17.852007,0.57105744,14.975687,-5.0766034,13.938439,0.5,0.0058885533,0.15885604430608755,0.3333333333333333,0.2,-0.1333333333333333,catalogue_120,catalogue_120,False,False,False
