family,family_label,x_label,x_value,point_label,is_id,method,method_label,episode_id,reset_seed,vector_env_index,num_rso,mean_uncertainty,max_uncertainty,p95_uncertainty,fine_custody
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,flat_lstm,Flat LSTM,18,41001,6,45,1.1413872241973877,3.0930306911468506,2.575945043563842,0.06666666666666667
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,flat_lstm,Flat LSTM,19,41001,7,45,2.0417227745056152,48.92112350463867,2.615161609649658,0.13333333333333333
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,flat_lstm,Flat LSTM,20,41001,8,45,1.1600874662399292,3.8793563842773438,3.4416492462158197,0.06666666666666667
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,flat_lstm,Flat LSTM,21,41001,9,45,1.3054190874099731,3.3904314041137695,2.749457120895385,0.08888888888888889
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,flat_lstm,Flat LSTM,22,41001,10,45,1.407297968864441,4.163353443145752,3.3439913749694825,0.044444444444444446
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,flat_lstm,Flat LSTM,23,41001,11,45,1.5575737953186035,8.259598731994629,3.4630865097045893,0.022222222222222223
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,0,41000,0,45,0.4884240925312042,1.1375845670700073,1.0319943428039549,0.13333333333333333
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,1,41000,1,45,0.49443867802619934,1.4438773393630981,0.9109274983406066,0.17777777777777778
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,2,41000,2,45,0.43554309010505676,1.6260597705841064,1.1846052289009081,0.2222222222222222
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,3,41000,3,45,0.3744767904281616,1.5342373847961426,0.8160569190979002,0.24444444444444444
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,4,41000,4,45,0.545353889465332,1.4591838121414185,1.1383434295654293,0.15555555555555556
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,5,41000,5,45,0.3719971477985382,1.0474072694778442,0.8378673911094657,0.2
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,6,41000,6,45,0.5680485367774963,1.7368265390396118,1.2390230417251582,0.08888888888888889
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,7,41000,7,45,0.6090527176856995,2.1231088638305664,1.5152166843414294,0.15555555555555556
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,8,41000,8,45,0.5592390894889832,2.348196268081665,1.1700642347335815,0.17777777777777778
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,9,41000,9,45,0.3882584571838379,1.3061330318450928,1.155405211448668,0.26666666666666666
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,10,41000,10,45,1.0558480024337769,21.913986206054688,1.4308947086334225,0.15555555555555556
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,11,41000,11,45,0.43701231479644775,1.711503505706787,1.1011865139007564,0.17777777777777778
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,12,41001,0,45,0.49862849712371826,2.4778902530670166,0.9260506868362423,0.13333333333333333
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,13,41001,1,45,0.46507716178894043,1.272365927696228,1.0019407510757445,0.13333333333333333
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,14,41001,2,45,0.57215416431427,2.689680576324463,1.802066755294799,0.2
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,15,41001,3,45,0.5695029497146606,1.7482810020446777,1.3612285852432249,0.17777777777777778
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,16,41001,4,45,0.49907249212265015,3.3895187377929688,1.13465484380722,0.13333333333333333
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,17,41001,5,45,0.5447526574134827,2.9892516136169434,1.4780621767044062,0.2
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,18,41001,6,45,0.4452745318412781,1.0388091802597046,0.910708200931549,0.17777777777777778
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,19,41001,7,45,0.571107804775238,4.404654502868652,1.112829327583313,0.17777777777777778
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,20,41001,8,45,0.44472983479499817,1.5281795263290405,1.2953342556953416,0.13333333333333333
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,21,41001,9,45,0.7762858271598816,4.554737567901611,1.7562113761901847,0.17777777777777778
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,22,41001,10,45,1.0270565748214722,12.19540023803711,2.261406135559082,0.2
catalogue_size,Catalogue size,Number of RSOs,45.0,45,0,pointer_lstm,Attention-LSTM pointer,23,41001,11,45,0.5572690963745117,2.162058115005493,1.2194777727127073,0.08888888888888889
catalogue_size,Catalogue size,Number of RSOs,60.0,60,0,expected_info_gain,Expected information gain,0,41000,0,60,1.6948975324630737,8.449861526489258,4.56945600509643,0.016666666666666666
catalogue_size,Catalogue size,Number of RSOs,60.0,60,0,expected_info_gain,Expected information gain,1,41000,1,60,0.810481607913971,3.0982375144958496,1.651518529653549,0.016666666666666666
catalogue_size,Catalogue size,Number of RSOs,60.0,60,0,expected_info_gain,Expected information gain,2,41000,2,60,5.707852363586426,116.61063385009766,8.927762937545772,0.05
catalogue_size,Catalogue size,Number of RSOs,60.0,60,0,expected_info_gain,Expected information gain,3,41000,3,60,1.0194952487945557,2.950540781021118,2.115843105316162,0.016666666666666666
catalogue_size,Catalogue size,Number of RSOs,60.0,60,0,expected_info_gain,Expected information gain,4,41000,4,60,1.542673945426941,7.651841640472412,5.1577504634857165,0.1
catalogue_size,Catalogue size,Number of RSOs,60.0,60,0,expected_info_gain,Expected information gain,5,41000,5,60,3.959746837615967,38.61606979370117,14.662562513351407,0.0
catalogue_size,Catalogue size,Number of RSOs,60.0,60,0,expected_info_gain,Expected information gain,6,41000,6,60,1.5914660692214966,14.3759765625,4.204186367988586,0.08333333333333333
catalogue_size,Catalogue size,Number of RSOs,60.0,60,0,expected_info_gain,Expected information gain,7,41000,7,60,10.748316764831543,113.48199462890625,39.54570236206036,0.03333333333333333
catalogue_size,Catalogue size,Number of RSOs,60.0,60,0,expected_info_gain,Expected information gain,8,41000,8,60,1.371290683746338,4.84445858001709,3.2558809280395495,0.0
